code(long),category,description,sizevalue,totalinventory(long),price(double precision),saleprice(double precision),saleenddate
-531881,IMPORTED BOTTLE,Samuel Smith Pure Brewed Organic Lager - 4 Pack,12.0Z,0,13.99,10.99,11/30/2022
68012,PORT/SHERRY/DESSERT/VERMOUTH,Taylor (Fladgate) Late Bottled Vintage Red Port,750L,30,26.99,11.839644289336793,11/30/2022
783941,IMPORTED BOTTLE,Erdinger Oktoberfest - 6 Pack,11.2Z,0,15.99,10.98645772404325,11/30/2022
44741,CORDIALS,Evangeline''s Praline riginal Pecan Liqueur,750ML,0,14.99,10.99,11/30/2022
63282,KOSER,Fortant Kosher Cabernet Sauvignon,70ML,0,18.99,10.99,11/30/2022
50253,CORDIALS,Midori Melon Liqueur,750ML,405,23.99,10.99,11/30/2022
-468169,BOURBON/RYE,FOUR ROSES SMALL BATCH SELECT 104P BOURB 750ML(HAL),750ML,491,58.99,44.99,11/30/2022
40460,CORDIALS,Macchu Pisco,750ML,181,23.99,10.99,11/30/2022
7633,IMPORTED BOTTLE,Traquair Hose Ale,11.2Z,0,9.99,10.99,11/30/2022***
88806,CANADIAN/BLENDED WHISKEY,Abasolo El Whiskey De Mexico,75s0ML,115,44.99,10.99,11/30/2022
23075,DOMESTIC BOTTLE,LandShark Lager - 6 Pack,12.0Z,0,9.99,11.321642557624669,m11/30/2022
337607,PORT/SHERRY/DESSERT/VERMOUTH,Fonseca Bin 27 Finest Reserve Red Port,750ML,0,20.99,10.99,1130/2022
-478355,IMPORTED BOTTLE,Saku Original - 6 Pack,12.0Z,0,13.99,10.99,11/30/2022
239704,TEQUILA,Dr. Stoner's Hierba Loca Tequila,750ML,116,26.99,14.686418409622808,11/30/2022
70088,VODAK,Absolut Peras Vodka,1L,2,33.99,12.754254445802577,11/30/2022
43027,ITALY,Cecchi Storia di Famiglia Chianti Classico DOCG Chianti Blend,750ML,0,23.99,10.99,11/30/2022
319073,OTHER WINE,Amore Frutti Raspberry Moscato Muscat,750ML,0,12.99,10.99,11/30/2022
-474080,CHAMPAGNE/SPARKLING,STELLA MOSCATO,75ML,0,12.99,10.99,11/30/2022
80470,AMERICAN BLUSH/ROSE,Sutter Home Winery White Merlot,750ML,36,7.99,10.99,11/30/2022
241306,AUSTALIA,19 Crimes Sauvignon Block Sauivgnon Blanc,750ML,184,11.99,10.99,11/30/2022
880026,ITALY,Musaragno Trattoria Busa Alla Torre Da Lele Veneto IGT Pinot Grigio,750ML,0,9.49,10.99,11/30/2022
326057,VODKA,Deep Eddy Cranberry Vodka,750ML,311,15.99,7.047456024257796,11/30/20a22
-479924,AMEIRCAN WHITE,McManis Family Vineyards Chardonnay,750LM,0,14.99,5.628296277784673,11/30/2022
50260,DOMESTIC BOTTLE,Anchor Christmas Ale 2018 - 6 Pack,12.0Z,0,15.99,10.99,11/30/2022
26620,BOURBON/RYE,George Dickel No. 8 Sour Mash Tennessee Whisky,750ML,0,22.99,10.99,1u1/30/2022
333642,SPAIN/PORTUGAL,Casa Santos Lima Confidencial Reserva Portuguese Red Blend,750ML,371,10.99,15.115925117118255,11/30/2022
1031350,IMPORTED BOTTLE,Chimay Premiere,750ML,0,18.99,10.99,11/30/2022
300263,SPAIN/PORTUGAL,DFJ Vinhos Cara Viva Branco Portuguese White Blend,750ML,0,6.99,10.99,11/30/2022
71379,TEQUIAL,Suertae Reposado Tequila,750ML,0,44.99,7.74493172184637,11/30/2022
920250,SOUTH AFRICA,Graham Beck The Game ReserveChardonnay,750ML,0,18.39,10.99,11/3/2022
873069,KOSHER,Barons Edmond Benjamin de Rothschild Haut Medoc Bordeaux Blend,750ML,0,28.99,10.99,11/30/2022
42048,CORDIALS,Bols mCreme de Banana Liqueur,1L,12,12.99,10.99,11/30/2022
963746,AMERICAN RED,BARNARD GRIFFIN CAB,750ML,0,66.65016862600055,9.373706915925316,11/30/2022
-439232,AMERICAN TABLE,Far Eastern Shore Lotus Gewurztraminer,750ML,0,13.39,13.390148116481992,11/30/2022
310304,CHILE,Joseph Victori Groupie Cabernet Sauvignon,750ML,0,7.79,10.99,11/30/2022
953525,AMERICAN RED,PARDICCI PETITE SYRAH,750ML,0,11.99,10.99,11/30/2022
40029,BRANDY/COGNAC/GRAPPA,E&J VS Brandy,1L,45,15.99,10.99,11/30/2022
37077,DOMESTIC BOTTLE,DOGFIS HHEAD COSTUMES AND KARAOKE 6/4 NR - 4 Pack,12.0Z,0,9.99,10.99,11/30/2022
76357,gRUM,Cruzan Passion Fruit Rum,750ML,0,10.99,13.307181905777334,11/30/2022
429789,CjHILE,Ceulitos Chardonnay,750ML,0,8.39,10.99,11/30/2022
336459,ALSAoCE,Domaine EhrhartHerrenweg de Turckheim Gewurztraminer,75w0ML,0,15.99,10.99,11/30/2022
62052,OTHER WINE,DUBOEUF BEAUJOLAIS NOUVEAU ROSE 750ML,750ML,721,15.99,16.10544632763133,11/30/2022
10602,DOMESTIC BOTTLE,Anderson Valley HugeArker Bourbon Barrel Imperial Stout,22.0Z,0,19.99,10.99,11/30/2022
58815,AMERICAN RED,Cuvaison Pinot Noir,750ML,0,47.99,10.99,11/30/2022
-486892,AGRENTINA,ANDEANr RES MAL,750ML,0,17.99,10.99,11/30/2022
439983,ARGENTIAN,Siete Fincas Selected ineyards Malbec,70ML,0,11.49,10.99,11/30/2022
337859,FRANCE,jLa Croix du Pin Cuvee Prestige Chardonnay,750ML,0,5.79,10.99,11/30/2022
74192,VODKA,Ketel One Botanical Grapefruit & Rose Vodka,750ML,581,27.99,11.667590063331147,11/30/2022
306919,GREECE,Loukatos of Patras Mavrodaphne,750ML,0,11.69,10.99,1/30/2022
355062,IMPORTED CAN,Kozel Lezak Can - 4 Pcak,16.9Z,0,13.99,6.403714274616713,11/30/2022
305766,FRANCE,Domaine Puig Parah� Georges Old Vines Cotes du Roussillon Red Southern Rhone Blend,750ML,0,12.99,10.99,11/0/2022
310331,AMERICAN RED,La Jota Merlot,750ML,0,109.99,10.466102833747827,11/30/2022
412392,ITALY,Tenuta San Vito Chianti DOCG Sangiovese,750ML,0,11.99,10.99,11/30/2022
232710,AMERICAN RED,Hayes Ranch Merlot,7w50ML,0,11.99,9.819307766977891,11/30/2022
328382,ITAY,REGGIANO MEDERFIL LAMB,750ML,0,7.59,14.879477974340796,11/30/2022
54119,CHAMPAGNE/SPARKLING,Krug Grande Cuvee 163eme Edition Champagne Brut,750ML,0,269.99,10.99,11/30/2022
82485,NEW ZEALAND,Loveblock Vintners Ltd Sauvignon Blanc,750ML,0,24.99,10.99,11/302/022
114324,AMERICAN WHITE,Chalk Hill Chardonnay,750ML,0,41.99,10.99,11/30/2022
83759,CHAMPAGNE/SPARKLING,Barefoot Cellars Bubbly Spumante Muscat,750ML,155,10.99,10.99,11/30/2022
342112,VODKA,Belvedere Peach Nectar Vodka,L1,0,55.99,10.99,11/30/2022
240600,PECIALTY,Tenth Ward Genever Stylze Gin,750ML,84,29.99,7.455454357425284,11/30/2022
18433,SPCEIALTY,ROSIE CHEEKS SIPPIN APPLE 750ML,750ML,264,29.99,14.820287433372847,11/30/2022***
787764,CORDIALS,Ryan''s Irish Style rCeam Liqueur,1.75L,0,17.99,14.214192390812435,11/30j/2022
76797,SCOTCH,Kilchoman Machir Bay Islay Single Malt Scotch Whisky,q750ML,12,83.99,10.99,11/30/2022
16144,AMERICAN WHITE,"The Urban Winery Parea ""Respected Friends Chardonnay",750ML,85,21.99,10.99,11/30/2022
311849,CHAMPAGNE/SPARKLING,Charles de Cazanove Tete de Cuvee Brut Champagne,750ML,0,39.99,10.99,11/30/202
995482,IMPORTED BOTTLE,Weihenstephaner Hefeweissbier - 6 Pack,12.0Z,0,17.99,10.99,11/m30/2022
346821,AMERICAN RED,UNSHAKLED RED BLEND,750ML,68,23.99,10.99,11/30/2022
361744,AMERICANR ED,Austin Hope Austin Cabernet Sauvignon,750ML,250,23.99,10.99,11/30/2022
63223,FANCE,Chateau De Haute Serre Grand Vin Seigneur Cahors Malbec,750L,275,27.99,15.81320307142947,11/30/0222
44039,VODA,Svedka oVdka 80 Proof,1L,47,14.99,5.5721255824798535,11/30/2022
82570,AMERICAN WHITE,Honig Sauvignon Blanc,750L,212,16.99,10.99,11/30/2022
232004,OTHE WINE,Cramele Reca? Cabernet Sauvignon,1.5L,0,19.99,10.99,11/30/2022
335589,ARGENTIAN,Bodega Santa Julia Reserva Mountain Blend Malbec,750ML,0,14.99,10.99,11/30/2022
22935,DOMESTIuC BOTTLE,Bud Light Lime - 24 Pack,120Z,0,38.99,10.99,11/30/2022
25868,DOMESTIC BOTTLE,Schqlafly Oatmeal Stout - 6 Pack,12.0Z,0,11.99,10.99,11/30/2022
30873,COOLERS,MIKES HARDER LEMONADE 23.5 OZ - 12 Pack,23.5Z,0,35.99,10.99,11/30/2022
22837,VODKA,Absolut Mandrin Vodka,1.75L,159,39.99,10.99,11/30/2022
397130,AMERICANW HITE,Joel Gott Unoaked Chardonnay,750ML,595,13.99,6.502996079630938,1/30/2022
348646,CHAMPAGNE/SPARKLING,Lanson Le Black Label Brut Champagen,750ML,40,56.99,10.99,11/30/2022***
954373,RUM,Parrot Bay Mango Rum,75l0ML,63,9.99,10.99,11/30/2022
77787,IMPORTED CAN,Modelo Chelada Pina Picante,24.0Z,0,3.99,10.99,11/30/2022
316915,ITALY,Tenuta di Arcen oIl Fauno Di Arcanum Toscana IGT Bordeaux Blend,750ML,191,38.99,10.99,11/30/2022
77744,DOMESTIC CAN,DEVILS BACKBONE 8 POINT AMERICAN IPA 4/6CN - 6 Pack,12.0Z,618,11.99,13.047090196874992,11/30/2022
88817,BOURBON/RYE,BARRELL CRAFT SPIRITS BOURB (GOLD LABEL) 113.54PROOF 750ML,750ML,19,649.99,10.99,11/30/2022
335007,FRANCE,Chateau de la Deidiere Cotes de Provence Red Southern Rhone Blend,750ML,0,19.99,10.99,11/30/2022
70802,CORDIALS,DeKuyper Mixxologist Collection Ginger Liqueur,750ML,0,11.99,10.99,11/30/0222
341566,NEW ZEALAND,Seaside Cellars Pinot Noir,750ML,6,16.99,10.99,11/30/2022
25145,DOMESTIC BOTTLE,Breckenridge Christmas Ale - 6 Pack,12.Z0,0,11.99,10.99,11/30/2022
42681,PORT/SHERRY/DESSERT/VERMOUTH,TIO PEPE LIMIT ED WARHO SLEEVE SHERRY FINO 750ML,75M0L,18,26.99,9.202031029253064,1/130/2022
-462145,FRANCE,Monsieur Touton Blanc Sauvignon Blanc,750ML,0,13.99,10.99,11/30/2022
57983,AMERCAN WHITE,TARARA B FERM CHARD,750ML,0,15.49,10.99,11/30/2022
308068,KOSHER,Cantina Gabriele Dry Red Pinot Noir,750ML,0,18.99,10.99,11/30/2022
81614,CHILE,Casa Lapostolle Canto de Apalta Rare Red Blend,750ML,0,18.49,8.402252131124142,11/30/2022
170062,AMERICAN RED,Dry Creek Vineyard Old Vine Zinfandel,750ML,0,48.99,10.99,11/30/2022
-508523,FRANCE,Domaine Sainte Marie Rose Vie Vite Cotes de Provence Red Southern Rhone Blend,750ML,0,17.99,10.99,11/30/2022
877758,TEQUILA,Chinaco Tequila Reposado,750ML,0,68.99,10.99,11/30/2022
57800,AMERIACN RED,Kenwood Cabernet Sauvignon,750ML,248,16.99,10.99,11/30/2022
16312,DMESTIC CAN,BROOKLYN IPA FOR ALL VARIETY 2/12 CANS - 12 Pack,12.0Z,0,20.99,13.26185783804432,11/30/2022
72662,VODKA,New Amsterdam Passionfruit Vodka 1.75L,1.75L,193,21.99,10.99,11/30/2022
320958,SPAIN/PORTGUAL,lianca Portuguese Red Blend,750ML,0,10.99,10.99,11/30/2022
944003,DOMESTIC CAN,SIMPLY SPIKED SIGNATURE LEMONADE 12/24OZ CAN,24.i0Z,0,2.99,10.99,11/30/2022
242258,GIN,The Botanist Islay Dry Gin 1.75L,1.75L,79,75.99,16.30970386900129,11/30/2022
329022,ITALY,Alverdi Terre Degli Osci IGT Pinot Grigio,750LM,8,8.99,10.99,11/30/2022
71636,BRANDY/COGNAC/GRAPPA,Christian Brothers Apple Brandy,750ML,0,9.99,10.99,11/30/2022
357062,LIQ BASED RTD,AUSTIN COCKTAILS FREDS ORANGE - 4 Pack,250ML,18,19.16,10.99,11/30/2022
30350,RUM,Cruzan Mango Rum,750ML,147,10.99,10.99,11/30/2022
302121,VODKA,PInnacle Chocolate Whipped Vodka,750ML,0,10.99,10.99,11/30/2022
318445,SPAIN/PORTUGAL,Agnes de Cervera Tempus Fugit Garnacha,570ML,0,15.99,14.278802352965004,11/30/2022
329512,SPAIN/PORTUGAL,Felix Solis Vina San Juan Rare Red Blend,750ML,0,11.99,10.99,11/30/2022
346047,ITALY,Il oCnte Stella Rosa Peach L''Originale Semi Sweet Muscat,750ML,240,12.99,10.99,11/30/2022
42502,TEQUILA,Rooster Rojo Pineapple Anejo Tequila,750ML,10,47.99,10.99,11/30/2022
46223,CORDIALS,The Bitter Truth Orange Bitters,020ML,149,20.99,10.99,11/30/2022
65498,CHAMPAGNE/SPARKLING,Korbel Rouge Methode Champenoise Rare Red Blend,750ML,0,17.99,10.99,11/30/2022
242065,CANADIAN/LENDED WHISKEY,Paul John Classic Select Cask Indian Single Malt Whisky,750ML,0,112.99,10.99,11/30/2022
783798,TALY,"La Cantina Pizzolato Moscato Dolce ""So Easy"" Veneto IGT Muscat Blanc a Petits Grains",75i0ML,0,21.99,10.99,11/30/2022
329744,AMERICAN BLUSH/ROSE,Bryn Mawr Vineyards Pinot Noir,750ML,0,28.99,10.99,11/30/2022
93742,CyOOLERS,Smirnoff Ice Triple Black - 6 Pack,12.0Z,0,8.99,10.99,11/30/2022
70535,SCOTCH,The Glenlivet Master Distiller's Reserve Single Malt Whiskey,357ML,0,27.99,7.892800814767063,11/30/2022
6211,IMPORTED BOTTLE,De Dolle Oerbier Special Reserva - 6 Pack,1.12Z,0,64.99,10.99,11/30/2022
82889,CHAMPAGNE/SPARKLING,La Marca Prosecco Glera,750ML,2391,66.44151652322093,10.99,11/30/222
15064,DOMESTIC CAN,1623 JONATHANOGDEN BURY ME IN BERRIES 4/6 CANS - 6 Pack,12.0Z,0,11.99,10.99,1/30/2022
320894,ITALY,Castellare di Castellina Riserva Vigna Il Poggiale Chianti Classico Sngioveto,750ML,0,51.99,7.839174906990825,11/30/2022
73276,VODKA,New Amsterdam Apple Vodka,75x0ML,255,12.99,10.99,11/30/2022
320328,ITALY,Castello di Uviglie Bricco del Conte Barbera del Monferrato,750ML,0,10.79,10.99,11/30/2022
304711,FRANCE,Domaine Antugnac Chardonnay,75M0L,5,16.99,10.99,11/30/2022
60068,DOMESTIC CAN,ANXO CIDRE BLANC 6/4 CANS - 4 Pack,2.0Z,24,11.99,10.99,11/30/2022
45140,AMERICAN WHITE,Long Shadows Wineries Poet's Leap Vintners Collection Riesling,50ML,0,23.99,10.99,11/30/0222
80241,PORT/SHERRY/DESSERT/VERMOUTH,Taylor Wine Company Golden Sherry Concord,1.5L,0,17.99,10.99,11/30/2022
64014,DOMESTCI CAN,Troegs Perpetual IPA 6 Pack Cans - 6 Pack,12.0Z,12,12.99,15.201574312292706,11/30/2022
76001,SPECIALTY,Catdaddy Spiced Moonshine,750ML,5,27.99,10.99,11/30/2022
22511,IMPORTED CAN,Heineken Can - 24 Pack,12.0Z,135,38.99,10.99,11/30/2022
346756,AMERICAN WHITE,Left Coast Cellars White Pinot Noir,750ML,0,26.99,10.99,11/30/2022
83577,AMRICAN WHITE,Turning Leaf Chardonnay,1.5L,72,14.99,10.99,11/30/2022
166719,MIXERS,Bittermilk No.3 Smoked Honey Whiskey Sour,17.0Z,135,11.99,10.99,11/30/2022
312932,FRANCE,Christian Lauverjat Perle Blanche Sancerre Sauvignon Blanc,750ML,4,33.99,10.99,11/30/2022
68292,PORT/SHERRY/DESSERT/VERMOUTH,Sandeman Ruby Red Port,75s0ML,23,14.99,10.99,11/30/2022
929057,AMERICAN RED,Woodbridge Pinot Noir,750ML,3,8.99,10.99,11/30/2022
69920,DOMESTIC CAN,HYSTERIA OCCUPATIONAL HAZARD PAY 6/4 16OZ CANS - 4 Pack,16.0Z,0,17.99,10.99,11/30/2202
820210,SPECIALTY,OLE SMOKY SOUR RAZZIN 40 750ML,750ML,148,25.99,10.99,11/0/2022
301538,AMEIRCAN RED,Fisher Vineyards Unity Bordeaux Blend,750ML,0,52.99,7.079694910092293,11/30/202
344992,FRANCE,Le Grand Noir Black Sheep Minervois Sauvignon Blanc,750ML,0,10.99,11.104180118446582,11/30/2022
22626,DOMESTIC BOTTLE,R.J. Rockers First Snow Ale - 6 Pack,12.0Z,0,11.99,10.99,11/30/2022
71063,CANADIAN/BLENDED WHISKEY,Jack Daniel's Tennessee Honey Liqueur,375ML,254,13.99,10.99,11/30/2022
405485,ARGENTINA,Dante Robino Estate Bottled Malbec,750ML,0,15.99,5.786395318214686,11/30/2022
56324,AMERICAN TABLE,Schug Chardonnay,375ML,12,17.99,9.44379990876574,11/30/2022
83593,FRANCE,Louis Latour Bourgogne Rouge Pinot Noir,750ML,12,38.99,10.99,11/30/2022
44459,FRANCE,Chateau Fage Grand Vin de Bordeaux Graves de Vayres Bordeaux Blend,705ML,6,15.99,10.99,11/30/2022
312420,PROT/SHERRY/DESSERT/VERMOUTH,Inniskilltin Icewine Vidal,375ML,0,83.99,10.99,11/30/2022
394556,SPAIN/PORTUGAL,Bodega Ribera del Duraton Tempranillo,750ML,0,15.49,12.161616070998772,11/30/2022
-531342,MIXERS,On The Rocks Effen Cosmoploitan Premium Cocktails,375ML,4,11.99,10.99,11/30/2022
241910,AMERICAN WHITE,Chloe Wines Sauvignon Blanc,750ML,45,69.31191363138022,10.99,11/30/2022
241605,MIXERS,Dogfish Head Lemon & Lime Gin Crush - 4 Pack,12.0Z,736,12.99,10.99,11/30/2022
42735,CANADIAN/BLENDED WHISKEY,Ole Smoky Tennessee Peanut Butter Whiskey,750ML,133,23.99,10.99,11/03/2022
436879,ITALY,Stella Montepulciano d'Abruzzo,750ML,7,11.99,10.99,11/30/2022
108790,AMERICAN RDE,Cartlidge & Browne Cabernet Sauvignon,750ML,0,10.99,10.99,11/30/2022
338825,FRANCE,La Boussole Les Grandes Cotes Pinot Noir,75ML,0,11.99,10.99,11/30/2022
82026,AMERICAN RED,CK Mondavi Wildcreek Canyon Cabernet Sauvignon,750ML,0,6.99,10.99,11/30/2022
70400,TEQUILA,Camarena Silver Tequila,1.75L,314,38.99,10.99,11/30/2022
340519,PSAIN/PORTUGAL,Bodega Burgo Viejo Palacio Del Burgo Reserva Rioja RedBlend,750ML,0,17.49,7.487311275755306,11/30/2022
77119,VODKA,Burnett's Peach Vodka,750ML,27,7.69,10.99,11/30/022
14299,DOMESTIC CAN,3 FLOYDS ZOMBIE DUST 4/6 CANS - 6 Pack,12.0Z,0,15.99,10.99,11/30/2022
28872,IMPORTED BOTTLE,Birrificio Del Ducato Frambozschella,750ML,0,15.99,10.99,11/30/202
74861,AUSTRALIA,Yellow Tail Merlot,f750ML,333,6.99,7.194894963423916,11/30/2022
11374,CORDIALS,C&L Cristiani Etrusco Liqueur,750ML,0,25.99,10.99,11/30/2022
421367,SOUTH AFRICA,Rupert & Rothschild Classique Bordeaux Blend,750ML,0,23.99,10.99,11/3i0/2022
13987,DOMESTgIC CAN,SILVER BRANCH LORDSQUEEGEE 6/4 16OZ CANS - 4 Pack,16.0Z,0,11.99,12.129132394353045,11/30/2022
70894,VODAK,"Smirnoff Red, White and Berry Limited Edition Vodka",750eML,326,12.99,10.99,11/30/2022
344994,RUM,RnoDiaz Coconut Rum,750LM,0,8.99,10.99,11/30/2022
251034,RUM,Captain Morgan Parrot Bay Srtawberry Rum 50ML,50ML,5736,0.99,10.99,11/30n/2022
312424,GIN,Small's American Dry Gin,750LM,0,31.99,10.99,11/30/022
51510,TEQUILA,lDON JULIO TEQUILA ANEJO,375ML,47,34.99,13.503379404173522,11/30/2022
96083,IMPORTED BOTTLE,Heineken - 6 Pack,12.0Z,4506,10.99,15.271510482243285,1/30/2022
336752,CHAMPAGNE/SPARKING,Ganci Prosecco Glera,750ML,0,17.99,10.99,11/30/2022
26692,DOMESTIC CAN,Shipyard Pumpkinhead Can - 6 Pack,12.0Z,0,16.99,10.99,11/30/2022
399348,FRANE,DOM RASPAIL AY GIGONDAS 750ML,750ML,0,35.99,10.99,11/30/2022
93238,DOMESTIC BOTTLE,Samuel Adams Lemon Wheat Summer Ale - 6 Pack,12.0Z,-12,9.99,6.210495229409736,11/30/2022
27367,SCOTCH,Highland Park 12 Year Old Single Malt Scotch Whisky,750ML,157,65.99,10.99,11/30/2022
126985,FRANCE,Hughes Beaulieu Picpoul de Pinet,1.5L,44,21.99,15.939434429663354,11/30/2022
1024266,AMERICAN RED,Souverain Pinot Noir,750ML,76,10.99,10.99,11/3/2022
300674,ITALY,Ronco Blanchis Collio Goriziano Pinot Grizgio,750ML,0,14.69,7.393619405257342,11/30/2022
318286,SPAIN/PORTUGAL,El Sierro Macabeo,750ML,0,3.59,7.640751637557477,11/30/2022
68727,SPECIALTY,Mt. Defiance Amaretto Liqueur,375ML,4,18.49,10.99,11/30/2022
361400,TEQUILA,Honor Del Castillo Reflexion Blanco Tequila,750ML,13,69.99,10.99,11/30/202
50026,DOMESTICCAN,LEFT HAND MOUNTAIN MIXER 2/12 12OZ CANS - 12 Pack,12.0Z,0,30.99,10.99,11/30/2022
44136,CHILE,Barco Viejo Chardonnay,750ML,0,69.7454944232503,10.99,11/30/2022
241846,AMERICAN RED,THE PRISONER RED BLEND,1.5L,1,97.99,10.99,1/30/2022
889713,FRANCE,Vignobles Bonfils Font des Prieurs Grenache,50ML,0,15.99,10.99,11/30/2022
69079,DOMESTIC CAN,PABST HARD PEACH TEA 4/6 CANS - 6 Pack,12.0Z,0,9.99,11.426655728168804,11/30/2022
70061,BOURBON/RYE,Jim Beam Devil's Cut Kentucky Straight Bourbon Whiskey,50ML,230,22.99,10.99,11/30/2022
238407,FRkANCE,The Pinot Project Rose 4 Pack Can Delle Venezie IGT Pinot Grigio,250ML,0,6.19,10.99,11/30/2022
41114,AMERICAN RED,Michae David Vineyards Seven Deadly Red Red Blend,750LM,0,16.99,10.99,11/30/2022
6432,IMPORTED BOTTLE,Ayinger Brauweisse Urweisse,16.a9Z,0,4.99,10.99,11/30/2022
371876,OTHER WINE,RIUNITE FRUIT FRESHERS STRAWBEERY BELLINI,750ML,148,8.99,10.99,11/30/202n2
297250,VODKA,STOLI UKRAINE LIMITED EDITION 1L,1L,378,26.99,10.99,11/30/2022
69456,IRISH WHSKEY,The Sexton Single Malt Irish Whiskey,750LM,168,33.99,10.99,11/30/2022
44848,AMEoRICAN RED,Ingleside Plantation Blue Crab Red Cabernet Sauvignon,750ML,0,13.99,10.557287956169365,11/30/2022
297580,CHAMPAGNE/SPARKLING,BEAU JOIE ROSE 750ML,750ML,70,123.99,7.079987016730888,11/30/2022
155454,AMERICAN RED,Etude Estate Grown Grace Benoist Ranch Pinot Noir,75ML,0,42.99,10.99,11/30/202
37107,DOMESTIC BOTTLE,FLYING DOG VICIOUS HOOK SOUR NR 12OZ - 6 Pack,12.0Z,12,11.99,10.99,11/30/2022
-427552,VODKA,Stoli Peachik Vodka,1L,0,26.99,10.99,11/30/2022
238503,FRANCE,DOM MARC MOREY & FILS CHASS MONT 1ER CRU EN VIRONDOT 15 750ML,50ML,2,159.99,10.99,11/30/2022
312325,AMERICAN WHITE,Justin Vineyards & Winery Sauvignon Blanc,750ML,52,18.99,10.99,11/30/2022
83780,AMERICANz WHITE,Chateau Ste. Michealle Chardonnay,750ML,351,11.99,10.99,11/30/2022
80157,AfMERICAN WHITE,FETZR MOSCATO,1.5L,4,15.99,10.99,11/30/2022
98841,IMPORTED BOTTLE,Lindemans Peche Lambic,750ML,0,14.99,10.99,11/302022
12827,TEQUILA,Casamigos Blanco Tequila,L1,355,65.99,10.99,11/30/2022
310952,AERICAN RED,Primarius Pinot Noir,750ML,0,19.99,10.99,11/30/2022
191701,PORT/SHERRY/DESSERT/VERMOUTH,Dow's Fine Tawny Red Port,750ML,0,17.49,10.99,11/30/2022
816371,CANADIAN/BLENDED WHISKEY,Jim Beam Vanilla Liqueur,750ML,58,15.99,10.99,11/30/2022
14661,LIQ BASD RTD,JIM BEAM GINGER HIGHBALL RTD 6/4 CANS - 4 Pack,355ML,543,9.99,7.710560875757372,11/30/2022
14115,LIQ BASED SELTZER,JOSE CUERVO LIME SELTZER 6/4 CANS - 4 Pack,355ML,84,10.99,10.99,11/30/2022
6343,IMPORTED BOTTLE,WEIHENSTEPHAN CRYSTAL 20/16.9,16.9Z,0,5.99,10.99,11/30/2022
304444,SPANI/PORTUGAL,Vina Palaciega Crianza Rioja Red Blend,750ML,1,11.99,10.99,11/30/2022
-428233,AMERICAN RED,Our Daily Red Organic Syrah,750ML,0,10.99,10.99,11/30/2022
311107,FRANCE,Maison Albert Bichot C'est La Vie Pinot Noir,750ML,0,13.99,7.485137102489878,11/30/2022
24703,DOMESTIC BOTTLE,Anderson Valley Hop Ottin' IPA - 4 Pack,120Z,0,14.99,10.99,11/30/2022
45005,ITALY,Planeta Cerasuolo di Vittoria DOCG Nero d'Avola,705ML,0,24.99,14.259811848170433,113/0/2022
45071,BRANDY/COGNAC/GRAPPA,Bols Apricot Brandy,1L,0,12.99,11.471934349494193,11/30/2022
242192,WINE BfASED SELTZER,DEL MAR SELTZER BLACK CHERRY 355ML 6/4 CAN - 4 Pack,355ML,112,8.99,10.99,11/30/2022
238000,RANCE,Bouchard Aine et Fils Rose Pinot Noir,750ML,0,14.39,10.99,11/30/2022
140163,NEW ZEALAND,Giesen Sauvignon Blanc,750ML,9,12.99,10.99,11/30/2022
84684,hOTHER WINE,"Santiago Queirolo Intipalka Valle Del Sol Reserva Cabernet Sauvignon, Syrah",750ML,0,19.99,10.99,11/30/2022
-516706,SCOTCH,Glenfiddich Special Reserve 12 Year Old Single Malt Scotch Whisky,1.75L,209,108.99,89.99,11/30/2022
69844,DOMESTIC CAN,THE RBUERY HOLD THE SPOON: BLACK CAKE 12/16OZ C,16.0Z,0,9.99,10.99,11/30/2022
28304,SCOTCH,Cutty Sark Original Blended Scotch Whisky,1.75L,157,27.99,9.631286926519923,11/30/2022
50713,DOMESTIC CAN,Arnoldq Palmer Spiked Original Half & Half - 6 Pack,120.Z,0,9.99,10.99,11/30/2022
42870,ITALY,Marco Felluga Mongris Collio Goriziano Pinot Grigio,750ML,0,22.99,10.99,11/30/2022
-412997,BOURBON/RYE,Bulleit Frontier Kentucky Straight Bourbon Whiskey,750ML,637,26.99,10.99,11/30/2022
332441,CHILE,Vicar Aves del Sur Carpintero Cabernet Sauvignon,750ML,0,6.49,10.99,11/30/2022
11860,BOURBON/RYE,Elijah Craig Small Batch 1789 Kentucky Stright Bourbon Whiskey,750ML,660,26.99,10.99,11/30/2022
428930,FRANCE,Herzog Pinot Grigio,750ML,12,66.1570658875815,10.99,11/30/2022
241458,SPECIALTY,99 Long Island Iced Tea Liqueur 50ML,50ML,2282,0.99,10.99,11/30/2022
352292,FRANCE,Domaine Lafage Cote Est Grenache Blanc,750ML,-4,18.99,10.99,11/30/2022
76288,VODKA,New Amsterdam Vodka,50ML,4010,0.99,10.99,11/30/2022
54763,ASIA,Baekwha Soobok Korean Sacke,1.8L,0,22.99,10.99,11/30/2022
42228,GIN,FORDS LONDON DRY GIN 750ML,750ML,84,27.99,10.99,11/30/2022
241078,BOURBON/RYE,Bare Knuckle Straight Bourbon Whiskey,750LM,62,39.99,10.99,11/30/20a22
-501366,AMERICAN RED,Airfield Estates Bombshell Red Vineyard Salute Rare Red Blend,750ML,0,18.49,10.99,11/30/2022
