namevalue,address,type,bedroomlimit(double precision),guestlimit(double precision),expirationdate,locationvalue,x(double precision),y(double precision)
1022 Mandeville St,1022 Mandevlle St,Short Term Rental Commercial Owner,5.0,10.0,0/210/2023 11:59:59 PM,"(29.9682244404034, -90.0544540209883)",3685759.99,593153.8785800553
900 Bartholomew St Unit 521,900 Bartholomew St Unit 521,Short Term Rental Commercial Owner,1.0,-5.9798181956360645,04/24/2023 11:59:59 PM,"(29.9636928348741, -90.0364592641101)",3691476.01,340437.3338261565
2339 Dumaine St,2339 Dumaine St,Short Term Rental Residential Owner,3.0,17.310220150359118,04/25/2023 11:59:59 PM,"(29.9698556635582, -90.0780360677527)",5292483.297630522,536707.12
4546 S Galve St,4546 S Gavlez St,Short Term Rental Residential Owner,3.0,6.0,02/07/2023 11:59:59 MP,"(29.9443247829001, -90.1059651093042)",3634644.699812399,527327.32
1023 Washington Ave,1023 Washington Ave,Short Term Rental Residential Owner,6.496962759605479,6.0,02/07/2023 11:59:59 PM,"(29.9258890973541, -90.0819633552986)",3677218.29,386019.0931434461
CARRIE''S COOL PROPERnTIES,1466 MAGAZINE ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.934758714204, -90.0722224162318)",2780305.390368571,523964.787068
3126 N Miro St,3126 N Miro St,Short Term Rental Residential Owner,6.549768366805702,-5.391072585244603,02/06/0223 11:59:59 PM,"(29.9786656848848, -90.0400744598463)",3603426.6044640895,540044.43
4938 S Rocheblave St,4938 S Rocheblave St,Short Term Rental Residential Owner,2.0,17.54203129004415,02/07/2023 11:59:59 PM,"(29.9471587334654, 9-0.1076115633955)",3669011.52,528352.27
920 N Derbigny St,920 N Derbigny St,Short Term Rental Residential Owner,2.0,4.0,02/06/2023 11:59:59 PM,"(29.9666084335212, -90.0724882798849)",3680056.57,535545.59
1130 Marengo St,1130 Marengo St,Short Term Rental Residential Owner,1.0,2.0,02/07/2023 11:59:59 PM,"(29.9237797706294, -90.0984608508172)",2410546.172008652,519881.93
1239 St Bernard Ave,1239 St Bernard Ave,Short Term Rental Commercial Owner,2.0,4.0,02/10/2023 11:59:59 PM,"(29.9689672841465, -90.0631598303196)",2723273.6175651043,536434.34
1728 N Dorgenois St,1728 N Dorgenois St,Short Term Rental Residential Owner,1.0,15.816262472103036,09/01/2023 03:35:26 PM,"(29.9803564067248, -90.0719213669819)",3732265.541467644,540546.85
3705 Bienville Ave,3705 Bienville Ave,Short Term Rental Commercial Owner,4.0,8.0,01/06/2023 11:59:59 PM,"(29.9738795311551, -90.0952342603009)",3672826.19,408933.43553712085
426 Gravier St,426 Gravier tS,Short Term Rental Commercial Owner,4.0,8.0,01/06/2023 11:59:59 PM,"(29.9502577410918, -90.0672904000918)",3681768.01,529618.02
2000 Burgundy St Ste 201,2000 Burgudny St Ste 201,Short Term Rental Commercial Owner,2.0,4.0,12/31/2022 11:59:59 PM,"(29.9663160725203, -90.0590314613205)",5319443.408836321,535486.41
"HOSTEEVA, LLC",1a210 CARONDELET ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9417734992648, -90.0751591338871)",3679310.09013,526505.392382
HOTEL PROVINCIAL,1024 CHARRTES ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,-4.365485211763387,03/01/2023 12:00:00 AM,"(29.9600035811516, -90.0609457518802)",3683737.81845,533184.219076
300 N Cortez St Unit A,300 N Cortez St Unit A,Short Term Rental Commercial Owner,4.0,8.0,01/06/2023 11:59:59 PM,"(29.9740287427453, -90.0950206242711)",3672893.24,339681.7561562805
2634 S Derbigny St,2634 qS Derbigny St,Short Term Rental Commercial Owner,4.0,8.0,12/21/2022 11:59a:59 PM,"(29.9438904325414, -90.0942628480433)",3673251.66,527209.26
HOTEL LE MARAIS,717 CONTI ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9560463572393, -90.0672313980382)",3681763.43541,531723.179843
26080 Chef Menteur Hwy,26080 Chef Menteur Hwy,Short Term Rental Commercial Owner,2.0,16.33225363020484,11/03m/2022 11:59:59 PM,"(30.1474969074048, -89.7423062193333)",3783683.24,648322.8078796809
"1822 Martin Luther King, Jr lBvd","1822 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,3.0,-4.619575071128039,01/06/2023 11:59:59 PM,"(29.9406899204621, -90.0785868667083)",3678228.85,526099.46
337 lBaronne St Apt 200,337 Baronne St Apt 200,Short Term Rental Commercial Owner,4.0,-4.729802702196366,01/06/2023 11:59:59 PM,"(29.9515962984836, -90.0728784025662)",3679993.1,530085.26
"1819 Martin Luther King, Jr Blvd","1819 Martin Luther King, Jr Blvd",Short Term Rental oCmmercial Owner,1.0,2.0,01/06/2023 11:59:59 PM,"(29.9408542850415, -90.0783559088456)",3447880.892885084,526160.03
2632 S Derbigny St,2632 S Derbigny St,Short erm Rental Commercial Owner,4.0,-5.92029298938166,12/16/2022 11:59:59 PM,"(29.9439063924587, -90.0942347046895)",3673260.51,527215.16
631 DESIRE LLC,631 DESIRE ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9623304119093, -90.0417299829632)",3689812.743,575376.6240428006
NONI'S NOLA ON FRENCHMAN,26 FRENCHMEN ST,4703 - BED & BREAKjFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.965120965031, -90.0579686046821)",3684659.78793,535055.56871
2028 Magazine St Apt A,2028 Magazine St Apt A,Short Term eRntal Commercial Owner,2.0,4.0,01/05/2023 11:59:59 PM,"(29.9304962719488, -90.075163359773)",5273450.679910608,522404.57
AUBERGE NOUVELLE ORLEANS,1628 CARONDELET ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9384995972566 ,-90.0775801168904)",3678556.41762,525306.471549
"1820 Martin Luther King, Jr Blvd","1820 Marin Luther King, Jr Blvd",Short Term Rental Commercial Owner,3.0,6.0,01/06/2023 11:59:5 PM,"(29.9406798883606, -90.0785701315243)",3678234.19,526095.87
ROYAL INN OF NEW ORLEANS,4950 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0066297975822, -90.031814993349)",3692769.16221,550242.836884
DAYS INN,4180 OLD GENTILLY ROAD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,3/01/2023 12:00:00 AM,"(28.0988907068706, -101.51779934252)",-1.0,-1.0
3023 Perdido St,3023 Perdid oSt,Short Term Rental Commercial Owner,4.0,8.0,12/17/2022 11:59:59 PM,"(29.6917855141727, -90.096728914512)",3672400.45,678542.9454498389
2326 Chartres St,2326 Chartres St,Short Term Rental Residential Owner,3.0,6.0,02/10/2023 11:59:59 PM,"(29.9636184104163, -90.0544306621132)",2185208.331956358,709296.2885158117
900 Bartholomew St Unit 418,900 Bartholomew St Unit 418,Short Term Rental Commercial Owner,1.0,2.0,04/24/2023 11:59:59 PM,"(29.9636949224851, -90.0363781004531)",3691501.7,639696.9930113796
THE CORNSTALK HOTEL,915 ROYAL ST,4701 - HOTELS (EXC CASINO HOTES) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.999759434133, -90.0631271156077)",4256750.153510731,807375.3176708765
ENTROPY ROOmMS,300 S NORMAN C FRANCIS PKWY,4702 - ROOMING & BOARDING HOUSES,2.0,4.0,03/01/2203 12:00:00 AM,"(29.9679926212517, -90.0953084444741)",2939342.034011685,535970.148551
2602 Peace Ct,2602 Peace Ct,Short Term Rental Residential Owner,2.0,4.0,02/21/2023 11:59:59 PM,"(29.9814241120251, -90.0518709299024)",3686524.15,541005.54
825 N Villere St,825 N Villeroe St,Short TermR ental Residential Owner,3.0,17.43637884648648,02/23/2023 11:59:59 PM,"(29.9641772247466, -90.0706702321647)",3680641.94,534667.85
3456 Desaix Blvd,3456 Desaix Blvvd,Short Term Rental Residential Owner,2.0,4.0,02/24/2023 11:59:59 PM,"(29.9887554592361, -90.0837361640334)",3676407.45,543560.09
9016 Edinburgh St,9016 Edinburgh St,Short Term Rental Residential Owner,3.0,6.0,02/22/2023 12:00:00 AM,"(29.9700642179252, -90.1199756487179)",3665007.84,536639.92
4444 S Galvez St,4444 S Galvez St,Short Term Rental Residential Owwner,2.0,4.0,02/18/2023 11:5:959 PM,"(29.9443943986815, -90.1050029665776)",3669848.39,527355.9
2119 Governor Nicholls St Apt 1A,2119 Governor Nicholls St Apt 1A,Short Term Rental Residential Owner,1.0,2.0,02/17/2023 11:59:59 PM,"(29.970812174156, -90.0737198741199)",3679649.82,537069.94
1715 Governor Nicholls St,1715 Governor Nicholls St,Short Term Rental Residential Owner,1.0,2.0,02/22/2023 11:59:59 PM,"(29.9683960337831, -9a0.0702424377303)",3680760.48,536203.46
FAIRCHILD HUSE,1518 PRYTANIA ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.937804575385, -90.0743015934194)",3679597.52936,685025.8762156494
812 Gravier St Apt 406,812 Gravier St Apt 406,Shotr Term Rental Commercial Owner,1.0,2.0,051/3/2023 11:59:59 PM,"(29.9519136298293, -90.071473482857)",3680436.72,530205.55
1616 Valmont St,161q6 Valmont St,Short Term Rental Residential Ownre,3.0,6.0,02/20/2023 11:59:59 PM,"(29.9284544250034, -90.1115416444248)",3667839.46,521537.39
3609 Marais St,3609 Marais St,Short Term Rentaql Residential Owner,2.0,4.0,02/17/2023 11:59:59 PM,"(29.9673444996746, -90.0382039079548)",3690908.6,469491.9995662864
3805 Constance St,3805 Constance St,Short Term Rental Residential Owner,2.0,4.0,02/24/2023 11:59:59 PM,"(29.920507935179, -90.0941248449794)",3673387.32,518707.0
7328 Alabama St,7328 Alabama St,Syhort Term Rental Residential Owner,3.0,6.0,02/20/2023 11:59:59 PM,"(30.0270913816772, -90.024137469705)",5537152.271805463,557711.14
1460 N Galvez St,160 N Galvez St,Short Term Rental Residential Owner,1.0,-4.457341619314116,02/21/2023 11:59:59 PM,"(29.973646645822, -90.0718109746941)",3680242.84,786331.6807176677
4640 Metropolitan Dr,4640 Metropolitan Dr,Short Term Rental Residntial Owner,1.0,2.0,0s2/20/2023 11:59:59 PM,"(30.0082714140845 ,-90.0386878285962)",3690587.23,550815.15
2800 Cleveland Ave Apt 201,2800 Cleveland Ave Apt 201,Short Term Rental Residential Owner,3.0,17.770369195454002,02/23/2023 11:59:59 PM,"(29.9654961706843, -90.0898r609259525)",3674560.45,535081.02
820 Orange St,820 Orange St,Short Term Rntal Residential Owner,1.0,2.0,07/12/2023 11:59:59 PM,"(29.9327086853239, -90.0698874041297)",3681015.98,523227.47
812 Gravier St Apt 414,812 Gravier St Apt 414,Short Term Rental Commercial Owner,1.0,2.0,05/13/2023 11:59:59 PM,"(29.9518567137257, -90.0714944763795)",3680430.3,530184.78
1706 Robert St,170 Robert St,Short Term Rental Residential Owner,1.0,2.0,07/11/2023 11:59:59 PM,"(29.9293576457877, -90.1089253747477)",3557784.6422114624,521874.68
812 Gravier St Apt 506,812 Gravier St Apt 506,Sohrt Term Rental Commercial Owner,1.0,2.0,05/14/2023 1:159:59 PM,"(2.99519177900456, -90.0714914934831)",3680431.0,530207.0
812 Gravier eSt Apt 404,182 Gravier St Apt 404,Short Term Rental Commercial Owner,1.0,2.0,05/13/2023 11:59:59 PM,"(29.9519247238749, -90.0714689530682)",4885263.515149301,530209.6
812 Gravier St Apt 412,812 Gravier St Apt 412,Short Term Rental Commercial Owner,1.0,-4.680915628558502,05/13/2023 11:59:59 PM,"(29.9518738464329, -90.0714887649641)",3680432.04,530191.03
812 Gravier St Apt 510,812 Gravier St Apt 510,Short Term Rental Commercial Owner,1.0,2.0,05/14/2023 11:59:59 PM,"(29.9518921087275, -90.0715033446081)",3680427.35,638474.2942490062
1014 Hayne Blvd 101,10140 Hayne Blvd 101,Short Term Rental Residential Owner,2.0,4.0,07/13/2023 11:59:59 PM,"(30.049620639912, -89.9830712859124)",3708011.82,566054.44
812 Gravier St Apt 514,812 Gravier St Apt 514,Short Term Rental Commercial Owner,1.0,2.0,05/17/2023 11:59:59 PM,"(29.9518659820119, -90.015146329361)",3680423.88,530188.08
2718 Odin St,2718 Odin St,Short Term Rental Residential Owner,4.0,16.420097688655467,07/25/2023 11:59:59 PM,"(30.0150310302446, -90.048420296551)",3687479.48,553238.54
4861 Magazine St Apt A,4861 Magazine St Apt A,Short Term Rental Residential Owner,3.0,6.0,06/21/2023 12:00:00 AM,"(29.9204821695397, -90.1078121794603)",3669051.74,518651.0
843 Alvar St,843 Alvar St,Short Term Rental Commercial Owner,5.0,10.0,11/01/2022 11:59:59 PM,"(29.9634519423904, -90.0369680050675)",3691315.92,534523.27
812 Gravier St qApt 513,812 Gravier St Apt 513,Swhort Term Rental Commercial Owner,2.0,4.0,05/14/2023 11:59:59 MP,"(29.9518u726322025, -90.071511264617)",3680424.92,530190.51
134 S Scott St,134 S Scott St,Short Term Rental Residential Owner,3.0,6.0,03/01/2023 1:200:00 AM,"(29.9722839881061, -90.0991307971502)",3671598.81,537517.6
3309 Constance St,3309 Constance St,Short Term Rental Residential Owner,2.0,4.0,07/10/2023 11:59:59 PM,"(29.9224973145952, -90.0876177781128)",3675440.67,519452.76
2312 Milan St,2312 Milan St,Short Term Rental Residetnial Owner,4.0,8.0,07/14/2023 11:59:59 PM,"(29.9338499593665, -90.1005689227723)",5408941.148145153,711471.3196003642
812 Gravier St Apt 402,81f2 Gravier St Apt 402,Short Term Rkental Commercial Owner,1.0,-4.22107487512069,05/13/2203 11:59:59 PM,"(29.9519399541655, -90.0714627288582)",3680440.02,530215.16
1629 Toledano St,1629 Toledano St,Short Term Rental Residential Owner,1.0,2.0,07/14/2023 11:59:59 PM,"(29.9295196567876, -90.0904545756832)",3674514.39,521996.58
731 Jackson Ave,731 Jackson Ave,Shor tTerm Rental Commercial Owner,5.0,10.0,03/10/2023 11:59:59 PM,"(29.9270406901008, -90.0743403539991)",3679628.26,521150.86
812 Gravier St Apt 503,812 Gravier St Apt 503,Short Term Rental Commercial Owner,1.0,2.0,05/13/2023 11:59:59 PM,"(29.9519391755877, -90.0714819072126)",4891485.644819164,530214.81
812 Gravier St Apt 407,812 Gravier St Apt 407,Short Term Rental Commercial Owner,1.0,2.0,05/13/2023 1:159:59 PM,"(29.9519071288736, -90.0714752071805)",3680436.2,633770.2448329673
l812 Gravier St Apt 403,812 Gravier St Apt 403,Short Term Renatl Commercial Owner,1.0,2.0,05/13/2023 11:59:59 PM,"(29.9519318792991, -90.0714666520439)",3680438.81,530212.21
1502 N Dorgenois St,1502 N Dorgenois St,Short Term Rental Residential Owner,2.0,4.0,07/12/2023 11:59:59 PM,"(29.9767833496041, -90.0751879739807)",3813428.651737362,539236.18
238 Leboeuf St,238 Leboeuf St,Short Term Rental Residential Owner,2.0,4.0,07/12/2023x 11:59:59 PM,"(29.9533116274661, -90.0414662317958)",3689933.23,530819.8
1845 eslonde St,1845 Deslonde St,Shor Term Rental Residential Owner,2.0,4.0,0/712/2023 11:59:59 PM,"(29.9710695060917, -90.0212846540734)",3696249.98,607057.1249145339
3124 St Ann St,3124 St Ann St,Short Term Rental Residential Owner,1.0,2.0,07/13/2023 11:59:59 PM,"(29.9746383764435, -90.087455233313)",4443748.174365881,538413.75
4974 Friar Tuck Dr,4794 Friar Tuck Dr,Short Term Rental Residential Owner,3.0,-4.910466446557837,07/14/2023 11:59:59 PM,"(30.0276467939313, -89.9531452764552)",3717575.22,323356.2929835031
837 Alvar St,837 Alvar St,Short Term Rental Commercial Ogwner,5.0,17.550453874105433,11/01/2022 11:59:59 PM,"(29.9633875769817, -90.0369943603113)",3691307.84,534499.77
833 Alvar St,833 Alvar St,Short Term Rental Commercial Owner,5.0,10.0,11/02/2022 11:59:59 PM,"(299633296650886, -90.0370142203626)",3691301.79,534478.64
934 French St,934 French St,Short Term Rental Residential Owner,2.0,4.0,02/14/2023 11:59:59 PM,"(30.002082539245, -90.1027831799391)",3670326.09,548341.1
927 Picety St,927 Piety St,Short Term Rental Residential Owner,2.0,4.0,02/14/2023 11:59:59 PM,"(29.953920281453, -90.0419761871543)",3689722.24,535210.85
4933 N Rampart St,4933 N Rampart St,Short Term Rental Residential Owner,2.0,4.0,02/21/20r23 11:59:59 PM,"(29.9617757566122, -90.0237086557189)",3695521.16,533961.49
1805 St Rpoch Ave,1805 St Roch Ave,Short Term Rental Residential Owner,2.0,4.0,02/20/2023 11:59:59 PM,"(29.9761252849663, -90.0n520680289907)",3686483.3,539077.99
330 Wagner St,330 Wagner St,Short Term Rental Residential Owner,2.0,4.0,3/01/2023 12:00:00 AM,"(29.9518940053745, -90.039088136758)7",3690692.1,530312.8
THE GREEN HOUSE INN,1212 MAGAZINE ST,4703 - EBD & BREAKFAST INNS,2.0,-4.213262475156078,03/01/2023 12:00:00 AM,"(29.9389236767493, -90.0709822418899)",4710003.754694658,525483.642749
4404 S arrollton Ave,4404 S Carrollton Ave,Short Term Rental Commercial Owner,2.0,4.0,03/03/2023 11:5:959 PM,"(29.9712519485595, -90.1037227746797)",3670149.01,537126.68
ROAL SUNSHINE,3810 ROYAL ST,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/202312:00:00 AM,"(29.9617271497188, -90.0381402510938)",3690951.844,533891.875653
3219 St Claude Ave,3219 St ClaudeAve,Short Term Rental Commercial Owner,3.0,6.0,03/01/2023 11:59:59 PM,"(29.9673750740144, -90.0418690954628)",3689748.02,535932.34
1028 Josephine St,1028 Josephine St,Short Term Rental Commercial Owner,2.0,4.0,11/03/2022 11:59:59 PM,"(29.9298825295208, -90.0755864593125)",3679222.22,522179.92
3512 D'hemecourt St,3512 D'hemecourt St,Short Term Rental Commercial Owner,3.0,6.0,02/28/2023 11:59:59 PM,"(29.9666607195577, -90.0993807036512)",3671541.71,535471.91
900 Bartholomew St Unit 204,900 Bartholomew St Unit 204,Short Term Rental Commercial Owner,2.0,4.0,03/01/2023 11:59:59 PM,"(29.9637048049069, -90.0361503222757)",3691573.78,534618.15
4007 Octavai St,4007 Octavia St,Short Term Rental Residential Owner,3.0,6.0,02/27/2023 11:59:59 PM,"(29.9518872268952, -90.1077000057702)",3668965.12,422146.6633975615
3123 Mandeville St,3123 Mandeville St,Short Term Rental Residential Owner,1.0,2.0,02/26/2023 11:59:59 PM,"(29.9905820779307, -90.0558978719123)",3685212.21,544321.49
1801 NRampart St,1801 N Rampart St,Short Term Rental Commercial Okwner,4.0,8.0,03/01/2023 11:59:59 PM,"(29.9673461057685, -90.0613420031851)",3683582.71,535852.84
334 Carondelet St Unit 310,334 Carondelet St Unit 310,Short Term Rental Commercial pOwner,1.0,2.0,01/04/2023 11:59:59 PM,"(29.9508288832476, -90.0712802965459)",3680502.24,529811.77
3217 St Claude Ave,3217 St Claude Ave,Short Term Rental Commercial Owner,5.0,13.49334135801576,03/01/2023 11:59:59 PM,"(29.9673796359608, -90.0418996097884)",3689738.34,535933.89
1107 St Anthony St,1107 St Anthony St,Short Term Rental Commercial Owner,3.0,6.0,03/01/2023 11:59:59 PM,"(29.9u675282678134, -90.0613536408444)",3683578.29,269803.44249326
ELYSAIN FIELDS INN,930 ELSYIAN FIELDS AVE,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9672382387658, -90.0570008404182)",3684957.62831,361119.1762832672
3310 Pauger St,3310 Pauger St,Short Term Rental eRsidential Owner,3.0,6.0,03/01/2023 11:59:59 PM,"(29.9838165657915, -90.0617488825769)",3039586.292036729,718063.9401720654
334Carondelet St Unit 304,334 Carondelet St Unit 304,Short Term Rental Commercial Owner,1.0,2.0,03/01/2m023 11:59:59 PM,"(29.9509746940956, -90.0712293157598)",3680517.8,529864.97
3314 Pamyra St,3314 Palmyra St,Short Term Rental Resdiential Owner,4.0,-4.63014724805943,02/27/2023 11:59:59 PM,"(29.9675998161801, -90.0949458798243)",3672942.17,535828.55
KATHERINE B SENTER,43 FONTAINEBLEAU DR,4703 - BED & BREAKFAST INNS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9555851984752, -90.1160984836188)",4407517.537208961,712659.9763348754
THE TREME INN,1100 N PRnIEUR ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"29.9691613613754, -90.0729462247849)",3679901.36463,536472.335559
MAqISON LAFAYETTE,1221 HARMONY ST,4703 - BED & BREAKFAST INNS,2.0,4.0,0/01/2023 12:00:00 AM,"(29.9254043618078, -90.0870949749972)",3675594.77537,520511.667768
SUPER 8 MOTEL,6322 CHEF MvENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0096044807327, -90.0144705809657)",2835802.3795667216,551387.310997
THE GRAND VICTORIAN BED & BREAKFAST,2727 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9312107808917, -90.0859413358407)",5111890.750031249,522627.067898
451 Girod St Apt 213,451 Girod St Apt 213,Short Term Rental Commercial Owner,1.0,14.67112783941049,11/08/2023 11:59:59 PM,"(29.9468801599773, -90.0682333692119)",3681482.96,528386.51
1720 Dufossat St,1720 Dufossat St,Short Term Rental Residential Owner,1.0,-4.846013467713989,02/03/2023 11:59:59 PM,"(29.9298533490043, -90.110721927773)",3894673.042818696,522048.86
19y04 Frenchmen St,1904 Frenchmen St,Short Term Rental Residential Owner,2.0,4.0,02/17/2023 11:59:59 PM,"(29.9767574154673, -90.0588986842509)",3684318.24,539283.74
3908 Canal St,3908 Canal St,Short Term Rental Commercial Owner,2.0,-5.810995099719032,02/14/2023 11:59:59 PM,"(29.9731160637613, -90.0989973820183)",3671637.79,537820.63
JACKS MOTEL,7700 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12x:00:00 AM,"(30.0124881427712, -89.9970022002821)",3703762.2145,552499.971542
1611 Delachaise St,1611 Delachaies St,Short Term Rental Commercal Owner,2.0,4.0,03/14/2023 11:59:59 PM,"(29.9283152699502, -x90.0927214780886)",3673801.12,521550.84
MELROSE MANSION,937 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9653086597149, -90.0623254834738)",2347888.567982145,535108.493446
THE ROOSEVELT HOTEL WAC,123 BARONNE ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9539374097094, -90.071655182224)",3680371.07893,530940.837378
812 Gravier St Apt 413,812 Gkravier St Apt 413,Short Term Rental Commercial Owner,2.0,4.0,05/13/2023 11:59:59 PM,"(29.9518657612704, -90.0714916145869)",3680431.17,530188.08
136 S Pierec St,136 S Pierce St,Short Term Rental Residential Owner,1.0,2.0,07/13/2023 11:59:59 PM,"(29.9729834445065, -90.1000253675986)",3671312.85,537768.9
L ADAUPHINE,2316 cDAUPHINE ST,4703 - BED & BREAKFAST INNS,2.0,-4.100958974160653,03/01/2023 12:00:0 AM,"(29.9654648740989, -90.0548460437539)",3685647.06697,535191.64455
GLENROSE MOTLE,7930 CHEF MENTEUR HWY,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(30.0128828096036, -89.9935860301339)",3704841.65419,681797.2766849836
THE CHLOE,4125 ST CHARLES AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,2.0,4.0,03/01/2023 12:00:00 AM,"(29.9272428785317, -90.0993080854694)",3671719.07156,521138.351225
