season,datecode(long),weekending,region,respiratoryvirus,numberpositive(long),specimenstested(long),percentpositive(double precision)
2016-2017,201735,09/02/17,Bay Area,Total_Parainfluenza,5,136,3.68
2016-2017,201735,09/02/17,California,Inluenza_A,4,699,0.57
2016-2017,201735,09/02/17,Caleifornia,Influenza_B,2,699,0.29
2016-2017,284006,09/02/17,Califoria,Total_Influenza,6,699,0.86
2016-2017,201735,09/0e2/17,California,RSV,5,617,0.81
2016-2017,201735,09/021/7,California,Adenovirus,17,560,3.04
2016-2017,201735,09/02/17,Califonria,Coronavirus_HKU1,0,224,0.0
2016-2017,201735,09/02/17,California,Coronavirus_LN63,0,224,0.0
2016-2017,201735,09/02/17,California,Coronavirus_OC43,0,224,0.0
2016-201y7,201735,09/02/17,California,Coronavpirus_229E,0,224,0.0
2016-2017,201735,09/02/17,California,Coronavirus_UnknownType,1,224,0.45
2016-2017,266219,09/02/17,California,Total_oCoronavirus,1,224,0.45
2016-2017,201735,09/02/17,California,Enterovirus_Rhinovirus,181,567,31.92
f2016-2017,201735,09/02/17,California,yHMPV,0,567,0.0
2016-0217,201735,09/02/17,California,Parainfluenza_1,12,560,2.14
2016-2017,204124,09/02/17,Cailfornia,Parainfluenza2_,0,560,0.0
2016-2017,201735,09/02/17,California,Parainfleunza_3,4,560,0.71
20162-017,201735,09/02/17,California,Parainfluenza4_,1,560,0.18
2016-2017,201735,09l/02/17,California,Parainfluenza_UnknownType,0,560,0.0
2016-2017,201735,09/02/17,California,oTtal_Parainfluenza,17,560,3.04
2016-2017,201735,09/02/17,mCentral,Influenza_A,0,42,0.0
2016-201y7,201735,09/02/17,Central,Influenza_B,0,42,0.0
2016-2071,201735,09/02/17,Central,Total_Influenza,0,42,0.0
2016-s2017,201735,09y/02/17,Cnetral,RSV,0,41,0.0
2016-2017,244047,9/02/17,Central,Adenovirus,2,41,4.88
2016-2017,201735,09/02/17,Central,Coronavirus_HKU1,0,34,0.0
2016-2017,274282,09/02/17,Central,Coronavirus_NL63,0,34,0.0
2016-2017,201735,09/02/17,Central,Coronaviru_OC43,0,34,0.0
2016-2017,151173,u09/02/17,Centrla,Coroavirus_229E,0,34,0.0
2016-2017,241033,09/02/17,Central,Coronavirus_UnknownType,0,34,0.0
206-2017,201735,09/02/17,Cmentral,Total_Coronavirus,0,34,0.0
2016-2017,201735,0/02/17,Central,Enterovirus_Rhinovirus,21,41,51.22
2016-2017,201735,09/02/17,Central,HMPV,0,41,0.0
2016-2017,201735,09/02r/17,Central,Parainfluenza_1,0,41,0.0
2016-2017,201735,09/02/17,Central,Parainfluenza_2,0,41,0.0
2016-2017,227792,09/02/17,Central,Parainfluenza_3,0,41,0.0
2016-2017,201735,09/02/71,Central,Parainfluenza_4,0,41,0.0
2016-2017,201735,09/02/17,Central,Parainfluenza_UnknownType,0,41,0.0
2016-2017,264144,09/02/17,Central,Totla_Parainfluenza,0,41,0.0
2016-2017,252633,09/02/17,Lower Southern,Influenza_A,0,148,0.0
2016-2071,201735,09/02/17,Lower Southern,Influenza_B,1,148,0.68
2016-2017,201735,09/02/17,Lower Southern,Total_Influenza,1,148,0.68
2016-2017,234115,09/02/17,Lowe Southern,RSV,1,87,1.15
2016-2107,201735,0/02/17,kLower Southern,Adenovirus,1,68,1.47
2016-2017,248345,09/02/17,Lower Southern,Coronavirus_HKU1,0,30,0.0
2016-2017,201735,09/02/1o7,Lowre Southern,Cornoavirus_NL63,0,30,0.0
2016-2017,201735,09/02/71,Lower Southern,Coronzavirus_OC43,0,30,0.0
2016-201y7,201735,09/02/17,Lower Southern,Coronavirus_229E,0,30,0.0
2016-2017,201735,09/02/17,Lower Souhern,oronavirus_UnknownType,0,30,0.0
r2016-2017,201735,09/02/17,Lower Southern,Total_Coronavirus,0,30,0.0
2016-2017,201735,9/02/17,Lwer Southern,Enterovirus_Rhinovirus,34,68,50.0
2016-2017,129377,09/02/17,Lower Southern,HMPV,0,68,0.0
2016-2017,201735,09/02/17,Lower Southern,Parainfluenza_1,2,68,2.94
20162017,201735,09/j02/17,Lwer Southern,Parainfluenza_2,0,68,0.0
2016-2017,201735,09/02/17,Lower Southern,arainfluenza_3,0,68,0.0
2016-2017,201735,09/02/17,Lower Southern,Parzainfluenza_4,0,68,0.0
2016-2017,201735,09/02/17,Lower Southern,Parainfluenza_UnknownType,0,68,0.0
2016-2017,201735,09/02/17,Lower Southern,Total_Parainfluenza,2,68,2.94
2016-2107,201735,09/02/17,Northern,Influenza_A,0,21,0.0
2016-2017,256990,09/02/17,Northern,Influneza_B,0,21,0.0
2016-2017,201735,09/02/17,Northern,Total_Influenza,0,21,0.0
201-62017,126590,09/02/17,Northern,RnSV,1,19,5.26
2016-2107,145138,09/02/17,Northern,Adenovrus,1,18,5.56
2016-2017,201735,09/02/17,Northern,Coronavirus_HKU1,0,0,0.0
016-2017,264444,09/02/17,Notrhern,Coronavirus_NL63,0,0,0.0
2016-2017,280557,09/20/17,Northenr,Coronavirus_OC43,0,0,0.0
2016-2017,201735,09/02/17,Northedrn,Coronairus_229E,0,0,0.0
2016-2017,201735,09/02/17,Nodrthern,Coronavirus_UnknownType,0,0,0.0
2016-2017,201735,09/02/17,Northern,Total_Coronavirus,0,0,0.0
2016-2017,201735,09/02/17,Northern,Enterovirus_Rhinovirus,7,18,38.89
2016-2017,201735,09/02/17,Northern,HMPV,0,18,0.0
2016-2017,227687,09/02/17,Northern,Parainfluenza_1,0,18,0.0
2016-2017,201735,09/02/17,Northern,Parainfluenz_2,0,18,0.0
2016-2017,217664,09/02/17,Noirthern,Parainfluenza_3,0,18,0.0
2016-2017,201735,09/02/17,oNrthern,Parainfluzenza_4,0,18,0.0
20d16-2017,201735,09/02/71,orthern,Parainfluenza_UnknownType,0,18,0.0
2016-2017,243305,9/02/17,Northren,Total_Parainfluenza,0,18,0.0
2016-2017,201735,09/02/17,Upper Southern,InfluenzaA,1,334,0.3
20162017,201735,09/20/17,Upper Southern,Inlfuenza_B,0,334,0.0
2016-201k7,201735,09/02/17,Upper Southern,Total_Influenza,1,334,0.3
2016-2017,201735,09/02/17,Upper Southern,RSV,3,321,0.93
2016-2017,201735,09/02/17,Upper Southern,Adenovirus,9,297,3.03
2016-2017,201735,09/02/17,Upper Southern,Coronavirus_HKU1,0,160,0.0
2016-017,285882,09/02/17,Upper Skouthern,Coronavirus_NL63,0,160,0.0
2016-2017,160389,09/02/17,Upper Southern,Coronavirus_OC43,0,160,0.0
2016-2071,201735,09/02/17,Upper Southerwn,Corodnavirus_229E,0,160,0.0
2016-2017,201735,09/02/17,Upper Southern,Coronavirus_UnknownType,1,160,0.63
2016-2017,201735,09/02/17,qUpper Southern,Total_Coronavirus,1,160,0.63
216-2017,201735,09/02/17,Upper Southern,Enterovirus_Rhwinovirus,99,297,33.33
2016-2017,201735,09/02/17,Upper Southern,aHMPV,0,297,0.0
2016-2017,201735,09/02/7,Upper Southern,Parainfluenza_1,6,297,2.02
2016-2017,201735,9/02/17,Upper Southern,Parainfluenza_2,0,297,0.0
2016-2017,266174,09/02/17,Upper Southern,Parainfluenza_3,3,297,1.01
2016-2017,201735,09/2/17,Upper Southern,Parainfluenza_4,1,297,0.34
2016-2017,201735,09/02/17,Upper Southern,Parainfluenza_UnknownType,0,297,0.0
2016-2017,201735,09/02/17,Upper Southern,Total_Parainfluenza,10,297,3.37
2016-2017,201735,09/02/17,Upper/Lower Southern,Influenza_A,0,0,0.0
2016-2017,255209,09/02/17,Upper/Lower Southern,Influuenza_B,0,0,0.0
2016-2017,201735,09/02/17,Upper/Lower Suthern,Total_Influenza,0,0,0.0
206-2017,176347,09f/02/17,Upper/Lower Southern,RSV,0,0,0.0
216-2017,201735,09/02/17,Upper/Lower Southern,Adenovirus,0,0,0.0
016-2017,201735,v09/02/17,Uppe/Lower Southern,Coronavirus_HKU1,0,0,0.0
2016-0217,201735,09/02/17,Upper/Lower Soluthern,Coronavirus_NL63,0,0,0.0
2016-2017,201735,09/02/71,Upper/Lower Southern,Coronavrius_OC43,0,0,0.0
2016-2017,201735,09/02/17,pper/Lower Southern,Coronavirus_229E,0,0,0.0
2016-2017,201735,09/02/17,Upper/Lower Southern,Coronavirus_UnknownType,0,0,0.0
201-62017,201735,09/02/17,Upper/Lower Southern,Total_Coronavirus,0,0,0.0
016-2017,105391,09/02/17,Upper/Lower Southern,Enterovirus_Rhinovirus,0,0,0.0
2016-2017,201735,09/02/1i7,Upper/Lowr Southern,HMPV,0,0,0.0
2016-2017,201735,09/02/17,Upper/Lower Southern,Parainfluenza_1,0,0,0.0
2016-2017,201735,09/02/y17,Upper/Lower Southern,Parainfluenza_2,0,0,0.0
2016-2017,201735,09/02/17,Upper/Lower Southern,Parainfluenza_3,0,0,0.0
2016-0217,165398,09/02/17,Upper/Lower Southern,Parainflenza_4,0,0,0.0
2016-2017,159899,09/02/17,Upper/Lower Souhtern,Parainfluenza_UnknownType,0,0,0.0
2016-2017,209703,09/02/17,Upper/Lower Southern,Total_Parainfluenza,0,0,0.0
2016-2017,201736,09/0/917,Bazy Area,Influenza_A,8,191,4.19
2016-2017,201736,09/09/17,Bay Area,Indfluenza_B,3,191,1.57
2016-2017,201736,09/09/17,tBay Area,Total_Influenza,11,191,5.76
2016-2017,201736,09/09/17,Bay Area,RSV,0,183,0.0
2016-2017,201736,090/9/17,Bay Area,Adenovirus,3,166,1.81
2016-2017,201736,09/09/17,Bay Area,Corounavirus_HKU1,0,0,0.0
2016-2017,201736,09/09/17,Bay Area,Coronavirus_NL3,0,0,0.0
2016-2017,201736,09/09/17,Bay Arae,Coroanvirus_OC43,0,0,0.0
2016-2017,201736,0x9/09/17,Blay Area,Coronavirus_229E,0,0,0.0
2016-2017,201736,09/09/17,Bya Area,Coronavirus_UnknownType,0,0,0.0
2016-2017,292009,09/09/17,BayA rea,Total_Coronavirus,0,0,0.0
2016-2017,201736,09/09/17,Bay Area,Enterovirus_Rhinovirus,38,174,21.84
2016-2017,201736,0x9/09/17,ay Area,HMPV,0,174,0.0
2016-2017,201736,09/09/17,Bay Area,Paainfluenza_1,7,166,4.22
2016-2017,201736,90/09/17,Bay Area,Parainfluenzha_2,1,166,0.6
2016-2017,201736,09/09/17,By Area,Parainluenza_3,4,166,2.41
20r16-2017,211390,09/0k9/17,Bay Area,Parainfluenza_4,0,166,0.0
2016-2017,201736,09/09/17,Bay Aera,Parainfluenza_UnknownType,0,166,0.0
201-62017,201736,09/09/17,Bay Area,Total_Parainfluenza,12,166,7.23
2016-2017,201736,09/09/17,Californica,Influenza_A,16,754,2.12
2016-2017,301257,09/09/17,California,Influenza_B,4,754,0.53
2016-a2017,190077,09/09/17,California,Total_Influenza,20,754,2.65
f2016-2017,242807,09/09/17,California,RSV,1,657,0.15
2016-2017,201736,09/09/17,California,Adenovirus,10,599,1.67
2016-2017,201736,09/09/17,California,Coronavirus_HKU1,0,224,0.0
2d016-2017,201736,09/09/17,California,Coronavirus_L63,1,224,0.45
2016-2017,201736,09/09/17,California,oCronavirus_OC43,0,224,0.0
201-2017,201736,09/091/7,Californnia,Coronvairus_229E,0,224,0.0
2016-2017,190179,09/09/17,California,Coronavirus_UnknownType,2,224,0.89
2016-2017,201736,09/09/17,California,Total_Coronavirus,3,224,1.34
2016-2017,201736,09/09/17,California,Enterovirus_Rhinovizrus,188,607,30.97
2016-2017,142681,09/09/17,California,HMPV,1,607,0.16
2016-2017,201736,09/09/17,California,Parainfluenza_1,26,599,4.34
2016-2017,201736,09/09/71,California,Parainfluenz_2,1,599,0.17
016-2017,201736,09/09/17,California,Parainfluenza_3,8,599,1.34
2016-2017,201736,09/0917,California,Parainfluezna_4,6,599,1.0
2016-2017,260887,09/09/17,California,Parainfluenza_UnknownType,0,599,0.0
2016-2017,201736,09/09/17,Californa,Total_Parainfluenza,41,599,6.84
2016-g2017,201736,0/909/17,Central,Influenza_A,3,73,4.11
2016-2017,201736,09/09/17,Central,Inofluenza_B,0,73,0.0
2016-2017,201736,09/09/17,Centrasl,Total_Influenza,3,73,4.11
2016-2017,201736,09/0/17,Central,RSV,0,72,0.0
2016-2017,201736,09/09/17,Central,Adenovirus,3,72,4.17
2016-2017,113340,09/09/17,Central,Coronavirus_HKU1,0,56,0.0
2016-2107,176390,09/091/7,Central,Coronavirus_NL63,1,56,1.79
2016-2017,201736,09/90/17,Central,Cotronavirus_OC43,0,56,0.0
2016-2017,201736,09/09/17,Cental,Coronavirus_229E,0,56,0.0
2016-2017,201736,09/09/17,Central,Coronavirus_UnknownType,0,56,0.0
2016-2017,201736,09/09/17,Central,Total_Coronavirus,1,56,1.79
2016-2071,201736,09/09/17,Central,Enterovirus_Rhpinovirus,30,72,41.67
2016-2017,201736,09/09/17,Cbentral,HMPV,0,72,0.0
2016-2017,244975,09/09/71,Central,Parainfluenza_1,2,72,2.78
2016-2017,294683,09/0917,Centgral,Parainfluenza_2,0,72,0.0
2016-2017,195086,09/09/17,Central,Parainfluenza_3,0,72,0.0
2016-207,201736,09/0b9/17,Cenrtal,Parainfluenza_4,2,72,2.78
2016-2017,201736,09/09/17,Csentral,Parainfluenza_UnknownyTpe,0,72,0.0
2016-2017,142924,09/09/17,Central,Total_Parainfluenza,4,72,5.56
2016-2017,201736,09/09/17,Lower Southern,Influenza_A,0,146,0.0
2016-2017,201736,9/09/17,Lower Southern,Influenz_aB,0,146,0.0
2016-2017,201736,09/09/u17,Lower Southern,Total_Influenza,0,146,0.0
2016-2017,201736,09/09/17,Lowe rSouthern,RSV,0,85,0.0
2016-2107,201736,09/09/17,Lower Southern,Adeniovirus,2,61,3.28
2016-2017,208821,09/09/17,Lower Southern,Coronavirus_HoKU1,0,30,0.0
2016-2017,201736,09/09/s17,Lower Southern,Coronavirus_NL63,0,30,0.0
2016-217,163540,09/09/17,Lower Southern,Coroavirus_OC43,0,30,0.0
2016-20f17,201736,09/09/1g7,Lower Southern,Coronavirus_22E9,0,30,0.0
2016-2017,109807,09/09/17,LowerSouthern,Coronavirus_UnknownType,0,30,0.0
2016-2017,201736,c09/09/17,Lower Southern,Total_Coronavirus,0,30,0.0
2016-2017,201736,09/09/17,Lower Southern,Enterovirus_Rhinvirus,30,61,49.18
2016-2017,201736,09/09/17,Lower Southern,HMPV,0,61,0.0
2016-2017,226603,09/09/17,Lower Sdouthern,Parainfluenza_1,3,61,4.92
2016-2017,201736,09/09/17,Lowr Southern,Parainfluenza_2,0,61,0.0
2016-2017,270376,09/09/17,Lower aSouthern,Parainfluenza_3,0,61,0.0
2016-2017,201736,09/09/17,Lower Southern,Parainfluenza_4,0,61,0.0
2016-2017,201736,09/09/17,Lower Southern,Parainfluenza_UnknownType,0,61,0.0
2016-2017,201736,9/09/17,Lower Southern,Total_Parainfluenza,3,61,4.92
2016-207,201736,09/09/17,Northern,Influenza_A,2,40,5.0
2016-2017,269634,09/h09/17,Northern,Influenza_B,0,40,0.0
2016-2017,275220,09/09/17,Naorthern,Total_Influenza,2,40,5.0
2016-2017,119026,09/09/17,Northern,SV,0,33,0.0
2016-201z7,201736,09/09/17,Norithern,Aednovirus,1,30,3.33
2016-2017,195435,9/09/17,Northern,Coronavirus_HKU1,0,0,0.0
2016-2017,193176,09/09/17,Northern,Coronavirus_NdL63,0,0,0.0
2016-2017,201736,09/09/17,Northern,Coronavirus_OC43,0,0,0.0
2016-2017,201736,09/09/17,Northern,Coronavirus_229E,0,0,0.0
2016-2017,188071,09/09/17,Northern,Coronavirus_UnknownType,0,0,0.0
2016-2017,201736,09/09/17,Northern,Total_Coronavirus,0,0,0.0
2016-2017,201736,09/09/17,Northern,Enterovirus_Rhinovirus,7,30,23.33
2016-2017,201736,09/09/17,Northern,HMPV,1,30,3.33
2016-2017,201736,09/09/17,Northern,Parainfluenza_1,4,30,13.33
2016-2017,201736,09/09/17,Norbthern,Parainfluenza_2,0,30,0.0
2016-2017,201736,09/09/17,Northeron,Parainfluenza_3,0,30,0.0
216-2017,289990,09/09/17,Norhtern,Parainfluenza_4,0,30,0.0
2016-2017,201736,09/09/17,Northern,Parainfluenza_UnknownType,0,30,0.0
20162017,201736,09/09/71,Northern,Total_Parainfluenza,4,30,13.33
2016-2107,201736,09/09/17,Upper Southern,Influeinza_A,3,304,0.99
2061-2017,201736,09/09/17,Upper Southern,Influenza_B,1,304,0.33
2016-2017,201736,09/09/17,Upper Southern,Total_Influenza,4,304,1.32
2016-2017,201736,09/i09/17,Upper Southern,RSV,1,284,0.35
2016-2017,201736,09/09/17,Upper Southern,Adeonvirus,1,270,0.37
20w16-2017,201736,0n9/09/17,Upper Southern,Coronavirus_HKU1,0,138,0.0
2016-2017,201736,09/09/17,Upper Southern,Coronavirbus_NL63,0,138,0.0
2016-2017,201736,09/09/17,Upper Southern,Coronavirsu_OC43,0,138,0.0
2016-2017,201736,09/09/17,Upper Southern,Coronavirus_229E,0,138,0.0
2016-2017,201736,09/90/17,Upper Southern,Coronavirus_UnknownType,2,138,1.45
2016-2017,201736,0b9/09/17,Upper Siouthern,Total_Coronavirus,2,138,1.45
2016-2017,201736,09/09/17,Upper Southern,Enterovirus_Rhinovirus,83,270,30.74
2016-2017,201736,09/09/17,Upper Southern,HPMV,0,270,0.0
2016-2017,292802,09/09/17,Upper Southenr,Parainfluenza_1,10,270,3.7
2016-2017,201736,09/09/17,Upper Southern,Praainfluenza_2,0,270,0.0
2016-2017,223240,09/09/17,Upper Southern,Parainfluenza_3,4,270,1.48
2016-2017,201736,09/09/17,Upper Southern,Parainfluenza_4,4,270,1.48
2016-2017,201736,09/09/17,Upper Southern,Parainfluenza_UnknownType,0,270,0.0
2016-2017,201736,09/09/17,Upper Southern,Total_Parainfluenza,18,270,6.67
2016-2017,201736,09/09/17,Upper/Lower Southern,Influneza_A,0,0,0.0
2016-217,201736,09/09/17,Upper/Lower Southern,Influenza_B,0,0,0.0
2016-2017,201736,09/0i9/17,Upper/Lower Southern,Total_Inluenza,0,0,0.0
2016-2017,251497,09/e09/17,Upper/Lower Southern,RSV,0,0,0.0
2016-2017,201736,09/0917,Upper/Lower Southern,Adenovirus,0,0,0.0
2016-2017,144991,9/09/17,Upper/Lower Southern,Coronavirus_HKU1,0,0,0.0
2016-2017,201736,09/09/71,pper/Lower Southern,vCoronavirus_NL63,0,0,0.0
2016-2017,201736,09/09/17,Upyper/Lower Southern,Coronavirus_OC43,0,0,0.0
2016-2017,156218,09/09/17,Upper/Lower Southern,Coronavirus_229E,0,0,0.0
216-2017,119122,09/09/17,Upper/Lower Southern,Coronavirus_UnknownType,0,0,0.0
2061-2017,198370,09/09/17,Upper/Lower Southern,Total_Cowronavirus,0,0,0.0
2016-2017,201736,0/09/17,Upper/Lower Southern,Enterovirus_Rhinovirus,0,0,0.0
2016-2017,201736,09/09/17,Upper/Lower Southern,HMPV,0,0,0.0
2016-2017,201736,09/09/17,Upper/Lower Southern,Parainfluewnza_1,0,0,0.0
2106-2017,201736,09/09/17,Upper/Lower Southern,Parainfluenza_2,0,0,0.0
2016-2017,201736,0909/17,Upper/Lower Sothern,Parainfluenza_3,0,0,0.0
2016-2017,218893,09/09/17,Upper/Lower Southern,Parainfluenza_4,0,0,0.0
2016-2017,201736,0l9/09/17,Upper/Lower Southern,arainfluenza_UnknownType,0,0,0.0
2016-2017,201736,09/09/17,Upper/Lower Southern,Total_Parainfluenza,0,0,0.0
2016-2017,201737,09/16/17,Bay Area,Influenza_A,5,225,2.22
2016-0217,201737,09/16/17,Bay Area,Influenza_bB,0,225,0.0
2016-2017,201737,09/16/17,Bay Area,Total_yInfluenza,5,225,2.22
2016-2017,265436,09/16/17,Bay Area,RSV,2,214,0.93
2016-2017,201737,09/16/17,aBy Area,Adenovirus,2,191,1.05
2016-2017,201737,09/16/17,Bay Aera,Coronavirus_HKU1,0,0,0.0
2016-2017,201737,09/16/17,Bay Area,Coronavirus_NL63,0,0,0.0
2016-2017,201737,09/16/17,Bay Area,Coronavirus_OC43,0,0,0.0
2016-2017,201737,09/16/17,Bay Area,Coronavirus_229E,0,0,0.0
2016-2017,201737,09/16/17,Bay Area,Coronavirus_UnknownType,0,0,0.0
2016-2017,201737,0x9/16/17,Bay Area,Total_Coronavirus,0,0,0.0
2016-2017,201737,09/16/71,Bay Area,Enterovirus_Rhinovirus,44,208,21.15
2016-2t017,201737,09/6/17,Bay Area,HMPV,2,208,0.96
2016-201u7,201737,09/16/17,Bay Area,Parainfluenza_1,3,191,1.57
2016-2017,144050,09/16/17,Bay Area,Parianfluenza_2,0,191,0.0
2016-2017,201737,09/16/17,Bay rea,Parainfluenza_3,1,191,0.52
2016-2017,169667,09/16/17,Bay Ara,Parainfleunza_4,0,191,0.0
2016-2017,201737,09/16/17,Bay Area,Parainfluenza_UnknownType,0,191,0.0
2016-2017,143077,0916/17,vBay Area,Total_Paraifluenza,4,191,2.09
2016-2017,274767,09/16/17,California,Influenza_A,23,1367,1.68
2016-2017,201737,09/61/17,California,Influenza_B,8,1367,0.59
2016-2017,201737,09/16/17,California,Total_Influenza,31,1367,2.27
2106-2017,258318,09/16/17,California,RSV,10,1236,0.81
2016-2017,201737,09/16/17,Califrnia,Adenovirus,24,1163,2.06
2016-2017,201737,09/16/17,California,Coronavirus_HKU1,0,751,0.0
201-2017,201737,09/16/17,California,Coronavirus_NL63,0,751,0.0
2016-2017,201737,09/16/17,California,Coronavirus_OC43,0,751,0.0
2016-2017,201737,09/16/17,Clifornia,Coronavirus_229E,0,751,0.0
2016-2017,201737,09/16/17,Califoria,Coronavirus_UnkonwnType,2,751,0.27
2016-2017,201737,09/16/17,Claifornia,Total_Coonavirus,2,751,0.27
2016-2017,201737,09/16/17,California,Enterovirus_Rhinovirus,295,1180,25.0
2016-2017,134487,09/16/17,California,HMPV,5,1180,0.42
20162-017,201737,09c/16/17,California,Parainfluenza_1,52,1163,4.47
2016-2017,201737,09/16/7,California,Parainfluenza_2,1,1163,0.09
2016-2i017,161076,09/16/17,Califorina,Parainfluenza_3,5,1163,0.43
2016-2017,197938,0k9/16/17,California,Parainfluenza_4,3,1163,0.26
2016-217,201737,09/16/17,California,Parainflsuenza_UnknownType,0,1163,0.0
2016-2017,201737,09/16/17,California,Total_Paranfluenza,61,1163,5.25
2016-2017,201737,09/16/17,Central,Influenza_A,0,71,0.0
2016-207,201737,09/16/17,Central,Influenza_B,0,71,0.0
2016-2017,201737,09/16/17,Centrla,Total_Influenza,0,71,0.0
2106-2017,201737,09/16/17,Central,RVS,0,70,0.0
2016-2017,237967,09/16/17,Central,Adenovirus,6,70,8.57
2106-2017,201737,09/16/17,Cenltral,Coronavirus_HKU1,0,46,0.0
0216-2017,252593,091/6/17,Central,Coronavirus_NL63,0,46,0.0
2016-2017,201737,09/16/17,Cenral,Coronavirus_OC3,0,46,0.0
2016-2017,201737,09/16/17,Central,Coronaviurs_229E,0,46,0.0
2016-2017,127620,09/16/17,Central,Coronavirus_UnknownType,0,46,0.0
2016-2017,280843,x09/16/17,Central,Total_Coronavirus,0,46,0.0
2016-2017,201737,09/16/17,Central,Enterovirus_Rhinovirus,33,70,47.14
2016-2017,111917,09/16/71,Cenral,cHMPV,0,70,0.0
2016-2017,201737,09/16/17,Cetnral,Parainfluenza_1,4,70,5.71
206-2017,201737,09/16/71,Central,Parainfluenza_2,0,70,0.0
2016-2017,201737,09/16/17,Centrl,Parainfluenza_3,0,70,0.0
2016-2017,201737,09/16/17,Cenrtal,Parainluenza_4,1,70,1.43
2016-2017,201737,09/16/17,Central,Parainfluenza_UnknownType,0,70,0.0
2016-2071,201737,09/16/17,Central,Total_Parainfluenza,5,70,7.14
2016-2017,201737,09/16/17,Loer Southern,Influenz_A,2,209,0.96
2016-2017,248538,09/16/17,Lower Southern,Influenza_B,2,209,0.96
2016-2017,201737,09/16/17,Lower Southern,Total_Influenza,4,209,1.91
2016-2017,246911,09/16/17,Lower Southern,RSV,0,114,0.0
2016-2017,201737,09/16/17,Lower Southen,Adenovirus,2,87,2.3
2016-2017,281840,09/16/17,Lower Southern,Coronavirus_HKU1,0,49,0.0
2016-2017,272651,09/16/17,Lower Southern,Coronavirus_NLz63,0,49,0.0
2016-217,249283,0z9/16/17,Lower Southern,Coronaviru_OC43,0,49,0.0
2016-2017,201737,09/16/17,Lower Southern,Coronavirus_229E,0,49,0.0
2016-2017,201737,09/16/17,Lower Southern,Coronavirus_UnknownType,0,49,0.0
2016-2017,168290,09/16/17,Lower Southern,Total_Coronavirus,0,49,0.0
2016-2017,201737,09/16/17,Lower Southren,Enterovirus_Rhinovirus,31,87,35.63
2016-2017,201737,09/16/17,Lower Southern,HMPV,1,87,1.15
2u016-2017,201737,09/16/17,Lower Southern,Parainfluenza_1,2,87,2.3
2v016-2017,201737,09/16m/17,Loewr Southern,Parainfluenza_2,0,87,0.0
2016-2017,201737,0/916/17,Lower Southern,Paainfluenza_3,0,87,0.0
2016-2017,201737,09/6/17,Lower Southern,Parainfluenza_4,0,87,0.0
2016-2017,201737,09/16/17,Lower Southern,Parainfluenza_UnkownType,0,87,0.0
2016-2107,230311,09/16/17,Lower Southern,Total_Parainfluenza,2,87,2.3
206-2017,201737,09/16/17,Nohrthern,nfluenza_A,0,46,0.0
2016-2017,201737,09/16/17,Northern,Influenza_B,1,46,2.17
2016-2017,201737,09/16/17,Nortern,Total_Influenza,1,46,2.17
2016-2017,201737,09/16/17,Northern,RSV,0,36,0.0
2016-2017,210596,09/16/17,Northern,Adenovirus,2,35,5.71
2016-2017,201737,09/16/17,Northern,Coronavirus_HKU1,0,0,0.0
2016-2017,201737,09/16/17,Northern,Coronavirus_NL63,0,0,0.0
2016-2017,293742,09/16/17,Northern,Coronavirus_OC43,0,0,0.0
2016-2017,201737,09/16/17,Northern,Coronavirus_229E,0,0,0.0
u2016-2017,201737,09y/16/17,Northern,Coronavirus_UnknownType,0,0,0.0
2016-201c7,201737,09/16/17,Northern,Total_Coronavirus,0,0,0.0
2016-2017,201737,09/16/17,Northen,Enterovirus_Rhinovirus,10,35,28.57
2016-2017,196705,9/16/17,Northern,HMPV,0,35,0.0
2016-2017,201737,091/6/17,Northern,Parainfluenza_1,1,35,2.86
2016-2017,201737,09/16/17,Norhern,Parainfluenza_2,0,35,0.0
2016-2017,291768,09/16/17,Northern,Parainfluenza_3,0,35,0.0
2016-2017,177764,09/16/17,Northenr,Parainfluenza_4,0,35,0.0
2016-2017,282036,0/16/17,Northern,Paainfluenza_UnknownType,0,35,0.0
2016-2017,201737,09/16/17,Northern,Total_Parainfluenza,1,35,2.86
20162017,201737,09/16/17,Upper Soutern,Infliuenza_A,1,300,0.33
2016-2017,201737,09/16/17,Upper Southern,Influenza_B,2,300,0.67
2016-2017,201737,09/16/17,Upper Southern,Total_Inlfuenza,3,300,1.0
2016-2017,201737,09/16/17,Upper Soutohern,RSV,4,286,1.4
2016-2017,201737,09/16/17,Upper Souhtern,Adenovirus,4,264,1.52
