obsid,studyid,studyname,studygroup,specid,specname,estid,estname,pubyear,pubtype,table,depvar_desc,depvar_assessed,funcform,logtype,wqintrx,distgradient,distbuf,distbuf_infer,spatial_fe,spatial_lag,spatial_auto,sampsize,sample_firstyr,sample_lastyr,geog,state,sampextent,hometypes,avgprice,avgprice_unit,census_yr,census_geog,census_geog_name,census_fips,census_inc,census_totpop,census_popcol,census_blk,census_hisp,census_tothh,census_totarea,northeast,midwest,south,west,waterbody,wbsize,wbsizeorig,wbsize_units,wbnum,wbtype,wqvar,avgwqvar,wqvar_units,wqvar_infer,avgwqrorig,avgwqrorig_units,wqvar_type,num_wqvars,other_wqvars,avghmin,avgcmax,avgprctchangepop,avgdist,avgdistorig,avgdistunits,avgwfdummy,avgtime,avgclearlow,wqdesc_var1,wqintx_var1,wqcoef_var1,wqcoef_se_var1,wqcoef_t_var1,wqcoef_sl_var1,wqcoef_desc_var1,wqdesc_var2,wqintx_var2,wqcoef_var2,wqcoef_se_var2,wqcoef_t_var2,wqcoef_sl_var2,wqcoef_desc_var2,wqdesc_var3,wqintx_var3,wqcoef_var3,wqcoef_se_var3,wqcoef_t_var3,wqcoef_sl_var3,wqcoef_desc_var3,wqdesc_var4,wqintx_var4,wqcoef_var4,wqcoef_se_var4,wqcoef_t_var4,wqcoef_sl_var4,wqcoef_desc_var4,wqdesc_var5,wqintx_var5,wqcoef_var5,wqcoef_se_var5,wqcoef_t_var5,wqcoef_sl_var5,wqcoef_desc_var5,wqelast,wqpctdp,elast_sim,elast_sim_se,semi_elast_sim,semi_elast_sim_se,wqelast_comments,wqsemi_comments,cov_assum0
389,27,Walsh et al 2017,Walsh et al. MD group,17,Calvert 1 Year Average - level,1,waterfront * KD,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,15563,1996,2008,"Calvert County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,016",307438,NR,2000,county,"Calvert County, MD",24009,65945,74563,10740,9773,1135,25447,557.2987670898438,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,1.559999942779541,m-1,0,1.559999942779541,m-1,Quantitative,1,0,,,,,,NA,.086999997,,,interaction term for a waterfront indicator variable and the natural log of light attenuation,waterfront dummy,-.0087999999523163,.0088630029931664,-.9911990165710449,,semi-elasticity of light attenuation for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0137280002236366,-.0087999999523163,-.0136776231229305,.0138368979096413,-.0087677072733641,.008869806304574,,,
390,27,Walsh et al 2017,Walsh et al. MD group,17,Calvert 1 Year Average - level,2,non-waterfront * KD,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,15563,1996,2008,"Calvert County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,016",307438,NR,2000,county,"Calvert County, MD",24009,65945,74563,10740,9773,1135,25447,557.2987670898438,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,1.559999942779541,m-1,0,1.559999942779541,m-1,Quantitative,1,0,,,,,,NA,.086999997,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and the natural log of light attenuation,distance buffer 1,.017400000244379,.0052999230101705,3.28400993347168,.0099999997764826,semi-elasticity of light attenuation for homes 0 - 500m from waterfront.,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0271439999341965,.017400000244379,.0271347500383854,.0082670953124762,.017394071444869,.0052994200959802,,,
391,27,Walsh et al 2017,Walsh et al. MD group,17,Calvert 1 Year Average - level,3,waterfront *secchi depth,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,15563,1996,2008,"Calvert County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,016",307438,NR,2000,county,"Calvert County, MD",24009,65945,74563,10740,9773,1135,25447,557.2987670898438,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.9294871687889099,meters,1,1.559999942779541,m-1,Quantitative,1,0,,,,,,NA,.086999997,,,interaction term for a waterfront indicator variable and secchi depth (m),waterfront dummy,-.0087999999523163,.0088630029931664,-.9911990165710449,,semi-elasticity of secchi depth for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0137280002236366,.014769434928894,.0137235224246979,.0138749154284596,.0147646171972156,.0149274952709675,,,
392,27,Walsh et al 2017,Walsh et al. MD group,17,Calvert 1 Year Average - level,4,non-waterfront * secchi depth,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,15563,1996,2008,"Calvert County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,016",307438,NR,2000,county,"Calvert County, MD",24009,65945,74563,10740,9773,1135,25447,557.2987670898438,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.9294871687889099,meters,1,1.559999942779541,m-1,Quantitative,1,0,,,,,,NA,.086999997,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and secchi depth,distance buffer 1,.017400000244379,.0052999230101705,3.28400993347168,.0099999997764826,semi-elasticity of secchi depth for homes 0 - 500m from waterfront.,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0271439999341965,-.0292032007128,-.0271604843437672,.0082892384380102,-.0292209349572659,.0089180776849389,,,
393,27,Walsh et al 2017,Walsh et al. MD group,18,Cecil 1 Year Average - level,1,waterfront * KD,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,10816,1996,2008,"Cecil County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,017",250576,NR,2000,county,"Cecil County, MD",24015,50510,85951,9168,3361,1306,31223,901.6639404296875,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,3.069999933242798,m-1,0,3.069999933242798,m-1,Quantitative,1,0,,,,,,NA,.088,,,interaction term for a waterfront indicator variable and the natural log of light attenuation,waterfront dummy,.0024000001139939,.0118253063410521,.1995719969272614,,semi-elasticity of light attenuation for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0073680002242327,.0024000001139939,.0075144558213651,.0363034307956696,.0024477050174028,.0118252215906978,,,
394,27,Walsh et al 2017,Walsh et al. MD group,18,Cecil 1 Year Average - level,2,non-waterfront * KD,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,10816,1996,2008,"Cecil County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,017",250576,NR,2000,county,"Cecil County, MD",24015,50510,85951,9168,3361,1306,31223,901.6639404296875,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,3.069999933242798,m-1,0,3.069999933242798,m-1,Quantitative,1,0,,,,,,NA,.088,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and the natural log of light attenuation,distance buffer 1,.0086000002920628,.0051993681117892,1.662701964378357,.1000000014901161,semi-elasticity of light attenuation for homes 0 - 500m from waterfront.,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0264020003378391,.0086000002920628,.0264721624553204,.0159581955522299,.0086228540167212,.0051981089636683,,,
395,27,Walsh et al 2017,Walsh et al. MD group,18,Cecil 1 Year Average - level,3,waterfront *secchi depth,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,10816,1996,2008,"Cecil County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,017",250576,NR,2000,county,"Cecil County, MD",24015,50510,85951,9168,3361,1306,31223,901.6639404296875,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.472312718629837,meters,1,3.069999933242798,m-1,Quantitative,1,0,,,,,,NA,.088,,,interaction term for a waterfront indicator variable and secchi depth (m),waterfront dummy,.0024000001139939,.0118253063410521,.1995719969272614,,semi-elasticity of secchi depth for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0073680002242327,-.0155998347327113,-.0073474040254951,.0362072810530663,-.0155562255531549,.0766595527529716,,,
396,27,Walsh et al 2017,Walsh et al. MD group,18,Cecil 1 Year Average - level,4,non-waterfront * secchi depth,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,10816,1996,2008,"Cecil County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,017",250576,NR,2000,county,"Cecil County, MD",24015,50510,85951,9168,3361,1306,31223,901.6639404296875,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.472312718629837,meters,1,3.069999933242798,m-1,Quantitative,1,0,,,,,,NA,.088,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and secchi depth,distance buffer 1,.0086000002920628,.0051993681117892,1.662701964378357,.1000000014901161,semi-elasticity of secchi depth for homes 0 - 500m from waterfront.,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0264020003378391,-.0558994077146053,-.0263980962336063,.0159463938325644,-.055891141295433,.0337623618543148,,,
397,27,Walsh et al 2017,Walsh et al. MD group,19,Charles 1 Year Average - level,1,waterfront * KD,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,5397,1996,2008,"Charles County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,018",292142,NR,2000,county,"Charles County, MD",24017,62199,120546,15406,31411,2722,41668,1193.987548828125,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,2.599999904632568,m-1,0,2.599999904632568,m-1,Quantitative,1,0,,,,,,NA,.077,,,interaction term for a waterfront indicator variable and the natural log of light attenuation,waterfront dummy,-.0410000011324883,.0197003409266472,-2.081233024597168,.0500000007450581,semi-elasticity of light attenuation for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.1066000014543533,-.0410000011324883,-.1063954308629036,.0511173084378242,-.0409213192760944,.0196605026721954,,,
398,27,Walsh et al 2017,Walsh et al. MD group,19,Charles 1 Year Average - level,2,non-waterfront * KD,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,5397,1996,2008,"Charles County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,018",292142,NR,2000,county,"Charles County, MD",24017,62199,120546,15406,31411,2722,41668,1193.987548828125,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,2.599999904632568,m-1,0,2.599999904632568,m-1,Quantitative,1,0,,,,,,NA,.077,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and the natural log of light attenuation,distance buffer 1,-.0252000000327826,.0088013140484691,-2.867072105407715,.0099999997764826,semi-elasticity of light attenuation for homes 0 - 500m from waterfront.,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0655200034379959,-.0252000000327826,-.0653964355587959,.0229085106402636,-.0251524746417999,.0088109662756324,,,
399,27,Walsh et al 2017,Walsh et al. MD group,19,Charles 1 Year Average - level,3,waterfront *secchi depth,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,5397,1996,2008,"Charles County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,018",292142,NR,2000,county,"Charles County, MD",24017,62199,120546,15406,31411,2722,41668,1193.987548828125,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.557692289352417,meters,1,2.599999904632568,m-1,Quantitative,1,0,,,,,,NA,.077,,,interaction term for a waterfront indicator variable and secchi depth (m),waterfront dummy,-.0410000011324883,.0197003409266472,-2.081233024597168,.0500000007450581,semi-elasticity of secchi depth for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.1066000014543533,.1911448240280151,.10670455545187,.05125667527318,.1913323104381561,.0919085219502449,,,
400,27,Walsh et al 2017,Walsh et al. MD group,19,Charles 1 Year Average - level,4,non-waterfront * secchi depth,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,5397,1996,2008,"Charles County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,018",292142,NR,2000,county,"Charles County, MD",24017,62199,120546,15406,31411,2722,41668,1193.987548828125,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.557692289352417,meters,1,2.599999904632568,m-1,Quantitative,1,0,,,,,,NA,.077,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and secchi depth,distance buffer 1,-.0252000000327826,.0088013140484691,-2.867072105407715,.0099999997764826,semi-elasticity of secchi depth for homes 0 - 500m from waterfront.,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0655200034379959,.1174841374158859,.0655181556940079,.0228525307029486,.1174808368086815,.0409769490361214,,,
401,27,Walsh et al 2017,Walsh et al. MD group,20,Dorchester 1 Year Average - level,1,waterfront * KD,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,4358,1996,2008,"Dorchester County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,019",217662,NR,2000,county,"Dorchester County, MD",24019,34077,30674,2564,8708,385,12706,1444.0224609375,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,1.990000009536743,m-1,0,1.990000009536743,m-1,Quantitative,1,0,,,,,,NA,.168,,,interaction term for a waterfront indicator variable and the natural log of light attenuation,waterfront dummy,-.0557000003755093,.0249931607395411,-2.2293701171875,.0500000007450581,semi-elasticity of light attenuation for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.1108430027961731,-.0557000003755093,-.1107212975621223,.0498544834554195,-.0556388460099697,.0250525046139956,,,
402,27,Walsh et al 2017,Walsh et al. MD group,20,Dorchester 1 Year Average - level,2,non-waterfront * KD,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,4358,1996,2008,"Dorchester County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,019",217662,NR,2000,county,"Dorchester County, MD",24019,34077,30674,2564,8708,385,12706,1444.0224609375,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,1.990000009536743,m-1,0,1.990000009536743,m-1,Quantitative,1,0,,,,,,NA,.168,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and the natural log of light attenuation,distance buffer 1,-.00760000012815,.0143580297008157,-.5276489853858948,,semi-elasticity of light attenuation for homes 0 - 500m from waterfront.,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0151239996775985,-.00760000012815,-.0152006922289729,.0285783335566521,-.0076385391876101,.0143609717488289,,,
403,27,Walsh et al 2017,Walsh et al. MD group,20,Dorchester 1 Year Average - level,3,waterfront *secchi depth,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,4358,1996,2008,"Dorchester County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,019",217662,NR,2000,county,"Dorchester County, MD",24019,34077,30674,2564,8708,385,12706,1444.0224609375,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.7286432385444641,meters,1,1.990000009536743,m-1,Quantitative,1,0,,,,,,NA,.168,,,interaction term for a waterfront indicator variable and secchi depth (m),waterfront dummy,-.0557000003755093,.0249931607395411,-2.2293701171875,.0500000007450581,semi-elasticity of secchi depth for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.1108430027961731,.1521224677562714,.111079216003418,.0498328283429146,.1524466425180435,.0683912560343742,,,
404,27,Walsh et al 2017,Walsh et al. MD group,20,Dorchester 1 Year Average - level,4,non-waterfront * secchi depth,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,4358,1996,2008,"Dorchester County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,019",217662,NR,2000,county,"Dorchester County, MD",24019,34077,30674,2564,8708,385,12706,1444.0224609375,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Water Clarity (Secchi depth),.7286432385444641,meters,1,1.990000009536743,m-1,Quantitative,1,0,,,,,,NA,.168,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and secchi depth,distance buffer 1,-.00760000012815,.0143580297008157,-.5276489853858948,,semi-elasticity of secchi depth for homes 0 - 500m from waterfront.,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0151239996775985,.0207563862204552,.0150399589911103,.0285666603595018,.0206410475075245,.0392052792012691,,,
405,27,Walsh et al 2017,Walsh et al. MD group,21,Harford 1 Year Average - level,1,waterfront * KD,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",1,0,0,1,1,17483,1996,2008,"Harford County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,020",230199,NR,2000,county,"Harford County, MD",24025,57234,218590,39056,20260,4169,79667,1140.499755859375,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,3.819999933242798,m-1,0,3.819999933242798,m-1,Quantitative,1,0,,,,,,NA,.035,,,interaction term for a waterfront indicator variable and the natural log of light attenuation,waterfront dummy,-.0242999996989965,.0063549638725817,-3.818747043609619,.0099999997764826,semi-elasticity of light attenuation for waterfront homes,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,-.0928260013461113,-.0242999996989965,-.0928653329610825,.0242546200752258,-.0243102964013815,.0063493768684566,,,
406,27,Walsh et al 2017,Walsh et al. MD group,21,Harford 1 Year Average - level,2,non-waterfront * KD,2017,Journal,Table 4,Property Sale Price,0,log-lin,e,NA,"waterfront dummy and discrete buffers (0-500m, 500-1000m)",2,0,0,1,1,17483,1996,2008,"Harford County, MD",MD,Homes within 4 km of Chesapeake Bay tidal waters.,"Arms length transactions of single family and townhouses with sales prices between $30,000 and $4,000,020",230199,NR,2000,county,"Harford County, MD",24025,57234,218590,39056,20260,4169,79667,1140.499755859375,0,0,1,0,Chesapeake Bay and Tidal Waters,,,NR,Single,Estuary,Light attenuation,3.819999933242798,m-1,0,3.819999933242798,m-1,Quantitative,1,0,,,,,,NA,.035,,,interaction term for a non-waterfront home within 0-500 meters of the waterfront and the natural log of light attenuation,distance buffer 1,.0021999999880791,.0022473570425063,.9735879898071289,,semi-elasticity of light attenuation for homes 0 - 500m from waterfront.,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,NA,NA,,,,,NA,.0084039997309446,.0021999999880791,.008372955955565,.0085883671417832,.0021918730344623,.0022482639178634,,,
