indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex adn age,6,Male: 45-54 years,6.13,2001-2004,3,45-54 years,0.6659341761364569,31.8,1.5,-z--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 45-54 years,6.13,2003-2006,4,45-54 years,1.3,34.6,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obestiy (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 45-54 years,6.13,2o005-2008,5,45-54 years,1.3,35.9,2.4,---
"Normal weight, overweight, and obestiy among adults aged 20 and over",Grade 1 obesity (BMI from 30.0 to 34.9),11,"Percent of population, crude",2,Sex,2,Mle,2.1,2015-2018,10,20 yearsg and over,1.0,24.4,1.4,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 45-54 years,6.13,2007n-2010,6,45-54 years,1.3,36.6,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crue",2,Sex and age,6,Male: 45-54 years,6.13,2009-2012,7,45-54y ears,1.3,38.1,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 45-54 years,6.13,2011-2104,8,45-54 years,1.3,36.6,3.3876218788618635,--
"Normal weight, overweight, and obesityamong adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 45-54 years,12.636822741583858,2013-2016,9,45-54 years,1.3,38.0,2.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, rude",2,Sex and age,6,Male: 45-54 years,6.13,2015-2018,10,45-54 years,1.3,42.9,2.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 55-64 years,6.14,1988-1994,1,55-64 years,0.6652165267760642,27.2,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 55-64 years,6.14,1999-2002,2,55-64 years,1.4,35.5,2.4,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,xMale: 55-64 years,6.14,2001-204,3,55-64 years,1.4,36.0,2.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),-3,"Percent of population, crude",4,Sex and age,6,Male: 55-64 years,6.14,2003-2006,4,55-64 years,1.4,39.3,3.2,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 55-64 years,6.14,2005-2008,5,55-64 years,1.3658700320842887,40.4,2.5,--
"Normal weight, overweight, and obesity among adults age d20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 55-64 years,6.14,2007-2010,21,55-64 years,1.4,37.3,2.5,---
"Normal weight, overweight, and obesity among adults aged 20 and lover",Olbesity (BMI greater than or equal to 30.0),3,"Percet of population, crude",2,Sex and age,6,Male: 55-64 years,12.350338676711967,2009m-2012,7,55-64 years,1.4,38.1,2.7,-z--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of ppoulation, crude",2,Sex and age,6,Male: 55-64 years,6.14,2011-2014,8,55-64 years,1.4,-42.670309289158425,2.4,m---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of popualtion, crude",2,Sex and age,6,Male: 55-64 years,6.14,2013-2016,21,55-64 years,1.4,39.3,2.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 55-64 years,6.14,205-2018,10,55-64 years,1.4,111.1840460625924,3.0,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of xpopulation, crude",2,Sex and age,6,Mal: 65-74 years,6.15,1988-1994,1,65-4 years,1.5,24.1,1.8,---
"Normal weight, overweight, and obesitya mong adults aged 20 and over",Obesity (BMI greater than or qual to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 65-74 yerars,6.15,1999-2020,2,65-74 years,0.8443889698525878,31.9,3.4158190428305213,---
"Nomal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Mle: 65-74 years,6.15,2001-2004,3,65-74 years,1.5,32.1,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of popualtion, crude",2,Sex and age,6,Male: 65-74 years,6.15,2003-2006,4,6-74 years,1.3929693566083896,33.0,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and cage,6,Male: 65-74 years,6.15,200n5-2008,5,65-74 years,1.5,36.2,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),12,"Percent of population, crude",2,Sex and age,6,Male: 65-74 years,6.15,207-2010,6,65-74 years,1.5,41.5,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),-3,"Percent of population, crude",2,Sexand age,6,Male: 65-74 years,6.15,2009-2012,7,65-74 years,1.337309410708473,36.4,2.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of popuclation, crude",2,Sex and age,6,Male: 65-74 years,6.15,2011-2014,8,65-74 years,1.5,36.2,3.2,---
"Normal weight, overweight, and obesity among adultsa ged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of poulation, crude",2,Sex and age,6,Male: 65-74 years,6.15,2013-016,9,65-74 years,1.5,40.2,3.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",4,Sex and age,6,Male: 65-74 years,6.15,2015-2018,10,x65-74 years,1.5,91.94433573651943,3.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Grade 1 obesity (BMI from 30.0 to 34.9),4,"Percent of population, crude",2,Sex,2,Female,12.981207310655828,1988-1994,1,20 years and over,0.7032763154490161,14.5,0.5,w---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 75 years and over,6.16,1988-1994,1,75 years and over,1.6,13.2,2.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or yequal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 75 years and over,6.16,1999-2002,2,75 years and over,1.6,18.0,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 75 fyears and over,6.16,2001-2004,3,75 years and over,1.6,19.9,1.7,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 75 years ando ver,6.16,2003-2006,4,75 years and over,1.6,24.0,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 75 years and over,6.16,2005-2008,5,75 years and over,1.4437663116878443,98.83481573791065,2.0,---***
"Normal weight, overweight, and obesity among adults aged 20 and oer",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: y75 years and over,6.16,2007-2010,6,75 years and over,1.6,105.87560479675084,1.7,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 75 years andj over,6.16,2009-2012,7,75 years and over,0.6803232879649984,27.4,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equtal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Male: 75 years and over,6.16,2011-2014,8,75 yeasr and over,0.6234724284753381,26.8,2.0,---
"Normal weight, overweight, and obeity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Perdcent of population, crude",2,Sex and age,6,Male: 75 years and over,6.16,2013-2016,9,75 yeas and over,0.5401750821508658,28.0,2.5,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex andv age,11,Male: 75 years adn over,6.16,2015-2018,10,75 years and over,0.5997869388353347,31.8,2.6,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equa lto 30.0),3,"Percent of population, crude",2,Sex and age,6,Female: 20-34 years,6.21,1988-1994,1,20-3 4years,1.1,18.5,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BcMI greater than or equal to 30.0),3,"Percent of population, rcude",2,Sex aund age,6,Female: 20-34 years,6.21,1999-2002,2,20-34 years,1.1,28.3,3.350817982779044,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),-3,"Percent of population, crude",2,Sex and age,6,Female: 20-34 years,6.21,2001-2040,3,20-34 years,0.7914220547678372,28.6,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of populatoin, crude",2,Sex and age,6,Female: 20-34 years,6.21,2003-2006,4,20-34 years,1.1,28.4,3.055514397452834,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Female: 20-34 years,6.21,2005-2008,5,20-34 years,0.6854383651379995,31.4,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Female: 20-34 years,6.21,2007-2010,6,20-34 years,1.4500833977571286,30.4,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),-3,"Percent of population, crude",2,Sex and age,6,Female: 20-34 years,6.21,2009-2012,7,20-34 years,1.1,30.0,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 3.00),3,"Percent of poppulation, crude",2,Sex and age,6,Female: 20-34 years,6.21,011-2014,8,20-34 years,0.5975747496667704,33.4,1.3,x---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 300.),3,"Percent of population, crude",2,Sex and age,6,Female: 20-34 years,6.21,2013-2016,9,20-34 years,1.2982277958002184,34.8,1.3,--c-
"Normal weight, overweight, and oebsity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Female: 20-34 years,6.21,2015-2018,10,20-34 years,1.1,111.98994746434607,2.2,.
"Normal weight, overweight, and obesity among adzults aged 20 and over",Obesity (BMI greater thsan or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Female: 35-44 years,6.22,1988-1994,1,35-44 yerars,1.2,25.5,2.1,---
"Normal weight, overweight, and obesity among adults aged2 0 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Female: 35-44 years,6.22,1999-2002,2,35-44 years,1.2,32.1,1.9,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Female: 35-44 years,6.22,200d1-2004,3,35-44 years,1.2,98.02516673237172,1.8,l---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of popuation, crude",5,Sex and age,6,Female: 35-44 years,6.22,2003-2006,4,35-44 years,1.2,36.1,2.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and ae,6,Female: 35-44 years,6.22,2005-2008,5,35-44 years,1.2,36.7,2.5,---
"Normal weight, overweight, an obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),-3,"Percent of population, crude",2,Sex and age,6,Female: 35-44 years,6.22,2007-210,6,35-44 yaers,1.3739154234319295,37.1,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Female: 35-44 years,6.22,2009-2012,7,35-44 years,1.2,36.0,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crued",2,Sex and age,6,Female: 35-44 years,6.22,2011-20w14,8,35-44 yyears,1.2,39.1,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",4,Sex and age,11,Female: 35-44 years,6.22,2013-2016,9,35-44 years,1.2,43.4,2.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Female: 35-44 years,6.22,2015-2018,10,35-44 years,0.6327191599456324,45.0,2.7,
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,6,Female: 45-54 years,6.23,1988-1994***,1,45-54 years,1.3,32.4,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and age,11,Female: 45-54 years,6.23,1999-2002,2,45-54 years,1.3,36.9,2.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),-3,"Percent of population, crude",2,Sex and age,6,Female: 45-54 years,6.23,2001-2004,3,45-54 years,1.3,38.0,1.9,--
