OBJECTID,ID305B,CYCLE,NAME,LOCATION,MILES,NHD_BASIN,AQUATIC_LIFE,RECREATION,FISH_CONSUMPTION,DRINKING_WATER_SUPPLY,SHAPE_Length
446,CT6900-00_02,2010,Naugatuck River-02,"From Rimmon (Tingue) outlet dam (just DS of Route 8 crossing), Seymour, US to confluence with Hopeville Pond Brk, just US of Waterbury WPCF. (Segment includes Wtby, Naug & Beacon Falls WPCFs, & dredge holes in river between Rts 42 & 67 in Beacon Falls)",11.26,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,59472.0032207863
447,CT6900-00_03,2010,Naugatuck River-03,"From confluence with Hopeville Pond Brook, just US of Waterbury WPCF, US to confluence with Steele Brook (west side of Route 8, at Route 73 connection), Waterbury.",3.52,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,18584.327933613
448,CT6900-00_04,2010,Naugatuck River-04,"From confluence with Steele Brook (west side of Route 8, at Route 73 connection), Waterbury, US to sewage leak from pipe under river (near old bridge abutment) along Chase River Road, Watertown/Waterbury town border.",1.65,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,8731.38540490545
449,CT6900-00_05,2010,Naugatuck River-05,"From US side of sewage leak from pipe under river (near old bridge abutment) along Chase River Road, Watertown/Waterbury town border, US to confluence with Thomaston WPCF outfall (just US of confuence with Branch Brook), Thomaston.",4.46,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,23525.228170983
450,CT6900-00_06,2010,Naugatuck River-06,"From confluence with Thomaston WPCF outfall (just US of confuence with Branch Brook), Thomaston, US to confluence with Spruce Brook (west side of Route 8), Litchfield/Harwinton town border.",9,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,47513.8610968814
451,CT6900-00_07,2010,Naugatuck River-07,"From confluence with Spruce Brook (west side of Route 8), Litchfield/Harwinton town border, US to confluence with Torrington WPCF (just US of bend north of plant), Harwinton/Torrington town border.",2.71,01100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,14329.9838103079
452,CT6804-00_01,2010,Weekeepeemee River-01,"From mouth at confluence with Nonewaug River, above Pomeraug River (DS of Jacks Bridge Road crossing), Woodbury, US to headwaters in marsh (just US of Bergman Hill Road crossing, east of intersection with Todd Hill Road), Morris.",9.61,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,50735.7179677961
453,CT6804-04_01,2010,Wood Creek (Bethlehem)-01,"From mouth at confluence with Weekeepeemee River (just DS of Guilds Hollow Road (Route132) crossing), US to headwaters at Zieglers Pond outlet dam (just US of Carmel Hill Road crossing), Bethlehem.",3.27,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,17286.4351705836
454,CT6806-00_01,2010,Transylvania brook-01,"From mouth at confluence with Pomperaug River (just DS of East Flat Hill Road crossing), US to confluence with Spruce Brook (just US side of Southbury Training School STP), Southbury.",1.6,01100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8459.78448854436
455,CT6806-00_02,2010,Transylvania Brook-02,"From confluence with Spruce Brook (just US side of Southbury Training School STP), US to Gravel Pit Pond outlet dam (US of South Britian Road (Route 172) crossing), Southbury.",0.32,01100005,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1666.02418127335
456,CT6806-00_03,2010,Transylvania Brook-03,"From inlet to Gravel Pit Pond (northern side), Southbury, US to headwaters, Roxbury (near Woodbury town border).",3.81,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,20101.4469035235
457,CT6900-00_01,2010,Naugatuck River-01,"From mouth at confluence with Housatonic River (DS of RailRoad crossing), Derby, US to Rimmon (Tingue) outlet dam (US of Broad Street crossing, and just DS of Route 8 crossing), Seymour.",6.15,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,32470.1475834299
458,CT4313-00_01,2010,Poland River-01,"From mouth at confluence with Pequabuck River, US to confluence with Marsh Brook (seg 2 begins), Plymouth.",0.42,01080207,Not Assessed,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,2207.03406473437
459,CT4313-00_02,2010,Poland River-02,"From confluence with Marsh Brook, US to confluence with unnamed brook 4313-03-1, US of Judd Road crossing (paralell with Route 72), Plymouth, CT.",0.71,01080207,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,3741.55120764198
460,CT4314-00_01,2010,Coppermine Brook (Bristol)-01,"From mouth at Pequabuck River, US to New Britain drinking water watershed boundary and water diversion (just us of confluence with Polkville Brook), Bristol.",2.43,01080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,12837.9736897356
461,CT4315-00_03,2010,Pequabuck River-03,"From Bristol POTW outfall (DS of route 229 crossing), US to exit of box culvert, downtown Bristol.",1.23,01080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,6514.6310575088
462,CT4315-00_04,2010,Pequabuck River-04,"From exit of box culvert, US to entrance of box culvert (entire segment in culvert), center of Bristol.",0.33,01080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,1733.83864087197
463,CT4315-00_05,2010,Pequabuck River-05,"From entrance to box culvert, center Bristol, US to Plymouth POTW (just DS of Canal Street (Route 72) crossing), Plymouth.",2.7,01080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,14263.5279611743
464,CT4315-00_06,2010,Pequabuck River-06,"From Plymouth POTW (just DS of Canal Street (Route72) crossing), US to headwaters, South of Rocky Road, Harwinton.",5.46,01080207,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,28846.3978373078
465,CT4317-00_01,2010,Nod Brook-01,"From mouth at dredge holes (Twin Lakes North & South) near Farmington River, Avon, US to headwaters (just US of Rocklyn Road crossing), Simsbury.",6.61,01080207,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,34909.8658852781
466,CT5301-00_01,2010,Willow Brook (Hamden)-01,"From mouth at confluence with Mill River (DS of Willow Street crossing), Hamden, US to confluence with Brooksvale Stream (DS of South Brooksvale Road crossing), Cheshire.  (River travels along RR track)",1.87,01100004,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,9858.06762828085
467,CT5301-00_02,2010,Willow Brook (Cheshire)-02,"From confluence with Brooksvale Stream (DS of South Brooksvale Road crossing), US to HW near Timber Lane, Cheshire.  (River travels along RR track)",3.84,01100004,Not Assessed,Not Assessed,Fully Supporting,Not Assessed,20281.9760812855
468,CT5301-02_01,2010,Sanford Brook (Cheshire)-01,"From mouth at confluence with Willow Brook (DS of South Brooksvale Road crossing), Cheshire, US to HW (just US of Candee Road crossing), Prospect.",2.68,01100004,Fully Supporting,Not Assessed,Fully Supporting,Not Assessed,14157.2535212842
469,CT5306-01_01,2010,Silver Brook (Orange)-01,"From mouth at confluence with Indian River (just US of Indian Lake, parallel to Indian River Road), US to confluence with Trout Brook (just US of Smith Farm Road crossing), Orange.",1.6,01100004,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,8466.58299790309
470,CT6000-37_01,2010,Town Farm Brook (New Milford)-01,"From mouth at confluence with Housatonic River (Lake Lillinonah, segment CT6000-00+L1_01) just DS of Lake Lillinonah Road crossing, US to HW above New Milford Reservoir Number 4, New Milford.",4.57,01100005,Insufficient Information,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,24154.4666776597
471,CT6000-42_01,2010,Hop Brook (Brookfield)-01,"From mouth at confluence with Housatonic River (Lake Lillinonah), US to Long Meadow Hill Road crossing, Brookfield.",1.49,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7844.96908403685
472,CT6900-00_08,2010,Naugatuck River-08,"From confluence with Torrington WPCF (just US of bend, north of plant), Harwinton/Torrington town border, US to headwaters at confluence of East and West Branches of Naugatuck River (just US of East Albert Street crossing), Torrington.",1.36,01100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7166.3215247995
473,CT6900-18_01,2010,Jericho Brook-01,"From mouth at confluence with Naugatuck River, Thomaston/Watertown town border, US to US-side of Route 8 crossing, Watertown.",0.07,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,387.758184357532
474,CT6900-18_02,2010,Jericho Brook-02,"From US-side of Route 8 Crossing (end of segment-01), US to headwaters at Jericho Brook Pond outlet dam (parallel to Nova Scotia Road), Watertown.",1.44,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7605.30936093609
475,CT6900-22_01,2010,Great Brook (Waterbury)-01,"From mouth at confluence with Naugatuck River (east bank, DS of West Liberty Street crossing), US to Great Brook Reservoir at Belleview Lake outlet dam (Reservoir in 2 sections, split bt Lakewood Drive), Waterbury. Most of segment in culvert under city.",1.98,01100005,Not Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,10475.0848469009
476,CT6900-27_01,2010,Spruce Brook (Beacon Falls)-01,"From mouth at confluence with Naugatuck River (DS of Cold Springs Road crossing), Naugatuck/Beacon Falls town border, US to headwaters (south of Andrew Mountain Road), Naugatuck.",2.82,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,14888.7086293714
477,CT6900-28_01,2010,Hockanum Brook (Beacon Falls)-01,"From mouth at confluence with Naugatuck River (just DS of Main Street (Route 42) crossing), Beacon Falls, US to headwaters at Simpson Lake outlet dam (parallel to Beacon Road (Route 42)), Bethany.",3.17,01100005,Fully Supporting,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,16713.2042865538
478,CT6904-00_02,2010,West Branch Naugatuck River-02,"From Old Brass Mill Pond outlet dam (1st impoundment on river), just US of Church Street crossing, US through impoundment to inlet at Wolcott Avenue crossing, Torrington.",0.46,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,2428.30047976484
479,CT6904-00_03,2010,West Branch Naugatuck River-03,"From inlet to impoundment at Wolcott Avenue crossing (head of Old Brass Mill Pond), US to Stillwater Pond outlet dam (just US of Brass Mill Dam Road crossing), Torrington.",2.1,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,11072.9867268354
480,CT6904-00_04,2010,West Branch Naugatuck River-04,"From inlet to Stillwater Pond (DS of Norfolk Road (Route 272) crossing, pond is on east side of road), US to headwaters at confulence of Hart Brook and Hall Meadow Brook (US of Norfolk Road (Route 272) crossing), Torrington.",1.15,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6068.58816569845
481,CT6905-00_01,2010,East Branch Naugatuck River-01,"From mouth at confluence with West Branch Naugatuck River, above Naugatuck River (just DS of Franklin Drive crossing), US to North Elm Street Road (Route 4) crossing, Torrington.",1.33,01100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,7046.70867187077
482,CT6905-00_02,2010,East Branch Naugatuck River-02,"From North Elm Street Road (Route 4) crossing, Torrington, US to headwaters at Lake Winchester outlet dam (just US of West Road crossing), Winchester.",7.67,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,40498.0277001154
483,CT6906-00_01,2010,Spruce Brook-01,"From mouth at confluence with Naugatuck River (DS from RailRoad crossing, on west bank), US to confluence with Jefferson Hill Brook, Litchfield.",0.27,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,1432.88941314922
484,CT6906-00_02,2010,Spruce Brook-02,"From confluence with Jefferson Hill Brook, US to East Litchfield Road crosssing, Litchfield.",1.31,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,6900.95788155626
485,CT6906-01_01,2010,Jefferson Hill Brook-01,"From mouth at confluence with Spruce Brook, US to headwaters (US of Buell Road crossing near East Litchfield Road), Litchfield.",2.58,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,13600.7354245963
486,CT6908-00_01,2010,Leadmine Brook-01,"From mouth at Naugatuck River (US from railroad crossing of Naugatuck River), Thomaston, US to confluence with Rock Brook (just US from South Road crossing), Harwinton.",2.76,01100005,Fully Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,14561.9226745001
487,CT6910-00_01,2010,Branch Brook-01,"From mouth at confluence with Naugatuck River (DS of Route 8 crossing), US to Black Rock Dam outlet (along south side of Route 109), Watertown-Thomaston.",2.06,01100005,Not Supporting,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,10863.357175695
488,CT6914-00_03b,2010,Mad River (Waterbury)-03b,"From confluence with Lily Brook (CT6914-06 Gazetteer, and called Finch Brook in NHD), US to Scoville Reservoir outlet dam (US of Nichol Road, parallel to Wolf Hill Road), Wolcott.",0.74,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,3912.16725915796
489,CT6914-00_04,2010,Mad River (Waterbury)-04,"From inlet to Scoville Reservoir (just US of Munson Road crossing), US to headwaters at Cedar Swamp Pond outlet dam, (just US of North Street crossing), northern Wolcott.",3.98,01100005,Not Assessed,Not Assessed,Fully Supporting,Water Not Classified For Drinking Supply,21012.0785353161
490,CT6916-00_01,2010,Hop Brook (Naugatuck)-01,"From mouth at confluence with Naugatuck River (DS of Bridge Street (Route 68) crossing and RailRoad crossing), Naugatuck, US to Hop Brook Lake outlet dam (flood control area along eastern side of Curch Street (Route 63)), Naugatuck/Waterbury town line.",1.44,01100005,Insufficient Information,Not Supporting,Fully Supporting,Water Not Classified For Drinking Supply,7626.10024443155
