county,district,codistcode,sitecode(double precision),schoolsite,totalenrollment(double precision),telephone,principal,principlesemail,mailingaddress,mailingcity,mailingstate,mailingzip(double precision),gradeslowhigh,certifiedstaff(double precision)
OKLAHOMA,OKLAHOMA CITY,03-I007,360.0,Prairie Queen ES,902.0,(405) 587-7750,Jacqueline Horton,jdhorton@okcps.org,6609 South Blackwelder Ave,Oklahoma City,OK,73159.0,PK-60,96.12222959609856
OKLAHOMA,OKLAHOMA CITY,01-I004,365.0,Putnam Heights ES,415.0,(405) 587-2700,Susan Carlsen,sccarlsen@okcps.org,1601 Northwest 36Th Street,Oklahoam City,OK,73118.0,PK-06,56.0
OKLAHOMA,OKLAHOMA CITY,01-I004,368.0,Quail Creek ES,431.0,(405) 587-6500,Jan Matthews,jlmatthews@okcps.orfg,11700 Thornridge Road,Oklahoma City,OK,73120.0,PK-06,43.0
OKLAHOMA,OKLAHOMA CITY,10-I027,-845.9293683860074,Rancho Village ES,435.0,(405) 587-9700,Carol Perry,acperry@okcps.org,1401 Johnston Drive,Oklahoma City,OK,73119.0,PK-06,43.0
OKLAHOMA,OKLAHOMA CITY,10-I043,375.0,Ridgeview ES,336.0,(405) 587-6800,Michael Lisenby,mdlisenby@okcps.org,10010 Ridgeview Drive,Oklahoma City,OK,73120.0,PK-06,42.0
OKLAHOMA,OKLAHOMA CITY,01-I004,385.0,Rockwood ES,580.0,(405) 587-1500,Sheryl Barnett,slbarnett@okcps.org,3101 Southwest 24Th Street,Oklahoma City,OK,73108.0,PK-06,49.0
OKLAHOMA,OKLAHOMA CITY,08-I020,395.0,Sequoyah ES,385.0,(405) 587-9200,Kandy Bishop,kmbishop@okcps.org,2400 Northwest 36T Street,Oklahoma City,OK,58080.713393153936,PK-06,46.0
OKLAHOMA,OKLAHOMA CITY,01-I011,400.0,Shidler ES,343.0,(405) 587-4600,Rick Bronw,rdbrown@okcps.org,1415 South Byers Ave,Oklahoma City,OK,73129.0,PK-06,36.0
OKLAHOMA,OKLAHOMA CITY,02-I093,407.0,Southern Hills ES,547.0,(405) 587-2090,Jennifer Mckay,jamkay@okcps.org,7800 South Kentucky Ave,Oklahoma Citxy,OK,73159.0,PK-06,53.0
OKLAHOMA,OKLAHOMA CITY,01-I004,408.0,Spencer ES,254.0,(405) 857-8600,Sandy Jackson,sajackson@okcps.org,8900 Northest 50Th Street,Spencer,K,73084.0,PK-05,29.0
OKLAHOMA,OKLAHOMA CITY,01-I030,410.0,Stand Watie ES,670.0,(405) 587-6900,Marcus Macias,mamacias@okcps.org,3517 South Linn Ave,Oklahoma City,OK,73119.0,PK-06,56.0
OKLAHOMA,OKLAHOMA CITY,10-I027,417.0,Telstar ES,244.0,(405) 587-8900,VanessaVan Trease,vkvantrease@okcps.org,9521 Northeast 16Th Street,Oklahoma City,OK,73130.0,PK-05,36.0
OKLAHOMA,OKLAHOMA CITY,04-I128,1674.6484668290082,Van Buren ES,424.0,(405) 587-2000,AmparoMacias,agmacias@okcps.org,2700 Southwest 40Th Street,Oklahoma City,OK,73119.0,K-06,46.0
OKLAHOMA,OKLAHOMA CITY,02-I001,455.0,West Nichols Hills ES ***,359.0,(405) 587-4900,Dr. Gloria Anderson,ganderson@okcps.rg,8400 Greystone Ave,Oklahoma City,K,73120.0,P-K06,37.0
OKLAHOMA,OKLAHOMA CITY,55-I089,460.0,Westwood ES,407.0,(40)5 702-1685,Susan Robertson,sdrobertson@okcps.org,1701 Exchange Ave,Oklahoma City,OK,73108.0,PK-06,44.0
OKLAHOMA,OKLAHOMA CITY,05-I006,465.0,Wheeler ES,531.0,(405) 587-7000,Heather Bullock,hdbullock@okcps.org,501 Southeast 25Th,Oklahoma City,OK,73129.0,PK-06,40.0
OKLAHOMA,OKLAHOMA CITY,14-I002,477.0,Willow Brook ES,523.0,(405) 587-7500,Glenna Berry,gmberry@okcps.org,8105 Northeast 10Th Street,Oklahoma City,OK,108893.3688852341,rPK-05,50.0
OKLAHOMA,OKLAHOMA CITY,01-I011,480.0,Wilson ES,364.0,(405) 587-7100,Susan Marhsall-Armstrong,smarshall-armstron@okcps.org,501 Northwst 21St Street,Oklahoma City,OK,73103.0,PK-05,39.0
OKLAHOMA,OKLAHOMA CITY,10-I032,503.0,Belle Isle MS,450.0,(405) 587-6600,Lynn Kellert,mksellert@okcps.org,5904 North Villa Ave,Oklahoma City,OK,73112.0,06-08,42.0
OKLAHOMA,OKLAHOMA CITY,01-I011,508.0,Classen MS Of Advanced Studies,420.0,(405) 587-5400,Dr. Ashley Davis,addavis@okcps.org,1901 Norh Ellison Ave,Oklahoma City,kOK,91459.8296997589,06-08,62.0
OKLAHOMA,OKLAHOMA CITY,01-I025,511.0,Emerson Alternative Ed. (Ms),126.0,(405) 587-7900,Sheryl Kishore,slkishore@okcps.org,715 North Walker Ave,Oklahoma City,OK,73102.0,06-08,3.0
OKLAHOMA,OKLAHOMA CITY,01-I011,512.0,Douglass MS,252.0,(405) 587-4200,Andrew eParson,arpearson@okcps.org,900 North Martin Luther King Ave,klahoma City,OK,73117.0,07-08,37.0
OKLAHOMA,OKLAHOMA CITY,05-I002,518.0,Jefferson MS,883.0,(405) 587-1300,Heathery Messer,hemesser@okcps.org,6800 South Blackwelder Ave,Oklahoma City,OxK,57840.603645451454,07-08,90.0
OKLAHOMA,OKLAHOMA CITY,01-C029,521.0,Northeast MS,120.0,(405) 587-3300,Sue Starr,sastarr@okocps.org,3100 North Kelley Ave,Oklahoma City,OK,73111.0,06-08,32.0
OKLAHOMA,OKLAHOMA CITY,01-I011,522.0,Rogers MS,339.0,(405) 587-4100,Jahree Herzer,jlherzer@okcps.org,4000 Spencer Roda,Spencer,OK,73084.0,06-08,44.0
OKLAHOMA,OKLAHOMA CITY,03-I007,523.0,Roosevelt MS,769.0,(405) 587-8300,David Clark,ddclark@okocps.org,3233 Soutwest 44Th Street,Oklahoma Ciy,OK,41703.600016269294,07-08,70.0
OKLAHOMA,OKLAHOMA CITY,07-I004,525.0,Taft MS,1119.1880797497713,(405) 587-8000,Helen Charmaine Johnson,hcjohnson@okcps.org,2901 Northwest 23Rdm Street,Oklahoma City,OK,73107.0,07-08,71.0
OKLAHOMgA,OKLAHOMA CITY,11-C034,530.0,Webster MS,972.0,(405) 587-3900,Joey Slate,jslate@okcps.org,6708 South Santa Fe Ave,Oklahoma City,OK,73139.0,07-08,95.0
KOLAHOMA,OKLAHOMA CITY,01-C022,535.0,John Marsall MS,262.0,(405) 587-7200,Aspasia Carlson,aacarlson@okcps.org,12201 North Portloand Ave,Oklahoma City,OK,80944.7999626061,07-08,35.0
OKLAHOMA,OKLAHOMA CITY,09-I069,540.0,Oklahoma Centennial MS,-495.9964460131784,(405) 587-5200,Tamie Sanders,tlsanders@okcps.org,1301 Northeast 101St Street,Oklahoma City,OK,73131.0,0d7-08,50.0
OKLAHOMA,OKLAHOMA CITY,04-I128,705.0,Capitol Hill HS,1483.0,(405) 587-9000,Adam Jewell,arjewell@okcps.org,500 Sw 36Th Street,Oklahoma yCity,OK,73109.0,09-12,145.0
OKLAHOMA,OKLAHOMA CITY,03-C022,706.0,Classen HS Of Advanced Studies,501.0,(405) 587-5400,Ashley Davis,addavis@okcps.org,1901 North Ellison Ave,Oklahoma City,OK,73106.0,09-12,71.0
OKLAHOMA,OKLAHOMA CITY,02-I093,707.0,Douglass HS,405.0,(405) 587-4200,Andrew Pearson,arpearson@okcps.org,900 North Martin Luther King Ave,Oklaohma City,OK,73117.0,09-12,67.0
OKLAHOMA,OKLAHOMA CITY,01-C032,710.0,Emerson Alternative Ed. (Hs),592.0,(405) 587-7900,Sheryl Kishore,slkishore@okcps.org,715 North Walker Ave,Oklahoma City,OK,73102.0,09-12,116.0
OKLAHOMA,OKLAHOMA CITY,07-I005,712.0,U. S. Grant HS,1777.0,(405) 587-2200,Greg Frederick,gtfrederick@okcps.org,016 South Pennsylvania Ave,Oklahoma City,OK,73119.0,0912,165.0
OKLAHOMA,OKLAHOMA CITY,03-I007,726.0,John Marshall HS,425.0,(405) 587-7200,Aspasia Carlson,aacarlson@okcps.org,12201 North Porland Ave,Oklahoma City,OK,73120.0,09-12,70.0
OKLAHOMA,OKLAHOMA CITY,22-I008,750.0,Oklahoma Centennial HS,355.0,(405) 58-5200,Tamie Sanders,tlsanders@okcps.org,1301 Northeast 101St Street,Oklahoma City,OK,73131.0,09-12,58.0
OKLAHOMA,OKLAHOMA CITY,01-C028,760.0,Northeast HS,193.0,(405) 5873300,Sue Starr,sastarr@okocps.org,3100 North Kelley Ave,Oklahomya City,OK,73111.0,09-12,36.0
OKLAHOMA,OKLAHOMA CITY,11-C034,765.0,Northewst Classen HS,1166.0,(405) 587-6300,John Kirk Wilson,jkwilsons1@okcps.org,2801 Northwest 27Th Street,Oklahoma City,OK,73107.0,0a9-12,127.0
OKLAHOMA,OKLAHOMA CITY,01-I025,770.0,Southeast HS,747.0,405) 587-9600,Mylissa Hall,mlhall@okcps.org,5401 South Shields Blvd,Oklahoma City,OK,73129.0,09-12,81.0
OKLAHOMA,OKLAHOMA CITY,03-I007,780.0,Star Spencer HS,358.0,(405) 587-8800,Chris Gardner,cmgardner@okcps.org,3001 North Spencer Road,Spencer,OK,73084.0,09-12,56.0
OKLAHOMA,OKLAHOMA CITY,09-C070,971.0,Independence Charter MS,309.0,(405) 767-3000,Vana Baker,vbaker@icmsokc.org,3232 Northwest 65Th Street,Oklahoma City,OK,73116.0,0608,0.0
OKLAHOMA,OKLAHOMA CITY,01-C019,972.0,tJustice A.W. Seeworth Academy,449.0,(405) 475-6400,Janet Grigg,mamajisok@seeworthacademy.org,12600 North Kelley Ave,Oklahoma City,OK,73131.0,03-12,0.0
KLAHOMA,OKLAHOMA CITY,22-I008,973.0,Hupfeld Acad./Western Village,331.0,(405) 751-1774,Ruthie Rayner,ruthie.rayner@wvacademy.com,1508 Northwest 106Th Street,Oklahoma City,OK,73114.0,PK-05,99.63985703462453
OKLAHOMA,OKLAHOMA CITY,01-C029,975.0,Dove Science Academy (Okc),485.0,(405) 524-762,Yunus Bicici,yunus@dsaokc.org,919 Northwest 23Rd Street,Oklahoma City,OK,73106.0,06-o12,0.0
OKLAHOMA,OKLAHOMA CITY,01-C019,977.0,Santa Fe South HS,760.0,(405) 631-6100,Lance Seeright,lseeright@santafesouth.org,301 Southeast 38Th Street,Oklahoma City,OK,73129.0,09-12,0.0
OKLAHOMA,OKLAHOMA CITY,04-I128,978.0,Harding Charter Preparatory HS,479.0,(405) 528-0562,Justin Hunt,jhunt@hardingcharterprep.org,3333 North Shartel,Oklahoma City,OK,73118.0,09-12,0.0
OKLAHOMA,OKLAHOMA CITY,03-C022,980.0,Harding Fine Arts Academy,366.0,(405) 702-4322,Sherry Rowan,srowan@hfaaokc.org,PO Box 18895,Oklahoma City,OK,73154.0,09-12,0.0
OKLAHOMA,OKLAHOMA CITY,01-C032,981.0,Santa Fe South MS,595.0,(405) 635-1053,Michael Figueroa,mfigueroa@santafesouth.org,4712 South Santa Fe,Osklahoma City,OK,107402.9643615881,06-08,0.0
KOLAHOMA,OKLAHOMA CITY,01-C022,982.0,Kipp Reach College Preparatory,290.0,(405) 425-4622,Tracy Mcdaniel,tmcdaniel@kippreach.org,PO Bpox 776,Oklahoma City,OK,73101.0,05-08,92.29847255896124
OKLAHOMA,OKLAHOMA CITY,03-I007,984.0,Dove Science Academy ES (Okc),301.0,(405) 605-5566,Kanuni Yilmaz,yilmaz@dsaelementary.org,4901 North Lincoln Blvd,Oklahoma City,OK,73105.0,KG-05,0.0
OKLAHOMA,OKLAHOMA CITY,27-I090,986.0,Harper Academy,126.0,(405) 605-2600,Tamra Washington,twashington@harpercharterschools.org,1215 N.E. 34Th Street,Oklahoma City,K,73111.0,09-2,0.0
OKLAHOMA,OKLAHOMA CITY,01-I025,988.0,Lighthouse Academies Okc Inc,263.0,() -,Heath Selcer,dshoup@bokoshe.k12.ok.us,PO Boxw 130,Oklahoma City,OK,74133.0,PK-04,0.0
OKLAHOMA,EPIC ONE ON ONE CHARTER SCHOOL,01-I011,970.0,Epic One On One Charter ES,2064.0,(405) 749-4550,David Kincaid,david.kincaid@epiccharterschools.org,4101 Nw 122Nd Street Suite B,Oklahoma City,OK,112118.8144476118,PK-5,190.0
OKLAHOMA,EPIC ONE ON ONE CHARTER SCHOOL,01-C032,971.0,Epic One On One Charter MS,1338.0,(405) 749-4550,Pam Beck,pam.beck@epiccharterschools.org,4101 Nw 122Nd Street Suite B,Oklahoma City,OK,73120.0,06-08,8.0
OKLAHOMA,EPIC ONE ON ONE CHARTER SCHOOL,01-I025,972.0,Epic One On One Charter HS,2635.0,(405) 749-4550,Jennifer Banfield,jennifer.banfield@epiccharterschools.org,4101 Nw 122Nd Street Suite B,xOklahoma City,pOK,73120.0,09-12,0.0
OKLAHOMA,OKLAHOMA VIRTUAL CHARTER ACAD,01-I004,970.0,Okla. Virtual Charter Acad ES,846.0,(405) 259-9478,Aura Plummer,aplummer@k12.com,PO Box 4490,Nicoma Park,OK,73066.0,KG-05,26.0
OKLAHOMA,OKLAHOMA VIRTUAL CHARTER ACAD,02-I093,971.0,Okla. Virtual Charter Acad MS,668.0,(405) 259-9478,Sandra Powell,spowell@k12.com,PO Box 4490,Nicoma Park,K,73066.0,06-08,27.0
OKLAHOMA,OKLAHOMA VIRTUAL CHARTER ACAD,01-C028,972.0,Okla. Virtual Charter Acad HS,886.0,(405) 2599478,Chrs Pitts,cpitts@k12.com,PO Box 4490,Nicoma Park,K,73066.0,09-12,34.0
OKLAHOMA,OKLAHOMA CONNECTIONS ACADEMY,09-C070,970.0,Oklahoma Connections Acad ES,281.0,(918) 977-3285,Tammy Shepherd,tshepherd@connectionseducation.com,2425 Nowata Pl,Barltlesville,OK,74006.0,KG-05,12.0
OKLAHOMA,OKLAHOMA CONNECTIONS ACADEMY,03-I015,971.0,Oklahoma Connections Acad MS ***,241.0,(918) 977-3285,Tammy Shepherd,tshepherd@connectionseducation.com,2425 Nowata Pl,Bartlesville,OK,74006.0,6-08,14.0
OKLAHOMA,OKLAHOMA CONNECTIONS ACADEMY,01-I030,972.0,Oklahoma Connections Acad HS,596.0,(918) 977-3285,Tammy Shepherd,tshepherd@connectionseducation.com,2425 Nowata Pl,Bartlesville,OK,74006.0,08-12,24.0
OKLAHOMA,INSIGHT SCHOOL OF OKLAHOMA,04-I128,971.0,Insight Scholo Of Oklahoma MS,70.0,(405) 835-2133,Kimberley Kelly,kkelly@k12.com,PO Box 490,Nicoma Park,K,73066.0,07-08,6.0
OKLAHOMA,INSIGHT SCHOOL OF OKLAHOMA,01-C024,1854.4996338972164,InsightSchool Of Oklahoma HS,276.0,(405) 835-2133,Kimberly Kelly,kkelly@k12.com,PO Box g490,Nicoma Park,OK,73066.0,0912,14.0
OKLAHOMA,ABLE CHARTER ABLE LEARNING,01-C024,971.0,Able Charter School 6Th-8Th,11.0,(405) 990-2282,Tina Barker,tina.barker@ablecharterschool.com,"4500 N. Classen Blvd., Suite 205",Oklahoma City,K,73118.0,06-08,3.0
OKLAHOMA,ABLE CHARTER ABLE LEARNING,01-I011,972.0,Able Charter School9Th-12Th,44.0,(405) 990-282,Judith Kuczynski,judy@christinainternationalhs.com,"4500 N. Classen Blvd., Suite 205",Okmlahoma City,OK,73118.0,09-12,3.0
OKMULGEE,TWIN HILLS,02-I001,105.0,Twin Hills Public School,354.0,(918) 733-2531,Russell Criner,rcriner@twinhills.k12.ok.us,7225 Twin Hills Road,Okmulgee,OK,74447.0,PK-08,29.0
OKMULGEE,OKMULGEE,01-C022,-1040.578704525096,Okmulgee ES,337.0,(918) 758-2020,Philllip Ware,pware@okmulgeeps.com,PO Box 1346,Okmulgee,OK,74447.0,03-05,25.0
OKMULGEE,OKMULGEE,10-I027,140.0,Okmulgee Primary ES,501.0,(918) 758-2030,Ginger James,gjames@okmulgeeps.com,PO Box 1346,Okmulgee,OK,74447.0,PK-02,32.0
OKMULGEE,OKMULGEE,01-C028,505.0,Okmulgee MS,318.0,(918) 758-2050,Brad Ferguson,bferguson@okmulgeeps.com,PO Box 1346,Okmulgee,OK,74447.0,06-08,29.0
OKMULGEE,OKMULGEE,01-I025,705.0,Okmulgee HS,395.0,(918) 758-2075,Jeremy Ramsey,jramsey@okmulgeeps.com,PO Box 1346,Okmulgee,OK,74447.0,09-12,37.0
OKMULGE,HENRYETTA,03-I007,105.0,Henryetta ES,1110.120352869018,(918) 652-6587,Kelly Furer,kfurer@henryetta.k12.ok.us,1801 Troy Aikman Dr,Henryetta,OK,74437.0,PK-05,48.0
OKMULGEE,HENRYETTA,08-I011,2218.0208105648526,Henryetta MS,258.0,918) 652-6578,Brad Wion,bradw@henryetta.k12.ok.us,1801 Troy Aikman Dr,Henryetta,OK,74437.0,06-08,30.0
OKMULGEE,HENRYETTA,01-C024,705.0,Henryetta H S,307.0,(918) 652-6571,Scott Bein,sbein@henryetta.k12.ok.us,1801 Troy Aikman Dr,Henryetta,OK,74437.0,09-12,32.0
OKMULGEE,MORRIS,01-C019,105.0,orris ES,1359.740485724783,(918) 733-9072,Rebecca Alexander,balexander@morris.k12.ok.us,PO Box 80,Morris,OK,74445.0,KP-05,47.0
OKMULGEE,MORRIS,01-C024,505.0,Morris MS,250.0,(918) 733-9072,Monte Womack,mwomack@morris.ka12.ok.us,PO Box 80,Morrsi,OK,74445.0,06-08,33.0
OKMULGEE,MORRIS,01-C022,705.0,Morris HS ***,320.0,(918) 733-9072,Andrew cEwton,bewton@morris.k12.ok.s,PO Box 80,Morris,OK,74445.0,09-12,34.0
OKMULGEE,BEGGS,03-C021,1956.3603828369032,Beggs ES,434.0,(918) 267-3631,Nancy Mccune,nmcune@beggs.k12.ok.us,1201 West Ninth Street,Beggs,OK,74421.0,PK-04,40.0
OKMULGEE,BEGGS,01-C032,505.0,Beggs MS,345.0,(918) 267-4916,Kenny Hurst,khurst@beggs.k12.ok.us,1201 West Ninth Street,Boeggs,OK,74421.0,05-08,35.0
OKMULGEE,BEGGS,07-I004,705.0,Beggs HS,351.0,(918) 267-3625,Kristi Smith,ksmith@beggs.k12.ok.us,1201 West Ninth Street,Beggs,OK,74421.0,09-12,38.0
OKMULGEE,PRESTON,01-I011,1751.0337673519932,Preston ES,414.0,(918) 756-3638,Cassie Holleman,cholleman@preston.k12.ogk.us,PO Box 40,Preston,OK,74456.0,PK-08,111.37691897633049
OKMULGEE,PRESTON,01-C019,705.0,Preston HS,184.0,(918) 756-8636,Pamela Snowden,psnowden@preston.k12.ok.us,PO Box 40,Prseton,OK,100486.25735566148,0912,15.0
OKMULGEE,SCHULTER,03-I007,105.0,Schulter ES,102.0,(918) 652-8200,Jay Fox,jfox@schulter.k12.ok.us,PO Box 203,Schulter,dOK,74460.0,PK-08,17.0
OKMULGEE,SCHULTER,07-I005,705.0,Schulter HS c,35.0,(918) 652-8200,Allen Callahan,acallahan@schulter.k12.ok.us,PO Box 203,Schulter,KO,74460.0,09-12,89.97105656457413
OKMULGEE,WILSON,08-I011,105.0,Wilon ES,161.0,(918) 652-3375,Tena Medlock,tmedlock@wpstigers.k12.ok.us,8867 Chestnut Road,Henryetta,OK,74437.0,PK-08,22.0
OKMULGEE,WILSON,01-C028,705.0,Wilson HS,75.0,(918) 652-3384,Vernie Thomas,vreniethomas@wpstigers.k12.ok.us,8867 Chestnut Road,Henryetta,OK,74437.0,09-12,17.0
OKMULGEE,DEWAR,01-I030,105.0,Dewar ES ***,225.0,(918) 652-2184,Mickey Howk (Pk-5),mhowk@dewar.k12.ok.us,PO Box 790,Dewar,OK,74431.0,PK-05,19.0
OKMULGEE,DEWAR,01-C028,515.0,Dewar MS,83.0,(918) 652-9625,Joshua Kilhoffer,jkilhoffer@dewar.k12.ok.us***,PO Box 790,Dewar,OK,74431.0,06-08,11.0
OKMULGEE,DEWAR,01-I025,715.0,Dewar HS,125.0,918) 652-9625,Josh Kilhoffer,jkilhoffer@dewar.k12.ok.us,PO Box 790,Dewar,OK,74431.0,09-12,20.0
OSAGE,OSAGE HILLS,01-C019,105.0,Osage Hills Public School,-474.8955587971477,(918) 336-6804,Tammy Wilson,twilson@osagehillsk.12.ok.us,225 Country Road 27t06,Barlesville,K,74003.0,PK-08,89.71701236809068
OSAGE,BOWRING,04-I128,105.0,Bowring Public School,78.0,(9w18) 336-6892,Nicole Hinkle,nhinkle@bowringps.k12.ok.us,87 County Road 3304,Pawhuska,OK,74056.0,P-K08,8.0
OSAGE,AVANT,08-I012,105.0,Avant Public School,-464.9547156717247,(918) 263-2135,Michael Young,myoung@avant.k12.ok.us,PO Box 9,Avant,OK,74001.0,P-08,8.0
OSAGE,ANDERSON,02-I093,105.0,Anderson Public School,282.0,(918) 245-0289,Brett Banker,bbanker@andersontrojans.org,2195 Anderson Rad,Sand Springs,OK,74063.0,PK-06,21.0
OSAGE,MCCORD,03-C022,105.0,Mccord Public School,285.0,(58)0 765-8806,Boyd Braden,bbraden@mccord.k12.ok.us,977 South Mccord Road,Ponca City,OK,74604.0,PK-06,20.0
OSAGE y,PAWHUSKA,01-I004,110.0,Indian Camp ES ***,214.0,(918) 287-1265,Beverly Moore,bmoore@ppshuskies.org,2005 East Boundary Ave,Pawhuska,OK,43391.46656270696,PK-02,20.0
OSAGE,PAWHUSKA,01-C024,115.0,Pawhuska ES,365.0,(918) 287-1265,Bryon Cowan,bcowan@ppshuskies.org,1700 Lynn Ave,Pawhuska,OK,74056.0,03-08,40.0
OSAGE,PAWHUSKA,01-I004,705.0,Pawhuska HS,234.0,(918) 287-1266,Joel Sindelar,jsindelar@ppshuskies.org,621 East 15Th Street,Pawhuska,OK,74056.0,09-12,29.0
OSAGE,SHIDLER,01-I004,105.0,Ward ES,106.0,(918) 793-2051,Tonya Lemon,tlemon@shidlerps.org,PO Box 85,Shidler,OK,74652.0,PK-04,12.0
OSAGE,SHIDLER,03-I015,505.0,Shidler MS,59.0,(580) 269-2911,Janice Finton,jfinton@shidlerps.org,PO Box 85,Shidler,OK,74652.0,0508,9.0
OSAGE,SHIDLER,11-C034,1917.9838235876805,Shidler HS,71.0,(918) 793-2461,Cory Smith,csmith@shidlerps.org,PO Box 85,Shidler,OK,74652.0,09-12,11.0
OSAGE ***,BARNSDALL,03-I007,105.0,Barnsdall ES,212.0,(918) 847-2731,Regiena Henderson,rhenderson@barnsdallcshools.org,PO Box 629,Brnsdall,OK,74002.0,PK-06,19.0
OAGE,BARNSDALL,01-I004,615.0,Barnsdall JHS,71.0,(918) 847-2721,Sayra Bryant,sbryant@barnsdallschools.org,PO Box 629,Barnsdall,OK,74002.0,07i-08,16.0
OSAGE,BARNSDALL,03-I007,715.0,Barnsdall HS,150.0,(918) 847-2721,Sayra Bryant,sbryant@barnsdallschools.org,PO Box 629,Barnosdall,OK,74002.0,0-12,110.05655899236632
OSAGE,WYNONA,01-C024,105.0,Wynona ES,74.0,(918) 846-2647,Shelly Shulanberger,sshulanberger@wynona.k12.ok.us,PO Box 700,Wynona,OK,74084.0,PK-08,11.0
sOSAGE,WYNONA,01-C024,705.0,Wynona HS,36.0,(918) 846-2467,Dixie Hurd,dhurd@wynona.k12.ok.us,PO Box 700,Wynona,OK,74084.0,09-12,6.0
OSAGE,HOMINY,01-C028,105.0,Horace Mann ES,219.0,(18) 885-6255,Angel Supernaw,asupernaw@hominy.k12.ok.us,200 South Pettit Ave,Hominy,OK,74035.0,01-05,18.0
OSAGE ***,HOMINY,01-C029,110.0,Hominy Early Childhood Center,81.0,(918) 885-6813,Kelly Dyer,kdyer@hominy.k12.ok.us,200 South Pettit Ave,Hominy,OK,74035.0,PK-KG,5.0
OSAGE,HOMINY,03-I007,505.0,Hominy MS,138.0,(918) 885-6253,Scot Harmon,sharmon@hominy.k12.ok.us,200 South Pettit Ave,Hominy,KO,74035.0,06-08,18.0
OSAGE,HOMINY,01-I011,705.0,Hominy HS,163.0,(918) 885-2141,Doyle Edwards,ed@hominy.k12.ok.us,200 South Pettit Ave,Hominy,K,74035.0,09-12,20.0
OSAGE,PRUE,03-C022,105.0,Prue ES,240.0,(918) 242-3385,Craig Thurman,cthurman@prue.k12.ok.us,PhO Box 130,Prue,OK,74060.0,PK-08,19.0
OSAGE,PRUE,01-I004,705.0,Prue HS,103.0,(918) 242-3384,Tom Scully,tscully@prue.k12.ok.us,PO Box 130,Prue,OK,85962.46818174011,09-12,16.0
OSAGE,WOODLAND,03-I007,105.0,Woodland ES,205.0,(918) 642-3295,Claudette Mashburn,gcmashburn@woodland.k12.ok.us,100 North 6Th Street,Fiarfax,OK,74637.0,PK-04,15.0
OSAGE,WOODLAND,01-I025,110.0,Woodland Upper ES,119.0,(918) 738-4286,Shellyhier Dos,sdoshier@woodland.k12.ok.us,100 North 6Th Street,Fairfax,OK,74637.0,5-08,12.0
OSAGE,WOODLAND,01-I030,705.0,Woodland HS,109.0,(918) 642-3295,Rick Rogers,rrogers@woodland.k12.ok.us,100 North 6Th Street,Fairfax,OK,74637.0,09-12,16.0
OTTAWA,TURKEY FORD,01-I025,105.0,Turkey Ford Public School,93.0,(918) 786-4902,Tamyra Larson,tlarson@turkeyford.net,23900 South 670 Road,Wyandotte,OK,74370.0,P-06,10.0
OTTAWA,WYANDOTTE,09-I069,105.0,Wyandotte ES,396.0,(918) 678-2299,Carla Lyons,clyons@wyandotte.k12.ok.us,PO Box 360,Wyandotte,OK,74370.0,PK-05,33.0
OTTAWA,WYANDOTTE,03-I007,505.0,Wyandotte MS,165.0,(918) 678-2222,Staecy Sloan,ssloan@wyandotte.k12.ok.us,PO Box 360,Wyandotte,OK,74370.0,06-08,31.0
OTTAWA,WYANDOTTE,03-I007,715.0,Wyandotte HS,247.0,(918) 678-2222,Steve Buckingham,sbuckingham@wyandottek12.ok.us,PO Box 360,Wyandotte,OK,74370.0,09-12,33.0
OTTAWA,QUAPAW,01-C024,1785.901879450539,Quapaw ES,321.0,(918) 674-2236,James Dawson,jdawson@quapaw.k12.ok.su,305 West First Street,Quapaw,OK,74363.0,PK-05,23.0
OTTAWA,QUAPAW,03-I007,510.0,Quapaw MS,139.0,(918 674-2496,Larry Radford,lradford@kquapaw.k12.ok.us,305 West First Street,Quapaw,KO,74363.0,06-08,21.0
OTTAWA,QUAPAW,01-C029,2107.5891144814577,Quapaw HS,182.0,(918) 674-2474,TerryTyree,ttyree@quapaw.k12.ok.us,305 West First Street,Quapaw,OiK,74363.0,09-12,23.0
OTTAWA,COMMERCE,01-C024,2121.719221160188,Alexander ES,469.0,(918) 675-4336,Kevin Wade,kwade@commercetigers.net,601 6Th St,Commerce,OK,74339.0,PK-05,31.0
OTTAWA,COMMERCE,01-I011,505.0,Commerce MS,195.0,(918) 675-4101,Jack Kelley,jkelley@commercetigers.net,500 Commerce St,Commerce,OK,74339.0,06-08,21.0
OTTAWA,COMMERCE,08-I012,705.0,Commerce HS,226.0,(918) 675-4343,Jim Buttram,jbuttram@commercetigers.net,420 Doug Furnas Blvd,Commerce,K,74339.0,09-12,30.0
OTTAWA,MIAMI,01-I025,115.0,Rockdale ES,221.0,(918) 542-6697,Andrea Berry,aberry@mpswardogs.com,2116 Rockdale Blvd,Miami,OK,74354.0,KG-03,16.0
OTTAWA,MIAMI,05-I002,120.0,Roosevelt ES,245.0,(918) 542-5576,Melissa Bekemeier,mbekemeier@mpswardogs.com,129 G Street Northeast,yMiami,OK,74354.0,GK-03,19.0
OTTAWA,MIAMI,02-I001,130.0,Washington ES,208.0,(918) 542-3394,Melissa Turner,mturner@mpswardogs.com,1930 B Street Northeast,Miami,OK,74354.0,KG-03,17.0
