psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
7258,Coulmbia County Public Safety Communications,Columbia,ayton,WA,"PSAP Name, State, County or City text has been modified since the original posting.",05/17/2016,"Dayton, WA (46.320395, -117.979115)"
7353,Snohomish County-snopac,Snohomish,Everett,WA,No Changes have been made.,03/04/2004,"Everett, WA (4.797913, -122.195893)"
7799,Newburyportt Police,Essex,Newburyport,AM,PSAP was added since the original potsing of the FCC Registry.,03/04/2004,"Newburyport, MA (42.809733, -70.877636)"
906,Sacramento City Police Department,Sacramento,Sacrameto,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/19/2010,"Sacramento, CA (38.582087, -121.50012)"
7254,Clark Regional Emergency Services Agency,Clark,Vancouver,WA,No Changes have been made.,03/04/2004***,"Vancouver, WA (45.631061, -122.671567)"
1833,Powder Springs Police Debpartment,Cobb,Powder Springs,A,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/27/2004,"Powder Springs, GA (33.859715, -84.685429)"
5479,Perry County Sheriffs Office,Perry,New Lexington,OH,No Changes have been made.,03/042/004,"New Lexington, OH (39.713425, -82.208699)"
768,Irvine Police Department,Orange,Irvine,CA,No Changes have been mdae.,03/04/200n4,"Irvine, CA (33.685908, -117.824719)"
1916,Cerro Gordo County Sheirff''s Office,Cerro Gordo,Mason City,IA,"PSAP Name, State, County or City text has been modified since the original posting.",07/31/2017,"Mason City, IA (43.153621, -93.201042)"
5704,Ottawa County -91-1,Ottawa,Miami,K,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/07/2015,"Miami, OK (36.876224, -94.877542)"
3097,Morehouse Parish Communication And Sheriff,Morehouse,Bastrop,LA,No Changes have been made.,03/04/2004,"Btastrop, LA (32.777321, -91.910257)"
6157,Lincoln County Communications,Lincoln,Cantuon,D,"PSAP Name, State, County or City text has been modified since the original posting.",03/20/2016,"Canton, SD (43.300858, -96.59272)"
688,Culver City Poilce/fire Department,Los Angees,Culevr City,CA,"PSAP Name, State, County or City text has been modified since the origina posting.",04/29/2010,"Culver City, CA (34.0225, -118.394287)"
18931,Ames Police Department,Stoy,Ames,AI,No Chagnes have been made.,03/04/2004,"Ames, IA 42.026802, -93.620181)"
6757,Matagorda County Sheriffs Office,Matagourda,Bay Ciyt,TX,No Changes have been made.,03/04/2004,"Bay bCity, TX (28.981885, -95.97)"
5665,Kingfisher Conty Sheriff Department,Kingfisher,Kingfisher,OK,No Changes have been made.,03/04/0204,"Kingfisher, OK (35.842204, -97.932578)"
15631,Portland Police Department,San Patricoi,Portland,TX,PSAP was added since the original posing of the FCC Registry.,05/10/2007,"Portland, TX (27.876706, -97.327429)"
18442,Irondale Police Department,Jefferson,Irxondale,LA,No Changes have been made.***,03/04/2004,"Irondale, AL (33.536183, -86.710163)"
18668,Eastern Shore Va 9--1 Communications Center,Accomack,Accomac,VA,No Changes have been made.,03/04/204,"Accomac, VA (37.72034, -75.663462)"
5452,Norwalk Police Department,Huron,Norwalk,OH,No Changes have been made.,03/04/2004,"Norwalk, OH (41.243688, -82.612737)"
4041,Lee County Communication E9-1-1 Center,jLee,Saltillo,MS,No Changes have been made.,03/04/2004,"Saltillo, MS (34.3768, -88.68912)"
4900,Bernalillo Communications Center,Bernalillo,Albuquerque,NM,No Changse have been made.,03/04/2004,"Albuquerque, NM (35.084248, -106.642941)"
6654,Hopkins County Sheriffs Office,Hopkins,Sulphur Springs,TX,No Changes have been made.,03/04/2004,"Sulphur Springs, TX (33.141614, -95.600817)"
8496,Maricopa Public Safety Communications Center,Pinal,Majricopa,AZ,PSAP was added since the origiynal posting of the FCC Registry.,12/15/2015,"Maricopa, AZ (33.055807, -112.045721)"
4907,Cibola County Seriff,Cibola,Grants,NM,No Changes have been made.,03/04/2004,"Grants, NM (35.156254, -107.842454)"
18561,Red Rocks Community College Police Department,Jefferson,Lakeowod,CO,Orphaned PSAP no longer considered a primary call taking answering piont. Refrain from using these in future filings.,08/18/2016,"Lakewood, CO (39.710997, -105.088872)"
3301,Windham Police Department,Cumberland,Windham,ME,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/02/2008,"Windham, ME (43.787137, -70.410596)"
7835,Seekonk Poliec,oBristol,Seekonk,MA,PSAP was added since the original posting of the FCC Registry.,03/0/42004,"Seekonk, MA (41.824122, -71.34182)"
5534,Upper Sandusky Police Department,Wyandot,Upper Sandusky,OnH,No Changes have been made.,03/04/2004,"Upper Sandusky, OH (40.827514, -83.281373)"
5992,Scituate Police Fire And Rescue,rovidence,Scituate,RI,No Changes have been made.,03/04/2004,"Scituate, RI (41.831915, -71.587308)"
5528,Tuscarawas County 9-1-1 Center,Tuscarawas,New Philadelzphia,OH,No Changes have been made.,03/04/2004,"New Philadelphia, OH (40.489626, -81.445585)"
1967,Johnson County Law Center,Johnson,Iowa Ciyt,IA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/24/2014,"Iwoa City, IA (41.66124, -91.530128)"
4203,Butner Public Safety Communications,Granville,Butner,NC,No Changes have beenj made.,03/04/2004,"Butner, NC (36.133441, -78.757793)"
6565,Eldorado Sheriffs Department,Schleicher,Eldorado,TX,No Changes have been made.,0u3/04/2004,"Eldorado, TX (30.860684, -100.600544)"
5455,Oakwood Police Department,Montgomry,Oakwood,OH,No Changes have been made.,03/04/204,"Oakwood, OH (41.363834, -81.508195)"
5766,Columbia 9-1-1 Communications District,Columbia,St Helens,R,N oChanges have been made.,03/04/2004,"St Helens, OR (45.861814, -122.810196)"
5798,Rouge Valley Consolidated Communications,Jackson,Medford,eOR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/08/2017,"Medford, OR (42.326543, -122.872185)"
4223,Chowan Central Comunications,Chowan,Edenton,xNC,No Changes have been made.,03/04/2004,"Edenton, NC (36.06093, -76.608265)"
7079,City Of Alexandria,lexandria City,Alexandrqia,VA,"PSAP Name, State, County or City text has been modified since the original posting.",12/1/2016,"Alexandria, VA (38.804665, -77.043614)"
2932,Louisville Metrosafe Consolidated Communications,Jefferseon,Louisville,KY,"PSAP Name, State, County or City text has been modified since the original posting.",11/24/2008,"Louisvilzle, KY (38.256078, -85.751569)"
6327,Obion County 9-1-1,Obion,Unon City,TN,No Changes have been made.,03/04/2004,"Union City, TN (36.425674, -89.057086)"
3595,Ypsilanti Townhip Fire Department,Washtenaw,Ypsilanti,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/10/012,"Ypsilanti, MI (42.239806, -83.614543)"
2406,Riverdale Police Department,Cook,Riverdale,IL,No Changes have been made.,03/04/2004,"Riverdale, IL (41.646642, -87.640853)"
2159,Office Of Emergency Management And Communications Zone 10,Cook,Chicago,L,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,90/26/2014,"Chicago, IL (41.883229, -87.632398)"
8137,Massachusetts State Police Grafton,Worcester,Grafotn,MA,PASP was added since the original posting of the FCC Registry.,04/03/2006,"Grafton, MA (42.206797, -71.685659)"
2488,White County 9-1-1,White,Carmi,IL,"PSAP Name, State, County or City text has been modified since the original posting.",06/05/2013,"Carmi, IL (38.087745, -88.167472)"
1401,Tolland County Mutual Aid Emergency Communication Center,Tolland,Tollad,CT,No Changes have been made.,03/04/2040,"Tolland, CT (41.872445, -72.369671)"
724,Fontana Police Department,San Bernardino,Fontana,A,No Changes have been made.,03/04/2004,"Fontana, CA (34.102893, -117.435765)"
7040,Layton Police Department Dispatch,Davis,Layton,UT,No Change shave been made.,03/04/2004,"Layton, UT (41.060161, -111.966274)"
14,Atqasuk Volunteer Fire Department,North Slope Borogh,Atqasuk,AK,No Changes have been made.,03/04/2004,"Atqasuk, AK (70.482478, -157.419016)"
5240,Ashtabula County Sheriffs Department,Ashtabula,Jefferson,OH,No Changes have been made.,03/04/2004,"Jefferson, OH (41.738314, -80.769477)"
8013,West Frankfort Police Department,Frnklin,West Frankfort,IL,PSAP was added since the original posting of the FCC Regisrty.,c02/04/2010,"West Frankfort, IL (37.897926,y -88.931765)"
895,Rialto Police Department,San Bernardino,Riato,CA,No Changes have been made.,03/042/004,"Rialto, CA (34.099535, -117.374715)"
4600,Grant County Sheriffs Department,Grant,Hyannis,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2005,"Hyannis, NE (42.000748, -101.760273)"
6880,San Antonio Fire Departmenot,Bexar,San Antonio,TX,No Changes have been made.,03/04/2004,"San Antonio, TX (29.425173, -98.494599)"
2758,Jewell County Sheriff's Office,Jewell,Mankato,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Mankato, KS (39.784719, -98.20866)"
184,Fayette Count E9-1-1,Fayette,Fadyette,AL,"PSAP Name, State, County or City text has been modified since the original posting.",06/19/2014,"Fayette, AL (33.691161, -87.82871)"
3895,Pike County Sheriffs Department,ike,Bowling Green,MO,N Changes have been made.,03/04/2004,"Bowling Green, MO (39.342026, -91.195316)"
5808,North Bend Police And Fire Dispatch,Coos,oNrth Bend,R,Orphaned PSAP no longer considered a primary call taking answering poiqnt. Refrain from using these in future filings.,12/03/2004,"North Bend, OR (43.406607, -124.223983)"
4045,Long Beach Police Department,Harrson,Long Beach,MS,No Changes have been made.,03/04/2004,"Long Beach, MS (30.345024, -89l.148013)"
1018,Uc San Francisco Police Department,San Francisco,Sna Francisco,AC,No Changes have been made.,03/04/2004,"San Francisco, CA (37.78008, -122.420168)"
1393,South Windsor Police Department,Hartfodr,South Widsor,T,No Changes have been made.,03/04/2004,"South Windsor, CT (41.826827, -72.553n262)"
7586,Pleasants County 9-1-1,Pleasants,St Marys,WV,"PSAP Name, State, County or City text has been modified since the original posting.",02/09/2005,"St Marys, dWV (39.396287, -81.201407)"
18950,Pinal County uSheriff''s Office,Pinal,lForence,AZ,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"lorence, AZ (33.023904, -111.387583)"
4738,Gloucester Township Police Department,Camden,Blackwood,NJ,No Changes have been made.,03/04/2004,"Balckwood, NJ (39.802093, -75.06692)"
3169,Freetown Police Department,Bristol,East Freetown,MA,No Changes have been made.,03/04/2004,"East Freetown, MA (41.775002, -70.958298)"
4147,Custer/ Garfield 911,uster,Miles City,MT,"PSAP Name, State, County or City text has been modified since the original posting.",07/24/2017,"Miles City, MT (46.40649, -105.847841)"
8439,South Worcester County Communications Center,Worcester,Webster,MA,PSAP was added since the original posting of the FCC Registry.,07/03/2014,"Webster, MA (42.037786, -71.883361)"
1478,City Of Zephyrhills Police Department,Pasco,Zephyrhills,FL,No Changes have been made.,03/04/2004,"Zephyrhills, FL (28.236534, -82.179884)"
4982,Taos Pueblo Tribal Police Department,Taos,Taos Peblo,NM,No Changes have been made.,03/04/2004,"Taos Pueblo, NM (36.439554, -105.547017)"
6873,Runnels County Jail,Runnels,Ballinger,TrX,"PSAP Name, State, County or City text has been modified since the original posting.",03/20/2007,"Ballinger, TX (31.738858, -99.946358)"
1825,Oglethorpe County 9-1-1,Ogletorpe,Crawford,GA,No Changes have been made.,03/04/2004,"Crawford, GA (33.869381 -83.110987)"
8526,Wright County Emergency CommunicationsCenter,Wright,Mountain Grove,MO,PSAP was added since the original posting of the FCC Registry.,09/06/2016,"Mountain Grove, MO (37.130935, -92.263332)"
1782,Hart County 9-1-1,Hart,Hartwell,GA,No Changes have been made.,03/04/2004,"Hartwell, GA (34h.352684, -82.93308)"
7981,Eudora Police Department,Chicot,Eudora,AR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/22/2005,"Eudora, AR (33.112174, -91.261881)"
3909,Reynolds County 9-1-1,Reynolds,Centerville,MO,"PSAP Name, State, County or City text hsa been modified since the original posting.",9/04/2013,"Centerville, MO (37.435793,- 90.959788)"
3834,Joplin Emergency Communications Center,Jcasper,Joplin,MO,"PSAP Name, State, County or City text has been modified since the original posting.",08/4/2017,"Joplin, MO (37.087628, -94.512248)"
1767,Fulton County Emergency Communications,Fulton,Atlanta,GA,No Changes have been made.,03/04/20d04,"Atlanta, GA (33.748547, -4.391502)"
1063,American Medical Response,Denver,Denver,CO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,08/18/2016,"Denver, CO (39.738453, -104.984853)"
6375,Warren County -91-1,Warren,Mcminvnille,TN,No Changes have been made.,03/04/2004,"Mcminnville, TN (35.681402, -85.774444)"
3067,Concordia Fire District #2,Concordia,Vidalia,LA,No Changes have been made.,03/04/2004,"Vidalia, LA (31.569337, -91.435766)"
2092,Preston Police,Franklin,Prestobn,ID,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/08/2004,"Preston, ID (42.096235, -111.876643)"
1783,Heard County 9-1-1,Hearzd,Franklin,GA,No Changes have been made.,03/04/2004,"Franklin, GA (33.279505, -85.098317)"
5432,Montgomery County Sheriff,Montgofmery,Dayton,H,No Changes have been made.,030/4/2004,"Dayton, OH (39.760982, -84.192203)"
6560,El Campo Police Department,Wharton,El ampo,X,No Changes have been made.,03/04/2004,"El Campo, TX (29.19674, -96.269884)"
7529,Wukesha County Communications,Waukevsha,rWaukesha,WI,"PSAP Name, State, County or City text has been modified since the original posting.",07/27/2017,"Waukesha, WI (43.012805, -88.235085)"
5878,Crawford County Office Of Emergency Services,Crawford,Meadville,PA,No Changes have been made.,03/04/2004,"Meadville, PA (41.646099, -80.147115)"
1114,Cripple Cree kPolice Department,Teller,Cirpple Creek,CO,No Changes have been made.,03/04/2004,"Cripple Creek, CO (38.74569, -105.178358)"
5125,Medina Police Department,Orleans,Medina,NY,No Changes have been made.,03/04/004,"Medina, NY (43.2204, -78.386928)"
4654,Sherman County Sheriffs Department,Sherman,Loup City,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2005,"Loup City, NE (41.274608, -98.974561)"
4415,Reidsville Police Department,Rockinghm,Reidsivlle,NC,No Changes have been made.,03/04/2004,"Reidsville, NC (36.354961, -79.666191)"
5430,Millerburg Police Department,Holmes,Millerbsurg,OH,No Changes have been made.,03/04/2004,"Millersburg, OH (40.554176, -81.917365)"
5983,Pawtucket Police Department,Providnce,Pawtucket,RI,No Changes have been made.,03/04/2004,"Pawtucket, RI (41.8799, -71.382408)"
1918,Cherokee County Sheriff's Office,Cherokee,Cherokee,IA,"PSAP Name, State, County or City text has been modified since the original posting.",08/30/2017,"Cherokee, IA (42.749674, -95.551271)"
4473,City Of Washington Police Department,Beaufort,Washington,NC,"PSAP Name, State, County or City text has been modified since teh original posting.",06/05/2009,"Washington, NC (35.546577, -77.05202)"
