Year,OSHPD_ID,Facility Name,County,Type of Ownership,Hospital Type,Teaching,Small/Rural,Average Licensed Beds,Average Available Beds,Average Staffed Beds,Bad Debts,Charity Care,Location
2013,106190762,ST. VINCENT MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,366,333,333,$6312020.00,$567839.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106334025,KAISER FDN HOSP - RIVERSIDE,Riverside,Non-Profit,Kaiser Foundation Health,,,222,222,140,$0.00,$0.00,"RIVERSIDE, California
(33.980534, -117.377025)"
2012,106190429,KAISER FDN HOSP - LOS ANGELES,Los Angeles,Non-Profit,Kaiser Foundation Health,Teaching,,464,464,398,$0.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2014,106190673,SAN DIMAS COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,,,101,101,101,$5073216.00,$1173698.00,"SAN DIMAS, California
(34.106678, -117.802753)"
2013,106044006,BUTTE COUNTY MENTAL HEALTH - PHF,Butte,City/County,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"CHICO, California
(39.728956, -121.838779)"
2014,106190681,MIRACLE MILE MEDICAL CENTER,Los Angeles,Investor,Comparable,,,17,17,2,$2487277.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2012,106380965,ST. MARY'S MEDICAL CENTER - SAN FRANCISCO,San Francisco,Non-Profit,Comparable,Teaching,,315,150,150,$18907024.00,$28535523.00,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2013,106311000,SUTTER MEDICAL CENTER - ROSEVILLE,Placer,Non-Profit,Comparable,,,328,328,227,$19718865.00,$61438028.00,"ROSEVILLE, California
(38.74806, -121.285202)"
2013,106010776,CHILDREN'S HOSPITAL AND RESEARCH CENTER OF OAKLAND,Alameda,Non-Profit,Comparable,,,190,190,190,$9411717.00,$8751336.00,"OAKLAND, California
(37.804828, -122.27248)"
2013,106560203,AURORA VISTA DEL MAR HOSPITAL,Ventura,Investor,Comparable,,,87,87,63,$467921.00,$284922.00,"VENTURA, California
(34.280832, -119.293107)"
2012,106204019,CHILDREN'S HOSPITAL - CENTRAL CALIFORNIA,Madera,Non-Profit,Comparable,,,348,348,220,$5283927.00,$284302.00,"MADERA, California
(36.961961, -120.059585)"
2012,106010856,KAISER FDN HOSP - OAKLAND CAMPUS,Alameda,Non-Profit,Kaiser Foundation Health,Teaching,,391,391,230,$0.00,$0.00,"OAKLAND, California
(37.804828, -122.27248)"
2012,106334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,Riverside,Investor,Comparable,,,252,252,252,$25207759.00,$16591185.00,"MURRIETA, California
(33.559752, -117.220777)"
2012,106560501,OJAI VALLEY COMMUNITY HOSPITAL,Ventura,Non-Profit,Comparable,,Rural,103,103,63,$802582.00,$606973.00,"OJAI, California
(34.447966, -119.242981)"
2013,106190400,HUNTINGTON MEMORIAL HOSPITAL,Los Angeles,Non-Profit,Comparable,,,548,548,326,$68465144.00,$14523953.00,"PASADENA, California
(34.14955, -118.141452)"
2013,106434040,LUCILE S PACKARD CHILDREN'S HOSPITAL AT STANFORD,Santa Clara,Non-Profit,Comparable,Teaching,,311,311,311,$5194961.00,$2675339.00,"PALO ALTO, California
(37.445103, -122.160363)"
2014,106491076,SONOMA VALLEY HOSPITAL,Sonoma,District,Comparable,,,83,64,35,$1166300.00,$240750.00,"SONOMA, California
(38.291962, -122.458003)"
2012,106150782,RIDGECREST REGIONAL HOSPITAL,Kern,Non-Profit,Comparable,,Rural,98,98,29,$7114893.00,$3956446.00,"RIDGECREST, California
(35.620715, -117.670069)"
2013,106190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,Los Angeles,Non-Profit,Comparable,,,238,232,145,$27978100.00,$13944656.00,"VALENCIA, California
(34.389444, -118.564722)"
2014,106105029,FRESNO HEART & SURGICAL HOSPITAL,Fresno,Investor,Comparable,,,57,49,31,$2586027.00,$306573.00,"FRESNO, California
(36.731654, -119.785856)"
2013,106010735,ALAMEDA HOSPITAL,Alameda,Non-Profit,Comparable,,,281,236,236,$12588615.00,$4715613.00,"ALAMEDA, California
(37.765336, -122.241873)"
2014,106320986,PLUMAS DISTRICT HOSPITAL,Plumas,District,Comparable,,Rural,25,25,25,$957517.00,$0.00,"QUINCY, California
(39.936754, -120.948961)"
2014,106334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,Riverside,Investor,Comparable,,,252,252,252,$11355186.00,$7462196.00,"MURRIETA, California
(33.559752, -117.220777)"
2013,106250955,SURPRISE VALLEY COMMUNITY HOSPITAL,Modoc,District,Comparable,,Rural,26,26,26,$210565.00,$0.00,"CEDARVILLE, California
(41.529563, -120.171912)"
2013,106370749,ALVARADO PARKWAY INSTITUTE BHS,San Diego,Investor,Comparable,,,66,66,66,$2344524.00,$0.00,"LA MESA, California
(32.766157, -117.024725)"
2014,106374094,VIBRA HOSPITAL OF SAN DIEGO,San Diego,Investor,Comparable,,,110,110,110,$872296.00,$0.00,"SAN DIEGO, California
(32.71576, -117.163817)"
2014,106560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,Ventura,Investor,Comparable,,,404,344,344,$-2419689.00,$8176570.00,"THOUSAND OAKS, California
(34.176083, -118.848743)"
2012,106014226,TELECARE - WILLOW ROCK CENTER PHF,Alameda,Investor,Psychiatric Health Facilities,,,16,16,16,$17688.00,$0.00,"SAN LEANDRO, California
(37.728364, -122.158612)"
2012,106361274,KINDRED HOSPITAL - ONTARIO,San Bernardino,Investor,Comparable,,,91,91,91,$227025.00,$0.00,"ONTARIO, California
(34.063341, -117.651187)"
2014,106301297,PLACENTIA-LINDA COMMUNITY HOSPITAL,Orange,Investor,Comparable,,,114,114,28,$4026544.00,$381920.00,"PLACENTIA, California
(33.871209, -117.860113)"
2013,106074097,KAISER FDN HOSP - ANTIOCH,Contra Costa,Non-Profit,Kaiser Foundation Health,,,150,146,106,$0.00,$0.00,"ANTIOCH, California
(38.016907, -121.813771)"
2013,106260011,MAMMOTH HOSPITAL,Mono,District,Comparable,,Rural,17,17,17,$2822481.00,$2348739.00,"MAMMOTH LAKES, California
(37.64696, -118.967479)"
2013,106374049,SHARP MCDONALD CENTER,San Diego,Non-Profit,Comparable,,,16,14,10,$67315.00,$161295.00,"SAN DIEGO, California
(32.71576, -117.163817)"
2012,106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,Riverside,Non-Profit,Comparable,,,106,106,106,$4249919.00,$0.00,"MURRIETA, California
(33.559752, -117.220777)"
2013,106100005,COMMUNITY MEDICAL CENTER - CLOVIS,Fresno,Non-Profit,Comparable,,,152,152,152,$34244548.00,$7959099.00,"CLOVIS, California
(36.823982, -119.696376)"
2014,106370759,PARADISE VALLEY HOSPITAL,San Diego,Non-Profit,Comparable,,,291,291,291,$16674671.00,$15586381.00,"NATIONAL CITY, California
(32.671538, -117.105196)"
2014,106044006,BUTTE COUNTY MENTAL HEALTH - PHF,Butte,City/County,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"CHICO, California
(39.728956, -121.838779)"
2013,106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,Los Angeles,Non-Profit,Comparable,,,55,55,55,$-38.00,$41132.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2012,106191225,TOM REDGATE MEMORIAL RECOVERY CENTER,Los Angeles,Non-Profit,Comparable,,,63,63,63,$0.00,$0.00,"LONG BEACH, California
(33.767168, -118.193723)"
2012,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,Kern,Non-Profit,Comparable,,,259,259,259,$18024652.00,$17676967.00,"BAKERSFIELD, California
(35.373405, -119.018911)"
2012,106190053,ST. MARY MEDICAL CENTER - LONG BEACH,Los Angeles,Non-Profit,Comparable,,,302,302,132,$23959296.00,$699219.00,"LONG BEACH, California
(33.767168, -118.193723)"
2013,106301317,SADDLEBACK MEMORIAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,325,325,158,$29521389.00,$7927830.00,"LAGUNA HILLS, California
(33.612927, -117.710412)"
2014,106364121,BALLARD REHABILITATION HOSPITAL,San Bernardino,Investor,Comparable,,,60,60,60,$529079.00,$0.00,"SAN BERNARDINO, California
(34.108323, -117.29415)"
2014,106190280,ENCINO HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,150,150,150,$7908836.00,$844260.00,"ENCINO, California
(34.159199, -118.500298)"
2013,106190661,SILVER LAKE MEDICAL CENTER,Los Angeles,Investor,Comparable,,,234,211,211,$882500.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106431506,KAISER FDN HOSP - SAN JOSE,Santa Clara,Non-Profit,Kaiser Foundation Health,,,242,242,122,$0.00,$0.00,"SAN JOSE, California
(37.334807, -121.888128)"
2012,106304159,HEALTHBRIDGE CHILDRENS HOSPITAL-ORANGE,Orange,Investor,Comparable,,,27,27,27,$312147.00,$0.00,"ORANGE, California
(33.791489, -117.853096)"
2012,106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,Santa Clara,Investor,Comparable,,,282,254,254,$43194074.00,$48572462.00,"SAN JOSE, California
(37.334807, -121.888128)"
2013,106400683,ATASCADERO STATE HOSPITAL,San Luis Obispo,State,State Hospitals,,,1275,1101,970,$0.00,$0.00,"ATASCADERO, California
(35.480769, -120.666437)"
2013,106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,San Bernardino,Non-Profit,Comparable,,,347,329,318,$16185580.00,$11310109.00,"SAN BERNARDINO, California
(34.108323, -117.29415)"
2012,106571086,WOODLAND MEMORIAL HOSPITAL,Yolo,Non-Profit,Comparable,,,108,108,108,$9226000.00,$4526000.00,"WOODLAND, California
(38.677493, -121.774715)"
2014,106190240,LAKEWOOD REGIONAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,172,172,115,$9716745.00,$5567658.00,"LAKEWOOD, California
(33.850448, -118.133773)"
2012,106190587,PACIFIC HOSPITAL OF LONG BEACH,Los Angeles,Investor,Comparable,,,184,160,160,$6682560.00,$1926118.00,"LONG BEACH, California
(33.767168, -118.193723)"
2014,106414018,MENLO PARK SURGICAL HOSPITAL,San Mateo,Investor,Comparable,,,16,16,12,$-2765118.00,$101009.00,"MENLO PARK, California
(37.453629, -122.18296)"
2013,106190298,FOOTHILL PRESBYTERIAN HOSPITAL,Los Angeles,Non-Profit,Comparable,,,105,105,65,$3585961.00,$3203380.00,"GLENDORA, California
(34.136001, -117.865485)"
2012,106344114,SHRINERS HOSPITAL - NORTHERN CALIFORNIA,Sacramento,Non-Profit,Shriners Hospitals,,,80,70,70,$0.00,$0.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2013,106361318,SAN ANTONIO COMMUNITY HOSPITAL,San Bernardino,Non-Profit,Comparable,,,279,279,279,$40433582.00,$1191534.00,"UPLAND, California
(34.099737, -117.650985)"
2012,106484044,KAISER FDN HOSP - VACAVILLE,Solano,Non-Profit,Kaiser Foundation Health,,,64,64,50,$0.00,$0.00,"VACAVILLE, California
(38.349747, -121.995003)"
2012,106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,San Bernardino,Non-Profit,Comparable,,,347,329,318,$13283999.00,$16856496.00,"SAN BERNARDINO, California
(34.108323, -117.29415)"
2013,106480989,KAISER FDN HOSP - REHAB CTR - VALLEJO,Solano,Non-Profit,Kaiser Foundation Health,,,248,248,127,$0.00,$0.00,"VALLEJO, California
(38.101088, -122.254959)"
2014,106304460,HOAG ORTHOPEDIC INSTITUTE,Orange,Investor,Comparable,,,70,70,29,$528134.00,$761930.00,"IRVINE, California
(33.685908, -117.824719)"
2013,106392287,DOCTORS HOSPITAL OF MANTECA,San Joaquin,Investor,Comparable,,,73,73,37,$6203207.00,$2832775.00,"MANTECA, California
(37.802408, -121.221302)"
2012,106301317,SADDLEBACK MEMORIAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,325,325,177,$30357128.00,$5485592.00,"LAGUNA HILLS, California
(33.612927, -117.710412)"
2012,106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,San Bernardino,Investor,Comparable,,,102,102,102,$13843849.00,$943035.00,"MONTCLAIR, California
(34.077674, -117.693908)"
2012,106190240,LAKEWOOD REGIONAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,172,172,92,$11380419.00,$15051701.00,"LAKEWOOD, California
(33.850448, -118.133773)"
2014,106070904,DOCTORS MEDICAL CENTER - SAN PABLO,Contra Costa,Investor,Comparable,,,124,124,24,$30737530.00,$0.00,"SAN PABLO, California
(37.960632, -122.34148)"
2014,106361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,San Bernardino,Non-Profit,Comparable,,Rural,212,212,210,$5711102.00,$49560465.00,"APPLE VALLEY, California
(34.524024, -117.216839)"
2014,106074017,SAN RAMON REGIONAL MEDICAL CENTER,Contra Costa,Investor,Comparable,,,123,112,46,$3573355.00,$1795388.00,"SAN RAMON, California
(37.764907, -121.951061)"
2013,106050932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Calaveras,Non-Profit,Comparable,,Rural,48,25,15,$6535570.00,$1340563.00,"SAN ANDREAS, California
(38.196211, -120.68092)"
2012,106196404,JOYCE EISENBERG KEEFER MED CTR,Los Angeles,Non-Profit,LTC Emphasis,,,249,249,247,$0.00,$0.00,"RESEDA, California
(34.201099, -118.535599)"
2012,106434218,KAISER PERMANENTE PHF-SANTA CLARA,Santa Clara,Non-Profit,Psychiatric Health Facilities,,,24,24,24,$0.00,$0.00,"SANTA CLARA, California
(37.352395, -121.953076)"
2012,106334457,OASIS PHF,Riverside,Investor,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"INDIO, California
(33.718649, -116.218182)"
2012,106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,San Bernardino,Non-Profit,Comparable,,,89,89,89,$930862.00,$1188248.00,"REDLANDS, California
(34.055562, -117.182603)"
2013,106010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Alameda,Investor,Comparable,,,99,99,99,$16183.00,$460941.00,"SAN LEANDRO, California
(37.728364, -122.158612)"
2013,106150736,KERN MEDICAL CENTER,Kern,City/County,Comparable,Teaching,,222,194,167,$0.00,$4895512.00,"BAKERSFIELD, California
(35.373405, -119.018911)"
2013,106370694,SHARP MEMORIAL HOSPITAL,San Diego,Non-Profit,Comparable,,,872,630,405,$10290129.00,$82271134.00,"SAN DIEGO, California
(32.71576, -117.163817)"
2013,106361144,CHINO VALLEY MEDICAL CENTER,San Bernardino,Investor,Comparable,,,126,126,126,$30803937.00,$973297.00,"CHINO, California
(34.010971, -117.689239)"
2014,106344035,VIBRA HOSPITAL OF SACRAMENTO,Sacramento,Investor,Comparable,,,58,58,58,$843216.00,$0.00,"FOLSOM, California
(38.681325, -121.163738)"
2013,106434218,KAISER PERMANENTE PHF - SANTA CLARA,Santa Clara,Non-Profit,Psychiatric Health Facilities,,,24,24,24,$0.00,$0.00,"SANTA CLARA, California
(37.352395, -121.953076)"
2013,106430837,O'CONNOR HOSPITAL,Santa Clara,Non-Profit,Comparable,,,358,260,202,$10624490.00,$24076929.00,"SAN JOSE, California
(37.334807, -121.888128)"
2012,106190784,TEMPLE COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,,,170,170,130,$621886.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2012,106481094,SUTTER MEDICAL CENTER - SOLANO,Solano,Non-Profit,Comparable,,,102,102,102,$10551587.00,$18504380.00,"VALLEJO, California
(38.101088, -122.254959)"
2013,106104089,CRESTWOOD PHF - FRESNO,Fresno,Investor,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"FRESNO, California
(36.731654, -119.785856)"
2012,106150761,MERCY HOSPITAL - BAKERSFIELD,Kern,Non-Profit,Comparable,,,222,222,142,$28158645.00,$27305868.00,"BAKERSFIELD, California
(35.373405, -119.018911)"
2014,106141338,SOUTHERN INYO HOSPITAL,Inyo,District,Comparable,,Rural,37,37,37,$279095.00,$10187.00,"LONE PINE, California
(36.604908, -118.062968)"
2013,106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,223,223,223,$22006966.00,$19267899.00,"ANAHEIM, California
(33.834492, -117.915638)"
2014,106190198,LOS ANGELES COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,,,180,180,180,$5190532.00,$294822.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106331168,EISENHOWER MEDICAL CENTER,Riverside,Non-Profit,Comparable,,,540,380,380,$29049532.00,$24560060.00,"RANCHO MIRAGE, California
(33.742298, -116.410904)"
2013,106191306,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION CENTER,Los Angeles,City/County,Comparable,,,289,289,173,$3974056.00,$0.00,"DOWNEY, California
(33.940946, -118.12752)"
2014,106444013,WATSONVILLE COMMUNITY HOSPITAL,Santa Cruz,Investor,Comparable,,,106,106,92,$6053794.00,$6656791.00,"WATSONVILLE, California
(36.910233, -121.756873)"
2014,106104047,FRESNO SURGICAL HOSPITAL,Fresno,Investor,Comparable,,,27,27,27,$964469.00,$0.00,"FRESNO, California
(36.731654, -119.785856)"
2013,106340951,METHODIST HOSPITAL OF SACRAMENTO,Sacramento,Non-Profit,Comparable,,,329,329,329,$34634000.00,$19830000.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2012,106400480,FRENCH HOSPITAL MEDICAL CENTER,San Luis Obispo,Non-Profit,Comparable,,,112,112,65,$9509574.00,$4597188.00,"SAN LUIS OBISPO, California
(35.282619, -120.660014)"
2014,106560481,VENTURA COUNTY MEDICAL CENTER,Ventura,City/County,Comparable,Teaching,,272,259,134,$85223444.00,$36431575.00,"VENTURA, California
(34.280832, -119.293107)"
2013,106196035,KAISER FDN HOSP - BALDWIN PARK,Los Angeles,Non-Profit,Kaiser Foundation Health,,,269,254,162,$0.00,$0.00,"BALDWIN PARK, California
(34.08538, -117.960355)"
2014,106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,Santa Clara,Investor,Comparable,,,474,376,361,$1583590.00,$2202077.00,"SAN JOSE, California
(37.334807, -121.888128)"
2013,106410782,SAN MATEO MEDICAL CENTER,San Mateo,City/County,Comparable,,,509,415,387,$21597214.00,$5465934.00,"SAN MATEO, California
(37.547166, -122.314351)"
2012,106190696,PACIFICA HOSPITAL OF THE VALLEY,Los Angeles,Investor,Comparable,,,231,231,221,$6741726.00,$3513925.00,"SUN VALLEY, California
(34.217499, -118.3694)"
2013,106321016,SENECA HEALTHCARE DISTRICT,Plumas,District,Comparable,,Rural,26,26,23,$1408197.00,$55338.00,"CHESTER, California
(40.311547, -121.227165)"
2014,106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,Los Angeles,Investor,Comparable,,,127,127,127,$13843459.00,$3642761.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2012,106190541,MONROVIA MEMORIAL HOSPITAL,Los Angeles,Investor,Comparable,,,49,46,46,$0.00,$0.00,"MONROVIA, California
(34.14591, -118.000929)"
2013,106470871,MERCY HOSPITAL - MT. SHASTA,Siskiyou,Non-Profit,Comparable,,Rural,33,25,25,$2217767.00,$2594598.00,"MOUNT SHASTA, California
(41.313274, -122.312285)"
2013,106074017,SAN RAMON REGIONAL MEDICAL CENTER,Contra Costa,Investor,Comparable,,,123,112,42,$3320552.00,$2508517.00,"SAN RAMON, California
(37.764907, -121.951061)"
2013,106331326,SAN GORGONIO MEMORIAL HOSPITAL,Riverside,District,Comparable,,Rural,71,71,71,$17942085.00,$1127214.00,"BANNING, California
(33.925467, -116.876725)"
2012,106190052,BARLOW RESPIRATORY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,105,105,105,$37096.00,$1639.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106191228,LAC/USC MEDICAL CENTER,Los Angeles,City/County,Comparable,Teaching,,676,648,539,$3536293.00,$0.00,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106304113,CHILDREN'S HOSPITAL - MISSION,Orange,Non-Profit,Comparable,,,54,54,23,$5504925.00,$387706.00,"MISSION VIEJO, California
(33.595018, -117.659099)"
2013,106130699,EL CENTRO REGIONAL MEDICAL CENTER,Imperial,City/County,Comparable,,,161,161,161,$20047970.00,$11094565.00,"EL CENTRO, California
(32.792855, -115.565551)"
2013,106370652,ALVARADO HOSPITAL,San Diego,Investor,Comparable,,,306,306,90,$11914250.00,$204242.00,"SAN DIEGO, California
(32.71576, -117.163817)"
2012,106434220,CRESTWOOD PHF - SAN JOSE,Santa Clara,Investor,Psychiatric Health Facilities,,,12,12,12,$0.00,$0.00,"SAN JOSE, California
(37.334807, -121.888128)"
2012,106410806,KAISER FDN HOSP - SOUTH SAN FRANCISCO,San Mateo,Non-Profit,Kaiser Foundation Health,,,120,120,89,$0.00,$0.00,"SOUTH SAN FRANCISCO, California
(37.65568, -122.412482)"
2013,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,Monterey,District,Comparable,,,269,233,136,$16891703.00,$10972397.00,"SALINAS, California
(36.676795, -121.656421)"
2012,106190708,SHERMAN OAKS HOSPITAL & HEALTH CENTER,Los Angeles,Non-Profit,Comparable,,,153,153,153,$22524462.00,$3843218.00,"SHERMAN OAKS, California
(34.1511, -118.448303)"
2012,106374084,SAN DIEGO HOSPICE & PALLIATIVE CARE CENTER,San Diego,Non-Profit,Comparable,,,24,24,24,$219242.00,$276250.00,"SAN DIEGO, California
(32.71576, -117.163817)"
2014,106301209,HUNTINGTON BEACH HOSPITAL,Orange,Investor,Comparable,,,131,131,131,$10209558.00,$759538.00,"HUNTINGTON BEACH, California
(33.659775, -117.999313)"
2012,106190280,ENCINO HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,150,150,150,$11552081.00,$1373881.00,"ENCINO, California
(34.159199, -118.500298)"
2012,106014207,TELECARE - HERITAGE PHF,Alameda,Investor,Psychiatric Health Facilities,,,26,26,26,$161912.00,$0.00,"OAKLAND, California
(37.804828, -122.27248)"
2012,106342392,SIERRA VISTA HOSPITAL,Sacramento,Investor,Comparable,,,120,120,120,$637768.00,$2183444.00,"SACRAMENTO, California
(38.582087, -121.50012)"
2014,106331226,VISTA BEHAVIORAL HOSPITAL,Riverside,Investor,Comparable,,,68,68,38,$242658.00,$32826.00,"RIVERSIDE, California
(33.980534, -117.377025)"
2014,106424002,SANTA BARBARA COUNTY - PHF,Santa Barbara,City/County,Psychiatric Health Facilities,,,16,16,16,$0.00,$0.00,"SANTA BARBARA, California
(34.420867, -119.698342)"
2013,106190522,GLENDALE MEMORIAL HOSPITAL & HEALTH CENTER,Los Angeles,Non-Profit,Comparable,,,334,321,167,$31799740.00,$12503878.00,"GLENDALE, California
(34.148138, -118.246437)"
2014,106500852,DOCTORS MEDICAL CENTER,Stanislaus,Investor,Comparable,,,459,455,359,$21120371.00,$57195080.00,"MODESTO, California
(37.640735, -121.002435)"
2014,106190766,COAST PLAZA HOSPITAL,Los Angeles,Investor,Comparable,,,117,105,105,$14259668.00,$6745338.00,"NORWALK, California
(33.914183, -118.072494)"
2014,106370749,ALVARADO PARKWAY INSTITUTE BHS,San Diego,Investor,Comparable,,,66,66,66,$2436607.00,$0.00,"LA MESA, California
(32.766157, -117.024725)"
2014,106420491,LOMPOC VALLEY MEDICAL CENTER,Santa Barbara,District,Comparable,,Rural,170,170,170,$3090889.00,$1638336.00,"LOMPOC, California
(34.653385, -120.457727)"
2014,106220733,JOHN C FREMONT HEALTHCARE DISTRICT,Mariposa,District,Comparable,,Rural,34,33,33,$1701113.00,$150012.00,"MARIPOSA, California
(37.484274, -119.964786)"
2013,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,453,453,300,$37901089.00,$79989041.00,"POMONA, California
(34.055118, -117.750048)"
