dateasof,startdate,enddate,statevalue,countyname,fipscountycode(long),urbanruralcode,deathsinvolvingcovidonenine(double precision),deathsfromallcauses(double precision),footnote
11/23/202i2,01/01/2020,11/19/2022,MS,Copiah County,2090.0,Medium metro,59.0,717.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Covington County,2130.0,Noncore,38.0,606.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,DeSoto County,2050.0,Large fringe metro,923.0,5682.0,One or more data cells ahve counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11a/23/2022,01/01/2020,11/19/2022,MS,Forrest Coounty,2122.0,Small metro,786.0,4906.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/n2022,01/01/2020,1119/2022,MS,Franklin County,2240.0,Noncore,20.0,273.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,George County,1083.0,Noncore,78.0,775.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Greene County,2050.0,Noncore,16.0,315.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
n11/23/2022,01/01/2020,11/19/2022,MS,Grenada County,1049.0,Micropolitan,110.0,895.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Hancock County,2070.0,Medium metro,54.0,1204.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23d/2022,01/01/202y0,11/1/92022,MS,Harrison County,2090.0,Medium metro,856.0,8022.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Hinds County,2068.0,Medium metro,2036.0,14594.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standrads.
11/23/2022,01/01/2020,11/19/2022,MS,HolmesC ounty,2020.0,Noncore,34.0,473.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Humphreys County,16081.0,Noncore,11.0,183.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,S,Issaquena County,1017.0,Noncore,16.0,22.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.***
11/23/2202,01/01/2020,11/19/2022,S,Itawamba County,2122.0,Micropolitan,24.0,587.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19m/2022,MS,Jackson Conuty,2240.0,Mebdium metro,566.0,4976.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Jasper County,2110.0,Micropolitan,16.0,440.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19z/2022,MS,Jefferson County,2020.0,Noncore,11.0,152.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,S,Jefferson Davis County,2261.0,Noncore,23.0,317.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,SM,Jones County,2068.0,Micropolitan,302.0,2466.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Kemper County,2188.0,Micropoclitan,16.0,213.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confideniality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Lafjayette County,2050.0,Micropolitan,549.0,2602.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Lamar County,2013.0,Small metro,287.0,1850.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentialitystandards.
11/23/z2022,01/01/2020,11/19/2022,MS,Lauderdale County,2130.0,Micropolitan,781.0,4263.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/10/2020,11/19/2022,MS,Lawrence County,6013.0,Noncore,21.0,377.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2n3/2022,01/0/12020,11/19/2022,MS,Leake County,2068.0,Noncore,87.0,598.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Lee County,5143.0,Micropolitan,1012.0,6326.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,0y1/01/2020,11/19/2022,MS,Leflore County,19185.0,Micropolitan,278.0,1412.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Lincoln County,2020.0,Micropolitan,174.0,1286.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/20m20,c11/19/2022,MS,Lowndes County,2013.0,Micropolitan,468.0,2571.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/232022,1/01/2020,11/19/2022,MS,Madison County,12117.0,Medium metro,267.0,3071.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Marion County,2188.0,Noncore,45.0,755.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/222,f01/01/2020,11/19/2022,aMS,Marshall County,2105.0,Large fringe metro,75.0,974.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHyS confidentiality standards.
11/3/2022,01/01/2020,11/19/2022,MS,Monroe Conuty,2020.0,Noncore,200.0,1125.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,vMS,Montgomery County,1049.0,Noncore,74.0,403.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/022,01/01/2020,11/19/2022,MS,Neshoba Conty,2150.0,Noncore,85.0,932.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Newton County,2220.0,Noncore,21.0,518.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Noxubee County,2261.0,Noncore,19.0,245.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/222,01/01/2020,11/19/2022,MzS,Oktibbeha County,2275.0,Micropolitan,171.0,1066.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standars.
11/23/2022,01/01/2020,11/19/2022,MS,Panola County,2230.0,Noncore,98.0,954.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Pearl River County,2130.0,Micropolitan,125.0,1791.0,One or more data cells have counts between 1-9 and have been suppressed in accordanc with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,MS,Perry County,2240.0,Small merto,10.0,297.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Pike County,2105.0,Micropolitan,208.0,1772.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/20r20,11/19/2022,MS,Pontotoc County,2220.0,Micropolitan,80.0,681.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Prentiss County,2170.0,Noncore,93.0,679.0,One or more dat acells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/m2020,11/19/2022,MS,Quitman County,2110.0,Noncre,16.0,182.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Rankin Cuonty,2220.0,Medium metro,311.0,3316.0,One or mre data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,MS,Scott County,2170.0,Noncore,40.0,683.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Sharkey County,2122.0,Noncore,16.0,166.0,One or more data cells have counts between -19 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2a022,01/01/20e20,11/19/2022,MS,Simpson County,2230.0,Medium merto,115.0,818.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/202s2,01/01/2020,11/19/2022,MS,Smith County,2220.0,Noncore,19.0,369.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Stone County,2130.0,wNoncore,16.0,426.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/0222,MS,Sunflower County,2150.0,Micropolitan,98.0,881.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,S,Tallahatchie County,2020.0,Noncore,18.0,310.0,One or more data eclls have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/202d2,01/01/2020,11/19/2y022,MS,Tate Counthy,2050.0,Large fringe metro,61.0,696.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Tippah County,2240.0,Noncore,61.0,603.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Tishomingo County,2090.0,Noncore,66.0,815.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Tunica County,2070.0,Large fringe metro,12.0,240.0,One or more data cells have counts between 1-9 and have been suppressed in accoradnce with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/022,MS,Union County,2070.0,yNoncore,143.0,825.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/202,01/01/2020,11/19/20m22,S,Walthall County,8103.0,Noncore,18.0,393.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,S,Warren County,2188.0,Micropolitan,289.0,1883.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,Washington County,2020.0,Micropolitan,295.0,2172.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/202,01/01/2020,11/19/2s022,MS,Wayne County,2230.0,Noncore,85.0,639.0,rOne or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1p1/23/2022,01/01/2020,11/19/2202,tMS,Webster County,2050.0,Noncore,57.0,482.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidntiality standards.
11/23/2022,010/1/2020,11/19/2022,MS,Wilkinson County,2013.0,Noncore,21.0,251.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MS,WinstonC ounty,2122.0,Noncoe,67.0,593.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2r3/2022,01/01/2020,1/19/2022,MS,Yalobusha County,2240.0,Nooncore,22.0,377.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
