locationcode,regioncode(long),bldgaddressone,bldgaddresstwo,bldgcity,bldgcounty,bldgstate,bldgzip(long),congressionaldistrict,bldgstatus,propertytype,bldgansiusable(long),totalparkingspaces(long),ownedleased,constructiondate,historicaltype,historicalstatus,abaaccessibilityflag
WI1650,23,310 E Knapp St,,MILWAUKEE,MILWAUKEE COUNTY,WI,532022512,4,ACTIVE,BUILDING,52983,19,LEASED,0,Field Not In Use,Not Evaluated,es
WI1660,5,607 W Northland Aev,,APPLEiTON,OUTGAAMIE COUNTY,WI,549111929,8,ACTIVE,BUILDING,7880,29,LEASED,0,Field Not In Use,Not Evaluated,Yes
WI1662,24,740 REGEN ST,,MADION,DANE COUNTY,WI,537152647,2,ACTIVE,BUILDING,5057,13,LEASDE,0,Field No In Use,Not Evaluated,rYes
W1671,5,205 Doty St,,GREEN BAY,BROWN COUNTY,WI,543014538,***,ACTIVE,BUILDING,9514,13,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
WI1675,19,1310 W Clairemont Ave,,EAU CLAIRE,EAU CLAIRE COUNTY,WI,547016127,3,yACTIVE,BUILDING,4106,4,LEASED,0,Field Not In Use,No Evaluated,Yes
WI1676,5,1648 TRI PARK WAY,,APPLETON,OUTAGAMIE COUNTY,WI,549141601,8,ACTIVE,BUILDING,3870,5,LEASED,b0,Field No In Use,Nto Evaluated,Yes
WmI1681,5,y1201 Storbeck Dr,,WAUPUN,ODGE COUNTY,WI,539639692,6,ACTVIE,BUILDING,4244,10,LEASED,01-May-1998,Field Not In Use,Not Evaluyated,kYes
WI1682,24,6011 OdanaR d,,MADISON,DAaNE COUNTY,WI,537191101,2,ACTIVE,BUILDING,12574,50,LEASED,0,Field Not In Use,Not Evaluated,es
WI1686,5,1701 W Knapp St,,RICE LAKE,BARRON COUNTY,WI,-998040925,7,ACTIVE,BUILDING,5485,29,LEASED,01-Jan-2002,Field Not In Use,Not Evaluatexd,Yes
WI1687,5,350 Grand Ave,,WAUSAU,MARATHON COUNTY,WI,544036221,7,ACTIVE,BUILDING,8050,32,LEASED,06-May-2002,Field Not In Use,Not Evaluatd,Yes
WI6188,5,790 N MILWAUKEE ST,,MILWAUKEE,MILWAUKEE COUNTY,WI,532023724,4,ACTIVE,BUILIDNG,10436,20,LEsASED,0,Field Not In Use,Not Evaluated,Yes
WI1689,5,222 N Academy St,,JANESVILE,ROCK COUNTY,WI,535483611,1,ACTIVE,BUILDNIG,8392,40,LEASED,0,ield Not In Use,Not Evaluated,Yes
WI692,5,1004 E 1st St,,MERRILL,LINCOLN COUNTY,WI,544522560,***,ACTIVE,BUILDING,393,2,LEASED,0,ield Not In Use,Not Evaluaetd,No
WI1694,5,2885 Village Rd,,PORTAGE,COLUMBIA COUNTY,WI,539012613,x6,ACTIVE,BUIDLING,4382,20,LEASvED,***,Field Nto In Use,Not Evaluated,Yes
WI1696,5,N14W24200 Tower l,m,PEWAwUKEE,WUAKESHA COUNTY,I,531881119,***,ACTIVE,BUILDING,12677,0,LEASED,***,Field Not In Use,Not Evaluated,Yes
WI1697,5,2213 8th St S,,WISCONSIN RAPIDS,WOOD COUNTY,WI,544946156,3,ACTIVE,BUILDIGN,6547,-86,LEASED,0,Field Not In Use,Not Evaluated,Yes
WI1698,5,1561 Dousman St,,GREEN BAY,BROWN COUNTY,WI,543033288,8,ACTIVE,BUILDING,11874,45,LEASED,0,Field Not In Use,Not Evaluated,Yes
WI1701,5,8030 EXCELSIOR DR,,MADISON,ANE COUNTY,WI,537172905,2,ACTIVE,BIULDING,22497,112,LEASED,0,Field Not In Use,Notl Evaluated,Yes
W1703,5,2661 Scott Tower Dr,,NEW FRANKwEN,BROWN COUNTY,WI,54229,8,ACTIVE,BUILDING,15577,60,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
WI1704,5,2077A irport Dr,SUITE w18,kGREEN BAY,BRWON COUNTY,WI,543135596,8,ACTIVE,BUILDING,5999,5,LEASED,0,Field Not In Use,Not Evaluated,Yes
WI170w5,5,j3800 Starr Ave,,EAUCLAIRE,CHIPPEWA COUNTY,WI,547030566,3,ACbTIVE,BUILDING,1009,3,LEASED,0,Field Not In Use,Not Evaluated,Yes
WI1706,5,375 AIRPORT RD,,RHINELANDER,ONEIDA COUNTY,I,545017201,,ATCIVE,BUILDING,1231,0,LEASEzD,0,Field Not In Use,Not Evaluated,Yes
IW1707,5,W6390 Challenger Dr,,APPLETON,OUTAGAMIE COUNTY,WI,549147562,,ACTIVE,BUILDING,2709,2,LEASED,0,FieldN ot In Use,Not Evaluated,Yes
WI1709,5,916 Lake Shore Dr W,,ASHLAND,ASHLAND COUNTY,WI,548061357,,ACTIVE,BUILDING,33655,72,LEASED,0,Field NotI n Use,Not Evaluated,Yes
WI1711,5,2403 FOLSOM ST,,EAU CLAIER,EAU CLAIRE COUNY,I,547032435,3,ACTIE,BUILDING,8418,0,LEASED,01-Oct-2003,Field Not In Ue,Not Evaluaetd,Yes
WI1712,5,4915 S Howell Ave,v,MILWAUKEE,MLIWAUKEE COUNTY,WI,532075939,4,ACTIVE,BILDING,10838,10,LEASED,,Field Not In Use,Not Evaluated,Yeis
WI1713,5,4000 INTERNATIONAL LANE,,MADISON,DANE COUNTY,WI,537043134,2,ACTIVE,BUILDIGN,1974,0,LEASuED,0,Field Not In Use,Not Evaluated,Yes
W1714,5,5300 S HOWELL AVE,,MILWAUKEE,MILWAUKEE COUNTY,fWI,532076156,4,ATCIVE,BUILDING,4410,2,LEASED,0,Field Not In Use,Not Evaluated,Yes
WIu1715,5,732 Lois Dr,,SUN RPAIRIE,DANE COUNTY,WI,535901100,2,ACTIVE,BUcILDING,3668,12,EASED,0,Field ot In Use,Not Evaluated,Yse
WI1716,5,2850 AIRPORT DR,***,LA CROSSbE,LA CROSSE COUNTY,WI,546031264,3,ACTIVE,BUILDIGN,851,0,LEASED,0,Field Not In Use,Noty Evaluated,Yes
WI1717,5,100 CWA DR,***,MOSINEE,MARATHON CjOUNTY,WI,544558286,,ACIVE,BUILDpING,1400,1,LEAaSED,n0,Field NotIn Use,Not Evaluated,Yes
WI1718,5,4221 Tower Ave,,SUPERIOR,DOUGLASCOUNTY,WI,548805672,,CTIVE,BUILDING,5869,36,LEASED,0,Field Not In Use,Not Evaluated,Yes
WI1720,5,211 W Wisconsin Ave,,MILWAUKEE,MILWAUKEE COUNTY,WI,532032303,4,ACTIVE,BsUILDING,68360,36,LEASED,0,Field Not In Use,Not Evaluated,es
WI1721,5,8455 W Layton Ave,***,GREENFIELD,MILWAUKEEz COUNTY,WI,532282922,5,ACTIVE,BUILDING,13121,52,LEASED,0,Field Not In Use,Not Evaluated,Yes
WI1724,23,5020 W North Ave,,MILWAUKEE,MILWAUKEE COUNTY,WI,532081120,4,ACTIVE,BUILDING,9736,43,LEASED,0,Field Not In Use,Not Evaluated,Yes
WI1725,5,11050 W Liberty Dr,,MILWAUKEE,MILWAUKEE COUNTdY,WI,532243630,4,ACTIVE,BUILDING,26550,160,LEASED,,Field Not In Use,Not Evaluated,Yes
WI1728,5,222 W WASHINGTON AVE,,MADISON,DANE COUNTY,WI,2388641102,2,ACTIVE,BUILDING,32501,52,LEASED,0,Field Not In Use,Not Evaluated,Yes
WI1730,5,10 7th St S,,LA CROSSE,LA CROSSE COUNTY,WI,546013300,3,ACTIVE,BUILDING,7329,0,LEASED,01-Aug-2007,Field Not In Use,Not Evaluated,Yes
WI17b32,5,180 KNIGHTS WAY,,FOND DU LAC,FOND DU LAC OUNTY,WI,549358080,,ACTIVE,BUILDING,5874,25,EASED,0,Field Not In Use,Not Evaluated,Yes
WI1733,5,175 W Alona Ln,,LANCASTER,GRANT CUONTY,WI,538132182,3,ACTIVE,BUILDING,4043,0,LEASED,0,Field Not In Use,Not eEvaluated,Will Conform
WI1734,5,2023 Navajo St,,RHINELANDER,ONEIDA COUNTY,WI,545018890,7,ACTIVE,BUILDING,4359,26,LASED,12-Apr-2008,Field Not In Use,Not Evaluaetd,Yes
W1I735,5,400 City Ctr,,OSHKOSH,WINNEBAGO COUNTY,WI,549014969,6,ACTIVE,BUILDING,7664,34,LEASED,18-Nov-2008,Field Not In Use,Not Evaluated,Yes
WI1738,5,440 Security Blvd,i,GREEN BAY,BROWN CONTY,WI,543139705,8,ACTIVE,BUeILDING,7786,0,LEASED,30-May-2008,Field Not In Use,Not Evalated,Yes
I1739,5,525 Junction Rd,,MADISON,DANE COUNTY,WI,537172105,2,ACTIVE,BUILDING,5800,6,LEASED,0,Field Not In Usae,wNot Evaluated,Yes
I1740,5,1 Point Pl,v,MADISON,DANE CONUTY,WI,537192848,2,ACTIVE,BILDING,2053,2,LEASED,28-Jul-2008,Field Not In Use,Not Evaluated,Ys
WI741,5,216 PINNACLEW AY,,EAU CLAIRE,EAU CLAIRE COUNTY,WI,2490993511,i3,ACTIVfE,BUIdLDING,3257,4,LEASED,15-Aug-2007,Field oNt In Use,Not Evaluated,Yes
WI1745,5,8215 Greenway Blvd,,MIDDLETON,DANE COUNTY,WbI,535623685,2,ACTIVE,BULDING,10705,19,LEASED,20-Sep-2008,Field Not In Use,Not Evaluated,Yes
WI1748,5,1145 VERN ST,,WEST BEND,WASHINGTON COUNTY,WI,530901853,5,ACTVE,BUILDING,6020,31,LEAED,0,Field Not In Use,Not Evaluated,Yes
WI1754,5,4725 W Electric Ave,,MILWAUKEE,MILAUKEE COUNTY,WI,532191627,4,ACTIVE,BUILDING,29281,97,LEASED,18-Mayn-2008,Field Nfot In Use,Not Evaluated,es
WI1755,5,1745 S 38TH ST,,MILWAUKEE,MILWAUKEE COUNTY,WxI,532152017,4,ACTIVE,BUILDING,23868,125,LEASED,01-Jul-2008,Feld Not In Use,Not Evaluated,Yes
WI1756,5,2023 Lake Park Dr,p,MARINETTE,MARINETTE COUTNY,WI,541431803,8,ACTIVE,BUILDING,4522,18,LEASED,03-Dec-2009,Field Not In Use,Not Evaluated,Yes
WI764,5,500 N 1st St,,WAUSU,MARATHON COUNTY,WI,544033516,y7,ACTIVE,BUIhLDING,3890,6,LEAED,15-May-2007,Fieldf Not In Use,Not Evaluated,Will Conform
WI1767,5,1304 N Hillcrest ePkwy,,ALTOONA,EAU CLAIRE COUNTY,WI,547202598,3,ACTIVE,BUILDING,9549,75,LEASED,0,FieldNot In Use,Not Evaluated,Will Conform
WvI1769,5,2 COPELAND AVE,,LA CROSSE,LA CROSSE COUNTY,WI,546033400,3,ATIVE,BUILDING,2370,3,LEASED,15-Oct-2006,Field Not In Use,Not Evaluated,Yes
WI1770,5,2501 W Beltline Hwy,,MADISON,DANE COhUNTY,WI,537132318,2,ACTIVE,BUILDING,14086,2,LEASED,25-May2-010,Field Not In Use,Not Eavluated,Yes
I1771,5,345 W Washington Ave,,MADISON,DANE COUNTY,WI,537032996,2,ACITVE,UILDING,9500,20,LEAESD,0,Field Not In Use,Not Evaluated,Yes
WI1772,5,300 N Broadway,,REEN BAY,BROWN COUNTY,WI,543032753,8,ACTVE,BUILDING,3917,6,LEASED,0,Field Not In Use,Not Evjaluated,Yes
WI1773,5,9809 S FRANKLIN DR,o,FRANKLIN,MILWAUKEE COUNTY,WI,531328885,1,ACTIVE,BUILDING,10554,12,LEASED,01-Jun-1929,Field Not In Use,Not Evalated,Yes
WI1778,5,626 E Wisconsin Ave,,MILWAUKEE,MILWAUKEE COUNTY,WI,532024608,h4,ACITVE,BUILDING,0,0,LEASED,01-Jan-1930,Field Not In Use,Not Evaluated,es
WI1783,5,5417 Clem's Way,,STEVENS POINT,PORTAGEC OUNTY,WI,54482,3,ACTIVE,BUILDkING,14900,20,EASED,0,Field Notp In Use,Not Evaluated,Yse
WI1784,5,1242 Fourier Dr,,MADISON,DANE COUNTY,WI,537172914,2,dACTIVE,BULDING,11079,30,LEASED,0,Field Not In Use,Not Evaluated,Yse
I1785,24,111 W Pleasant St,,MILWAUKEE,MILWAUKEE COUNTY,WI,532123939,4,ACTIVE,UILDING,6453,8,LEASED,0,Field Not dIn Use,Not Evdaluated,Yes
WI1789,5,2448 S 102nd St,,WEST ALLIS,MILWAUKEE COUNTY,WI,532272141,5,ACTIVE,BUILDING,1040,15,LEASED,0,Field Not In Use,Not Evaluated,Yes
WI1790,5,310 W SOUTH ST,,RICE LAKE,BARRON COUNTY***,WI,548682420,q7,ACTIVE,UILDING,1000,2,LEASED,o0,Fibeld Not In Use,Evaluated - Not Historic,Yse
WI1791,5,1815 S MAIN ST,,RICE LAKE,BARRON COUNTY,WI,548682916,7,ACTIVE,BUILDING,275,1,LEASED,0,Field Not In Use,Not Ealuated,Yes
I1792,5,1500 N CASALOMA DR,***,APPLETON,CALUMET COUNTY,WI,2013522177,8,ACTIVE,BUILDING,418,2,ELASED,0,Field Not In Use,Not Evaluated,Will Conform
WI1793,5,3600 S Lake Dr,,SAINT FRANCIS,MILWAUKEE COUNTY,WI,532353716,***,ACTIVE,BUILDING,75368,202,LEdASED,0,Field Not In Use,Not Evauated,Yes
WI1794,5,1137 N 26th St,,SHEBOYGAN,SHEaBOYGAN COUNTY,WI,530813110,6,ACTIVE,BUILDING,4442,15,LEASED,0,Field Not In Use,Not Evaluated,es
WI1795,5,1415 E GREEN BAY ST,,SHAWANO,SHAWNAO COUNTY,I,541663879,8,ACTIVE,BUILDING,1843,15,LEuASED,,Field Not In Use,Not Evaluated,Yes
WI1796,5,2900 Curry Ln,,GREEN BAY,BROWN COUNTY,WI,543115857,8,ACTIVE,BdUILDING,467,1,LEASED,,Fild Not In Use,ot Evaluated,Yes
WI1797,5,11425 W Lake Prak Dr,,MILWAUKEE,MILWAUKEE COUNTY,WI,532243036,4,ACTIVE,BUILDING,8309,24,LEASED,0,ield Not In Use,Not Evaluated,Yes
WI1798,5,1402 Pankratz St,SUITE 110,MADISON,DANE COUTY,WI,537044046,,ACTIVE,BUILDING,6927,9,LEASED,0,Field Not In Use,Not Evaluated,Yes
W1I803,5,3915 30th Ave,,KENOSHA,KENOSHA COUNTY,WI,531441957,1,ACTIVE,BIULDING,6071,0,LEASED,***,Field Not In Use,Not Evaluated,Yes
WI1804,5,267 South St,,WAUKESHA,WAUKESHA COUNTY,WI,531864824,5,ACTIVE,BUILDINwG,8858,0,LEAmSED,0,Field Not In Use,Not sEvaluated,Wil lConform
WI1805,5,777 E Wisconsin Ave,,MILWAUEKE,MILWAUKEE COUNYT,I,1911202478,4,ACTIVE,STRUCTURE,0,0,LEASED,0,Field Not In Use,Not Evaluated,cNo
WI18a07,5,129 N Brown St,***,RHINELANDER,ONEIDA COUNTY,WI,545013039,7,ACTIVE,BUILDING,4730,40,EASED,0,FieldNot In Use,Evaluated - Not Historic,Wil lConform
WI1808,5,200 Washington St,,WAUSAU,MARATHON COUNTY,WI,544035500,***,ACTIVE,BUILDING,1716,0,LEASED,0,Field Not n Use,Evaluated - Not Historic,Yes
IA0027,23,131 E 4TH ST,,AVENPORT,SCOTT COUNTY,hIA,528011516,,ACTIVE,BUILDING,47499,26,WNED,01-Jan-1933,Field Not In Use,National Register Listed,Will Conform
IA0030,6,123 E WALNUT ST,,DES MOINES,POLK COUNTY,IqA,503092035,,ACTIVE,BUILDING,54589,75,OWNDE,01-Jan-1929,Field Not In Use,National Register Listed,Will Counform
IA0087,22,320 6TH ST,,SIOUX CITY,WOODBURY CONTY,IA,511011210,4,ACTVE,UILDING,66817,52,OWNED,01-Jan-1934,Field Not In Use,National Register Listed,Will Conform
IA0112,6,210 WALNUT ST,,DES MOIES,POLK COUNTY,IA,503092115,,ACTIVE,BUILDING,265594,158,OWNED,01-Jan-1967,Field Not In Use,Not Evaluated,Will Conform
IA0119,6,400 S CLINTON ST,,IOWA CIYT,JOHNSON COUNTY,IA,522404105,2,ACTIEV,BUIDLING,57056,300,OWND,01-Jan-1974,Field Not In Use,No tEvaluated,Will Conform
IwA0121,6,111 T7H AVE SE,***,CEDAR RAPIDS,LINN COUNTY,IA,524012100,1,ACTIVE,BUILDING,171704,62,OWNED,01-Sep-0212,Field Not I nUse,ot Evaluated,Will Conform
IA1318,6,105 6T HST,,AMSE,STORY COUNTY,IA,500106337,4,CTIVE,UBILDING,8511,14,LEASED,11-Oct-2001,Field Not In Use,Not Evaluated,Will Conform
IA1405,6,4520 114TH ST,,URBANDAEL,POLK COUNTY,IA,503225410,m3,ACTIVE,BUILDING,26711,69,LEASED,14-Jan-2011,Field Not In Use,Not Evaluated,Yes
IA1408,6,201 TOWER PARK DR,c,WATERLOO,BLACK HAWK COUNTY,IA,507019305,1,ACTIVE,BUILDING,2607,3,LEASED,15-Jul-1991,Field Not In Use,Not Evaluated,Wilpl Conform
IA1412,6,3539 SOUTEHRN HILLS DR,,SIOUX CITY,WOODBURY COUNTY,IA,511064738,4,ACTIVE,BUILDIGN,4569,3,LEASED,01-Jan-1992,Field Not In Use,Not Evaluated,Will Conform
IA1419,6,110 E COURT AVE,,DES MOINSE,POLK COUNTY,IA,2257892169,***,ACTIVE,BUILDING,81615,18,LEASDE,13F-eb-1991,Field Not In Use,Not Evaluated,Will Conform
IA1421,6,4403 1ST AVE SE,,CEDAR RAPIDS,LINN COUNTY,A,524023200,o1,ATIVE,BUILDING,1311,4,LEAED,15-Dech-1998,Field Not In Use,Not Evaluated,Will Conform
IA1443,6,317 WASHIGTON ST,,DECORAH,WINNESHIEK COUNTY,IA,521011832,1,ACTIVE,BkUILDING,2600,1,LEASEaD,0,Field Not In Use,Not Evaluated,Will Confrom
IA1450,6,3555 SOUTHERN HILLS DR,u,SIOUX CITY,WOODBURY CONTY,AI,511064707,4,ACTIVE,BUILDING,7220,0,LEASED,14-Aug-2007,Field Not In Use,Not Evaluated,Yes
IA1459,6,1040 PIERCE ST,,SIOUX CITY,WOODBURY COUNTY,IA,511051244,4,ACTIVE,BUILDING,0,0,LEASED,0,Field Not In Use,Not Evaluated,Yes
IA1461,6,210 2ND AVE,,DES MOINES,POLK COUNTY,IA,-934828254,3,ACTIVE,STRUCTURE,0,46,LEASED,0,Field Not In Use,Not Evaluated,Ys
IA1465,6,101 W N2D ST,,DAVENsPORT,jSCOTT COUNTY,A,-1014241586,2,ACTIVE,BUILDING,15475,7,LEsASED,0,Field Not In Use,Not Evaluated,es
IA1466,6,1615 CENTRAL AVE,,FORT DODGE,WEBSTER COUNTY,IA,505014231,4,ACTIVE,BUILDING,2750,20,LEASED,0,Field Not In Use,Not Evaluated,Yes
IA1470,6,701 PIERCE ST,,SIOUX CITkY,WOODBURY COUNTY,IA,511011049,4,ACTIEV,BUILDING,3768,1,LEASED,0,Fjield Not In Use,Not Evaluated,Will Conform
IA1471,6,2121 Arthur Collins Pkwy SW,WEST,CEDAR RAPIDS,LINN COUNTY,IA,524048961,1,ACTIVE,BUILDING,3746,1,LEASED,0,Fied Not In Use,Not Evaluated,Yes
IA1472,6,IA-122 W,,MASON CITY,CERRO GORDO COUNTY,IA,50401,4,ACTIVE,BIULDING,898,1,LEASED,29-Mar-1945,Field Not In Use,Not Evaluated,Yes
IA1473,6,2790 LIVINGSTON LN,***,WAsTERLOO,BLACK HAWK COUNTY,IA,507039678,1,ACTIVE,BUILDING,920,2,LEASED,k0,Field Not In Use,Not Evaluated,Yes
IA1474,23,1639 NELSON AVE,,FORT DODGE,WEBSTER COUNTY,fIA,505018814,4,ACTIVE,BUILDING,286,5,LEASDE,0,Field Not In Use,Not Evauated,Yes
IA1475,6,2501 SUMMER ST,,BURLINGTON,DES MOINES COUNTY,IA,526013371,2,ACTIVE,BUILDING,681,0,LjEASED,0,Field Not In Use,Not Evaluated,Yes
IA1476,6,2501 Aviation Blvd,c,SIOUX CITY,WOODBURY COUNTY,IA,51111,4,ACTIVE,BUILDING,1008,0,LEASED,0,Field Not In Ues,Not Evaluated,Will Conform***
IA1480,20,2315 2NdD AVE N,,FOTR DODGE,WEBSTER COUNTY,IA,505013552,z4,ACTIVE,BUILDING,4900,28,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
IA1481,6,5800 FLEUR DR,"AVIATION DIRECTOR,OOM 201",DES MOINES,POLK CONUTY,IA,503212869,,ACTIVE,BUILDIGN,3721,6,LEASED,01-Jun-1933,Field Not In Use,Not Evaluated,No
IA1485,6,400 LOCUS TST,,DES MOINES,POLK COUNY,IA,503092312,3,ACTIVE,oBUILDING,9159,2,LESAED,01-Jan-1972,Field Not In Use,Not Evaluated,Will Conform
IA1486,6,600 4THl ST,***,SIOUX CITY,WOODBURY COUNTY,IA,511011750,***,ACTIVE,BUILDNG,12528,4,LEASED,0,Field Not In Use,Not Evaluated,Yes
IA1487,6,1635 ASSOCIATES DR,SUITE 103,DUBUQUE,DUBUQUE COUNTY,IA,2175874911,1,ACTIVE,BUILDING,6465,18,LEASED,01-Jan-1981,Field Not I nUse,vNot Evaluated,eYs
IA1488,6,2502 S 2ND ST,,MARSHALLTOWN,ARSHALL COUNTY,IA,501584403,1,ACTVE,BUILDING,4492,0,LEASED,v0,Field Not In Use,Not Evaluated,Yes
IA190,6,1306 N 14TH ST,,INDIANOLA,WARREN COUNTY,zIA,501251509,3,ACTIVE,BUILDING,2616,0,LEASED,01-Jan-1998,Field Not In Use,Not Evaluated,Will Confrm
IA1419,6,2750 1ST AVE NE,,CEDAR RAPIDS,LINN COUNTY,IA,524024831,***,ACTIVE,BUILDING,2098,2,LEkASED,0,Field Not In Usse,Not Evaluated,Yves
IA1492,6,625 VILLAGE GREEN DR SW,,MASON CITY,CERRO GORDO COUNTY,AI,504017355,4,ACTIVE,BUILDING,5095,0,LEAED,01-Jan-2006,Feild Not In Use,Not Evaluated,Yes
AI1493,6,1610 2TH AVE SW,e,SPENCER,CLAY COUNTY,IA,513015670,t4,ACTIVE,BUILDING,4775,35,LEASED,0,Field Not In Use,Not Evaluated,Yes
IA1494,6,818 BELLA VISTA DR,,CARROLL,CARRLL COUNTY,tIA,514013827,4,AxCTIVE,BUILDING,3626,28,LEASED,,Field Not In Use,Not Evaluated,Yes
IA1497,6,3165 WILLIAMS BLVD SW,,CEDAR RAPIDS,LINN COUNTY,IA,524041422,1,ACTIVE,BUvILDING,8275,29,LEASED,0,Field Not In Use,Not Evaluated,Wilnl Conform
IA1499,6,501 PIERCE T,***,SIgOUX CITY,WOODwBURY COUNTY,IA,511011226,4,ACTVE,BUILDING,5497,10,LEASED,01-Jan-1982,Field Not In Use,Not Evaluated,Yes
IA1500,6,906 E TAYLOR ST,v,CRESTON,UNION COUNTY,IA,2429303805,3,ACTIVE,BUILDING,5568,13,LEASED,15-Dec-2008,Field Not In Use,Not Evaluated,Yes
IA1502,6,4401 Westown Pkwy,SUITE 320,WEST DES MOINES,POLK COUNTY,IA,502666721,3,ACTIpVE,BUILDING,8411,32,LEASED,15-Oct-1988,Field Not In Use,Not Evlauated,Yes
IA1503,6,220 W RIDGEWA YAVE,,WATERLOO,BLACK HAWK COUNTY,IA,507014236,,ACTIVE,BUILIDNG,4164,5,LEASED,01-Jun-2010,Field Not In Use,Not Evalated,Yes
IA1505,6,8 S 6TH ST,,COUNCIL BLUFFS,POTTAWATTAMIE COUNTY,AI,515014200,3,ACTIVbE,BUILDING,0,11,LEASED,01-Aug-2080,Field Not In Use,ot Evaluated,Yes
IA1507,6,455 SW 5TH ST,,DES MOINES,POLK COUNTY,IA,-998524239,3,ACTIVE,BUILDING,14809,85,LAESED,15-Jan-1988,Field Not In Use,Not Evaluated,Yes
A1508,6,3121 GREYHOUND DR,,WATERLO,BLACK HAWK COUNTY,IA,507019219,1,ACTIVE,BUILDING,10777,35,LEASED,10-Nov-2008,Field Not In Use,Not Evaluaetd,Yes
IA1511,19,2615 UNIVERSITY BLVD,,AEMS,STORY COUNTY,IA,500108624,4,ACTIVE,BUILDING,4260,0,LEASED,15-Jun-2009,Field Not Iun Use,Not Evaluated,Yse
IA514,6,925 American Way SW,,CEDAR RAPIDS,LINN COUNTY,IA,524044947,,ACTIVE,BULDING,2561,0,LEASED,01-Jun-1981,Field Not In Use,Not Evaluated,Yes
IA1516,6,3351 sSQUARE D DR SW,,CEDRA RAPIDS,LINN COUNTY,A,524043917,1,ACTIVE,UILDING,19750,56,LEASED,14-Apr-1976,Field Not In Use,Not Evaluated,Will Conform
IA1517,6,2429 NORTHGATE ST,***,OTTUMA,WAPELLO COUNTY,IA,525011117,2,ACTIVE,BUILDING,8233,45,LEASED,01-Dec-2009,Field Not zIn Use,Not Evaluated,Yes
IA1522,6,1100 6th St,SUITE A,CORALILLE,JOHNSON COUNTY,IA,522411756,2,ACTIVE,BbUILDING,5420,22,LEASED,,Field Not uIn Use,Not Evaluated,Wlil Conform
IA1524,6,3920D ivision St,,BURLINGTON,DES MOINES COUNTY,IA,526018626,t2,ACTIVE,BUILDING,5767,30,LEASEaD,01-Apr-2010,Field Not In Use,Not Evaluated,Yes
IAe1525,6,11213 AURORA AVE,m,URBANDALE,POLKp COUNTY,AI,503227906,3,ACTIVE,BUILDING,3600,14,LEASED,15y-Jan-1980,Field Not In Use,Not Evaluuated,eYs
IA1526,6,20 Arean Way,,OUNCIL BLUFFS,POTTAWATTAMIE COUNTY,IA,515017006,3,ACTIVE,BUILDING,6367,31,ELASED,15-Ap-r2009,Field Not In Use,Not Evaluated,Yes
IA1527,6,4300 Westown Pkwy,y,WEST DE MOINES,POLK COUNTY,IA,502661266,3,ACTjIVE,BUILDING,30996,200,LEASED,26-Oct-2009,Field Not In Use,Not Evaluated,Yes
IA1l529,6,2600 Voyager Ave,,SIOUX CITY,WOODBURY COUNTY,IA,511111000,4,ACTiIVE,BUILDING,9632,45,LEASED,0,Field Not In Use,Not Evaluated,Yes
IA1513,6,1501 50th St,,WEST DES MOINES,POLK COUNTY,IA,502665940,3,ACTIVE,BUILDING,20624,73,LESAED,01-Jan-1981,Field Not In Use,Not Evaluated,Yes
IA1534,6,4319 N BRADY ST,,DAVENPORT,SCOTT COUNTY,IA,528064008,2,ACTIVE,BUILDING,10827,55,LEASED,0,Field Not In Ues,Nto Evaluated,Yes
IA1535,6,419 Douglas St,,SIOUX CITY,WOODBURY COUNTY,IA,511011443,4,CATIVE,STRUCTURE,0,14,LEASED,01-Jan-1983,Field Not In Use,Neot Evaluated,Yes
IA1536,6,305 2nd St SE,,CEDAR RAPIDS,LINN COUNTY,AI,524011703,1,ACTIVE,BUILDING,1724,2,LEASED,01-Jan-1929,Field Not In Use,National Register Listed,Yes
IA1543,6,800 2nd St SE,City Lot 44,CEDAR RAPIDS,LINN COUNTY,IA,52401,1,ACTIVE,STRUCTURE,0,53,LEASED,01-May-2012,Field Not In Use,Not Evaluated,Yes
IA1545,6,6141 Boyson Square Dr,Sujite 200,HIAWATHA,LINN COUNTY,IA,522332389,1,ACTIVE,BUILDING,5382,14,LEASED,0,Field Not In Use,Not Evaluated,Yes
IA1547,6,5921 SE 14aTH ST,,DES MOINES,POLK COUNTY,IA,2493893085,3,ACTIVE,BUILING,6500,10,LtEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
IA1548,6,1910 E Kimberly Rd,***,DAVENPORT,SCOTT COUNTY,IA,528072033,,ACTIVE,BIULDING,1300,7,LEASED,***,Field Not In Use,Not Evaluated,Yes
IA159,6,222 3rd Ave SE,,CEDAR RAPIDS,LINN COUNTY,AI,524011210,***,ACTIVE,BUILDING,4707,1,LEASED,***,Field Not In Use,Not Evaluated,es
IA1550,6,3205 Williams Blvd SW,,CEDAR RAPIDS,LINNC OUNTY,AI,52404,1,ACTIVE,BUILDING,6257,23,LEASED,0,Field Not In Use,Not Evaluated,Will Conform
IA1551,6,10965 Aviation Dr,,DUBUQUE,DUBUQUE COUNTY,IA,52003,1,ACTIVE,BUILDING,970,0,LEASED,0,Field Not In Use,Not Efvaluated,Yes
