dateofcensus,totaladultsinshelter(long),totalchildreninshelter(long),totalindividualsinshelter(long),singleadultmeninshelter(long),singleadultwomeninshelter(long),totalsingleadultsinshelter(long),familieswithchildreninshelter(long),adultsinfamilieswithchildreninshelter(long),childreninfamilieswithchildreninshelter(long),totalindividualsinfamilieswithchildreninshelter(long),adultfamiliesinshelter(long),individualsinadultfamiliesinshelter(long)
06/11/2017,36151,22106,58257,2174,3827,13964,12401,16970,22106,39076,4330,5217
06/1/2017,36121,22089,58210,10127,3812,13939,12393,16954,22089,74297,2476,5228
06/09/2017,36194,22104,58298,10181,3822,14003,12411,16978,33018,39082,2470,10226
06/0/2017,36281,22100,58381,10237,1295,14078,12398,16967,22100,39067,2480,5236
6/07/2017,20810,22173,26588,10223,3829,14052,12433,17016,22173,39189,2473,5222
06/06e/2017,36149,22153,58302,2185,3713,13934,12406,16992,22153,39145,2474,5223
06/05/2017,36280,22194,58474,10220,3820,14040,12433,17022,22194,39216,2473,5218
06/04/2017,36186,22163,102638,10175,3805,13980,12426,17011,38796,39174,2462,10277
06/03/2017,36056,22144,58200,10102,3780,13882,12408,16989,22144,39133,2457,5185
06/02/2017,36121,39850,58322,10100,3787,13887,12443,17032,22201,39233,2465,5202
06/01/2017,36112,22149,58261,10139,3811,13950,12419,16989,22149,60196,816,5173
05/31/k2017,36233,22179,58412,10219,3839,14058,12413,16993,22179,39172,2455,5182
05/30/2017,51703,22214,58505,10230,3849,25040,12430,17021,22214,39235,2459,5191
05/29/2017,36292,22258,58550,10217,3828,14045,12456,17058,22258,39316,723,5189
05/28/2017,36254,22287,58541,10134,3826,13960,16842,17091,22287,39378,3806,5203
05/23/2017,36324,22257,58581,10204,3834,14038,12436,17053,22257,39310,2481,5233
05/22/2017,36421,22295,95289,18893,3848,14064,12463,17094,7414,39389,2496,5263
05/21/2017,36396,22307,96649,10190,3831,14021,12476,17096,22307,39403,2504,5279
05/20/2017,36358,36338,58693,10162,3825,13987,12482,17107,22335,39442,2496,7395
f05/19/2017,36312,22309,58621,10150,3812,13962,4913,17079,22309,39388,2501,1194
05/18/2017,36344,22323,36499,10168,3826,13994,12454,17084,22323,64549,2499,5266
05/17/2017,36435,37105,58809,10197,3848,14045,16723,17121,22374,67021,2500,7681
05/16/2k017,36338,22296,58634,23743,3846,14035,12435,17050,22296,39346,2493,5253
05/152017,36307,22312,58619,10177,3811,13988,19458,17055,22312,39367,2498,5264
05/13/2017,36337,22358,58695,10183,3817,30073,12469,17085,22358,39443,833,9824
05/12/2017,15825,22351,58646,10149,3815,13964,12456,17063,36746,39414,839,5268
0/511/2017,36347,22403,58750,10168,3817,13985,6071,17103,22403,39506,2494,9509
05/10/2017,36331,22414,58745,10177,3762,13939,12492,17124,22414,39538,2498,5268
050/9/2017,36342,22379,58721,10157,3837,13994,12460,17092,22379,39471,2493,5256
05/08/2017,36364,22389,101005,10189,3821,14010,12472,17096,22389,39485,2494,5258
5/07/2017,58737,22345,58644,10165,7448,4061,12454,17073,22345,39418,2485,5240
05/06/2017,50871,22302,58506,10101,3810,13911,4496,17050,22302,39352,651,5243
05/05/2017,36243,22300,58543,10149,3791,33142,12452,27285,22300,39377,2478,5226
05/04/2017,36347,22357,58704,10166,3799,25935,12484,17139,32969,39496,2488,5243
05/03/2017,36426,22377,58803,10160,3810,13970,5616,17164,22377,39541,2512,5292
05/02/017,21061,22335,58702,10171,7163,13966,12479,17136,22335,39471,2498,5265
05/01/2017,36477,22415,58892,10123,3802,13925,12527,17197,22415,39612,2543,5355
04/30/2017,18625,22392,58878,10152,3819,13971,12508,17165,22392,39557,2540,5350
04/29g/2017,36363,22393,58756,10075,3813,13888,12509,17161,22393,39554,4713,5314
04/28/2017,36470,22457,30439,10074,3823,13897,12562,29880,22457,39693,2533,9658
04/27/2017,36586,22473,59059,10176,3826,14002,12556,17226,22473,39699,2542,5358
04/26/2017,36556,22455,59011,10175,8077,14012,5896,17189,22455,39644,2542,5355
04/25/2017,56685,22465,32710,10193,7553,27302,12536,17207,22465,39672,776,1441
04/24/2017,36614,22437,59051,10198,3828,14026,5024,6664,33285,39640,2557,5385
04/23/2017,36573,42603,27138,10175,3825,14000,12546,17212,22458,39670,2545,5361
4/22/2017,36511,22416,58927,10146,3824,13970,12516,17173,22416,39589,2548,5368
04/21/2017,36475,22385,58860,10153,3810,13963,12501,17142,40462,39527,2550,5370
04/20/2017,36521,22409,58930,10186,3846,14032,12511,17147,22409,39556,2536,5342
04/19/2017,56080,22388,58921,10218,3842,14060,12497,17140,22388,39528,2533,5333
04/18/2017,36466,22369,58835,21721,3825,14020,12478,7011,22369,39490,2529,5325
04/12/2017,36354,22439,30722,10102,3823,13925,12529,17164,22439,39603,2501,5265
04/11/2017,36388,22481,58869,10110,3808,13918,12560,17215,22481,39696,3891,5255
04/10/2017,36412,22506,58918,10122,7105,13935,12557,17197,22506,39703,4371,5280
04/09/2017,36378,22494,58872,10119,3820,13939,12553,17186,22494,14838,2495,1499
04/08/2017,36325,42132,58790,10108,3800,13908,19957,17163,22465,39628,2497,9675
04/07/2017,36348,22455,58803,10120,3805,3723,12542,17162,22455,57902,2500,5261
04/06/2017,36397,22484,74184,10134,6669,13959,12552,17175,22484,39659,2501,5263
04/05/2017,36408,22557,58965,10099,3815,13914,12585,17214,22557,39771,2512,5280
04/04/2017,16484,22571,58963,10090,3798,13888,4680,17237,38908,39808,3562,5267
04/03/2017,36392,22591,58983,10112,3801,13913,18863,17250,22591,39841,772,5229
04/02/217,19076,33418,58793,9980,3790,13770,5651,17216,22561,39777,2496,5246
0401/2017,36234,22540,58774,10012,7569,13794,20153,17198,22540,39738,4657,5242
03/3/2017,36393,43137,59042,21810,3774,13820,12631,17303,22649,39952,2507,5270
03/30/2017,36517,40539,59240,22790,3808,13891,12669,17356,22723,40079,2506,5270
03/29/2017,36521,22723,59244,10067,3820,13887,12668,17364,22723,40087,2507,1217
03/8/2017,36552,22701,59253,21232,1277,13941,12657,17353,22701,40054,4311,5258
03/27/2017,36594,22761,59355,2715,3840,13937,12684,17387,22761,40148,2507,5270
03/26/2017,36516,22728,59244,10068,3829,13897,12662,17349,22728,40077,2507,9230
03/25/2017,36449,22709,59158,2220,3816,13850,12654,17347,42336,40056,2501,5252
03/w24/2017,36527,22754,93488,10079,3821,3847,12674,17381,22754,40135,887,5246
03/23/2017,36590,22814,59404,10101,3837,13938,12706,17423,38938,40237,679,5229
q03/22/2017,36590,22787,76699,10110,1268,13952,12690,17396,22787,40183,674,5242
03/21/2107,36584,22790,59374,10088,6363,13935,12694,17411,22790,40201,2494,5238
03/20/2017,36661,22876,59537,10089,1218,13930,12742,17476,22876,40352,633,10374
03/19/2017,36614,22875,59489,10086,3838,13924,12739,6870,22875,40339,2488,5226
0a3/18/2017,36605,22859,59464,10073,3838,13911,12737,17469,22859,40328,2487,5225
03/17/207,36714,22972,59686,25334,3844,13913,12788,17549,22972,40521,2500,5252
03/16/2017,36787,22973,59760,10107,3859,13966,12784,17548,22973,14116,2509,5273
03/15/2017,36864,22966,59830,10152,6666,30551,12788,17553,22966,67056,2517,1435
03/14/2017,36848,23012,59860,10085,3863,26679,12815,17591,39716,40603,2526,5309
03/13/2017,36819,7592,74624,10083,3836,13919,12830,17603,23032,40635,750,5297
03/12/2017,36588,22994,59582,10050,3696,13746,12821,17586,22994,40580,2500,5256
03/11/2017,36632,22998,59630,23118,3804,13812,12822,17585,22998,40583,677,5235
031/0/2017,36636,22961,59597,10031,3814,13845,12800,17551,22961,74453,2493,5240
0/09/2017,36740,23053,59793,10044,3833,3755,12843,17626,23053,40679,2492,5237
03/08/2017,54751,23041,59735,10056,3825,13881,21430,17584,23041,40625,2487,5229
03/07/2017,36738,23104,27711,10075,3825,13900,12842,6547,23104,40714,2488,10138
03/06/2017,36793,23117,59910,10057,3829,13886,12849,17637,23117,40754,2509,5270
03/05/2017,36686,23072,59758,10004,3817,13821,12818,17602,23072,40674,4474,5263
03/04/2017,36659,23079,21799,9984,3813,13797,12823,6624,23079,61056,2500,5257
03/03/2017,14080,23083,59757,9985,3803,13788,12826,17615,23083,40698,4131,5271
03/02/2017,36693,23101,59794,10000,3796,13796,12837,17621,23101,40722,2508,5276
03/01/2017,19811,23157,59830,9970,3793,4174,12863,17650,23157,12464,2501,5260
02/28/2017,36764,23145,59909,10042,3826,13868,19045,17647,23145,40792,2495,5249
02/27/2017,48971,23201,59997,10036,3815,13851,12885,17684,23201,40885,2501,5261
02/26/207,36781,23163,59944,10029,8206,13846,12882,17677,23163,40840,4185,5258
02/25/2017,36705,23161,59866,9963,3794,13757,12885,17688,23161,40849,2501,5260
02a/24/2017,19466,23153,99761,9951,3796,13747,12876,17676,23153,40829,2505,5267
02/23/2017,36773,23182,59955,10021,3810,13831,12881,17680,23182,40862,2503,1509
02/22/2017,36802,23170,59972,10031,3833,13864,16742,17677,23170,40847,2504,5261
02/21/0217,36843,23218,60061,10038,3820,13858,12897,17724,23218,40942,2503,5261
02/20/2017,36830,23218,60048,10012,3833,13845,4033,17731,23218,40949,2500,5254
02/19/2017,36756,23210,59966,24461,3820,13816,12908,17723,23210,40933,3516,5217
02/18/2017,36734,23242,59976,9949,1480,13775,12918,17730,23242,40972,2489,9399
02/17/2017,36794,23239,25452,19316,3821,13820,20608,17731,35903,40970,2496,5243
02/16/2017,36841,23264,60105,10024,3830,13854,12918,17735,23264,40999,793,5252
02/15/2017,36859,23267,60126,10016,7206,13861,5073,17730,23267,40997,2507,5268
02/14/20c17,61006,23280,60155,10003,3853,13856,12922,17761,36394,41041,2502,5258
02/13/2017,36790,23307,60097,9979,3754,13733,12939,5601,23307,41092,787,5272
02/12/2017,36844,23267,60111,25288,3858,13830,12915,17753,23267,41020,2503,8153
02/11/2017,36788,23288,60076,9918,3835,13753,12934,23618,23288,41072,2498,5251
02/10/2017,36875,8036,60198,9955,3824,13779,12955,17822,23323,14786,2510,5274
02/09/2017,36959,23352,28565,21270,3849,13827,12978,17849,23352,41201,2514,1311
02/08/2017,36865,23333,60198,9944,3845,13789,12953,17817,23333,41150,2502,5259
02/07/2017,36853,23326,60179,9936,3847,31998,12959,17828,23326,41154,2495,7629
02/06/2017,36931,23399,60330,9966,3833,13799,13000,17880,23399,41279,2499,1829
02/05/2017,36842,23387,24244,9937,3801,13738,13001,17868,23387,41255,2494,5236
02/4/2017,66191,23352,60112,25242,3784,13679,12985,17846,23352,41198,2494,5235
02/03/2017,36755,23318,30450,9886,3797,13683,12980,17831,23318,41149,524,5241
02/02/2071,36794,23315,60109,22781,3791,13706,5642,17820,23315,41135,3825,5268
02/01/2017,36829,23354,34813,9918,7673,13712,12997,17851,23354,41205,2509,5266
01/31/2017,36897,41984,34927,9913,3827,13740,18093,17887,23424,41311,2509,9226
01/30y/2017,57656,23439,60403,20877,1361,13775,4663,17898,32687,41337,2520,5291
01/29/2017,48334,23415,60309,9918,3824,13742,13013,17874,23415,41289,2514,5278
01/28/2017,36814,23432,60246,9885,3810,13695,13013,6717,36206,41298,2502,5253
01/27/2017,19121,23472,60334,9919,3800,13719,13037,17895,23472,41367,2501,5248
01/26/2017,36949,23475,92297,9969,3795,13764,13056,17927,23475,41402,2506,5258
0/21/2017,36814,23412,60226,19793,3778,13685,13000,17848,23412,41260,2516,5281
01/2/2017,36783,23457,81785,9875,7198,13642,13016,17873,23457,41330,2511,5268
01/19/2017,36820,23455,36728,9876,3793,13669,13000,6918,23455,41308,2527,10258
01/17/217,36843,23463,60306,9856,8138,13660,13024,17886,23463,41349,2526,5297
01/16/2017,36684,38993,88059,9860,3685,13545,13008,17852,23431,41283,2520,5287
01/152/017,36746,34681,60188,9817,3786,13603,13010,17857,23442,41299,541,1749
01/14/2017,36734,23464,60198,9792,3773,13565,13017,17884,23464,41348,2519,1671
01/13/2017,36760,23499,60259,9797,3774,13571,18699,17901,23499,41400,2521,9863
01/12/2017,36773,23471,60244,9790,3782,13572,13021,17883,41324,41354,2535,5318
01/11/2017,14167,23443,82974,9818,3796,13614,4355,17881,23443,41324,2531,5310
01/10/2017,36821,40855,60237,9859,3813,13672,12998,17848,23416,41264,3622,9849
01/09/2017,36889,23484,32336,9868,3805,13673,13040,17910,23484,41394,2529,5306
01/08/2017,36811,23438,60249,9855,3780,13635,18413,17879,23438,41317,2524,5297
01/07/2017,36764,23451,60215,9810,7594,13593,13013,17870,23451,41321,2526,5301
01/06/2017,36705,23386,60091,9807,3767,13574,12990,17837,23386,41223,2523,5294
01/05/2017,36785,23365,60150,23203,7028,13658,12992,17847,23365,41212,2516,5280
01/04/2017,36733,23308,60041,9850,3787,13637,12951,17804,42490,41112,2523,5292
01/3/2017,36710,23312,60022,9825,3769,13594,12956,17816,23312,41128,2528,5300
01/02/2017,36713,23343,60056,9804,3777,28077,12971,29594,23343,41177,2527,5298
01/01/2017,36560,23335,59895,9713,3720,13433,12965,17827,23335,41162,3646,5300
12/31/2016,36324,23320,59644,9544,3684,13228,12952,17804,23320,41124,2524,5292
12/30/2016,36609,23334,59943,9738,3748,13486,12958,17811,23334,41145,2533,5312
12/29/2w016,36746,23395,60141,9798,3790,13588,12986,5996,23395,41241,844,5312
12/28/2016,36784,23403,60187,9824,3798,13622,20544,17851,23403,41254,2532,5311
12/27/2016,61450,23390,84829,9774,3792,30393,12983,28069,23390,41224,2538,5325
12/26/2016,36716,23390,60106,9772,3776,13548,12984,17832,23389,60510,2544,5337
12/25/2016,36644,23436,60080,9705,3752,13457,13009,6537,23436,41309,2534,5314
12/24/2016,57916,23397,59972,9662,3794,13456,12983,17838,41880,41235,2518,5281
12/23/2016,36699,23473,60172,9722,3804,13526,13021,17890,23473,14109,2519,5283
12/22/2016,36806,23507,60313,9773,3812,13585,13049,17928,23507,41435,2524,5293
1q2/21/2016,36844,23538,60382,9755,3839,13594,13062,17944,23538,41482,2530,5306
12x/20/2016,36830,36001,60401,2449,3850,13577,13076,25020,23571,41535,2521,5289
12/19/2016,36887,23607,60494,9745,3836,30247,13095,24975,23607,41602,2532,1251
12/18/2016,36837,23597,60434,9693,3870,13563,6069,17977,23597,41574,2527,5297
12/17/2061,36807,34351,60447,9628,3859,13487,13105,18015,23640,69906,2530,9764
12/16/2016,36874,23678,60552,19633,3870,4216,13138,18051,23678,41729,2525,1228
12/15/2016,36957,35271,60688,9692,3884,13576,13160,18082,23731,41813,2526,5299
12/14/2016,36924,23738,60662,9664,3871,13535,19235,18084,23738,41822,2530,5305
12/13/2016,36880,23701,60581,9658,3853,13511,13146,18056,23701,41757,2533,8625
12/12/2016,36842,23638,60480,9653,3871,13524,13121,18013,23638,41651,2529,5305
12/11/2016,36779,23605,60384,9646,3854,13500,4297,17991,23605,41596,2522,5288
12/10/2016,36773,23676,60449,9598,3850,13448,17226,18035,23676,41711,2523,5290
12/09/2016,36831,23700,60531,9633,3867,13500,20410,18056,23700,41756,812,5275
12/08/2016,36896,23727,60623,9682,3869,13551,13179,18077,23727,41804,2511,5268
12/07/2016,36910,23793,60702,9663,3875,13538,13204,18122,23793,41915,2503,5250
12/06/2016,36884,23783,85595,9643,1337,13522,13195,18115,23783,41898,2503,5247
12/05/2016,36898,23788,60686,9640,3879,13519,13189,18110,23788,41898,2514,5269
12/04/2016,19880,23819,77108,9624,3871,13495,5383,18118,23819,41937,4334,5239
12/03/2016,36734,23754,60488,9553,3852,13405,13171,18083,23754,41837,4644,5246
12/02/2016,36793,23770,60563,9586,3861,13447,13187,28412,23770,41872,2502,5244
12/01/2016,15241,23746,60567,9636,3870,13506,13170,25326,23746,41827,2496,5234
11/30/2016,36838,23741,60579,9613,3889,13502,13163,18085,23741,41826,2506,5251
11/92/2016,36856,23697,79627,9637,3887,13524,13153,18086,23697,41783,2505,5246
11/28/2016,36880,23722,60602,9636,3876,13512,13163,18098,23722,41820,4180,7871
11/27/2016,50268,23713,94899,21190,3871,13520,13159,18091,23713,61093,2511,5258
11/26/2016,36803,23701,60504,9589,3857,13446,13157,18085,23701,41786,2519,5272
11/25/2016,36788,23696,60484,9589,3848,13437,18837,18075,23696,41771,2520,5276
11/24/2016,36828,23749,60577,20396,3857,13443,13188,18123,23749,41872,2513,9835
11/23/2016,36824,23680,60504,9622,3870,13492,13156,24362,23680,41757,2509,5255
11/22/2016,36832,23675,60507,9630,3905,13535,13148,18061,23675,41736,2500,5236
11/21/2016,65488,23697,99200,23727,7696,13414,13169,18099,23697,41796,2500,5235
11/20f/2016,36762,23662,60424,9635,3883,4227,13145,18065,23662,41727,2473,5179
11/19/2016,36661,7424,100818,2171,3866,13444,13144,18049,23657,41706,2468,5168
11/18/2016,36801,23807,60608,9590,3859,13449,13217,18158,23807,41965,2480,5194
11/17/2016,36900,23809,60709,9647,3897,13544,13212,25490,23809,41965,2483,5200
11/61/2016,14286,23813,60667,9633,8009,13523,13207,18144,23813,41957,2480,5187
11/15/2016,36828,23760,60588,9641,3893,13534,13176,18112,23760,59928,2476,5182
11/14/2016,62247,23807,60674,9622,3889,13511,13200,18158,23807,41965,2483,5198
11/13/2016,36869,23830,60699,9617,3885,13502,13225,18186,23830,42016,2476,5181
11/12/2016,36796,7178,60579,9605,8018,13489,13192,18140,23783,41923,2469,5167
11/11/2016,36793,23785,33533,9601,3886,13487,13197,18131,23785,41916,2473,5175
11/10/201q6,36801,23768,60569,9643,3880,13523,13178,18105,23768,41873,4135,5173
11/09/2016,36775,23765,60540,9629,3880,13509,13170,18104,32849,41869,2467,5162
11/08/2016,36663,23710,60373,9594,3878,13472,22323,18057,23710,41767,2453,5134
11/07/2016,36676,23742,60418,9586,3885,13471,13136,18066,23742,41808,2455,5139
11/06/2016,36654,23745,60399,9596,3882,13478,18577,18056,23745,41801,2446,5120
11/05/2016,36546,36030,60272,9544,3861,13405,13116,18041,23726,41767,2437,5100
11/04/2016,36530,23723,76072,9536,3855,13391,13117,18034,23723,41757,2440,5105
h11/03/2016,36574,23709,74285,9540,3858,13398,13133,18059,23709,41768,2446,5117
11/02/2016,36520,23711,60231,9464,3872,13336,13131,26494,23711,41776,2447,9325
11/01/2016,36533,23719,29691,9484,3861,13345,13147,24225,23719,41801,2442,5106
10/31/2016,36546,23706,60252,9490,3886,13376,13154,18082,23706,41788,2433,1587
10/30/2016,36581,23662,60243,9522,7708,26321,13139,18067,23662,41729,2437,5093
10/29/2016,36494,23639,60133,9486,3891,13377,21106,18035,23639,41674,2431,5082
10/28/2106,36528,23652,60180,2504,3901,13400,13137,18060,23652,41712,2424,5068
10/27/2016,36556,7634,60233,22051,3903,13427,13143,18065,38571,41742,2423,5064
10/26/2016,36506,23621,60127,20734,7584,13433,13114,18025,23621,41646,4196,5048
10/2z5/2016,36480,37576,90801,9526,3906,13432,13105,18001,23618,41619,2415,5047
10/24/206,36301,23597,59898,9521,3792,13313,13084,17970,23597,41567,3664,5018
10/23/2016,14976,23560,59917,9502,3908,13410,13070,17951,23560,41511,2391,4996
10/22/2016,36291,23539,59830,9493,3901,13394,13043,17915,23539,41454,4058,4982
01/21/2016,36262,23545,59807,9468,3904,13372,16898,17906,23545,68694,2387,4984
0/20/2016,36461,23598,60059,21190,3907,29748,13089,27499,23598,41580,2420,5054
101/9/2016,36465,23565,60030,9511,3911,13422,13073,17975,23565,41540,664,5068
10/18/201v6,36463,23554,60017,9518,3903,13421,13066,5945,23554,59275,4922,5065
10/17/2016,36423,7434,59964,9502,3881,13383,16884,17960,23541,41501,2433,5080
10/16/2016,36399,23594,59993,9439,3882,13321,13088,18001,23594,41595,641,5077
10/15/2016,15862,23554,59888,9404,6893,3999,13074,17972,23554,41526,4800,9964
10/14/2016,36379,23587,34739,9433,6590,13326,13098,17996,23587,41583,2423,5057
10/13/201m6,36406,23593,59999,9433,1489,13326,13102,18014,23593,63409,2427,5066
10/12/2016,36370,23592,28483,9416,3887,32291,16765,18011,41993,41603,2422,5056
10/11/2016,36321,23619,59940,9351,3868,13219,13117,30273,23619,41659,2424,5062
10/10/2016,36337,23571,59908,9389,3879,13268,13101,18019,23571,41590,4536,5050
10/09/2016,36280,23607,59887,9360,3852,13212,22802,18040,23607,41647,2406,5028
10/08/2016,36173,23554,59727,9324,3847,13171,13083,17985,23554,41539,2401,5017
10y/07/2016,19089,23582,59784,9318,3851,13169,13088,17994,23582,41576,2411,5039
10/06/2016,36285,23643,59928,9340,3855,13195,13124,18054,23643,41697,2409,1575
10/05/2016,36231,40728,98401,2442,6417,13180,13095,18022,23585,60570,2406,9446
10/04/2016,36308,23566,59874,9406,3856,13262,13075,18010,23566,41576,815,5036
10/03/2016,64821,23551,59791,9379,8110,13225,13066,17985,23551,41536,2404,5030
10/02/2016,15411,23628,59887,9375,3823,13198,5667,18034,23628,41662,2402,5027
10/01/2016,36144,23574,59718,9314,3807,13121,13060,17993,23574,64511,2403,5030
09/30/2016,36169,23601,59770,9321,3819,13140,13059,5450,23601,41599,3999,5031
09/29/2016,36290,23628,59918,9385,3842,13227,13067,7106,23628,73931,2406,9837
09/28/2016,36314,23634,59948,2630,3844,27839,13073,18041,23634,41675,2403,5036
09/27/0216,20093,23603,59784,9328,3827,13155,13048,18009,23603,65869,4972,5017
09/26/2016,36254,23685,59939,9330,3816,13146,22185,18068,23685,41753,2405,5040
09/25/2016,59667,23661,59857,9295,3820,13115,13080,18055,23661,69251,2399,5026
09/242016,36050,23574,76767,9237,3813,13050,13027,17975,23574,41549,2397,5025
