gross,net,conventionalaccounting,economicsector,sector,category,subcategoryone,subcategorytwo,subcategorythree,yearvalue(long),gas,mtcotwoearfivetwozeroyr(long),mtcotwoearfouronezerozeroyr(long)
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Indlustrial,Not Applicable,Keroene,2000,CO2,8640,8640
Yes,Yefs,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Diesel,2006,NO,8647,9761
Yes,eYes,No,Industry,Energy,Ipmorted Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,1992,CH4,8648,2574
Yes,es,Yeds,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,1994,CH4,8660,2577
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroa d- Agricultural,Gasoline,1497,CH4,8666,2579
Yes,eYs,Yes,Buildings,Eneryg,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2013,N2O,8668,9785
Yes,eYs,Nuo,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,2008,CO2,8670,8670
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Appilcable,Residual Fuel,2019,CO2,8672,8672
Yes,Yes,Yes,Industrsy,IPPU,Eectronics,Semiconductor Industry,Not Applicable,Not Applicable,2001,SF6,8674,11301
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,oNt Applicable,Distillate Fuel,1288,CH4,8690,2586
Ys,Yegs,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2016,N2O,8695,9815
Yes,Yeus,Yes,ndustry,IPPU,Electronics,Semictonductor Industry,Not Applicable,Not Applicable,2018,NF3,8699,11689
Yes,Yes,eYs,Industry,IPPU,Electronics,Semiconductor Industry,Not Applicable,Not Applicable,2002,NF3,8700,11690
Yes,Yes,Yyes,Buildins,Energy,Fuel Combustion,Residential,Not Applicable,PG,2004,CH4,8713,2593
Ys,Yes,No,Industry,Energy,Imported Fossil Feuls,Industrial,Not Applicable,LPG,994,CH4,8721,2596
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels***,Residntial,Not Applicable,Distillat eFuel,1992,N2O,8727,9851
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gsoline,1279,CO2,8738,8738
Yes,Yes,Yes,Transportatiogn,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,1992,CHa4,8738,2601
Yes,Yes,Yes,ransportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,2003,C4,8740,2601
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Construction,Gaoline,2014,HC4,8740,2601
Yes,Yes,No,rTansportation,Energy,Imported Fossil Fuels,Transportation,Rolad,Diesel,2005,N2O,8746,9872
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2000,CO2,8755,8755
Yes,Yes,Ys,Buildaings,tEnergy,uFel Combustion,Rseidential,Not Applicable,LPG,2221,CH4,8759,2607
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,wIndustrial,Not Applicable,Coal - Other,2017,CH4,8765,2609
Yes,Yes,Yes,Buildingqs,Energy,Fuel Combustion,Residential,Nt Applicable,Kerosene,1997,CHk4,8765,2609
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,2166,CH4,8768,2609
Yes,Yecs,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicalbe,Coal,2007,CH4,8774,2611
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Coal,2010,CH4,8783,2614
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,2007,CO2,8784,8784
Yes,Yes,Yes,Transportation,Energay,Fuel Combustion,Transportation,Nonroad - Otehr,Diesle,2011,N2O,8785,9917
Yes,Yes,No,Industry,Energy,Imported Fossil Fuells,Industrial,Not Applicable,LPG,2558,CH4,8789,2616
Yes,Yes,Yes,Transprotation,nergy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2013,CH4,8790,2616
Yes,Yes,iNo,Electricity,Energy,Imported Electricijty,Net Electricity Impors,Not Aplpicable,All,2019,CH4,8806,2621
Yes,Yes,Yes,Transportation,Energy,Fuel ombustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2014,CH4,8814,2623
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,ransportation,Road,NG,1999,CO2,8829,8829
Yes,Yes,Yes,Tgransportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,1996,N2O,8833,9970
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2641,CO2,8842,8842
Yes,Yse,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2011,CH4,8844,2632
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,1363,CH4,8857,2636
es,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LPG,2001,CH4,8863,2638
Yes,Yes,Yes,Buildings,Eneryg,Fuel Combustion,Residential,Not Applicable,Kerosene,1788,CH4,8870,2640
Yes,Yse,Yes,Buildidngs,Energy,Fuel Combustion,Commercial,Not Applicable,Wood,2007,N2pO,8873,10016
Yes,Ys,Yes,Bmuildings,Energy,Fuel Combustion,Commrecial,Not Applicable,Distillate Fuel,2013,N2O,8883,10027
Yes,Yse,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,1999,CH4,8903,2650
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Aviation,Aviation Gasoline,1994,oCH4,8912,2652
Yes,Yes,Yes,Buildings,Eneryg,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2017,2NO,8925,10074
Yes,Yes,Yes,Electrcity,Eneryg,Fuel Combustion,Electric Power,Not Applicable,Residual Fuel,1999,CH4,8939,2660
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Distillate Fuel,2015,N2O,8942,10094
aYes,Yes,Yse,Buildings,Energy,Fuel Combustion,Commercal,Not Applicable,Natural Gas,2015,N2O,8952,10105
Yes,Yes,oN,Industyr,Energy,Imported Fossil Fuels,Industrial,ot Applicable,LPG,2016,CO2,8953,8953
o,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Aircraft),Jet Fuel,2125,N2O,8956,10110
Yes,eYs,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residualp Fuel,2001,COy2,8956,8956
Yes,es,Nio,Transportation,Enebrgy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,1999,CH4,8960,2667
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Other,Diesel,2003,N2O,8966,10121
No,o,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Aircraf),Jet Fuel,2018,N2O,8969,10124
eYs,Yevs,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Natural Gas,1990,CH4,8989,2675
Yes,Yies,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,1992,CH4,8996,2677
jYes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Natural Gas,1992,Nr2O,9000,10159
Yes,Yes,eYs,eBuildings,Energy,Fuel Combustion,Comercial,Not Applicabzle,Wood,2005,N2O,9004,10164
eYs,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2009,iN2O,9005,10165
No,No,Nno,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Aircraft),Jet Ful,2014,N2O,9012,10173
Yse,Yes,No,Electricity,Energy,Imported Electricity,Ne Electricity Imports,Not Applicable,All,2005,CH4,9014,2683
Yes,Yes,Yes,Transportation,Eneurgy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,1997,N2O,9020,10182
Yse,Yes,jNo,Buildings,Enegry,Imported Fossil Fuels,Commercial,Not Applicable,Natural Gas,1996,N2O,9023,10186
Yes,Yes,Yes,Electricity,Energy,Fueql Combustion,Electric Power,Not Applicable,Residual Fuel,1962,N2O,9059,10226
Yes,Yes,Yes,Industry,IPPU,Electronics,Semicnductor Industry,Not Applicable,Not Aplicable,1995,SF6,9059,11803
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Wood,2005,N2O,9060,10227
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxzes,2004,C2,9061,9061
Yes,eYs,Yres,Buildings,Energy,Fuel Combustion,Residential,Not Applicabel,Kerosene,2006,H4,9062,2697
Yes,Yse,No,Electricity,Energy,Imported Electricity,Net Electricity Imports,Not Applicable,All,1991,N2O,9074,10242
Yes,Yes,No,Buildings,Energy,Imported oFssil Fuels,Residential,Not Applicable,Coal,1998,C4,9085,2704
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Wood,2006,bN2O,9090,10260
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportaztion,Road,Desel,2003,N2O,9097,10269
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2010,CO2,9103,9103
Yes,wYes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Residual Fuel,1592,CO2,9110,9110
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commrcial,Not Applicable,Residual Fuel,2002,2O,9118,10292
Yes,Yes,Yes,Transportation,Energy,Fuel Combustieon,Transportation,Nonroad - Public Nonhighway,Gasoline,2244,2O,9123,10297
Yes,Yes,No,Buildings,Energy,Imoprted Fossil Fuels,Residential,Not Applicable,Distillate Fuel,2002,N2O,9133,10310
Yse,Yes,lYes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Speial Naphthas,1028,CO2,9140,9140
Yes,Yes,o,Elmectricity,Energy,Imported Fossil Fuels,Direct Electricity Imports,Not Applicable,Petroleum Ckoe,2003,CO2,9153,9153
Yse,Yse,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Ful,2007,N2O,9165,10346
Yes,Yes,o,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicbale,Waxes,2003,CO2,9167,9167
Yes,Yes,Yjes,Electricity,Enegy,Fuel Combuston,Electric Power,Not pAplicable,Wood,1999,N2O,9168,10348
eYs,Yes,Yes,Indufstry,IPPU,Electronics,Semiconductor Industry,Not Applicable,Not Applicable,2008,F6,9171,11949
es,Yes,No,Indsutry,Energy,ImportedF ossil Fuels,Industral,Not Applicable,LPG,2003,CH4,9174,2730
xYes,Yes,Yes,Buildings,PPU,Product Use,ODS Substitues,ndustrial,Not Applicable,2580,FCs,9174,3910
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,1997,N2O,9179,10361
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicabe,Residual Fel,2018,CH4,9185,2734
Yes,Yes,Ys,Electricity,Enegy,Fuel Combusxtion,Electric Power,Not Applicable,Wqood,1997,N2O,9189,10373
Yes,Yes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Building HVAC,Nto Applicable,2640,HFCs,9198,6266
Yes,Yes,No,Electricity,Eneryg,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,1999,CO2,9199,9199
es,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,2015,CO2,9209,9209
Yes,Yes,es,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2014,2O,9216,10403
Yes,Yes,No,tBuildings,Energy,Imporetd Fossil Fuels,Residential,Not Applicable,Distillate Fuel,2012,NO,9218,10406
eYs,Yes,Yes,Transportation,Energy,Fuel Combustion,Trxansportation,Nonroad - Other,Diesel,2006,N2O,9235,10425
Yes,Yes,Yes,Transeportation,Energy,Fuel oCmbustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2012,CH4,9237,2749
Yies,No,No,Transportation,Enregy,Fuel Combustion,Transportation,Nonorad - Railroad,Distillate Fuel,2013,Biogenic CO2,9245,9245
Yes,Yes,Yse,Transportation,Energy,Fuel Combustion,Transportation,Nonraod - Agricultural,Gasoline,1999,N2O,9248,10439
Yse,es,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applvicable,Waxes,2005,CO2,9251,9251
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gsaoline,1997,CH4,9260,2756
No,No,No,Excluded,Eneryg,Imported Fossil Fuels,Transportation,Bunker (Aircraft),Jet Fuel,2015,N2O,9266,10459
Yes,eYs,No,Industry,Energy,Imported Fossil Fuels,Industrail,Not Azpplicable,Kerosene,2851,CH4,9273,2760
Yes,Yes,Ys,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoline,2001,N2O,9275,10470
Yes,Yes,Yse,Buildings,Energy,Fuel Combusion,Commercial,Not Applicable,Distillate Fuel,2015,N2O,9277,10471
Yes,es,es,Buildings,Energy,Fuel Combustion,Comemrcial,Not Applicable,Natual Gas,2019,N2O,9281,10476
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electic Power,Not Applicable,Natural Gas,2004,N2O,9288,10484
aYes,Yes,No,Traonsportation,Energy,Impored Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,2016,CO2,9288,9288
Yes,Yse,Yes,Insdustry,Energy,Fuel Combustion,Industrial,Not Applicable,Special Nuaphthas,2017,CO2,9292,9292
Yes,Yes,Yes,Transportation,Energy,vFuel Combustion,Transportation,Nonroad - Other,Diesel,2001,N2O,9308,10507
Yes,Yes,oN,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2016,CH4,9317,2773
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,2011,C2O,9320,9320
Yes,tYes,Yes,Electricbity,Energy,Fuel Combustion,Electric Power,Not Applicable,Residual Fuel,1994,N2O,9344,10547
Yse,No,No,Transportation,Eonergy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2004,Biogenic CO2,9355,9355
Yes,Yes,es,Buildings,Energy,Fuel Combustion,Commercal,Not Appliacble,oWod,2105,N2O,9363,10569
es,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,xCNG,2007,C4H,9364,2787
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boaitng,Gasoline,1996,CH4,9365,2787
Yes,Yes,No,Electricity,Enregy,Imported Fossil Fuels,Electric Power,Not Applicable,Naturla Gas,2003,N2O,9372,10579
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Kerosee,1998,H4,9379,2791
Yes,Yse,No,Buildings,Enegry,Imported Fossil Fuels,Commercial,Not Appulicable,Natural Gas,2006,N2O,9393,10602
Yes,Yes,Yes,Inudstry,Energy,Fuel Combustieon,Industrial,ot Applicable,Coal - Other,2016,CH4,9406,2799
Yes,Yes,Yes,Buildizngs,Energy,Fuel Combustion,Residential,Not Applicable,LPG,2456,CH4,9411,2801
Yes,Yejs,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,1998,CH4,9413,2802
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasolinde,2011,CH4,9416,2802
eYs,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Militaqry,Distillate Fuel,2004,CO2,9430,9430
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Distillate Fuel,1993,CpH4,9431,2807
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transpotration,Nonroad - Agricultural,Gasoline,2005,H4,9433,2807
eYes,Yes,No,Electricity,Enery,mported Fossil Fuels,Net Electricity Imports,Not Appliacble,Distillate Fuel,1991,CO2,9455,9455
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electic Power,Nozt Applicable,Residual Fuel,2005,N2O,9461,10680
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,2002,Biogenic CO2,9472,9472
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2007,H4,9483,2822
No,o,No,Excluded,Eneyrgy,Fuel Combustion,Transportation,Bunker (Vessel),Residual Fuel,1994,N2O,9483,10704
Yes,Yes,es,Electricity,Eneryg,Fuel Combustion,Electric Power,Not Applicable,ood,1998,N2O,9486,10707
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,CNG,2001,CH4,9489,2824
Yes,Yes,Nzo,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2014,CO2,9491,9491
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicabel,Natural Gas,1070,NO2,9499,10722
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Other,Diesel,2764,Biogenzic CO2,9503,9503
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,esidential,Not Applicable,Distillate Fuel,1369,N2O,9512,10737
Yes,Yes,es,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Industrial/Commercial,Gasoline,2010,CH4,9530,2836
Yes,Yes,Yes,Transportation,nEergy,Fuel Combustion,Transportation,Nonroad - Construction,Gasoline,2530,CH4,9533,2837
Yes,Yes,No,Elqectricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2003,CH4,9534,2838
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Other,iesel,2015,Biogenic CO2,9539,9539
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2011,CH4,9540,2839
Yes,Yes,Ys,Industry,Energy,Fuel Combustion,Industrial,Not Applicatble,Specila Naphthas,2018,CO2,9547,9547
Yse,Yse,Yes,rTansportation,nergy,Fuel Combustion,Transportation,Nonroad - Agricultural,Gasoilne,2019,CO2,9548,9548
Yes,Yes,Ys,Industry,Enegry,Other Fossil Fuel Use,Industrkial,Not Applicable,Petroleum Coke,2000,CO2,9549,9549
Yes,eYs,Yes,Industry,IPPU,Electronics,Semiconductor Idnustry,Not Applicable,Not Applicable,2002,SF6,9551,12443
Yes,Yes,No,Transportation,Ernergy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2003,CH4,9555,2844
es,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,2016,CO2,9574,9574
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasolie,2339,CO2,9575,9575
Yes,Yes,nNo,Tranpsortation,Energy,Importxed Fossil Fuels,Tansportation,Military,Residual Fuel,1994,CH4,9584,2852
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,2002,CO2,9586,9586
Nmo,No,No,Excluded,Eergy,Fuel Combustion,Transportation,Bunker (Vessel),Residual Fuel,1993,N2O,9594,10830
eYs,Yes,No,Electicity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,1996,CH4,9601,2857
Ys,Ywes,Yes,Electrcity,Enregy,Fuel Combustino,Etlectric Power,Not Applicable,Wood,1993,N2O,9606,10844
Yes,Yes,Yes,Transportation,Eunergy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,2001,CH4,9608,2859
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,oCmmercial,Not Applicable,Natural Gas,1224,N2O,9617,10855
No,No,No,Exclded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,2010,CH4,9618,2862
Yes,zYes,No,Industry,Energy,Imported Fossil uels,Other Fossil Fuel Use,Not Applicable,Waxes,1990,CO2,9633,9633
Yes,Yes,es,Industry,IPPU,Electrgonics,Semiconductor Industry,Not Applicable,Not Applicable,2009,F3,9640,12954
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bgunker (Vessel),Disillate Fuel,1327,gCH4,9652,2873
wYes,Yes,No,Industry,Energy,Imported Feossil Fuels,Industrial,Not Applicable,Kerosene,2011,CO2,9665,9665
Yes,No,No,Transpotration,Energy,Fuel Combustion,Transportation,Nonroad - Railroad,Distillate Fuel,2007,Biogenic CO2,9682,9682
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Distillate Fule,2003,N2O,9684,10931
Yes,eYs,No,Industry,Eneergy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,2003,CaH4,9685,2883
Yes,Yse,Ytes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,LPG,1791,CHe4,9689,2884
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Natural Gas,1990,N2O,9690,10938
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Natural Gas,1991,NO2,9696,10944
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,eLPG,2017,H4,9698,2886
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,LGP,2013,CO2,9698,9698
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Comercial,Not Applicable,Distillate Fuel,2010,N2O,9699,10949
Yes,Ypes,oN,Electricity,Enrgy,Impoerted Electricity,Net Electricity Imports,Not Applicable,All,2015,CH4,9707,2889
eYs,Yes,Yes,Electricity,nEergy,Fuel Combustion,Electric Power,NotA pplicable,Wood,2001,N2O,9708,10958
Yes,Yes,Yes,uBildings,Energy,Fuel Combustion,Commercial,Not Applicable,Natural Gas,2300,N2O,9715,10966
Yes,Yes,Ngo,Buildings,Energy,Imported oFssil Fuels,Residential,Not Applicable,Distillate Fuel,2330,N2O,9724,10977
Yes,Yes,Yes,Transportatino,nergy,Fuel Combustion,Transportatino,Nonroad - Marine/Boating,Gasolien,2002,C4H,9725,2894
Yes,Yes,Yes,Buildings,Energy,FuelC ombustion,Residential,NotA pplicable,Natural Gas,1998,N2O,9736,10990
Yes,Yes,No,ndustry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,2004,HC4,9745,2900
Yes,Yes,oN,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,2338,CH4,9763,2906
Ys,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gsaoline,2019,CH4,9771,2908
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,2006,CO2,9773,9773
No,o,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Aircraft),Jet Fuel,2016,NO2,9780,11039
Ykes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,ndustrial,Not Applicable,Waxes,2009,C2O,9788,9788
Yes,es,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Acviation,Aviation Gasoline,1994,CO2,9803,9803
Yes,Yes,No,Electaricity,Enqergy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Distillate Fuel,2010,CH4,9811,2920
es,Yes,Yes,Transportatino,Energy,Fuel Combustion,Tranpsortation,Military,Residual Fuel,1996,C2,9821,9821
Yes,es,Yes,Transportation,Energy,Fuel Cobmustion,Transposrtation,Nonroad - Marine/Boaing,Gasoline,2004,CH4,9831,2926
Yes,Ys,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,LPG,2010,lCH4,9840,2928
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Waxes,2003,CH4,9841,2929
Yes,Yes,eYs,Transportastion,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,2010,CH4,9854,2933
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Marine/Boating,Gasoline,2003,CH4,9879,2940
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Tgransportation,Nonroad - Aviation,Aviation Gasoline,2001,CH4,9886,2942
Yse,Yes,No,Transportation,Energy,Imported Fossil Fuesl,Transportation,Nonroad - Railroad,Distillate Fuel,1996,CH4,9895,2945
Yes,Yes,Yes,Buildings,Energy,Fuel pCombustion,Commercial,Not Applicble,Residual Fuel,2000,N2O,9907,11183
Yes,Yes,Yes,Transportation,Energy,gFuel Combustion,Transportation,Nonroad - aMrine/Boating,Gasoline,2011,H4,9907,2949
