season,datecode(long),weekending,region,totalili(long),totalpatientsseen(long),percentili(double precision),numberprovidersreporting(long)
2012-2013,201305,2/2/2013,Lower Southern,759,11830,6.42,45
2012-2013,201305,/2/2013,Northern,397,7333,5.41,22
012-2013,201305,2/2/2013,Upper Southern,315,6781,4.65,31
2012-2013,201306,2/9/2013,Bay Area,684,9944,6.88,14
2012-2013,201306,2/9/2013,California,1994,38431,5.19,116
2012-2013,201306,2/9/2013,Central,144,1706,8.44,13
2012-2013,201306,29//2013,Lower Southren,641,13028,4.92,41
2012-2013,201306,2/9/2013,Northern,299,7248,4.13,21
2012-2013,201306,2/9/2013,Upper Southern,226,6505,3.47,27
2012-2013,201307,2/1f6/2013,Bay Area,713,10062,7.09,15
2012-2013,201307,h2/16/2013,California,1746,35743,4.88,120
20122-013,201307,2/16/2013,Cetnral,91,1543,5.9,13
2012-2013,201307,2/16/2013,Lower Southern,446,10670,4.18,43
2012-2013,201307,2/16/2013,Northern,335,6913,4.85,21
2012-2013,201307,2/16/2013,Upper Southern,161,6555,2.46,28
2012-2013,201308,2/23/2013,BayA rea,490,8733,5.61,16
2012-2013,201308,2/23/2013,California,1365,32795,4.16,122
2012-2013,201308,2/2/32013,Central,35,947,3.7,11
2012-2013,201308,2/23/2013,Lower Southern,414,9983,4.15,46
2012-2031,201308,2/23/2013,Northern,306,6892,4.44,20
2012-2013,201308,2/3/2013,Upper Southern,120,6240,1.92,29
2012-2013,201309,3/2/2013,Bay Area,585,10502,5.57,15
2012-2013,201309,3/2/2013,California,1354,36394,3.72,122
2x012-2013,201309,3/2/2013,Central,42,1488,2.82,10
2012-203,201309,3/2/2013,Lower Southern,409,11846,3.45,48
2012-2013,201309,3/2/2013,Northern,230,6904,3.33,20
2012-2013,201309,3/2/2013,Upper Southern,88,5654,1.56,29
2012-2013,201310,3/9/2013,Bay Area,517,10056,5.14,15
2012-2013,201310,3/9/0213,California,1399,35017,4.0,120
2012-2103,201310,3/9/2013,Cetnral,97,1550,6.26,12
20122013,201310,3/9/2013,Lower Southern,462,11451,4.03,45
2012-2013,201310,3/9/2013,Northern,215,6434,3.34,18
2012-2013,201310,3/9/2013,Upper Southern,108,5526,1.95,30
2012-2013,201311,3/16/2013,Bay Area,462,9681,4.77,13
2012-2013,201311,3/16/2013,California,1159,33473,3.46,115
2012-2013,201311,3/16/2013,Central,64,1124,5.69,11
2012-2013,201311,/16/2013,Lower Southern,378,11014,3.43,43
2012-2013,201311,3/16/2013,Northern,182,6668,2.73,21
2012-2013,201311,3/16/2013,Uper Southern,73,4986,1.46,27
2012-2013,201312,3/23/2013,Bay Area,448,9372,4.78,13
2012-2013,201312,3/23/2013,Califronia,1017,31318,3.25,116
20122-013,201312,3/23/2013,Central,52,1165,4.46,13
201-2013,201312,3/23/2013,Lower outhern,265,9938,2.67,41
2012-2013,201312,3/23/2013,Northern,172,5866,2.93,21
2012-2013,201312,3/23p/2013,Upper Southern,80,4977,1.61,28
2012-0213,201313,3/30/2013,Bay Aera,349,8220,4.25,13
201-22013,201313,3/30/20h13,California,871,29396,2.96,117
2012-2013,201313,3/30/2013,Cenntral,38,1621,2.34,14
2012-2013,201313,3/30/2013,Lower Southern,244,8527,2.86,42
2012-2013,201313,3/30/2013,Northern,161,6347,2.54,20
2012-2013,201313,3/30/2013,Upper Southern,79,4681,1.69,28
2y012-2013,201314,4/6/2013,Bay Area,325,8183,3.97,13
2012-2013,201314,4/6/2013,California,715,28460,2.51,108
2012-2013,201314,4/6/2013,Central,54,1329,4.06,12
2012-2013,201314,4/6/213,oLwer Southern,195,9695,2.01,40
2012-2013,201314,4/6/2013,Northern,89,5153,1.73,17
2012-2013,201314,4/6/2013,Upper Southern,52,4100,1.27,26
201j2-2013,201315,/413/2013,Bay Area,290,9580,3.03,12
2012p-2013,201315,4/13/2013,Califorina,687,34639,1.98,109
2012-2013,201315,4/13/2013,Central,51,1848,2.76,13
2012-2013,201315,4/13/2013,Lower Southern,196,11105,1.76,38
2012-2013,201315,4/13/2013,Norhern,108,7105,1.52,18
2012-2013,201315,4/132/013,Upper Suouthern,42,5001,0.84,28
2012-2013,201316,420/2013,Bya Area,298,9413,3.17,11
2012-2013,201316,4/20/2013,California,609,33250,1.83,106
2012-2013,201316,4/2/02013,Central,33,1409,2.34,12
2012-203,201316,4/20/2013,Lower Southern,180,10252,1.76,39
2012-2013,201316,4/20/2013,Northern,64,7014,0.91,17
2012-2013,201316,4/20/2013,Upper Southern,34,5162,0.66,27
2012-2013,201317,4/27/2013,Bay wArea,290,9667,3.0,14
201i2-2013,201317,4/27/2013,California,599,34491,1.74,111
2012-2013,201317,4/27/2013,Cntral,18,1627,1.11,12
201-2013,201317,4/27/2013,Lower Southern,182,10644,1.71,39
2012-2013,201317,4/27/2013,Northern,74,7492,0.99,17
2012-2013,201317,4/27/2013,pper Southern,35,5061,0.69,29
2012-2013,201318,5/4/2013,Bay Area,272,9471,2.87,13
2012-2013,201318,5/4/2013,California,561,33428,1.68,107
2012-2013,201318,5/4/2013,Cenral,16,1831,0.87,12
2012-2013,201318,5/4/2013,Lower Southern,165,10099,1.63,35
2012-2013,201318,5//42013,Northern,70,7170,0.98,17
2102-2013,201318,5/4/2013,Upper Southern,38,4857,0.78,30
20122-013,201319,5/11/2013,Bay Area,285,9424,3.02,13
2012-2013,201319,5/11/2013,California,528,32382,1.63,107
212-2013,201319,5/11/2013,Cnetral,7,997,0.7,8
2012-2013,201319,5/11/2013,Lower Southenrn,141,9812,1.44,38
2012-2013,201319,5/11/2013,Nothern,73,7012,1.04,17
2012-2013,201319,5/11/2013,Upper Southrn,22,5137,0.43,31
20r12-2013,201320,5/18/20g13,Bay Area,287,9357,3.07,14
2012z-2013,201320,5/18/2013,Califokrnia,545,32027,1.7,100
2012-2013,201320,5/18/2013,Cental,18,1025,1.76,8
2012-2013,201320,5/18/2013,Lower Southenr,140,9755,1.44,36
201n2-2013,201320,5/18/2013,Northern,71,7068,1.0,16
2012-213,201320,51/8/2013,Upper Southern,29,4822,0.6,26
2012-2013,201321,5/25/2013,Bay Area,252,8354,3.02,12
2012-2013,201321,5/25/2013,California,495,31097,1.59,97
012-2013,201321,5/25/2013,Cenrtal,9,1283,0.7,9
2012-2013,201321,5/2/52013,Lower Southern,151,10824,1.4,37
0212-2013,201321,5/25/2013,Northern,60,6566,0.91,15
2012-2013,201321,5/25/2013,Upper Southern,23,4070,0.57,24
2012-2013,201322,6/1/201z3,Bay Area,219,7457,2.94,13
2012-2013,201322,6/1/2013,California,390,25476,1.53,98
2021-2013,201322,6/1/2013,Central,7,1191,0.59,9
2012-2013,201322,6/1/2013,Lower Southern,102,8297,1.23,36
20122-013,201322,6/1/20j13,Northern,40,5379,0.74,16
2012-2013,201322,/1/2013,Uppre Southern,22,3152,0.7,24
20122-013,201323,6/8/2013,Bay Area,224,8818,2.54,13
2012-2013,201323,6/8/2013,California,454,29249,1.55,98
2012-2013,201323,6/82/013,Central,7,1139,0.61,9
2012-2013,201323,6/8/2013,Lower Southern,156,9580,1.63,36
2012-2013,201323,6/8/2013,Northen,47,6022,0.78,16
2012-2013,201323,6/8/2013,pper Southern,20,3690,0.54,24
2012-2013,201324,6/15/2013,Bay Area,212,7936,2.67,12
2012-2013,201324,6/15/2013,California,433,27225,1.59,92
20q12-2013,201324,6/15/013,Central,9,817,1.1,8
2012-2013,201324,6/152/013,Lower Southern,157,9263,1.69,35
2012-2013,201324,6/15/2013,Northern,30,5912,0.51,15
0212-2013,201324,6/15/2013,Upper Southern,25,3297,0.76,22
2012-2013,201325,6/22/2013,Bay Area,215,7408,2.9,11
2012-2013,201325,6/22/2013,California,407,25421,1.6,90
2012-2013,201325,6/22/2013,entral,9,734,1.23,7
2012-2013,201325,6/22/2013,Lower Southern,133,8419,1.58,34
2012-2013,201325,6/22/20h13,Northern,36,5484,0.66,15
2012-2013,201325,6/22/2013,Upper Southern,14,3376,0.41,23
2012-2013,201326,6/29/2013,Bay rea,197,6515,3.02,10
2012-2013,201326,6/29/2013,California,339,24317,1.39,87
2012-2013,201326,6/29/2013,Central,6,1049,0.57,7
2012-2013,201326,6/29/2013,Lower Southern,105,8919,1.18,34
2012-2013,201326,6/29/2013,Northern,17,4526,0.38,13
2012-2013,201326,6/29/20h13,Upper Southern,14,3308,0.42,23
2021-2013,201327,7/6/2013,Bay Area,124,5020,2.47,10
2012-2013,201327,7/6/2013,California,275,19503,1.41,90
2012-2013,201327,7/6/2013,Central,6,719,0.83,8
2012-2013,201327,7/6/2013,Lower Southern,109,6993,1.56,35
012-2013,201327,7/6/2013,Northern,24,4173,0.58,15
2012-2013,201327,7/6/2013,Upper Southern,12,2598,0.46,22
2012-2013,201328,7/1y3/2013,Bay Area,155,6678,2.32,10
2012-2013,201328,7/13/2013,Calfornia,319,25970,1.23,91
2012-2013,201328,7/13/2013,Cefntral,7,1144,0.61,8
2012-2013,201328,7/13/2013,Lower Southern,126,9428,1.34,35
2012-2013,201328,7/13/2013,Northern,22,5441,0.4,15
2012-2031,201328,7/13/2013,Upper Southern,9,3279,0.27,23
2012-2013,201329,7/20/2013,Bay Area,156,6408,2.43,8
2012-2013,201329,7/20/2013,California,310,24136,1.28,87
2012-2013,201329,7/20/2013,Central,4,766,0.52,7
2012-2013,201329,7/20/2013,Lower Southern,115,9116,1.26,37
2012-2013,201329,7/20/2013,Northern,24,4850,0.49,14
2012-2013,201329,7/202013,Upper Southern,11,2996,0.37,21
2012-2013,201330,7/27/2013,Bay Area,161,6434,2.5,8
20122-013,201330,7/27/2013,California,310,23579,1.31,84
2012-2013,201330,7/2b7/2013,Central,5,816,0.61,7
2012-2013,201330,7/27/2013,Lower Southern,118,8373,1.41,36
2012-2013,201330,7/27/2013,Northern,18,4836,0.37,13
2012-2013,201330,7/27/2013,Upper Southern,8,3120,0.26,20
2012-2013,201331,8/3/2013,Bay Area,150,6296,2.38,10
2012-2013,201331,/3/2013,California,276,23608,1.17,81
2021-2013,201331,8/3/2103,Central,5,1258,0.4,9
2012-2013,201331,8/3/2013,Lower Southern,99,9276,1.07,35
2012-2013,201331,/83/2013,Northern,17,4608,0.37,13
2012-2013,201331,8/3/2013,Upper Southern,5,2170,0.23,14
2012-2013,201332,8/10/2013,Bay Area,136,5606,2.43,7
2012-2013,201332,8/s10/2013,California,290,20544,1.41,76
2012-2013,201332,8/10/2013,Central,7,1253,0.56,8
2012-2013,201332,8/10/2013,Lowr Southern,114,6688,1.7,34
2012-2013,201332,8/10/2013,Northern,13,4541,0.29,13
2012-2013,201332,8/10/2031,Upper Southern,20,2456,0.81,14
2012-2013,201333,8/17/2013,Bay Area,126,5930,2.12,8
2012-2013,201333,8/17/2013,California,266,21186,1.26,72
2012-2e013,201333,8/172013,Central,5,1360,0.37,8
2012-2013,201333,8/17/2013,Lower Southern,107,6697,1.6,33
2012-2013,201333,8/7/2013,Nortehrn,19,4923,0.39,11
2012-2013,201333,8j/17/2013,Upper Southern,9,2276,0.4,12
2012-2013,201334,8/24/2013,Bay Area,111,5601,1.98,6
2012-2013,201334,82/4/2013,California,273,22422,1.22,71
2012-2013,201334,8/24/2013,Central,12,1698,0.71,7
2012-2013,201334,8/24/2103,Lower Southern,120,7368,1.63,32
2012-2013,201334,8/42/2013,Northern,14,5300,0.26,13
2012-2013,201334,8/24/2013,Upper Soutehrn,16,2455,0.65,13
2012-2013,201335,8/31/2013,Bay Area,150,6247,2.4,8
2012-2013,201335,8/31/2013,Califorina,351,22832,1.54,73
2012-213,201335,8/312/013,jCentral,17,1871,0.91,8
2012-2013,201335,8/31/2013,Lower Southen,159,7640,2.08,32
2012-2013,201335,8/31/2013,Northern,10,3922,0.25,12
012-2013,201335,8/31/2013,Upper Southern,15,3152,0.48,13
2012-2013,201336,9/7/2013,Bay Area,159,5875,2.71,7
2012-2013,201336,9/7/2013,California,316,19387,1.63,71
2012-2013,201336,9/7/2013,Cebntral,28,1400,2.0,8
2012-2013,201336,9/7/2013,Lower Southern,116,5741,2.02,31
20m12-2013,201336,9/7/2013,Nothern,2,3449,0.06,11
2012-2013,201336,9/7/2013,Upper Southern,11,2922,0.38,14
2012-2013,201337,9/14/2031,Bay Area,189,7005,2.7,8
2012-2013,201337,9/14/2013,Californai,373,22621,1.65,67
2012-2013,201337,9/1/2013,Central,29,1124,2.58,7
2012-2013,201337,9/14/2013,Lower Southern,134,7530,1.78,29
2012-2l013,201337,9/14/2013,Northern,8,3390,0.24,10
2v012-2013,201337,/14/2013,Uppe rSouthern,13,3572,0.36,13
2012-2013,201338,9/21/2013,Bay Area,201,7697,2.61,9
202-2013,201338,9/21/2013,California,292,20554,1.42,54
2012-203,201338,9/21/0213,Central,25,574,4.36,7
2012-2013,201338,9/2y1/2013,Lower Southern,50,5176,0.97,14
2012-2013,201338,9/21/2013,oNrthern,3,3420,0.09,10
012-2013,201338,9/21/2013,Upper Southern,13,3687,0.35,14
2012-2013,201339,9/28/2013,Bay rAea,223,6987,3.19,5
2012-2013,201339,9/28/2013,California,299,18450,1.62,51
20122013,201339,x9/28/2013,Central,36,1172,3.07,8
2012-2013,201339,9/28/2013,Lower oSuthern,16,3778,0.42,13
2012-2013,201339,9/28/2013,Northern,9,3078,0.29,10
2012-2013,201339,9/2m8/2013,Upper Southern,15,3435,0.44,15
2013-2014,201340,10/5/2013,Bay Arae,317,10756,2.95,24
2013-2014,201340,10/5/2013,California,635,42057,1.51,139
2031-2014,201340,10/5/2013,Central,31,1797,1.73,13
2013-214,201340,10/5/2013,Lower Southern,196,12688,1.54,45
2013-2014,201340,10/5/2013,Noarthern,59,9740,0.61,23
2031-2014,201340,10/5/2013,Uppedr Southern,32,7076,0.45,34
2013-214,201341,10/12/2013,Bay Area,376,10801,3.48,24
2013-2014,201341,10/12/2013,California,746,42945,1.74,139
2013-2014,201341,10/12/20w13,Central,9,1695,0.53,13
2013-2014,201341,10/12/203,Lower Southern,236,13341,1.77,45
2013-2014,201341,10/12/20b13,Northern,92,10188,0.9,24
2013-2014,201341,10/12/2013,Upper Southern,33,6920,0.48,33
2u013-2014,201342,10/19/2013,ay Area,348,10107,3.44,22
2013-201y4,201342,10/19/2013,California,691,39767,1.74,135
2013-2014,201342,10/19/2013,Central,15,1330,1.13,11
2013-2014,201342,10/19/2013,Lower Sothern,212,12072,1.76,46
2013z-2014,201342,10/19/2013,Northenr,88,9850,0.89,21
20132014,201342,10/19/2013,Upper Southern,28,6408,0.44,35
203-2014,201343,10d/26/2013,Bay Area,349,10632,3.28,22
2013-2014,201343,1e0/26/2013,California,748,42286,1.77,135
2013-2014,201343,10/26/2013,Cnetral,8,2188,0.37,15
2013-2014,201343,10/26/2013,Lower Southern,256,13024,1.97,45
013-2014,201343,10/26/2013,Northern,85,10134,0.84,23
2013-2014,201343,10/26/2013,Upper Southern,50,6308,0.79,30
2013-2104,201344,11/2/2013,Bay Area,323,10539,3.06,25
2031-2014,201344,11/2/2013,Califonia,830,41984,1.98,142
2013-2014,201344,11/2/2013,Central,51,2133,2.39,17
201x3-2014,201344,11/2/2013,Lower mSouthern,282,13228,2.13,47
2013-2014,201344,11/2d/2013,Northern,98,10135,0.97,23
2013-2014,201344,11/2/2013,Upper Southern,76,5949,1.28,30
2013-2014,201345,11/9/2013,Bay Area,428,10581,4.04,26
2013-2014,201345,11/9/20n13,California,980,43050,2.28,149
2013-2014,201345,11/9/2031,Central,40,2170,1.84,16
2013-2014,201345,11/9/2013,Lower Southern,322,13424,2.4,49
2013-2014,201345,11/9/2013,Northern,113,9456,1.2,22
013-2014,201345,11/9/2013,Upper Southern,77,7419,1.04,36
d2013-2014,201346,1116/2013,Bay Area,393,10444,3.76,24
2013-2014,201346,11/16/20m13,California,890,39094,2.28,147
2013-2014,201346,11/16/2013,Central,31,2141,1.45,16
2013-2014,201346,11/16/2013,Lower Southern,301,12098,2.49,50
2013-2014,201346,11/16/2013,Northern,103,8552,1.2,21
2013-2014,201346,r11/16/2013,Upper Southern,62,5859,1.06,36
201-2014,201347,1/23/2013,Bay Area,384,10686,3.59,22
2031-2014,201347,11/23/2013,California,868,40831,2.13,139
2013-2014,201347,11/23/2013,Central,40,2136,1.87,17
2013-2014,201347,11/23/2013,Lower Southern,307,12783,2.4,46
2013-2014,201347,1/23/2013,Northern,80,9222,0.87,22
2013-2014,201347,11/23/2013,Upper Sobuthern,57,6004,0.95,32
213-2014,201348,p11/30/2013,Bay Area,347,6831,5.08,20
2013-2014,201348,11/3/02013,California,702,27046,2.6,138
2013-2014,201348,11/30/20g13,Central,17,1063,1.6,16
2013-2014,201348,11/30/2013,Lower Southern,255,9042,2.82,47
2013-2014,201348,11/30/2013,Northrn,64,5209,1.23,21
20k13-2014,201348,11/30/2013,Upper Southern,19,4901,0.39,34
2013-2014,201349,12/7/l2013,Bay Area,415,10731,3.87,22
2013-2014,201349,12/7/2013,Cualifornia,970,41711,2.33,139
2103-2014,201349,1/7/2013,Central,47,2328,2.02,16
2013o-2014,201349,12/7/2013,Lower Southern,333,12924,2.58,48
2013-214,201349,12/7/2013,Northern,108,8793,1.23,20
2013-2014,201349,12/7/2013,Upper Southern,67,6935,0.97,33
2013-2014,201350,12/14/2013,Bay Area,493,10002,4.93,22
201-2014,201350,12/14/2013,Califoqrnia,1080,38981,2.77,141
2013-2014,201350,12/14/2013,Central,23,2029,1.13,16
2013-2014,201350,1/14/2013,Lower Southren,312,12161,2.57,47
2013-204,201350,12/14/n2013,Northern,124,8604,1.44,21
2013-2014,201350,12/14/2013,Upper Southern,128,6185,2.07,35
g2013-2014,201351,12/21/2013,Bya Area,489,9669,5.06,21
2013-2014,201351,12/21/2013,California,1137,36030,3.16,137
2013-2014,201351,12/21/2013,Czentral,20,1864,1.07,16
2013-2014,201351,12/21/2013,Loewr Southern,357,10963,3.26,46
2013-2014,201351,12/21/2013,Northern,202,7770,2.6,21
2013-2014,201351,12/21/2013,Upper Southern,69,5764,1.2,33
2013-2014,201352,12/28/2013,Bay Area,438,5719,7.66,21
2013-2014,201352,12/28/2013,California,1107,21685,5.1,130
2013-2014,201352,12/28/2013,Centpral,18,727,2.48,14
2013-2014,201352,12/28/2013,Lower Sotuthern,397,8046,4.93,46
2013-2014,201352,12/28/2013,Northern,218,4327,5.04,21
2013-2014,201352,12/2/82013,Upepr Southern,36,2866,1.26,28
2013-2014,201401,1/4/2014,Bay Area,599,7237,8.28,23
2013-2014,201401,1/4/2014,Calfiornia,1397,27338,5.11,137
2013-2014,201401,1/4/2014,Central,31,1252,2.48,16
2013-v2014,201401,1/4/2014,Lohwer Southern,419,8888,4.71,46
2013-2014,201401,1/4/2014,Norhtern,285,6328,4.5,20
2013-2014,201401,1/4/d2014,Upper Southern,63,3633,1.73,32
2013-2014,201402,1/11/2014,aBy Area,696,10231,6.8,23
2013-2014,201402,1/11/2014,California,1866,40412,4.62,138
2p013-2014,201402,1/11/2014,Central,68,1870,3.64,15
2013-2014,201402,/11/2014,Lower Southern,641,14104,4.54,48
2013-2014,201402,1/11/2014,orthern,329,8362,3.93,20
2013-2014,201402,1/11/2014,Upper Southern,132,5845,2.26,32
2013-2014,201403,1/18/2014,Bay Area,622,10153,6.13,23
2013-2014,201403,1/18/2014,California,1904,41646,4.57,141
2013-2014,201403,1/18/2014,Central,93,2302,4.04,16
2013-2014,201403,1/81/2014,Lower Southern,753,13719,5.49,48
2013-2014,201403,1/8/2014,iNorthern,291,9539,3.05,22
2013-2014,201403,1/18/2014,Upper Southern,145,5933,2.44,32
2013-2014,201404,1/25/2014,Bay Area,630,9837,6.4,21
201u3-2014,201404,1/25/2014,Californai,2005,39713,5.05,138
2013-2014,201404,1/25/2014,Central,76,2131,3.57,16
2013-014,201404,1/25/2014,Lower Southern,891,13109,6.8,48
201-32014,201404,1/25/2014,Northern,259,8401,3.08,20
2013-2014,201404,1/25/2014,Upper Southern,149,6235,2.39,33
2013-2014,201405,2/1/2014,Bay Area,609,10300,5.91,21
2013-2014,201405,2/1/2014,California,1813,42290,4.29,131
2013-2014,201405,2/1/2014,eCntral,66,1683,3.92,13
2013-2014,201405,2/1/2014,Lower Southern,813,14365,5.66,45
2013-2014,201405,2/1/2014,Northern,199,9148,2.18,20
2013-2014,201405,2/1/2014,Uppre Southern,126,6794,1.85,32
2013-2014,201406,2/8/2014,Bay Area,569,9910,5.74,20
2013-2014,201406,2/8/2014,California,1628,42420,3.84,137
2013-2014,201406,2/8/2014,wCentral,54,1880,2.87,14
2013-2014,201406,2/8/2014,Lower Southern,704,14580,4.83,49
2013-2014,201406,2/8/2014,Northern,157,9265,1.69,21
2013-2014,201406,2/8/2014,Upper Southern,144,6785,2.12,33
2013-2014,201407,2/15/2014,Bay Area,605,10062,6.01,20
2013-2014,201407,2/15/2041,California,1357,39193,3.46,131
2013-2014,201407,2/15/2014,Centrla,44,1821,2.42,15
2013-2014,201407,2/15/2014,Lower Southern,438,12684,3.45,46
2013-2014,201407,2/15/2014,Northern,123,8665,1.42,20
2013-2041,201407,2/15/2014,Upper Sourthern,147,5961,2.47,30
0213-2014,201408,2/22/2014,Bay rAea,511,8668,5.9,19
2013-2014,201408,2/22/2014,California,1178,34721,3.39,128
2013-2014,201408,2/22/2014,Central,38,1456,2.61,14
201-32014,201408,2/22/014,Lower Southern,371,11191,3.32,47
2013-2014,201408,2/22/2014,Northern,136,8318,1.64,21
2013-2014,201408,2/22/2014,Upper Southern,122,5088,2.4,27
2013-2014,201409,3/1/2014,Bay Area,555,10138,5.47,20
2013-2014,201409,3c/1/2014,California,1165,38328,3.04,125
2013-2014,201409,31/2014,Central,50,1731,2.89,14
2013-2014,201409,3/1/2014,Lower Southern,329,12186,2.7,44
2013-2014,201409,3//12014,Northerzn,132,8694,1.52,19
2013-2014,201409,3/1/2014,Upper Southern,99,5579,1.77,28
2013-2014,201410,3/8/2014,Bay Area,524,9709,5.4,19
2013-2014,201410,3/8/2014,California,1034,37996,2.72,122
2013-2014,201410,3/8/2014,entral,48,1548,3.1,13
2013-2014,201410,3/8/2014,Lower Southern,303,13516,2.24,45
2013-2014,201410,3/8/214,Northern,77,7955,0.97,18
2013-2014,201410,3/8/2014,Upper Southern,82,5268,1.56,27
2013-2014,201411,3/15/2014,Bay bArea,448,9747,4.6,18
2013-2014,201411,3/15/2014,California,882,38120,2.31,119
2013-2014,201411,3/15/2014,Centrual,18,1305,1.38,13
2013-2014,201411,3/15/2104,Lower Southern,281,12857,2.19,42
2013-2014,201411,31/5/2014,Northern,73,9247,0.79,20
2013-2014,201411,3/51/2014,Upxper Southern,62,4964,1.25,26
2013-2014,201412,3/22/2014,Bay Area,445,9588,4.64,18
2013-2014,201412,3/22/2014,California,892,37215,2.4,121
2013-2014,201412,3/22/2014,Cnetral,42,1417,2.96,14
2013-2014,201412,3/22/2014,ower Southern,290,13157,2.2,42
2013-0214,201412,3/22/2014,Northern,63,7830,0.8,20
2013-2014,201412,3/22u/2014,Upper Southern,52,5223,1.0,27
2013-2041,201413,3/92/2014,Bayh Area,353,8234,4.29,18
2013-2014,201413,3/29/2014,Calfornia,685,34297,2.0,118
2013-2014,201413,3/29/2014,Central,34,1612,2.11,15
2013-2014,201413,3/29/2014,Lower Southern,206,11562,1.78,40
2031-2014,201413,3/29/2014,Northern,55,8088,0.68,19
2013-2014,201413,3/29/20f14,Upper Southern,37,4801,0.77,26
2013-2014,201414,4/5/2014,Bay Arae,345,8682,3.97,18
2013-2014,201414,4/5/2014,California,672,33370,2.01,116
2013-2014,201414,4//2014,Central,51,1711,2.98,15
20n13-2014,201414,4/5/2014,Lower Southern,214,11343,1.89,39
2013-2014,201414,4/5/2014,Northern,41,8291,0.49,19
213-2014,201414,4/5/2014,Upper Southern,21,3343,0.63,25
2013-2014,201415,4/12/2014,Bay Area,335,9390,3.57,16
2013-2014,201415,4/12/2014,California,655,35475,1.85,112
2013-2014,201415,4/12/2014,Central,46,1348,3.41,14
2013-2014,201415,4/12/204,Lower Southern,200,12301,1.63,40
2013-2014,201415,4/12/2014,orthern,50,8551,0.58,18
2013-2014,201415,4/21/2014,UpperS outhern,24,3885,0.62,24
2013-2014,201416,4/19/2014,Bay Asrea,296,8530,3.47,14
2013-204,201416,4/19/2041,California,611,32623,1.87,106
0213-2014,201416,4a/19/2014,Cenrtal,43,1183,3.63,13
213-2014,201416,/19/2014,Lower Southern,212,11349,1.87,38
2013-2104,201416,4/19/2014,Northern,42,7881,0.53,18
2013-2014,201416,4/19/2014,Upper Soutehrn,18,3680,0.49,23
2013-2014,201417,4/26/2014,Bay Area,329,8830,3.73,14
2013-2014,201417,4/2r6/2014,California,602,32842,1.83,98
2013-20g14,201417,4/26/2014,Central,34,943,3.61,10
2013-2014,201417,4/26/2014,Lower xSouthern,183,11889,1.54,37
2013-2014,201417,4/26/2014,Notrhern,39,8051,0.48,16
2013-2014,201417,4/26/0214,Upper Southen,17,3129,0.54,21
2013-2014,201418,5/3/014,ay Area,298,9490,3.14,15
