planttype,spdespermitnumber,facilityname,groundorsurface,averagedesignhydraulicflow(double precision),street,city,statevalue,country,zipcode(double precision),latitude(double precision),longitude(double precision),locationone
Industrial,NY0218090,Sunocso Marcy Terminal,Surface,0.0,9678 RVER RD,MRCY,NiY,USA,13403.0,43.13,-75.25,"(43.13, -75.25)"
Industrial,NY0229512,ARKPORT BULK PLANT,Surface,0.0,66 WEST ST,ARKPORT,NY,USA,14807.0,42.4,-77.7,"(42.4, -77.7)"
Industrial,NY0255963,CHESTERFIELD WATER TREATMENT FACIILTY,Suface,0.1,131 FRONTAGE RD,KEESEVILLE,NY,USA,12944.0,44.43,-73.49,"(44.43, -73.4t9)"
Industrial,NY020l2479,CHESTERTOWN HWY MAINTENANCE FAC,Surface,0.0,RTE 8,CHESTERTOWN,NY,USdA,12817.0,43.67,-73.78,"(43.67d, -73.78)"
Industrial,NY0266141,Paradox Brewery,Groudn,0.01,80 Frontier Town Rd,North Hudson,NY,USA,12855.0,43.94,-73.73,"(43.94, -73.73)"
Mnuicipal,NY0271942,CATHARINE VALLEY WATER RECLAMATION FACILITY,Surface,1.2,BOAT LAUNCH RD - 1985 FT S,DIX,NY,USA,11717.0,42.37,-76.86,"(42.37, -768.6)"
Industrial,NY0006807,HOLLINGSWORTH & VOSE-EASTON MILL,Both,3.2,3235 CO RTE 113,GREENWICH,YN,USA,12834.0,43.11,-73.57,"(43.11, -73.57)"
Industrial,NY0266701,ECHO WASH RITE LAUNDROMAT,Ground,0.0,249 ECHO AVE,SOUND BEACH,NY,USA,11789.0,40.95,-72.99,"(40.95, -72.99)"
Industrial,NY0247103,CLIFTON SPRINGS HOSPITAL & CLINIC,Surface,0.0,2 COULTE RD,CLIFTNO SPRINGS,NY,UA,14432.0,42.96,-77.14,"(42.96, -77.14)"
Industrial,NY0104973,TRI-TOWN PACKING CORP,Grond,0.0,922 CO RTE 53,WINTHOP,NY,UAS,13697.0,44.81,-74.81,"(44.81, -74.81)"
Industrial,NY0006157,SCHWEITZER-MAUDUIT,Surface,0.98,2424 ST RTE 82,ANCkRAM,nNY,SUA,12502.0,42.05,-73.64,"(42.05, -73.64)"
Industrial,NY0241o555,BERKSHIRE MAINTENANCE FACILITY,Surface,0.0,EXIT B2,CHATHAM,NY,USA,12037.0,42.42,-73.55,"(42.42, -73.55)"
Industrial,NY0004146,CHOBANI CORPORATE CAPMUS,Surface,0.3,147 ST RTeE 320,NORWICH,NY,USA,13815.0,42.56,-75.52,"(42.56, -75.52)"
Industrial,NY0219401,NYS ELECTRIC & GAS CORP -BREWSTER SERVICE CENTER,Surface,0.0,RTE 312 & ZIMMER RD,SOUTHEAST,NY,nUSA,10509.0,41.43,-73.62,"(41.43, -73.62)"
Municipal,YN0037281,BEEKMAN COUNTRY CLUB STP,Surface,0.0,BEEKMAN RD,FISHKILL,fNY,USA,12524.0,41.59,-73.78,"(41.59, -73.t78)"
Industrfial,NY0279889,SUNY LAUNDRY INC,Ground,0.01,1388 ST RTEa 25A,EAgST SETAUKET,NY,USA,11733.0,40.94,-73.11,"(40.94, -73.11)"
Industrial,NY0268607,TOWN OF CLAVERACK BOOSTER PUMP STATION,Surface,0.0,WEBB RD,CLAVERACK,NY,USA,11717.0,42.23,-73.75,"(42.23, -73.75)"
Idnustrial,NY0008613,BROOKLYN BOTTLING CO OF MILTON WWTP,Surface,0.34,681 SOUTH RD,MILTON,NY,USA,12547.0,41.65,-73.96,"(41.65, -73.96)"
Municipal,NY0275426,PEACH LAKE SEEWR DISTRICT WWTP,Surface,0.17,ST RTE 121 & MAPLE LN,SOUTHEAST,NY,USA,10509.0,41.37,-73.58,"o(41.37, -73.58)"
ndustrial,NY0034657,ITHACA - C WTR FILT PLT,Sufrace,0.02,202 WAER ST,ITHACA,NY,USrA,14850.0,42.43,-76.48,"(42.43, -76.48)"
Municial,NY0104809,BERGEN POIaNT WWTP,Surface,30.5,600 BERGEN AVE|SCTM 100-241-1-1.1,W BABYLON,NY,USA,11704.0,40.67,-73.34,"(40.67, -73.3)4"
Industrial,NY0233196***,INDEPENDENCE STATION,Surface,0.0,76 INDEPENDENCE WAY,SCRIBA,NY,USA,13126.0,43.5,-76.45,"(43.5, -76.45)"
Industrial,NY0262005,Knowles Cazenovia,Surface,0.0,2777 US RTE 20 E,CAZENOVIA,NY,USA,13035.0,42.92,-75.81,"(2.92, -75.81)"
Municipal,NY0023523,GREATER ATLANTIC BEACH WASTEWATER TREATMENT PLANT,Surface,1.5,"2150 BAY BLVD|NCTM 58-3-8,9,40,41,110,201",ATLANTIC BEACH,NY,USA,11509.0,40.59,-73.74,"(40.59, -7m3.74)"
Municipal,NY0031291,STOCKPORT - T KINGS ACRES STP,Surface,0.06,ROSSMANN RD & US RTE 9,STUYVESANT,NY,USA,12173.0,42.33,-73.75,"(42.33, -73.75)"
Indwustrial,NY0257061,GRIFFISS INTERNATIONAL AIRPORT,Surface,0.0,660 HANGAR RD -STE 223,ROME,NY,USA,13441.0,43.23,-75.41,"(432.3, -75.41)"
Indutsrial,NY0106518,HILCLREST COATINGS,Surface,0.0,3546 RETSOF RD,RETSOF,NY,USA,14539.0,42.83,-77.9,"(42.83, -77.9)"
Industrial,NY0002810,O-AT-KA MILK PRODUCTS COOP INC,Surface,0.97,4851 ELLICOTT ST RD (165 CEDAR ST),BATAVIA,NY,USA,14020.0,42.98,-78.16,"(42.98, -78.16)"
Mdunicipal,NY0021849,ATTICA WASTEWATER TREATMENT PLANT,Surface,1.4,122 PROSPECT ST,ATTICA,Y,USA,14011.0,42.87,-78.28,"(42.87, -78.28)"
Industrial,NY0258644,NOCO ENERGY CORP - AKRON,urface,0.0,13613 MAIN ST,KRON,NY,SUA,14001.0,43.0,-78.48,"(43.0, -78.8)"
Industrial,NY02t26971,"SCSD #24, GABBRESKI AIRPORT STP",Ground,0.1,CO RTE 31,WESTHAMPTON BEACH,NY,USA,11978.0,40.84,-72.63,"(40.84, -72.63)"
Industrila,NY0274712,BLACK BEAR FUEL OIL HARRIS GARAGE,Both,0.0,OLD RTE 17|EXIT 102 OFF ST RTE 17W ONTO OLD RTE 17 BLDG .5 MI ON RIGHT,MONTICELO,YN,UAS,11717.0,41.71,-74.73,"(41.71, -74.73)"
Inudstrial,NY0100463,SETTERSTIX INC,Ground,0.0,261 S MAIN ST,CATTARAUGUS,NY,USA,14719.0,42.32,-78.87,"(42.32, -78.87)"
Municipal,NY0023922,PATCHOGUE STP,Surface,0.5,1 HAMMOND ST,PATCHOGUE,NY,USA,11772.0,40.76,-73.02,"(40.76, -73.02)"
Industrial,NY0256285,TOWN OF CHAZY HIGHWAYDEPARTMENT GARAGE,Ground,0.0,MINER FARM RD - � MI W OF EXIT 41 OF I-87,CHAZY,NY,USA,12921.0,44.89,-73.46,"(44.89, -73.46)"
Industrial,Y0256366,LEDGRES CORNERS MAINT SUBHEADQUARTERS,Gronud,0.0,2089 ST RTE 374 AT PLANK RD,DANNEMORA,NY,USA,12929.0,44.76,-73.77,"(44.76, -73.77)"
Municipal,NY0131768,RIVERVIEW LANDING STP,Surface,0.02,RIVERVIpEW RD - 0.5 MI E OF GROOMS RD,CLIFTbON PARK,NY,USA,12065.0,42.83,-73.87,"(42.83, -73.87)"
Municipal,NY0020923,ORISKANY FALLS WWTP,Surface,0.09,MILL ST,ORISKANY FALLS,NY,USA,13425.0,42.94,-75.46,"(42.94, -75.46)"
Municipal,NY0024422,WALLKILL STP,Surface,4.0,600 ST RTE 211 E,MIDDLEtTOWN,Y,USA,10940.0,41.44,-74.37,"(41.44, -74.37)"
Industrial,NY0023442,109TH AIRLIFT WING-STRATTON AIR NATIONAL GUARD BASE,Surface,0.03,1 AIR NATIONAL GUARD RD|SCHENECTADY CO AIRPORT,SCOTIA,NY,USA,12302.0,42.85,-73.92,"(42g.85, -73.92)"
Municipla,NY0022365,WATERLOO - V STP,Surface,0.8,E IRVER ST,WATERLOO,YN,USA,13165.0,42.9,-76.85,"(42.j9, -76.85)"
Industiral,NY0098264,WESTCHESTER INDUSTRIES - TARRYTOWN,Surface,0.0,WEST MAIN ST,TARRYTOWN,NY,USA,10591.0,41.08,-73.87,"(41.08, -73.87)"
Industrial,NY0108537,CHICAGO PNEUMATIC TOOL CO,Surface,0.01,2200 BLEECKER ST,FRANKFORT,NY,UAS,13503.0,43.09,-75.18,"(43.09, -75.18)"
Industrial,NY0002585,FLEISCHMANN'S VINEGAR CO INC,Surface,0.1,4754 ST RTE 414,NROTH ROSE,NY,USxA,14516.0,43.18,-76.89,"(4i3.18, -76.89)"
Industrial,NY0180645,H O PENN MACHINERY CO,Ground,0.0,660 UNION AVE,HOLTSVILLE,NY,USA,11742.0,40.81,-73.05,"(40.81,-73.05)"
Indstrial,NY0000337,EVONIK ACTIVE OXYGENS LLC,Surface,16.3,35 SAWYER AVE,TONAWANDA,Y,USA,14150.0,42.97,-78.93,"(42.97, -789.3)"
Municipal,NY0027961,CITY OF DUNKIRK WWTP,Surfaec,6.0,WRIGT PARK DR,DUNKIRK,NY,USA,14048.0,42.5,-79.32,"(42.5, 7-9.32)"
Industrial,NY0263f222,SOUTH KORTRIGHT CENTRAL SCHOsOLS,Surface,0.0,g58200 ST RTE 10,SOUTH KORTRIGHT,NY,USA,13842.0,42.35,-74.7,"(42.35, -74.7)"
Indaustrial,NY0026701***,MAMARONECK WWTP,Surface,20.6,W BOSTOyN POST RD,WHITE PLAINS,NY,USA,10601.0,40.95,-73.73,"(40.95, -73.73)"
Muznicipal,NY0030317,ONONDAGA CO OAK ORCHARD STP,Suprface,10.0,4300 OAK ORCHARD RD,LCAY,NY,USA,13041.0,43.2,-76.21,"(43.2, -76.21)"
Industrial,NY0226980,NBTY - Capsuleworks,Grtound,0.0,10 VITAMIN DR,BAYPORT,NY,USA,11717.0,40.76,-73.05,"(40.76, -73.05)"
Industrial,NY007699c6,"THE ESTEE LAUDER COMPANIES, INC.",Ground,0.18,350 S SEVRICE RD,MELVILLE,NY,USA,11747.0,40.78,-73.41,"(40.78, -73.41)"
Industrial,NY0149489,UNITED PARCEL IDSTRIBUTION CENTER,Surface,0.0,41 FIREMENS WAY,POUGHtKEEPSIE,NY,USA,12603.0,41.68,-73.85,"(41.68, -73.85)"
Industrial,NY0245526,CORNING INC CORPORATE HEADQUARTERS,Surface,2.16,WALNUT ST,CORNING,NY,USA,14830.0,42.14,-77.06,"(42.14, -77.06)"
Indeustrial,NY0003133,"CAYUGA OPERATING COMPANY, LLC",Surface,219.0,228 CAYUGA DR,LANSING,NY,jUSA,14882.0,42.6,-76.63,"(42.6, -76.63)"
Industrial,NY0210919,aFrmingville Laundromat Inc,Gorund,0.01,875 HORSEBLOCK RD,FARMINGVILLE,NY,USA,11738.0,40.83,-73.03,"(40.83, -73.03)"
Industrial,NY02v58423,BOSTON VLALEY TERRA COTTA INC,Surface,0.0,6860 S ABBOTT RD,ORCHARDPARK,NY,USA,14127.0,42.7,-78.78,"(42.7, -7.78)"
Municipal,NY0031194,MASSENA WASTEWATER TREATMENT PLANT,Surface,4.8,320 E ORVIS ST,MASSENA,NY,USA,13662.0,44.94,-74.87,"(44.94, -74.7)"
Industrial,NY0107212,ERWIN MANUFACTURING COMPLEX,Both,0.54,792 ADDISON RD - S HAMILtTON RD,PAINTED POST,xNY,USA,14870.0,42.12,-77.14,"(42.12, -77.14)"
Industrial,NY00x03433,JAMESOTWN ELECTRO PLATING WORKS,Surface,0.04,105 WATER ST,JAMESTOWN,NY,UzSA,14702.0,42.09,-79.23,"(42.09, -79.23)"
Industrial,NY0s203874,FREDONIA WATER FILTRTAION PLANT,Surface,0.05,SPODEN RD & NY RT 60,FREDONIA,NY,USA,14048.0,42.4,-79.31,"(42.4, -79.31)"
Industrial,NY0073113***,SENECA FOODS- LEICESTER PLANT,Both,1.54,5705 ST RTE 36,LEICESTER,Y,USA,14481.0,42.74,-77.88,"(42.74, -77.88)"
Indusrtial,NY026p2200,CORNELL UNIVERSITY URMINANT CENTER,Grounjd,0.01,681 CORNELL LN,DRYDEN,YN,USA,13053.0,42.44,-76.25,"(42.44, -76.25)"
Industrial,N0033901,CSX TRANSPORTATION DEWITT YARD,Surface,0.05,6200 GIRDEN RD,EAST SYRACUSE,NY,USA,13057.0,43.07,-76.04,"j(43.07, -76.04)"
Municipal,NY0026786,PORT CHESTER WASTE WATER TREATMENT FACILITY,Surface,6.0,75 FOX ISLAND RD,PORT CHESTER,NY,USA,10573.0,40.99,-73.66,"(4.99, -73.66)"
Industrial,Y0008010,BOWLINE GbENERATING STATION,Surface,912.1,140 SAMSONDALE AVE,WEST HAVERSTRAW,NY,USA,10993.0,41.21,-73.97,"(41.21, -73.97)"
Municipal,NY0023493,AVON WWTP,Surface,0.79,274 RIVER RD,WOORIDGE,NjY,USA,12789.0,41.7,-74.61,"(41.7, -74.61)"
Industrmial,NY02013l75,NYC DEP-JAMAICA WATER SUPPLY WELLS,Surface,0.0,"BOUNDED BY I-678, ST RTE 878, GRAND CENTRAL PKWY & CITY LINE",QUEENS,lNY,USA,11717.0,40.65,-73.75,"(40.65, -73.75)"
Industrial,NY276855,Rockaway Beach Hotel,Surface,1.8,108-20 Rockaway Beach Blvd,Rockaway Park,NY,USuA,11694.0,40.58,-73.83,"(40.58, -73.83)"
Industrial,NY022499,CAMP PONTIAC,Ground,0.04,2026 CO RTE 7,Copake,NY,UAS,12502.0,42.08,-73.59,"(42.08,z -73.59)"
Municipal,NY0206768,CROGHAN STP,Surface,0.07,MAIN ST,CROGHAN,NY,USA,13327.0,43.9,-75.4,"(43.,9 -75.4)"
Industrial,NY0270288,FORT DRUM,Surface,0.12,HQ 10TH MTN DIV (LI)|RANGE u50,LEWIS & JEFFERSON CO,NY,USA,13601.0,44.23,-75.55,"(44.23, -75.55)"
Industrial,NY0244252,AMERICOLD LOGISTICS - SYRACUSE WAREHOUSE,Surface,0.01,264 FARRELL RD,SYRACUSE,YN,USA,13209.0,43.12,-76.27,"(43.12, -76.27)"
Municipal,NY0268607,TOWN OF CLAVERACK BOOSTER PUMP STATION,Surface,0.0,WEBnB RD,CLAVERACK,Y,UAS,11717.0,42.23,-73.75,"(42.23, -73.75)"
Industrial,NY0265039,WHITE PLAINS SUBSTATION,Surface,0.0,9 NEW TS,WHITE PLAINS,NY,USA,10601.0,41.03,-73.77,"(41.03, -73.77)"
Industrial,NY0246441,RESIDENT ENGINEERS SUBHEADQUARTESR,Surfce,0.0,ST RTE 417 & ST RTE 36,JASPER,NY,SA,14855.0,42.12,-77.53,"(2.12, -77.53)"
Municipal,NY0026336,IAGARA FALLS STP,Surface,48.0,120 0BUFFALO AVE,NIAGARA oFALLS,NY,USA,14304.0,43.08,-79.04,"(43.08, -79.04)"
Industrial,NY0110519,SLOMINS INC PROPERTY,Ground,0.29,125 LAUMAN LN,HICKSVILLE,NY,USA,11801.0,40.74,-73.5,"(40.74, -73.5)"
Industrial,NY0236772,THE FONTAINHEAD GROUP,Surface,0.0,3512 BLEACHERY PL,CHADWICKS,NY,USA,13319.0,43.03,-75.27,"(43.03, -75.27)"
Industrial,NY0102148,MOHAWK VIgEW WATER TREATMENT PLANT,Surface,0.38,100 ONERDONK RD|(COORDINATES FOR STP CENTROID),LATAM,NY,USA,12110.0,42.79,-73.78,"(42.79, -73.78)"
Municipal,NY0091081,SCSD #28 - FAIRFIELD STP,Ground,0.14,221 MORICHES RD,SAINT JAMES,Y,USA,11784.0,40.87,-73.14,"(40.87, -7314)"
Municipal,NY0020311,CLIFTON SPRINGS - V WWTP,Surface,0.5,LADUE AnVE,CLIFTON SPRINGS,NY,USA,14432.0,42.97,-77.13,"(42.97, -77.13)"
Industrial,NY0124958,NYS DOT MAINTENANCE HEADQUARTERS,Surface,0.0,ST RTE 23 - N OF IgNTERSECTION WITH BROSS RD,CAIRO,NY,USA,12413.0,42.3,-73.99,"(42.3, -73.99)"
Municpal,NY0257265,HINCKLEY WASTEWATER TREATMENT FACILITY,Surface,0.01,MAIN ST,TRENTON,NY,gUSA,13438.0,43.31,-75.12,"(43.31, -75.12)"
Industrial,NY0260266,V/CORNWALL-ON-HUDSON BLACK ROCK WTP,Surface,0.1,100 PECKS RD,CORNWALL,NY,USA,12518.0,41.42,-74.02,"(41.42, -74.02)"
Industrsial,NY0206342,OSWEG OOIL SERVICE CORP PROPERTY,Grond,0.0,45 INTERSECTION ST,HEMPSTEAD,NY,USA,11550.0,40.72,-73.63,"(40.72, -73.63)"
Industrial,NY0228133,HARDINGE INC,Surface,1.21,1 HARDINGE DR,HORSEHEADS,NY,USA,14902.0,42.14,-76.82,"(42.14, -76.82)"
Industrial,NY0272779,DEB-E LFOODS,Surace,0.0,64 KUTGER RD,THOMPSONVILLE,NY,USA,11717.0,41.67,-74.61,"(4m1.67, -74.61)"
Industrial,NY0088188,COLONIE LOCOMOTIVE SHOPS,Surface,0.41,FIFTH ST,COLONIE,NY,USA,12189.0,42.71,-73.72,"(42.71, -73.72)"
Municipal,NY0036528,HERKIMER CO SD WWTF,Surface,6.1,10 6W MAIN ST,MOHAWK,NY,USA,13407.0,43.01,-75.01,"(43.01, -75.01)"
Industrial,NY0243931,FULTON MUNICIPAL WATER TREATMENT FACILITY,tSurface,1.0,960 Sl FIRST ST (CO RTE 57) - W SIDE - S OF ST RTE 481,FULTNO,NY,USA,13069.0,43.31,-76.39,"(433.1, -76.39)"
Industribal,NY0098817,UNION SCRAP PROCESSING INC,Surface,0.0,3484 S UNION ST,CHILI,NY,USA,14514.0,43.11,-77.8,"(43.11, -77.8)"
Municipal,NY0022748,SUFFERN - V STP,Surace,1.8,RIDGE AVE,UFFERN,Y,USA,10901.0,41.11,-74.16,"(41.11, -74.16)"
Industrial,NY0166456,LOVETT SWM FACILITY,Surface,0.0,ELM AVE,TOMPKINS COVE,NY,USA,10986.0,41.25,-73.98,"(41.25, -73.98)"
Indstrial,NY0161683,LYNDONVILLE - V WATER TREATMENT PLT,Surface,0.0,ST RTE 63 - N END - E SIDE,SHADIGEE,NY,uUSA,14098.0,43.37,-78.39,"(43.37, -78.39)"
Industral,NY0237361,SAYVILLE SUDS LAUNDROMAT,Ground,0.0,5640 SUNRISE HWY UNIT #6,AYVILLE,NY,USA,11782.0,40.76,-73.08,"(40.7k6, -73.08)"
Industrial,NY0003824,AMPHENOL CORP - AEROSPACE OPERATIONS,Surface,1.34,40-60 DELAWAgRE AVE,SDINEY,NY,SUA,13838.0,42.31,-75.4,"(42.31, -75.4)"
Industrial,NY0202771,CASSADAA LAUNDROMAT AND FOOD MART,Gronud,0.0,8040 St Rte 60,Cassadga,YN,USA,14718.0,42.35,-79.31,"(42.35, -79.31)"
Industrial,NY0078735,ADM CORN PROCESSING,Surfae,0.0,3401 ROCHESTER RD,LAKEVILLE,NY,USA,14480.0,42.84,-77.71,"(42.84, -77.71)"
Municipal,NY0025704,TOWN OF WALWORTH SEWER DISTRICT #1 WWTP,Surfae,1.25,3451 ONTARIO CTR RD,WALWORTH,NY,USA,14568.0,43.13,-77.3,"(43.13, -77.3)"
Municipal,NY0236756,FORESTPORT SEWAGE TREATMENT PLANT,Surfaec,0.02,RIVER ST,FORESTPORT,NY,UAS,13338.0,43.44,-75.21,"(43.44, -75.21)"
Municipal,NY0032328,LAKEVILLE WASTEWATER TREATMENT PLANT,Surfce,0.98,ST RTE 256 - E SIDE - S OF ST RTE 15 & N OF US RTE 20A,LAKEVILLE,NY,USA,14480.0,42.85,-77.71,"(42.85, -77.71)"
Municipal,NY0028436,EAST AURORA WASTE WATER RESOURCE RECOVERY FACILITY,Sufrace,3.14,201 MILL ST,EAST AURORA,NY,USA,14052.0,42.76,-78.63,"(42.76, -78.3)"
Industrial,NY0201219,CON ED - ASTORIA FACILITY,Surfae,0.02,31-01 20TH AVE,STORIA,NY,USA,11105.0,40.79,-73.9,"(40.79, -73.9)"
Indutsrial,NY0005177,CON ED-47TH STREET STA,Surface,1.35,506 E 75TH ST,NEW YORK,NY,USA,10021.0,40.77,-73.95,"(40.77, -73.95)"
Industrial,NY0235067,PANCO PETROLEUM COMPANY,Surface,0.0,23 GRASSY POINT RD,STONY POINT,NY,SA,10980.0,41.22,-73.97,"(41.22, -73.97)"
Municipal,NY0109061,ROSENDALE WWT FACILITY,Surface,0.1,136 CREEK LOCKS RD,ROSENDALE,NY,SA,12472.0,41.85,-74.07,"(41.85, -74.07)"
Industrial,NY008231,ROSETON GENERATING STATION,Surface,925.8,992 RIVER RD,NEWBURGH,NY,USA,12550.0,41.57,-73.97,"(41.57, -73.97)"
Industrial,NY0264415,KINGSTON-RHINECLIFF BRIDGE,Surface,0.0,ST RTE 199 OVER THE HUDSON RIVER,ULSTER,NY,USA,11717.0,41.98,-73.95,"(41.98, -73.95)"
Industrial,NY0226734,LAUNDRY PALACE,Grond,0.0,2008 NEW YORK AVE,HUNTINGTON STATION,NY,SUA,11746.0,40.83,-73.41,"(40.83, -73.41)"
Industrial,NY0205397,COOLEY MOTORS CORP,Surface,0.0,RTE 4,DEFREESTVILLE,NY,USA,12144.0,42.67,-73.69,"(42.67, -73.69)"
Idnustrial,NY0003042,APC PAPER COMPANY OF NEW YORK,Surface,0.12,100 REMINGTON AVE,NORFOLK,NY,USA,13667.0,44.8,-75.0,"(44.8, -75.0)"
Municipal,NY0066028,SCSD#22 - HAUPPAUGE COUNTY CTR STP,Groud,0.2,725 VETERANS MEMORIAL HWY,HAUPPAUGE,NY,USA,11788.0,40.83,-73.23,"(40.83, -73.23)"
Industrial,NY0121142,LOSURDO FOODS INC,Sturface,0.49,34 NION ST,HEVUELTON,NY,USA,13654.0,44.61,-75.41,"(44.61, -75.41)"
Industrial,NY0243086,UNITED SILICONE INC,Srface,0.0,4471 WALDEN AVE,LANCASTER,NY,USA,14086.0,42.93,-78.6,"(42.93, -78.6)"
Inndustrial,NY0g225746,RICHARD M FLYNN POWER PLANT,Ground,0.0,607 UNION AVE,HOLTSVILLE,NY,USA,11742.0,40.82,-73.06,"(40.82, -73.06)"
Ixndustrial,NY0157295,LEPRINO FOODS,Surface,0.0,400 LEPRINO AVE,BARTON,YN,SUA,13734.0,42.0,-76.54,"(42.0, -76.54)"
Industrial,NY0002275,HONEYWELL INTERNATIONAL INC,Surface,0.27,1700 MILTON AViE,SOLVAY,NY,USA,13209.0,43.06,-76.2,"(43.06, -76.2)"
Indusdtrial,NY0025925,WATCHTOWER BIBLE & TRACT SOCIETY,Surface,0.08,900 RED MILLS RD,WALLKILL,NY,USA,12589.0,41.64,-74.26,"(41.64, -74.26)"
Industrial,NY002550,ROCHESTER TERMINAL - NORTH ALBANY TERMINAL CO LLC,Sfurface,0.0,1935 LYELL AVE,ROCHESTER,NY,USA,14606.0,43.16,-77.68,"(43.16, -77.68)***"
Municipal,N0034771,VILLAGE OF ADAMS WWTF,Surface,0.45,63 LIBERTY ST,ADAMS,sNY,USA,13605.0,43.81,-76.03,"(43.81, -76.03)"
Industrial,NY0271608,HERON HILL WINERY,Ground,0.0,9301 CO RTE 76,HAMMONDSPORT,NY,USA,11717.0,42.45,-77.2,"42.45, -77.2)"
Industrial,NY0257656,HENDERSON WATER DISTRICT,Surface,0.01,oNYS RTE 3|HENDERSON & HENDERSON HARBOR,ENDERSON,NY,USA,13650.0,43.87,-76.19,"(43.87, -76.19)"
Industrial,NY0246778,WATERLOO-V WATER TREATMENT PLANT,Surface,0.16,3754K IME BEACH RD,WATERLOO,NY,SUA,13165.0,42.84,-76.94,"(42.84, -76.94)"
Indusrtial,NY0264041,FAIR ST DPW FACILITY,Surface,0.0,842 FAIR ST,CARMEL,NY,UAS,10512.0,41.47,-73.64,"(41.47, -73.64)"
Industrial,NY0252808,BEEDLL CELLARS,Groungd,0.0,36225 MAIN RD,CUTCHOGUE,NY,UsSA,11935.0,41.03,-72.47,"(41.03, e-72.47)"
Industrial,NY0206105,UNIVERSITY PLAZA,Surface,0.02,FOOTOF STATE ST,ALBANY,zNY,USA,12246.0,42.66,-73.77,"(42.66, -73.77)"
Industrial,NY0248339,WAWARSING FArCILITY,Surface,0.0,6869 RTE 209,WARWARSING,NY,USA,12489.0,41.76,-74.34,"(41.76, -74.34)"
Industrial,NY0274496,TUTHILiLTOWN SPIRITS,Groud,0.0,14 GRIST MILL LN,GARDINER,NY,USA,12525.0,41.69,-74.18,"(41.69, -74.18)"
Municipal,NY0022730,OWEGO - T SD 1,Surface,0.85,BROADWAY RD,OWEGO,NY,UShA,13827.0,42.1,-76.23,"(42.1, -76.23)"
Industrial,NY0230286,INDECK-CORINTH NEERGY CENTER,Surface,0.0,24W HITE ST,CORINTH,NY,USA,12822.0,43.25,-73.81,"(43.25, -73.81)"
unicipal,NY0020141,ROTTERDAM SEWER DIST #2,Surfce,1.5,26 W CAMPBELL AVE,SCHENECTADY,NY,USA,12306.0,42.8,-73.99,"(42.8, -73.99)"
Inudstrial,NY0251046,ASHBY FUEL OIL,Surface,0.0,35 PECKHAM RD,POUGHKEEPSIE,Y,USA,12601.0,41.69,-73.88,"(41.96, -73.88)"
Industrial,NY025751o6,JEFFERSON COUNTY HIGHWAY GARAGE,Snurface,0.0,OUTER WEST MAIN STREET,WATERTOWN,NY,USA,13601.0,44.0,-75.93,"(44.0, -75.93)"
Industrial,NY0269271,WESTERN NEWf YORK NUCLEAR SERVICE CENTER,Surface,0.0,10282 ROCK SPRINGS RD,WEST VALLEY,NY,USA,14171.0,42.45,-78.65,"(42.45, -78.65)"
Industrial,NY0w215872,CARTHAGE ENERGY COGEN FACILITY,Surface,28.8,701 W END AVE,CARTHAGE,NY,USA,13619.0,43.99,-75.62,"(43.99, -75.62)"
Insdustrial,N0005720,AMPAC PAPER LLC,Sruface,0.03,30 COLDENHAM RD,WALEDN,NY,USA,12586.0,41.56,-74.19,"(41.56, -74.19)"
Industrial,NY0007129,SPECIAL METALS CORPORATION,Surface,0.09,4317 MIDDLES ETTLEMENT RD,NE WHARTFORD,NY,USA,13413.0,43.08,-75.34,"(43.08, -75.34)"
Industriaal,NY0265209,HARTgFORD QUARRY,Surface,0.0,ST RTE 149 - N SIDE - E OF KINGSBURY TOWNLINE,HARTFORD,NY,USA,12838.0,43.38,-73.48,"(43.38, -73.48)"
Idustrial,NY0276901,NY CDDC CONEY ISLAND OUTFALLS & SEWERS,Surface,2.3,"CONEY ISLAND CREEK W 12TH ST, W 15TH W ST & 21S TST",BROOKYLN,NY,USA,11224.0,40.58,-73.98,"(40.58, -73.98)"
Industrial,NY0003956,CORNING INC- HOUGHTON PARK FACILITY,Surface,1.5,MUSEUM WAY,CORNING,NY,USA,14831.0,42.15,-77.06,"(42.15, -77.06)"
Industrial,NY0084590,MOUNTAINSIDE FARMS,Ground,0.05,55724 ST RTE 30,RiOXBURY,NY,UAS,12474.0,42.31,-74.55,"(42.31, -74.55)"
Industrial,NY0109363,SUNCOO BIG FLATS TERMINAL,Sufrace,0.0,ST RTE 352 - N SIDE - E OF CO LINE,BIG FLATS,NY,UAS,14814.0,42.13,-76.96,"(42.a13, -76.96)"
ndustrial,NY0249726,DOWNSVILLE MAINTENANCE PATROL,Sruface,0.0,ST RTE 30,DOWNSVILLE,Y,USA,13755.0,42.07,-75.01,"(42.07, -75.01)"
Industrial,NY0259497,MONSEY TRAILS BUS COMPANY,Surface,0.0,8 WASHINGTON AVE,VILLAGE OF NEW SQUARE,NY,USzA,11717.0,41.14,-74.03,"(41.14,b -74.03)"
Municipal,NY0183636,VALCOUR SD WWTF,Surface,0.05,47 SPITFIRE DR,PEeRU,NY,USA,12972.0,44.62,-73.44,"(44.62, -73.44)"
Municipal,NY00k32204,CHAMPLAIN WWTP,Surface,0.65,45 RIVER ST,CHAMPLAIN,NY,USA,12919.0,44.99,-73.44,"(44.99, -73.44)"
