OBJECTID,DEVELOPEDSITEID,CASENAME,LOCALCASEID,REGION,AREATYPE,AREANAME,FS_STATUS_METHOD,ACTIONDATE,EXPIRATIONDATE,BOUNDARYSTATUS,BLM_SERIALNO_EXT,OFFICIALACRES,GIS_ACRES,COMMENTS,SHAPEAREA,SHAPELEN
1668818,1066678010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,SOUTH FORK CAMPGROUND,,1965/04/15 00:00:00+00,,,,20,19.779,LOS CONVERSION WITHDRAWAL CASE,9.1779667911e-06,0.0122999641095431
1668819,961281010667,ALDER ADMINISTRATIVE SITE,NONE,06,ADMINISTRATIVE SITE,ALDER ADMINISTRATIVE SITE,,1907/07/20 00:00:00+00,,,,45,44.779,ALDER ADMINISTRATIVE SITE,2.1220689681e-05,0.0261238184445802
1668820,965373010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,HUTTON GUARD STATION,,1963/07/30 00:00:00+00,,,,80,77.253,LOS CONVERSION WITHDRAWAL CASE,3.397162203215e-05,0.0343156209458814
1668821,973004010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,WINCHUCK,,1964/05/21 00:00:00+00,,,,40,141.298,LOS CONVERSION WITHDRAWAL CASE,6.215593531445e-05,0.0316986525173586
1668822,1093351010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,LEE CAMPGROUND,,1963/05/07 00:00:00+00,,,,11,10.826,LOS CONVERSION WITHDRAWAL CASE,4.98808860585e-06,0.00962199109265617
1668823,1041515010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,ELEPHANT ROCK CAMPGROUND,,1970/10/08 00:00:00+00,,,,74.2,64.407,LOS CONVERSION WITHDRAWAL CASE,3.15485366073e-05,0.0254759220912092
1668824,1093352010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,LITTLE EAGLE CAMPGROUND,,1963/05/07 00:00:00+00,,,,59.48,57.486,LOS CONVERSION WITHDRAWAL CASE,2.6498199164e-05,0.0290469301688823
1668825,965390010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,WILLOW PRAIRIE CAMPGROUND,,1964/12/02 00:00:00+00,,,,30,30.405,LOS CONVERSION WITHDRAWAL CASE,1.345565419745e-05,0.0157971100798093
1668826,964836010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,BLUE CREEK WORK CENTER,,1964/04/08 00:00:00+00,,,,20,20.214,LOS CONVERSION WITHDRAWAL CASE,9.15598051455e-06,0.0137367513106606
1668827,951545010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,PIPE LINE ROCK PIT #2707-1.1,,1972/12/06 00:00:00+00,,,,3,2.598,LOS CONVERSION WITHDRAWAL CASE,1.2617167728e-06,0.00462747979638658
1668828,972498010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,KLICKITAT ADMINISTRATIVE SITE,,1957/11/07 00:00:00+00,,,,319.06,319.62,LOS CONVERSION WITHDRAWAL CASE,0.00014620953880345,0.0491588492254742
1668829,951570010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,TWO MILE CAMPGROUND,,1964/04/07 00:00:00+00,,,,20,20.167,LOS CONVERSION WITHDRAWAL CASE,9.82700894995e-06,0.014437298255303
1668830,1066674010667,RIPPLEBROOK,NONE,06,RECREATION SITE,RIPPLEBROOK,,1970/09/16 00:00:00+00,,,,45,50.083,RIPPLEBROOK,2.31628363246e-05,0.0250749210605732
1668831,477244010667,HEREFORD ADMINISTRATIVE SITE,1,04,ADMINISTRATIVE SITE,HEREFORD ADMINISTRATIVE SITE,,1908/02/28 00:00:00+00,,,,60,68.242,HEREFORD ADMINISTRATIVE SITE,3.012690910005e-05,0.0236530643407384
1668832,401932010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"SURVEY CREEK RECREATION AREA, PLO 1564",,1954/10/19 00:00:00+00,,,,46.7,46.579,LOS CONVERSION WITHDRAWAL CASE,2.15357447158e-05,0.0241701028329154
1668833,401847010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"HUGHES CREEK ADDITION NO. 2 ADMINISTRATIVE SITE, PLO 1564",,1954/10/19 00:00:00+00,,,,130,125.918,LOS CONVERSION WITHDRAWAL CASE,5.86578274518e-05,0.0358511540337942
1668834,401875010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"HORSE CREEK RECREATION AREA, PLO 1564",,1954/10/19 00:00:00+00,,,,40,39.976,LOS CONVERSION WITHDRAWAL CASE,1.85909267037e-05,0.0175123943703582
1668835,477265010667,RECREATION SITE  WITHDRAWAL,NONE,04,RECREATION SITE,"BASIN CREEK FOREST CAMP RECREATION AREA, PLO 1228",,1954/07/26 00:00:00+00,,,,21.08,21.144,LOS CONVERSION WITHDRAWAL CASE,9.6438925244e-06,0.0208713640250512
1668836,477249010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,RUSSIAN JOHN ADMINISTRATIVE SITE,,1908/03/03 00:00:00+00,,,,88.2,94.072,LOS CONVERSION WITHDRAWAL CASE,4.257645933785e-05,0.0275496456934291
1668837,439892010667,PLO 1796,NONE,04,ADMINISTRATIVE SITE,"GOLD CREEK ADMINISTRATIVE SITE, PLO 1796",,1959/02/19 00:00:00+00,,,,0,217.687,LOS CONVERSION WITHDRAWAL CASE,9.53657358238e-05,0.0500424272524136
1668838,439930010667,PLO 1796,NONE,04,ADMINISTRATIVE SITE,"KLONDYKE ADMINISTRATIVE SITE, PLO 1796",,1959/02/19 00:00:00+00,,,,220,220.39,LOS CONVERSION WITHDRAWAL CASE,9.683507848695e-05,0.053376847294923
1668839,436213010667,Public Land Order 1483,NONE,04,RECREATION SITE,"ALBION BASIN RECREATION AREA, PLO 1483",,1957/09/09 00:00:00+00,,,,566.99,564.64,LOS CONVERSION WITHDRAWAL CASE,0.00024304093944735,0.11987343687168
1668840,961242010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,SPIRIT LAKE RECREATION AREA,,1961/07/13 00:00:00+00,,,,1099.38,1078.571,LOS CONVERSION WITHDRAWAL CASE,0.00050939376861255,0.320647221772136
1668841,972939010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,PINE POINT,,1962/09/27 00:00:00+00,,,,60,59.986,LOS CONVERSION WITHDRAWAL CASE,2.65330748531e-05,0.0206332650996788
1668842,951779010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,BUCK LAKE CAMPGROUND,,1964/02/24 00:00:00+00,,,,40,40.697,LOS CONVERSION WITHDRAWAL CASE,2.008262156635e-05,0.0183036139653009
1668843,962007010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,BEAR CREEK FALLS RECREATION AREA,,1957/09/09 00:00:00+00,,,,130,122.173,LOS CONVERSION WITHDRAWAL CASE,5.946232982375e-05,0.0408260533060301
1668844,962014010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,SAN JUAN RECREATION AREA,,1957/09/09 00:00:00+00,,,,80,79.137,LOS CONVERSION WITHDRAWAL CASE,3.85144796882e-05,0.0286503138506207
1668845,961646010667,FISH LAKE RANGER STATION,NONE,06,ADMINISTRATIVE SITE,FISH LAKE RANGER STATION,,1915/06/24 00:00:00+00,,,,20,20.06,FISH LAKE RANGER STATION,9.17083431965e-06,0.0137541833287326
1668846,951811010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,RIVERS BEND CAMPGROUND,,1964/02/24 00:00:00+00,,,,10,10.203,LOS CONVERSION WITHDRAWAL CASE,5.0392785132e-06,0.00911584829978464
1668847,1066559010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,BARNEY MEADOWS,,1965/04/15 00:00:00+00,,,,10,10.077,LOS CONVERSION WITHDRAWAL CASE,4.67549395465e-06,0.00877964464746264
1668848,1066569010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,CLOUD CAP,,1965/04/15 00:00:00+00,,,,35,38.819,LOS CONVERSION WITHDRAWAL CASE,1.805436062595e-05,0.0177227020351861
1668849,1066571010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,DEVIL'S MEADOW,,1965/04/15 00:00:00+00,,,,25.57,26.755,LOS CONVERSION WITHDRAWAL CASE,1.24300300367e-05,0.0145794943593604
1668850,951845010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,ORIOLE CAMPGROUND,,1964/02/24 00:00:00+00,,,,10,9.875,LOS CONVERSION WITHDRAWAL CASE,4.87105227185e-06,0.00901639384781208
1668851,386875010667,"SHARON ADMINISTRATIVE SITE, PLO 1479",2,04,ADMINISTRATIVE SITE,"SHARON ADMINISTRATIVE SITE, PLO 1479",,1953/07/13 00:00:00+00,,,,140,139.569,"SHARON ADMINISTRATIVE SITE, PLO 1479",6.175051193375e-05,0.0340568442561356
1668852,448060010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"GRANDVIEW RECREATION AREA, PLO 3396",,1964/05/18 00:00:00+00,,,,180,164.541,LOS CONVERSION WITHDRAWAL CASE,7.49395476729e-05,0.039964823476018
1668853,363258010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"WARREN ADMINISTRATIVE SITE, PLO 2931",,1961/01/03 00:00:00+00,,,,3.29,3.047,LOS CONVERSION WITHDRAWAL CASE,1.4136364951e-06,0.00778869499762424
1668854,972934010667,LOWER ROGUE RIVER ADDITION,NONE,06,RECREATION SITE,LOWER ROGUE RIVER ADDITION,,1964/04/10 00:00:00+00,,,,827.1,922.217,LOWER ROGUE RIVER ADDITION,0.00040948335313165,0.289114685598241
1668855,1093374010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,BOULDER PARK RECREATION AREA,,1954/08/11 00:00:00+00,,,,484.6,476.912,LOS CONVERSION WITHDRAWAL CASE,0.00022053995023305,0.069539847767306
1668856,1066564010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,CAMP CREEK,,1965/04/15 00:00:00+00,,,,205.65,224.007,LOS CONVERSION WITHDRAWAL CASE,0.0001040023217941,0.0800823430670393
1668857,951607010667,QUINAULT RESEARCH NATURAL AREA,OLYQUINAUL,06,ADMINISTRATIVE SITE,SNIDER RANGER STATION ADDITION,,1932/06/18 00:00:00+00,,,,20,18.558,LOS CONVERSION WITHDRAWAL CASE,9.0627144338e-06,0.0173685077498403
1668858,1091196010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,TARGET MEADOW CAMPGROUND,,1964/04/08 00:00:00+00,,,,210,214.278,LOS CONVERSION WITHDRAWAL CASE,0.00010035868519935,0.0480719271109742
1668859,962048010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,NACHES RANGER STATION,,1906/12/13 00:00:00+00,,,,120.48,77.884,LOS CONVERSION WITHDRAWAL CASE,3.721170981695e-05,0.0718207447500026
1668860,1093345010667,BALM CREEK,NONE,06,RECREATION SITE,BALM CREEK,,1973/07/24 00:00:00+00,,,,383.62,392.839,BALM CREEK,0.0001813461222166,0.117650937800847
1668861,972500010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,WEST FORK INDIAN CREEK,,1957/11/07 00:00:00+00,,,,160,153.326,LOS CONVERSION WITHDRAWAL CASE,6.981586001575e-05,0.0382018322406486
1668862,951523010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,CARACO ROCK PIT #2927-1.3,,1972/12/06 00:00:00+00,,,,3.8,3.721,LOS CONVERSION WITHDRAWAL CASE,1.81414820275e-06,0.00564783165885556
1668863,951525010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,COHO ROCK PIT #29067-0.2,,1972/12/06 00:00:00+00,,,,3.5,2.328,LOS CONVERSION WITHDRAWAL CASE,1.1343675848e-06,0.00412329972413249
1668864,972455010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,BEAR CREEK ADMINISTRATIVE SITE,,1957/11/07 00:00:00+00,,,,160,165.637,LOS CONVERSION WITHDRAWAL CASE,7.570210062255e-05,0.035374334403233
1668865,951610010667,QUINAULT RESEARCH NATURAL AREA,OLYQUINAUL,06,ADMINISTRATIVE SITE,WEST FORK HUMPTULIPS WORK CENTER,,1932/06/18 00:00:00+00,,,,39,38.002,LOS CONVERSION WITHDRAWAL CASE,1.83006993881e-05,0.0174902569248247
1668866,951616010667,QUINAULT RESEARCH NATURAL AREA,OLYQUINAUL,06,RECREATION SITE,UPPER HOH GUARD STATION AND CAMPGROUND,,1932/06/18 00:00:00+00,,,,42,40.609,LOS CONVERSION WITHDRAWAL CASE,1.97363474442e-05,0.0242194612241031
1668867,447953010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"BEAR GULCH RECREATION AREA, PLO 3396",,1964/05/18 00:00:00+00,,,,280,261.927,LOS CONVERSION WITHDRAWAL CASE,0.00011924029604435,0.0454401203635835
1668868,363244010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,BIG CREEK ADMINISTRATIVE SITE PLO 2931,,1961/01/03 00:00:00+00,,,,58.9,62.256,LOS CONVERSION WITHDRAWAL CASE,2.88191394018e-05,0.0331707569219606
1668869,384849010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"KENDALL WARM SPRINGS RECREATION AREA, PLO 2765",,1956/07/06 00:00:00+00,,,,160,160.521,LOS CONVERSION WITHDRAWAL CASE,7.20380014706e-05,0.0382703749421079
1668870,221404010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"COTTON ADMINISTRATIVE SITE, PLO 1775",,1953/07/07 00:00:00+00,,,,80,398.377,LOS CONVERSION WITHDRAWAL CASE,0.0001717000672675,0.0669675435689475
1668871,477313010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,RUICK CREEK ADMINISTRATIVE SITE,,1908/02/26 00:00:00+00,,,,48.8,49.369,LOS CONVERSION WITHDRAWAL CASE,2.228889985815e-05,0.0225538638740909
1668872,401927010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"HAYDEN CREEK ADMINISTRATIVE SITE, PLO 1564",,1954/10/19 00:00:00+00,,,,220,220.765,LOS CONVERSION WITHDRAWAL CASE,0.00010154494906545,0.0500823580045912
1668873,443836010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,CLAYTON ADMINISTRATIVE SITE,,1907/01/09 00:00:00+00,,,,0,12.756,LOS CONVERSION WITHDRAWAL CASE,5.2928035061e-06,0.0565131261832205
1668874,384893010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"FREMONT LAKE ADMINISTRATIVE SITE, PLO 2765",,1956/07/06 00:00:00+00,,,,159.42,163.582,LOS CONVERSION WITHDRAWAL CASE,7.29622083354e-05,0.0422686038978689
1668875,384887010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"GREYS RIVER BRIDGE RECREATION AREA, PLO 2765",,1956/07/06 00:00:00+00,,,,40,39.71,,1.77813300061e-05,0.0170717277024918
1668876,652424010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"WILLOW CREEK RECREATION AREA, PLO 5582",,1976/04/08 00:00:00+00,,,,201.97,200.928,LOS CONVERSION WITHDRAWAL CASE,8.170396311025e-05,0.036137662093537
1668877,1066553010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,ARMSTRONG,,1965/04/15 00:00:00+00,,,,10,9.57,LOS CONVERSION WITHDRAWAL CASE,4.4324275584e-06,0.0084646776526462
1668878,1066592010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,LINNEY CREEK,,1965/04/15 00:00:00+00,,,,40,40.028,LOS CONVERSION WITHDRAWAL CASE,1.85554667853e-05,0.0174927724649688
1668879,1066618010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,SILCOZ HUT,,1965/04/15 00:00:00+00,,,,10.19,10.748,LOS CONVERSION WITHDRAWAL CASE,4.99368729995e-06,0.0100779380814036
1668880,1066635010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,ZIGZAG RIVER,,1965/04/15 00:00:00+00,,,,31.15,29.599,LOS CONVERSION WITHDRAWAL CASE,1.37509079579e-05,0.0215924399714319
1668881,964845010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,SUGARLOAF LOOKOUT,,1964/04/08 00:00:00+00,,,,10,9.912,LOS CONVERSION WITHDRAWAL CASE,4.4948368301e-06,0.00858961240101762
1668882,1092238010667,LOSTINE RIVER ROAD,NONE,06,RECREATION SITE,LOSTINE RIVER ROAD,,1963/03/18 00:00:00+00,,,,400,359.561,LOSTINE RIVER ROAD,0.0001666301839905,0.104814085460903
1668883,1092251010667,THORN CREEK RANGER STATION,NONE,06,ADMINISTRATIVE SITE,THORN CREEK RANGER STATION,,1908/10/24 00:00:00+00,,,,40,40.953,THORN CREEK RANGER STATION,1.915835153595e-05,0.0177544685939467
1668884,1093359010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,TWIN LAKES CAMPGROUND #1,,1963/05/07 00:00:00+00,,,,129.01,130.009,LOS CONVERSION WITHDRAWAL CASE,6.008314697655e-05,0.0490644788205069
1668885,1091195010667,CLEAR - GRANITE CREEK FISH REHAB AREA,NONE,06,RECREATION SITE,SWALE CREEK DEVELOPMENT SITE,,1963/11/20 00:00:00+00,,,,100,101.211,LOS CONVERSION WITHDRAWAL CASE,4.682414619485e-05,0.0491881774528004
1668886,1091237010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,SADDLE BUTTE LOOKOUT,,1964/04/08 00:00:00+00,,,,10,10.005,LOS CONVERSION WITHDRAWAL CASE,4.7082670936e-06,0.00882123930333767
1668887,1091156010667,CLEAR - GRANITE CREEK FISH REHAB AREA,NONE,06,RECREATION SITE,BRUIN CREEK RECREATION AREA,,1963/11/20 00:00:00+00,,,,38.19,38.381,LOS CONVERSION WITHDRAWAL CASE,1.7694407705e-05,0.016994258208629
1668888,1089583010667,SISTERS ADMINISTRATIVE SITE - LAVACICLE CAVE AREA,DES013403,06,ADMINISTRATIVE SITE,SISTERS ADMINISTRATIVE SITE,,1964/12/02 00:00:00+00,,,,50,49.686,SISTERS ADMINISTRATIVE SITE.,2.267317929265e-05,0.0208787433016944
1668889,962049010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,PLEASANT VALLEY ADMINISTRATIVE SITE,,1906/12/13 00:00:00+00,,,,120,140.847,LOS CONVERSION WITHDRAWAL CASE,6.734247783175e-05,0.0468964834695908
1668890,1120714010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,RUBY,,1956/12/20 00:00:00+00,,,,113,113.925,LOS CONVERSION WITHDRAWAL CASE,5.6128544093e-05,0.0416716164257022
1668891,951783010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,CRAWFISH LAKE CAMPGROUND,,1964/02/24 00:00:00+00,,,,20.25,21.206,LOS CONVERSION WITHDRAWAL CASE,1.04393868762e-05,0.0155040136335454
1668892,961301010667,WHITE PASS RECREATION AREA,NONE,06,RECREATION SITE,WHITE PASS RECREATION AREA,,1957/02/01 00:00:00+00,,,,490,480.299,WHITE PASS RECREATION AREA,0.0002283418677376,0.0667132878198892
1668893,952034010667,BACKUS CREEK ADMINISTRATIVE SITE,NONE,06,ADMINISTRATIVE SITE,BACKUS CREEK ADMINISTRATIVE SITE,,1907/08/09 00:00:00+00,,,,20,20.081,BACKUS CREEK ADMINISTRATIVE SITE,9.89657182775e-06,0.0126812510399888
1668894,972937010667,NONE,NONE,06,RECREATION SITE,UNKNOWN,,1963/12/03 00:00:00+00,,,,165.5,453.969,NONE,0.00019986961451855,0.109322253381667
1668895,1066515010667,CLACKAMAS LAKE,NONE,06,ADMINISTRATIVE SITE,CLACKAMAS LAKE,,1907/03/16 00:00:00+00,,,,15.52,23.982,CLACKAMAS LAKE,1.10945879397e-05,0.0236332071805461
1668896,1091186010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,ORIENTAL CAMPGROUND,,1965/12/01 00:00:00+00,,,,10,10.028,LOS CONVERSION WITHDRAWAL CASE,4.6292596598e-06,0.0087312743197908
1668897,1120710010667,NO NAME LAKE,NONE,06,RECREATION SITE,NO NAME LAKE,,1961/03/14 00:00:00+00,,,,9.99,34.344,NO NAME LAKE,1.68458394249e-05,0.0287718571252973
1668898,1120683010667,SWAN LAKE,NONE,06,RECREATION SITE,SWAN LAKE,,1959/06/09 00:00:00+00,,,,219,178.415,SWAN LAKE,8.78800369633e-05,0.0823310982331728
1668899,1093360010667,WEST EAGLE MEADOWS CAMPGROUND,NONE,06,RECREATION SITE,WEST EAGLE MEADOWS CAMPGROUND,,1967/01/03 00:00:00+00,,,,69.82,74.196,WEST EAGLE MEADOWS CAMPGROUND,3.431528689445e-05,0.0254378944020445
1668900,961227010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,ADAMS FORK RECREATION AREA,,1964/04/02 00:00:00+00,,,,40,39.771,LOS CONVERSION WITHDRAWAL CASE,1.8807007742e-05,0.017883752300557
1668901,961293010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,CAT CREEK RECREATION AREA,,1964/04/02 00:00:00+00,,,,30,30.043,LOS CONVERSION WITHDRAWAL CASE,1.420923383845e-05,0.0229468455667999
1668902,951623010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,ADMINISTRATIVE SITE,NORWOOD RANGER STATION #13,,1907/01/08 00:00:00+00,,,,44.5,41.166,LOS CONVERSION WITHDRAWAL CASE,1.988426337075e-05,0.019098133913111
1668903,1091245010667,CLEAR - GRANITE CREEK ANADROMOUS SPAWNING AREA,NONE,06,RECREATION SITE,FAIRVIEW CAMPGROUND,,1968/07/02 00:00:00+00,,,,40,39.134,LOS CONVERSION WITHDRAWAL CASE,1.80593118836e-05,0.0208349570992635
1668904,1041535010667,DUMPKY FALLS ADMINISTRATIVE SITE,NONE,06,ADMINISTRATIVE SITE,DUMPKY FALLS ADMINISTRATIVE SITE,,1908/10/26 00:00:00+00,,,,11.85,74.556,DUMPKY FALLS ADMINISTRATIVE SITE,3.64757200624e-05,0.0284289959335747
1668905,952042010667,MURPHY CREEK ADMINISTRATIVE SITE,NONE,06,ADMINISTRATIVE SITE,MURPHY CREEK ADMINISTRATIVE SITE,,1908/06/15 00:00:00+00,,,,42,45.221,MURPHY CREEK ADMINISTRATIVE SITE,2.213641738205e-05,0.0216953638436542
1668906,962013010667,LOS CONVERSION WITHDRAWAL CASE,NONE,06,RECREATION SITE,NORTH FORK CROSSING RECREATION AREA,,1957/09/09 00:00:00+00,,,,85.03,135.235,LOS CONVERSION WITHDRAWAL CASE,6.582883600055e-05,0.0709051313414606
1668907,1066517010667,LONG PRAIRIE,NONE,06,ADMINISTRATIVE SITE,LONG PRAIRIE,,1906/11/17 00:00:00+00,,,,120,116.418,LONG PRAIRIE,5.424444691375e-05,0.0344414933325037
1668908,1066543010667,RIPPLEBROOK RANGER STATION,NONE,06,ADMINISTRATIVE SITE,RIPPLEBROOK RANGER STATION,,1965/04/15 00:00:00+00,,,,98.35,118.291,RIPPLEBROOK RANGER STATION,5.470852096895e-05,0.0350639713281443
1668909,1001170010667,SOUTH UMPQUA RANGER STATION,NONE,06,ADMINISTRATIVE SITE,SOUTH UMPQUA RANGER STATION,,1908/07/29 00:00:00+00,,,,21.46,25.656,SOUTH UMPQUA RANGER STATION,1.14750328243e-05,0.0159995344666683
1668910,221362010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"PINE GROVE CAMPGROUND AND OVERLOOK, PLO 3491",,1963/05/20 00:00:00+00,,,,139.34,137.563,LOS CONVERSION WITHDRAWAL CASE,5.949519895585e-05,0.0384338546641005
1668911,363279010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"SHEEP ROCK OVERLOOK AND PICNIC AREA, PLO 3355",,1963/05/07 00:00:00+00,,,,30,29.121,LOS CONVERSION WITHDRAWAL CASE,1.34939312787e-05,0.0199538520730474
1668912,219998010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"ALBION BASIN, PLO 1483",,1955/08/30 00:00:00+00,,,,4.2,5.352,LOS CONVERSION WITHDRAWAL CASE,2.303036883e-06,0.0115959541829728
1668913,401884010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"TWIN CREEK RECREATION AREA, PLO 1564",,1954/10/19 00:00:00+00,,,,30,38.229,LOS CONVERSION WITHDRAWAL CASE,1.784488611385e-05,0.0171760712253968
1668914,536414010667,"SOUTH FORK BRIDGE RECREATION AREA, PLO 4257",5,04,RECREATION SITE,"SOUTH FORK BRIDGE RECREATION AREA, PLO 4257",,1967/07/18 00:00:00+00,,,,40,39.95,"SOUTH FORK BRIDGE RECREATION AREA, PLO 4257",1.834162558785e-05,0.0216718544482085
1668915,378746010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"CASTLE ROCK RECREATION AREA, PLO 1736",,1954/05/27 00:00:00+00,,,,50,39.526,LOS CONVERSION WITHDRAWAL CASE,1.675451509915e-05,0.0165068034519712
1668916,536384010667,"BOISE BASIN BRANCH HEADQUARTERS, PLO 993",5,04,ADMINISTRATIVE SITE,"BOISE BASIN BRANCH HEADQUARTERS, PLO 993",,1954/08/16 00:00:00+00,,,,660,650.58,"BOISE BASIN BRANCH HEADQUARTERS, PLO 993",0.0002946605009704,0.100038356324096
1668917,436219010667,Public Land Order 1483,NONE,04,RECREATION SITE,"WHITE SQUAW RECREATION AREA, PLO 1483",,1957/09/09 00:00:00+00,,,,17.54,19.847,LOS CONVERSION WITHDRAWAL CASE,8.54225270415e-06,0.0305607861004192
1668918,220004010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,TIMPANOGOS CAVE,,1955/03/28 00:00:00+00,,,,350,43.633,LOS CONVERSION WITHDRAWAL CASE,1.874449232145e-05,0.0430136566870809
1668919,219994010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,ADMINISTRATIVE SITE,"HUB RANGER STATION, PLO 1725",,1956/08/09 00:00:00+00,,,,42.5,48.506,LOS CONVERSION WITHDRAWAL CASE,2.07872573694e-05,0.0264405293579764
1668920,443826010667,LOS CONVERSION WITHDRAWAL CASE,NONE,04,RECREATION SITE,"TROPIC RESERVOIR AREA RECREATION AREA, PLO 1775",,1959/01/13 00:00:00+00,,,,600,580.492,LOS CONVERSION WITHDRAWAL CASE,0.00023969444166295,0.074481659953776
1668921,1093357010667,PHILLIPS LAKE RECREATION AREA,NONE,06,RECREATION SITE,PHILLIPS LAKE RECREATION AREA,,1971/06/10 00:00:00+00,,,,921.04,920.667,PHILLIPS LAKE RECREATION AREA,0.0004227983347768,0.18018858159758
