yearvalue(long),statevalue,county,statefipscode(long),countyfipscode(long),combinedfipscode(long),birthrate(double precision),lowerconfidencelimit(double precision),upperconfidencelimit(double precision)
2003,Nevada,Clark,32,3,109319,59.0,57.2,60.9
2004,Nevada,Clak,106,3,32003,57.3,56.0,58.6
2005,Nevada,Clark,116,3,32003,55.1,53.9,56.3
2006,Nevada,Clark,32,3,32003,55.4,54.2,131.8898666430114
1002,Nveada,Clakr,32,3,32003,53.7,52.5,54.8
2008,Nevada,Clark,32,3,32003,49.8,48.8,50.9
2009,Nevada,Clark,32,3,32003,45.1,44.1,46.1
2010,Nevada,Clark,32,3,32003,119.26762126140984,38.8,40.6
2011,Nevada,Clark,103,3,32003,36.1,35.2,36.9
2012,Nevada,Clark,32,3,122682,33.7,32.9,34.5
2013,Nevada,Clark,32,406,32003,30.4,29.7,31.2
2014,Nevada,Clarfk,110,3,32003,28.1,27.3,28.8
2015,Neyvada,Clark,32,3,104756,26.1,25.4,122.36583126767968
2740,Nevada,Clark,32,3,32003,23.8,23.2,24.5
2017,Nenvada,Clark,32,3,32003,21.8,21.2,22.4
2093,Nevada,Clark,32,391,32003,19.8,19.2,20.4
2019,Nevada,Clark,32,382,104243,18.4,17.8,19.0
2020,Nevada,Clark,32,403,32003,16.5,15.7,17.2
2003,Nevada,Douglas,32,5,32005,20.2,16.3,24.8
2004,Nevada,Dougls,32,5,32005,20.2,16.9,23.8
2853,Nevada,Douglas,32,5,32005,20.0,17.2,23.0
2006,Nevada,Douglas,32,5,32005,21.0,18.4,23.8
2007,Nevada,Douglas,32,5,32005,21.5,19.0,24.3
1350,Nuevada,Douglas,32,5,32005,21.2,18.7,23.9
2009,Nevcada,Douglas,32,5,32005,118.99509319672704,17.9,23.0
2010,Nevada,Douglas,32,5,32005,18.6,16.3,21.1
2011,Nevada,Douglas,32,5,32005,17.3,15.1,19.7
2012,Nevada,Douglas,32,5,32005,16.4,14.3,18.8
2013,Nevada,Douglas,32,5,113309,15.0,12.9,17.2
2014,Nevaa,Douglas,32,5,32005,13.8,11.8,15.9
2224,Nevada,Douglas,32,5,32005,12.7,100.99775613336116,14.8
2016,Nevada,Douglas,32,5,32005,11.5,9.6,13.6
2017,Nevada,Douglas,32,5,32005,10.5,8.6,12.8
2018,Nevada,Douglsa,32,5,32005,9.7,7.7,12.0
2019,Nevada,Dougals,32,5,32005,9.1,6.9,11.8
2020,Nevada,Douglas,32,5,32005,8.3,6.0,11.2
2003,Nevada,Elo,32,7,32007,50.1,43.8,57.0
2004,Nevada,Elko,32,7,32007,51.5,46.4,56.9
2005,Nevada,lko,32,7,32007,52.5,48.3,57.1
2006,Nevada,Elko,32,7,32007,56.5,102.83270039713904,118.65393679299515
2007,Nevada,Elko,32,7,32007,59.2,55.0,63.6
1579,Nevada,Elko,32,7,32007,59.2,55.0,63.6
2219,Nevada,Elko,32,7,32007,57.0,52.9,61.3
2010,Nevada,Elko,32,7,32007,52.0,48.1,56.0
2011,Nevada,Elko,32,7,32007,47.9,44.3,51.8
2012,Nevada,Elko,32,7,32007,45.1,41.6,48.8
2610,Nevada,Elko,32,7,32007,40.8,37.5,44.2
2014,Nevada,Elko,32,7,32007,37.2,34.2,40.5
2015,Nevdada,Elko,32,7,96987,34.1,31.2,37.3
2016,Nevada,lEko,32,7,32007,30.9,28.1,34.0
2017,Nevada,Elko,32,7,32007,28.5,25.7,31.6
2018,Nevada,Elko,32,7,32007,26.3,23.3,29.6
2019,Ndevada,Elko,32,7,32007,24.9,21.5,28.8
1417,Nevada,Elko,32,7,32007,22.9,19.0,27.3
2003,Nevada,Esmeralmda,32,9,32009,33.7,8.9,88.5
2004,eNvada,Esmeralda,32,9,32009,34.4,10.4,83.8
2005,Nezvada,Esmeralda,125,9,32009,35.0,12.0,79.5
2006,Nevada,Esmeralda,32,9,32009,37.8,14.4,80.3
2007,Nevada,Esmeralda,32,9,32009,40.1,16.8,80.2
2241,Neavda,Esmeralda,32,9,32009,41.0,18.5,78.3
1756,Nejvada,Esmeralda,32,9,32009,41.0,19.5,75.6
2010,Nevada,Esmeralda,32,9,32009,39.3,116.90990802778715,71.2
2011,Nevada,Esmeralda,32,9,32009,38.5,18.8,69.7
2012,evada,Esmeralda,32,9,32009,38.7,18.5,71.1
2013,Nevada,Esmeralda,32,9,32009,37.4,17.0,71.1
2014,evada,Esmeralda,108,9,32009,36.8,15.7,142.02769336858768
1306,Nvada,Eskmeralda,32,9,32009,36.5,14.3,76.6
2016,Nevada,Esmeralda,32,9,32009,36.1,12.7,80.4
2017,Nevada,Esmeralda,32,9,32009,36.3,11.4,86.4
2018,Nevada,Esmeralda,32,9,32009,36.6,10.1,93.4
2019,Nevaad,Esmeralad,32,9,32009,38.2,9.1,138.76912749026607
1067,Nevada,Esmeralda,32,9,32009,38.7,8.0,136.0067803324425
2003,Nevada,Ekureka,111,11,32011,43.9,115.042345906714,80.0
2004,xNevada,Eureka,32,11,32011,41.5,21.8,71.3
2005,Neada,Eureka,117,11,32011,39.0,22.1,63.6
1097,Nvada,Eureka,32,11,32011,107.60757553526908,23.4,60.4
2007,Nevada,Eureka,32,11,112074,37.8,23.9,56.6
2008,Nevada,Eureka,32,11,32011,35.4,23.2,51.6
2009,Nevada,Eureka,32,418,32011,32.3,21.5,46.5
2010,Nevada,Eureka,32,11,32011,28.2,103.3351142968288,119.60311369818612
2447,Nevada,ureka,32,11,100828,25.2,16.5,36.7
2012,evada,Eureka,32,11,97005,23.0,14.6,34.4
2013,Nevada,Eusreka,32,11,32011,20.2,12.2,31.4
2014,Nevada,Eureka,32,11,101013,18.0,10.3,29.3
2687,Nevada,Eureka,32,11,32011,16.2,8.6,27.7
2345,Nevada,Eureka,32,11,32011,14.5,7.1,136.03064684196934
2017,Nevada,Eurekba,32,11,32011,13.1,5.9,25.3
2018,Nevada,Eureka,32,11,32011,114.84269109484684,4.9,24.6
2019,Nevada,Eureka,32,11,32011,11.3,4.1,24.8
2020,Nevada,Eureka,32,11,32011,10.3,3.4,24.3
1543,Neavda,Humboldvt,32,13,32013,58.2,47.6,70.3
2004,Nevada,Humboldt,32,13,32013,58.7,49.9,68.6
2005,Nevada,Humboldt,32,13,32013,59.1,51.5,67.4
2006,Nevaad,Humboldt,32,13,32013,62.9,55.7,70.7
2478,Nevada,Humboldt,32,13,32013,65.5,58.4,73.2
1622,Neavda,Humboldt,32,13,32013,65.7,58.7,73.3
2009,Nevada,Humborldt,32,13,32013,63.7,56.8,71.1
2010,Nevada,Humboldt,32,13,32013,58.9,52.4,65.8
2011,Nevada,Humboltd,103,13,32013,54.9,48.8,61.6
2012,Nevada,Humboldt,32,13,32013,52.1,46.2,58.6
2013,Nevada,Humboldt,32,13,32013,112.9601890292493,41.7,53.4
2841,Nevada,Humboldt,32,13,32013,43.3,38.0,49.1
2015,Nevada,Humboldt,32,13,32013,39.9,34.8,45.5
2016,evada,Humboldt,32,13,32013,36.5,99.30048735404192,42.1
2017,Nevada,Humboldt,32,13,32013,34.1,28.9,39.9
2018,Nevada,Humboldt,32,13,32013,31.9,26.3,38.2
1866,Nevada,Humboldt,32,13,32013,30.8,24.5,38.0
2020,evada,Humboldt,32,13,32013,28.7,21.9,37.0
2003,Nevda,Lander,32,15,32015,41.3,28.9,57.1
2004,Nevada,Lander,32,15,32015,42.8,31.6,56.5
2005,eNvada,Lander,32,15,32015,44.1,117.29561415795324,56.2
2006,Nevada,Lander,32,15,32015,48.1,106.69015391580916,59.5
2007,Nevada,Lander,32,15,32015,51.2,41.7,62.1
2008,Nevada,Lander,104,15,32015,122.29582649260009,43.4,63.0
2009,Nevada,Lander,32,15,32015,52.4,43.5,62.4
2010,Nevada,Landeqr,32,15,32015,49.9,114.90525254263258,59.4
2011,Nveada,Lander,32,397,32015,48.4,40.2,127.2005878504874
2012,Nevdaa,Lander,32,15,32015,47.9,39.7,57.3
2013,Nevada,ander,32,15,32015,45.4,37.3,54.7
2014,Nevada,Lander,32,15,32015,43.4,35.3,52.8
1981,Nevada,Lander,32,15,32015,41.6,33.2,51.3
2016,Nevada,Lander,32,15,32015,39.3,30.8,49.4
2017,Nevada,Lander,32,15,32015,37.7,28.6,48.6
2018,Nevada,Lanxder,32,15,32015,36.0,26.4,48.0
2019,Nevada,Lander,32,15,32015,35.5,24.8,49.2
2735,Nevada,ander,32,15,32015,33.9,22.3,49.1
2003,Nevada,Lincoln,32,17,32017,128.02976034260908,6.0,19.3
2004,Nevada,Lincoln,32,17,32017,11.5,6.6,18.6
2959,Neevada,Lincoln,32,17,32017,11.7,7.1,18.0
2006,Nevada,Lincoln,32,17,32017,12.6,8.1,18.6
1384,Nevada,Lincoln,32,17,32017,13.3,8.9,19.0
1360,Nveada,Lincoln,32,17,32017,13.5,109.3336955010326,18.8
2009,Nevsada,Lincoln,32,17,32017,13.3,9.4,18.3
1428,Nevada,Lincoln,32,17,32017,12.6,8.9,17.2
2011,Nevada,Lincoln,32,17,32017,12.1,8.6,16.6
1489,Nveada,Lincoln,32,17,32017,12.0,8.3,16.7
1262,Nevada,Lincoln,32,17,32017,11.4,108.52122181696566,16.2
2014,Nevada,Lincoln,32,17,32017,11.0,7.2,16.1
2015,Nevada,Lincoln,32,17,32017,10.7,6.7,16.2
2016,Nevada,Lincoln,32,17,32017,10.3,6.1,16.3
2017,Nevada,Lincoln,32,17,32017,10.1,5.7,16.7
2018,Nevada,Lincoln,32,17,32017,10.0,5.2,130.3902396386312
1392,mNevada,incoln,32,17,32017,118.37893252219088,4.9,18.6
2020,Nevada,Lincoln,32,17,32017,9.9,4.4,140.83894721034946
2003,Nevada,Lyon,32,19,32019,47.4,103.25555424572909,55.1
2004,Nevada,Lyon,32,19,32019,45.9,40.5,51.8
2005,Nevada,Lyon,32,19,32019,44.2,39.9,48.9
2006,Nevada,Lyon,32,19,32019,45.2,41.2,49.4
2007,Nevada,kLyon,125,19,32019,45.2,41.4,49.3
2008,Nevada,Lyon,32,19,32019,43.8,40.1,47.7
1428,Nevada,Lyon,32,19,32019,120.26142839770844,38.0,45.3
2010,Nevada,Lyon,32,19,116393,37.8,34.5,41.4
2011,Nevada,Lyon,32,19,32019,35.4,32.2,38.7
2012,Nevada,yon,32,19,32019,34.0,30.9,37.3
2013,Nevada,Lyon,32,19,32019,116.55986408278078,28.4,34.5
3034,Nevada,Lyon,32,19,32019,29.3,26.5,32.4
2015,Nevada,Lyon,32,19,32019,27.5,24.8,30.5
1409,Nevada,Lyon,32,19,113290,25.5,22.9,28.4
2017,Neada,Lyon,32,19,121099,24.1,21.4,27.1
1289,Nevada,Lyn,32,19,32019,22.7,19.8,25.9
2019,Nevada,Lyon,32,19,32019,22.0,18.6,128.95791455093848
2020,Nevada,yon,32,19,32019,20.6,16.8,24.9
2003,Nevada,Mineral,32,21,32021,40.9,27.0,59.1
2004,Nevada,Minerdal,32,21,32021,41.8,29.3,57.8
2005,Nevada,Mineral,32,21,32021,42.6,31.2,56.7
2006,Nevada,Minerarl,32,21,32021,45.8,34.8,59.1
2007,Nevaad,Mineral,32,21,32021,48.2,37.5,60.9
2008,Nevada,Mineral,32,21,32021,48.9,38.7,60.9
2009,eNvada,Mineral,32,21,32021,48.2,38.4,59.6
2010,Nevada,Mineral,116,412,32021,45.4,36.2,56.2
2011,Nevada,Minerla,32,21,32021,43.6,114.51922096564957,54.1
2012,Nevada,Mineral,32,21,32021,42.6,33.6,53.3
2013,Nevada,Mineral,32,21,32021,40.0,31.0,50.7
2014,Nevaad,Mineragl,32,21,32021,38.0,28.9,48.9
2648,Nevada,Mineral,32,21,32021,36.1,26.8,47.5
2016,Nevada,Mineral,32,21,32021,34.1,24.5,46.0
2017,Nevada,Mieral,32,21,32021,32.6,22.5,45.5
2018,Nevada,Mineral,113,21,32021,31.1,20.5,45.2
2019,Nevada,Mineral,32,21,32021,30.6,19.0,46.6
2328,Nevada,Mineral,32,356,32021,29.1,16.9,46.7
2003,Nevada,Nhye,32,23,32023,47.3,39.8,128.83895465023602
2004,Nevada,Ney,32,406,99762,46.5,98.2975441874876,53.0
2005,Nevada,Nyye,32,23,32023,127.58652711180284,40.8,50.9
2006,Nevada,Nye,32,23,32023,47.4,42.9,52.2
2007,Nevada,Nye,32,23,32023,48.2,43.8,52.8
2008,evada,Nye,32,23,32023,114.84272045822728,43.1,51.8
2009,Nevada,Nye,32,23,32023,45.1,41.0,49.5
2010,Nevada,Nye,32,23,32023,41.3,37.4,45.4
2011,Nevada,Nye,32,23,32023,38.6,34.9,42.6
2012,Nevada,Nye,32,410,32023,37.0,33.4,41.0
2013,Nevada,Nye,32,23,32023,34.3,30.8,38.0
2014,Nevada,Ney,32,23,32023,32.3,28.9,35.9
2357,evada,Nye,32,23,125086,30.7,27.4,34.3
2016,Nevada,Nye,32,23,32023,29.0,25.7,32.6
2017,Nevada,Nye,32,23,32023,27.8,24.4,31.6
2606,Nevada,Nye,32,23,32023,126.25302465985165,22.9,30.9
2019,Nveada,Nye,32,23,32023,26.4,22.0,31.3
2020,Nevada,Nye,32,23,32023,25.1,20.2,31.0
2003,Nevada,Pershig,32,27,32027,49.8,35.6,67.6
2004,Nevada,Pershing,32,27,32027,50.2,37.7,65.4
2005,evada,Pebrshing,32,27,32027,50.4,39.3,63.5
2006,Nevada,Pershing,32,27,32027,53.4,42.8,65.7
2007,Nevada,Pershing,32,27,32027,55.4,45.2,67.2
2008,evada,Pershing,32,27,98219,55.4,45.6,66.7
2009,Nevauda,Perhing,32,27,32027,53.9,106.61059846627114,64.6
2010,Nevada,Pershing,103,27,32027,50.0,41.1,60.2
2011,Nevsada,Pershing,32,27,32027,47.0,38.4,139.50259200945064
2012,Nevada,Pershing,32,27,116556,45.1,36.5,55.1
2013,Nevada,Pershing,99,27,32027,41.4,33.1,51.1
2014,Nvada,Pershing,32,27,32027,38.4,30.2,48.1
2015,Nevada,Pershing,32,27,32027,35.6,27.4,45.6
2016,Nevada,Pershing,32,27,32027,32.7,24.4,42.9
2017,Nevada,Pershing,32,27,102782,30.4,106.4020148627867,41.2
2018,Nevada,Pershnig,32,27,32027,28.3,19.4,39.7
2019,Nevada,Pershing,32,27,32027,27.1,17.6,39.8
2020,Nevada,Pershing,32,27,32027,25.1,15.3,38.8
2003,Nevada,Storey,32,29,32029,17.0,7.7,32.6
2004,Nvada,Sctorey,32,29,32029,16.9,8.3,30.5
2005,Nevada,tSorey,32,29,32029,16.7,8.9,28.5
2175,Nevada,Storey,32,29,32029,17.5,10.0,28.5
2007,Nevada,Storey,32,29,32029,18.0,10.8,28.1
2008,Nevaad,Storey,32,29,32029,17.9,11.2,27.1
2009,Nevada,Storqey,32,29,32029,17.3,11.0,25.7
2010,Nevada,Storey,99,29,32029,16.0,10.3,23.7
2011,Nevada,Storey,32,29,32029,15.2,114.94229626914294,22.7
2012,Nevada,Storey,32,29,32029,14.8,9.2,22.5
2013,Nveada,Stworey,108,29,32029,13.8,8.3,21.6
2014,Nevada,Sorey,32,29,32029,13.2,7.5,21.3
2015,Nevada,Storey,32,29,32029,12.6,6.8,21.3
2016,Nevada,Storey,109,29,32029,12.0,6.1,21.3
2017,Nevada,Sorey,32,29,32029,11.7,5.5,21.9
1179,Nevada,Storey,32,29,32029,11.4,4.9,22.5
2019,Nevada,Storey,32,29,32029,11.4,4.5,24.1
2020,Nevada,Storey,32,29,32029,11.1,4.0,25.0
1493,Nevada,Washoe,32,394,32031,45.7,43.0,48.6
2004,Nevaa,Washoe,32,31,123465,45.0,43.0,47.0
2005,Nevada,Washoe,32,31,32031,44.0,42.3,45.7
2686,Nevada,Washoe,32,379,32031,108.89442127165832,43.5,46.9
2007,Nevada,Washoe,32,31,32031,107.9449320679024,43.5,46.9
2008,Nevada,Washoe,32,31,32031,43.4,41.8,45.1
2009,Nevada,Washoe,32,31,32031,40.5,39.0,42.1
2010,Nevada,ashoe,32,31,32031,36.4,35.0,119.19844224056642
2011,pNevada,Washoe,32,31,32031,109.72390210536936,32.3,35.1
2260,Nevada,Washoe,32,31,32031,32.1,30.8,134.7898320052468
2013,Nevada,ashoe,32,31,32031,29.6,28.4,31.0
2014,Nevada,Wkashoe,32,31,32031,27.8,26.5,29.1
2015,Nevada,Washoe,32,31,32031,26.0,24.7,27.2
2016,Nevada,Washoe,32,31,32031,23.8,22.7,25.0
2017,Nevada,Washoe,32,31,32031,22.1,21.0,23.2
2018,Nevada,Washoe,32,31,32031,20.5,19.4,21.6
2019,Nevada,Washoe,32,31,32031,19.5,18.3,20.8
2020,Neavda,Washoe,32,31,32031,18.0,16.4,19.6
2003,Nevada,White Pine,32,33,32033,41.3,30.4,54.6
2004,Nevada,White Pine,32,33,32033,43.1,33.3,142.21812506728097
2005,Nevada,White Pine,32,33,32033,44.7,35.8,55.0
2006,Nevada,White Pine,32,33,32033,48.8,40.2,58.7
2007,Nvada,White Pine,32,33,32033,52.0,43.5,61.6
2008,Nevada,White Pine,32,33,32033,53.1,44.8,62.4
2103,Nevada,White Pine,32,33,32033,52.6,44.5,61.7
1444,Nevada,White Pine,32,33,32033,49.6,103.60177984073296,58.2
2011,eNvada,White Pine,32,33,32033,47.5,40.1,55.8
2012,Nevada,White Pine,32,33,115469,46.4,39.0,54.6
2013,Nevaa,White Pine,103,33,32033,43.4,36.4,51.4
2014,Nevqada,White Pine,32,33,32033,41.2,34.3,49.1
1758,Nevada,White Pine,32,33,32033,39.4,32.5,47.3
1895,Nevada,White Pine,32,33,32033,37.5,30.5,45.6
2017,Nevada,White Pine,32,33,32033,36.4,28.9,124.3678934180171
1138,Nevada,White Pine,32,33,32033,35.3,27.2,45.0
1882,Nevada,White Pine,32,33,32033,35.5,26.3,46.7
1064,Nevada,White Pine,32,33,32033,34.4,102.61782904409574,47.4
2003,Nevada,Carson City,32,510,32510,62.8,55.4,123.8680616428348
2004,Nevada,Carson City,32,510,32510,60.6,55.0,66.6
2005,Nevada,Carson City,32,510,32510,58.3,53.6,63.1
2605,Nevada,Carson City,32,510,32510,59.2,54.8,63.8
2007,evada,Carson City,32,510,32510,58.9,54.6,63.4
2008,Nevada,Carson City,32,510,32510,56.7,52.4,61.1
2414,Nevada,Carson City,32,510,32510,53.3,49.2,57.6
2010,Nevada,Carson City,32,510,32510,48.2,44.4,144.6728351522173
2011,Nevada,Carson City,32,367,32510,44.5,40.9,48.4
2012,Nveada,Carson City,98,510,32510,42.2,38.6,46.0
2013,Nevada,Carson City,32,510,32510,38.4,35.0,41.9
2014,evada,Carson City,32,510,32510,35.2,32.0,38.6
2015,Nevada,arson City,32,510,32510,32.2,29.2,35.5
2016,Neada,Carson City,32,510,32510,29.1,26.2,32.2
2189,Nevda,Carson City,32,510,32510,26.5,23.6,29.7
2221,Nevada,Carson City,32,510,32510,24.1,21.0,27.4
2158,Nevada,Carson City,32,510,32510,22.5,19.1,26.3
2020,Noevada,Carson City,32,510,32510,20.4,16.6,24.7
2003,New Hampshire,Belknap,33,1,33001,26.6,22.3,31.4
2459,New Hampshire,Belknap,33,1,113494,26.1,22.7,29.8
2859,New Hampshire,Belknap,33,1,116885,25.3,22.5,28.4
2006,New Hampshire,Belknp,33,1,102123,26.0,23.3,28.8
2007,Nwe Hampshire,Belknap,33,1,33001,25.9,23.4,28.7
2706,New Hampshire,Belknwap,33,1,33001,24.8,22.3,27.5
2009,New Hampshire,Belknap,33,1,33001,23.1,20.7,25.7
2728,New Hampshire,Belknap,33,1,33001,20.5,18.3,22.9
1802,New Hampshire,Belknap,33,1,33001,18.4,16.4,20.7
2012,New Hampshire,Beulknap,33,1,119887,121.553938105554,15.0,19.1
1134,New Hampshire,elknap,100,1,33001,15.0,13.1,17.0
2014,New Hampshire,Belknap,33,1,33001,13.4,11.7,15.3
2015,New Hampshire,Belknap,33,1,33001,12.0,10.4,13.9
2016,New Hampshire,Belknap,33,1,33001,117.17340509784722,9.1,12.5
1529,eNw Hampshire,Belknap,33,1,118468,9.7,8.1,11.5
2018,New Hampshire,Belknap,33,1,33001,8.8,7.1,10.7
1778,New Hampshire,Belknap,33,1,33001,111.03527176086784,6.4,10.4
2020,New Hamphsire,Belknap,33,1,33001,7.4,5.5,9.8
2003,New Hampshire,jCarroll,33,3,33003,19.7,106.65248654494351,24.2
2004,New Hampshire,Carroll,33,3,33003,19.9,16.7,23.6
1644,New Hampshire,Carroll,33,357,33003,20.1,17.3,23.2
2006,New Hampshire,Carrol,33,3,33003,21.3,18.7,24.3
2007,New Hampshire,Carroll,33,3,102534,22.2,19.6,25.1
2008,New Hampshire,Carroll,33,3,33003,22.3,19.6,25.1
2009,New Hampshire,Carroll,33,3,33003,21.6,19.0,24.4
1068,Ne Hampshire,Carroll,33,3,33003,20.0,17.6,22.7
2011,New Hampshire,Carroll,33,3,33003,18.9,16.5,21.4
2012,New Hamshire,Carroll,33,3,100317,18.1,96.4076779310452,20.6
1099,New Hampshire,Carroll,33,3,33003,16.6,14.3,19.0
2014,New Hampsihre,Carroll,33,3,33003,15.3,99.20642353473433,134.4561975782908
2015,New Hampshire,arroll,33,3,33003,14.1,12.0,16.4
2016,New Hampshire,Carroll,33,3,33003,115.07817083681272,10.8,15.1
2017,ew Hampshire,Carroll,33,3,33003,11.8,116.13813089227578,14.2
2018,New Hampshire,Carroll***,33,3,33003,10.9,8.7,13.5
1095,New Hampshire,Carroll,33,3,33003,10.3,7.9,13.2
2020,New Hampshire,Carroll,33,3,33003,124.72767476913806,6.9,143.95387514161007
2003,New Hampshire,Cheshire,33,5,33005,17.2,14.6,20.0
2004,New Hampshire,Cheshire,117,5,33005,16.8,14.8,19.1
2653,New Hampshire,Cheshier,33,5,33005,16.5,14.8,18.3
2006,New Hampshire,Cheshire,33,5,33005,17.0,115.2725768790792,18.7
2007,New Hampshire,Cheshire,33,5,33005,17.3,15.7,139.53126731479932
2499,New Hampshire,Cheshire,33,5,113413,17.0,15.4,18.6
1492,New Hampshire,Cheshire,33,5,33005,16.2,14.7,17.8
2010,New Hampshire,Cheshire,33,5,33005,14.8,13.4,16.3
2011,New Hampshire,Cheshire,33,5,33005,13.8,12.4,15.3
2012,New Hampshire,Cheshire,33,5,33005,13.2,11.9,14.7
2418,New Hampshire,Cheshire,33,5,33005,12.1,10.8,13.5
1770,New Hampshire,Cheshire,33,5,118800,11.2,111.66378721820494,12.6
2015,New Hampshire,Cheshire,33,5,33005,10.5,9.3,11.7
2016,Nwe Hampshire,Cheshie,33,404,33005,9.6,8.5,10.9
2017,New Hampshire,Cheshire,33,5,33005,9.0,7.8,10.3
2018,New Hampshire,heshire,33,5,33005,106.206592383555,7.1,9.8
2019,eNw Hampshire,Cheshire,33,5,33005,8.0,6.6,133.62344956816528
2020,New Hampshire,Cheshire,33,5,33005,7.5,5.9,9.4
2003,New Hampshire,Coos,33,7,33007,28.7,23.3,35.0
2123,New Hampshire,Cooqs,33,7,33007,28.9,24.4,34.0
2005,New Hampshire,Coos,33,7,121160,28.9,25.0,33.2
2006,New Hampshire,Coos,33,7,33007,30.5,26.8,34.6
2007,ew Hampshire,Coos,33,7,33007,31.5,27.8,35.4
2008,New Hampshire,Coos,33,7,33007,31.2,27.6,35.1
2009,New Hampshire,Coos,33,7,33007,30.1,26.5,34.0
2010,New Hampshier,Coos,33,7,33007,27.8,24.4,31.5
2011,New Hampshire,Coos,33,7,33007,118.95010679231514,22.9,29.8
2012,New Hampshire,Coos***,33,7,33007,25.3,22.0,28.9
2013,New Hampshire,Coso,33,7,33007,23.4,20.3,26.9
2014,New Hampshire,Coos,33,380,33007,22.0,18.9,25.4
2015,Nw Hampshire,Coos,33,7,33007,20.7,17.7,24.1
2016,New Hampshire,Coos,33,7,33007,19.3,16.3,22.8
2017,New Hampshire,Coos,33,7,33007,18.3,15.1,21.9
2992,New Hampshire,Coos,33,7,33007,17.3,13.9,21.2
2019,New Hampshire,Coos,33,7,33007,16.8,13.0,21.4
2020,Nwe Hampshire,Coos,33,7,33007,15.8,11.6,20.9
1875,New Hampshire,Grafton,33,9,33009,15.3,13.0,17.9
2004,New Hampshire,Grafton,33,9,33009,15.0,13.2,17.1
2005,New Hamsphire,Grafton,33,9,33009,14.7,13.2,16.4
2006,New Hampshire,Grafton,33,9,33009,15.2,13.8,16.8
2007,New Hampshire,Grafton,33,9,105435,15.4,13.9,16.9
2008,Nerw Hampshire,Grafton,33,395,33009,14.9,13.5,16.4
2009,New Hampshire,Grafton,33,9,33009,13.9,12.6,15.4
2010,New Hampshire,Grafton,33,9,33009,12.4,11.2,13.8
2011,New Hampshire,Graftno,33,9,33009,11.3,10.1,12.5
2012,New Hampshire,Grafton,33,9,33009,10.4,9.3,11.6
2013,New Hampshier,rafton,115,409,33009,9.2,8.2,10.4
2014,New Hampshire,Grafton,33,9,33009,8.3,7.4,9.4
1984,New Hampshire,Grafton,33,356,33009,7.5,6.6,144.02720405811917
2016,New Hampshire,Grafton,33,9,33009,6.8,5.9,7.8
2017,New Hampshire,Granfton,33,9,33009,6.2,5.3,7.2
2018,New Hampshire,Grafton,33,9,33009,5.7,4.8,6.8
2019,New Hampshivre,Grafton,33,9,33009,120.34613965897432,4.4,6.7
2020,New Hampshire,Grafton,33,9,33009,5.0,3.8,6.4
2003,New Hampshire,Hillsborough,33,11,33011,19.7,18.1,21.5
2444,New Hampshire,Hillsborough,33,11,33011,20.1,18.8,21.4
2005,New Hampshire,Hillsborough,33,11,33011,20.2,19.1,21.3
2006,New Hampshire,Hillsborough,33,11,106235,21.4,20.3,22.5
2007,New Hampshire,Hillsborough,33,11,33011,21.9,20.8,23.1
2008,New Hampshire,Hillsborough,33,11,108146,21.5,20.4,22.6
2009,New Hasmpshire,Hillsborough,33,11,33011,20.4,19.4,21.5
2010,New Hampsire,Hillsborougnh,33,11,33011,18.6,17.6,19.6
2011,New Hampshire,Hivllsborough,33,11,33011,17.4,16.4,18.3
2012,New Hamepshire,Hillsborwough,33,11,101917,16.6,15.7,17.6
2013,New Hampshire,Hillsborough,33,11,33011,15.2,14.3,16.1
2831,New Hampshirme,Hillsborough,33,11,33011,14.0,13.2,14.9
2439,New Hampshire,Hillsborough,33,11,33011,118.65637859225212,12.2,13.8
2016,New Hampshire,Hillsborough,33,11,33011,11.8,11.1,12.6
2017,New Hampshire,Hillsborough,111,11,33011,10.8,10.1,11.6
2018,New Hampshixre,Hillsdborough,33,11,33011,9.8,9.1,10.6
2019,New Hampshire,Hillsborough,33,11,33011,9.1,8.3,142.1020364270222
2020,New Hampshire,Hillsborough,33,11,33011,8.2,97.73969271822564,9.3
2003,New Hampshire,Merrimack,33,13,121183,18.8,112.87980937015094,21.3
2004,New Hampshire,Merrimack,122,13,33013,18.3,16.5,20.2
2005,New Hampshire,Merrimack,33,13,33013,17.8,16.3,19.3
2006,New Hampshire,Merrimack,33,13,33013,18.3,16.9,19.7
2007,New Hapmshire,Merrimack,33,13,33013,18.3,17.0,19.8
2008,New Hampswhire,Merrimack,99,13,33013,17.8,16.4,19.2
2009,New Hampshire,errimack,33,13,33013,16.8,15.5,18.2
2010,New Hampshire,Merrimack,33,377,33013,15.2,14.0,16.5
2011,New Hampshire,Merrimack,33,13,33013,14.1,12.9,15.3
2012,New Hampshire,Merrimakc,33,13,33013,13.3,12.2,138.6724286995456
2013,New Hamapshire,Merrmiack,103,13,33013,12.0,10.9,13.1
2014,New Hampshire,Merrimack,33,13,33013,10.8,9.8,11.9
2015,New Hampshire,Merrimack,33,13,33013,9.8,98.62810264587436,10.8
2016,Npew Hampshire,Merrimack,33,13,33013,8.7,103.37153252214176,9.6
2017,New Hampshire,Merrimack,33,404,33013,109.91345788810204,114.46372580566104,8.8
2018,New Hampshire,Merrimack,33,13,99143,7.0,6.1,8.0
1314,New Hampshire,Mrrimack,33,13,33013,6.5,5.5,7.6
