Grant Number,Grant Type,First name,Middle name,Last name,Institution,City,State,Postal Code,Country,Commission Date,Year Awarded,Project Title,Program,Division,Grant Amount Approved,Final Grant Award,Grant Start Date,Grant End Date,Project Description
RA-87057-87,O,           ,,            ,American Film Institute,Washington,DC,20566-0001,USA,11/1/1986,1987,The institute's National Center for Film and Video Preservation to convene a national conference,Archives and Records,Records,"$14,000 ","$14,000 ",7/1/1987,6/30/1988,For the institute's National Center for Film and Video Preservation to convene a national conference to plan for improved care and availability of local television newsfilm collections.
RA-87095-87,O,           ,,            ,American Home Economics Association,Washington,DC,20007,USA,11/1/1986,1987,Advise on surveying and appraising permanently valuable records,Archives and Records,Records,"$2,672 ","$2,672 ",8/1/1987,1/31/1988,"For a consultant to advise on surveying and scheduling current records, appraising permanently valuable records, and undertaking preservation measures."
RA-87046-87,O,           ,,            ,"American Institute for Conservation of Historic and Artistic Works (AIC),",Washington,DC,20005,USA,11/1/1986,1987,Feasibility study to determine the most appropriate approach to the archival preservation of conservation,Archives and Records,Records,"$7,327 ","$7,327 ",3/1/1987,2/29/1988,For a feasibility study to determine the most appropriate approach to the archival preservation of conservation treatment records. The AIC is the professional association of conservators.
RA-87091-87,O,           ,,            ,Antioch University,Yellow Springs,OH,45387-1623,USA,11/1/1986,1987,Develop an archival program for the university,Archives and Records,Records,"$35,112 ","$35,112 ",7/1/1987,6/30/1988,"To develop an archival program for the university. An innovator in education since its founding, Antioch instituted coeducation and interracial education in the mid-19th century, cooperative education in the 1920s, and a system of decentralized learning centers in the 1960s."
RC-87041-87,O,           ,,            ,Indiana State Historical Records Advisory Board,Indianapolis,IN,46204-2744,USA,11/1/1986,1987,Publish the Indiana historical records report,State Board Programs,Records,"$5,608 ","$5,608 ",7/1/1987,6/30/1988,"To publish the Indiana historical records report, which will present the findings of the statewide assessment project supported by the NHPRC in 1983."
RA-87074-87,O,           ,,            ,International Brotherhood of Teamsters,Washington,DC,20001,USA,11/1/1986,1987,Consultation to develop an archival program for the nation's second largest labor union,Archives and Records,Records,"$3,250 ","$3,250 ",6/1/1987,11/30/1987,For consultation on developing an archival program for the nation's second largest labor union.
RS-87050-87,O,           ,,            ,North Carolina State Historical Records Advisory Board,Raleigh,NC,27601,USA,11/1/1986,1987,Support travel and meeting expenses for the board,SHRAB Admin,Records,"$6,100 ","$6,100 ",7/1/1987,6/30/1988,For meetings of the board over a three-year period. The meetings are intended to improve the NHPRC grant review process and to plan for improved records programs in the state
RC-87040-87,O,           ,,            ,Pennsylvania State Historical Records Advisory Board,Harrisburg,PA,17120,USA,11/1/1986,1987,Develop institutional archives for college and university records,State Board Programs,Records,"$187,500 ","$187,500 ",7/1/1987,6/30/1988,For a regrant program directed at the state's colleges and universities. The program will focus on the development of institutional archives for college and university records.
RC-87051-87,O,           ,,            ,Puerto Rico Historical Records Advisory Board,San Juan,PR,926,USA,11/1/1986,1987,Analyze the current condition of historical records in Puerto Rico,State Board Programs,Records,"$25,000 ","$25,000 ",3/1/1987,2/29/1988,"To analyze the current condition of historical records in Puerto Rico, identify problems, frame potential solutions, and outline actions that can be taken. The Institute of Puerto Rican Culture will administer the grant on behalf of the board."
RA-87108-87,O,           ,,            ,Puget Sound Maritime Historical Society,Seattle,WA,98112,USA,11/1/1986,1987,Preserve the Joe Williamson photograph collection,Archives and Records,Records,"$34,000 ","$34,000 ",9/1/1987,8/31/1989,"To preserve the Joe Williamson photograph collection. The photographs depict the maritime history of the Pacific Northwest from the 1880s to the 1950s, including a wide variety of ships, many coastal towns and industries, and the Alaska gold rush."
RA-87077-87,O,           ,,            ,"Rhode Island Office of the Secretary of State, Rhode Island State Archives Division",Providence,RI,2903,USA,11/1/1986,1987,Establish an active state archival program and to identify archival materials,Archives and Records,Records,"$114,022 ","$114,022 ",7/1/1987,6/30/1988,"To establish an active state archival program and to identify archival materials located in the state records center, state government offices, departments and agencies, as well as fugitive state records located in historical repositories."
PH-87029-87,O,           ,,            ,Ulysses S. Grant Association & Southern Illinois University,Carbondale,IL,62901,USA,11/1/1986,1987,Ulysses S. Grant Papers,Publishing,Publications,"$42,000 ","$42,000 ",7/1/1987,6/30/1988,To support a comprehensive edition of the papers of the Civil War general and 18th President of the United States.
PS-87048-87,O,           ,,            ,University of Arizona Press,Tucson,AZ,85719,USA,11/1/1986,1987,Documentary Relations of the Southwest--Civil Military,Subventions,Publications,"$9,400 ","$9,400 ",1/1/1987,12/31/1989,Subvention funds to publish a volume of the Documentary Relations of the Southwest.
PS-87043-87,O,           ,,            ,University of North Carolina Press,Chapel Hill,NC,27515-2288,USA,11/1/1986,1987,Black Abolitionist Papers,Subventions,Publications,"$7,500 ","$7,500 ",7/1/1987,6/30/1988,Subvention funds to publish a volume of The Black Abolitionist Papers.
PS-87060-87,O,           ,,            ,University of North Carolina Press,Chapel Hill,NC,27515-2288,USA,11/1/1986,1987,Nathanael Greene Papers,Subventions,Publications,"$7,500 ","$7,500 ",4/1/1986,3/31/1989,Subvention funds to publish a volume of The Papers of Nathanael Greene.
PS-87067-87,O,           ,,            ,University of Pennsylvania Press,Philadelphia,PA,19104-3608,USA,11/1/1986,1987,William Penn Papers,Subventions,Publications,"$9,725 ","$9,725 ",5/1/1987,4/30/1990,Subvention funds to publish a volume of The Papers of William Penn.
PS-87059-87,O,           ,,            ,University of Tennessee Press,Nashville,TN,37203,USA,11/1/1986,1987,Andrew Johnson Papers,Subventions,Publications,"$6,000 ","$6,000 ",7/1/1987,6/30/1988,Subvention funds to publish a volume of The Papers of Andrew Johnson.
RA-87078-87,O,           ,,            ,Sinte Gleska College,Rosebud,SD,57555,USA,11/1/1986,1987,Development of a documentary collections and oral history program for the Rosebud Sioux Tribe,Archives and Records,Records,"$73,450 ","$73,450 ",7/1/1987,6/30/1989,"For development of a documentary collections and oral history program for the Rosebud Sioux Tribe, which governs one of the nation's largest Indian reservations."
PH-87018-87,O,           ,,            ,Smithsonian Institution,Washington,DC,20560-0001,USA,11/1/1986,1987,Robert Mills Papers,Publishing,Publications,"$40,630 ","$40,630 ",10/1/1986,9/30/1987,"To support a microfilm edition of the papers of the 19th century American architect and engineer, designer of the Washington Monument."
RA-87038-87,O,           ,,            ,Supreme Court of Nevada,Carson City,NV,89701,USA,11/1/1986,1987,Survey the records of local courts in Nevada and create retention schedules for those records,Archives and Records,Records,"$60,995 ","$60,995 ",2/1/1987,1/31/1989,To survey the records of local courts in Nevada and create retention/disposition schedules for those records. The project will also develop a records management manual and educational workshops for court officials.
RA-87005-87,O,           ,,            ,Research Libraries Group,Stanford,CA,94305,USA,11/1/1986,1987,Develop a database of public records information in the Research Libraries Information Network (RLIN),Archives and Records,Records,"$302,378 ","$302,378 ",7/1/1987,6/30/1988,For a two-year project to develop a database of public records information in the Research Libraries Information Network (RLIN). The project will produce a thesaurus of state government function terms and criteria for online sharing of appraisal information and will involve seven state archives.
PH-86009-86,O,           ,,            ,American University,Washington,DC,20016-8066,USA,11/1/1985,1986,Daniel Chester French Papers,Publishing,Publications,"$68,000 ","$68,000 ",7/1/1986,6/30/1987,"To support an edition of the papers of Daniel Chester French, American sculptor."
PH-86017-86,O,           ,,            ,American University,Washington,DC,20016-8066,USA,11/1/1985,1986,Frederick Law Olmsted Papers,Publishing,Publications,"$9,985 ","$9,985 ",11/1/1985,6/30/1986,"To support a selective edition of papers of Frederick Law Olmstead, 19th century American landscape architect and city planner."
PH-86027-86,O,           ,,            ,Johns Hopkins University,Baltimore,MD,21218-2608,USA,11/1/1985,1986,Dwight D. Eisenhower Papers,Publishing,Publications,"$8,550 ","$8,550 ",1/1/1986,12/31/1986,To support a selective edition of the papers of the Commander of Allied Forces in World War II and 34th President of the United States.
RA-86124-86,O,           ,,            ,Johns Hopkins University,Baltimore,MD,21218-2608,USA,11/1/1985,1986,Initiate a records management program for the four major Johns Hopkins Medical Institutions,Archives and Records,Records,"$154,143 ","$154,143 ",7/1/1986,6/30/1987,"For a three-year project, in cooperation with the university's Alan Mason Chesney Medical Archives, to initiate a records management program for the four major Johns Hopkins Medical Institutions and to produce a guide to the management of medical records."
PH-86011-86,O,           ,,            ,George C. Marshall Foundation,Lexington,VA,24450-1600,USA,11/1/1985,1986,George Catlett Marshall Papers,Publishing,Publications,"$55,000 ","$55,000 ",7/1/1986,6/30/1987,"To support a selective edition of the papers of the Chief of Staff to General Eisenhower during World War II, Secretary of State, and Secretary of Defense."
PS-86079-86,O,           ,,            ,Louisiana State University Press,Baton Rouge,LA,70803,USA,11/1/1985,1986,Jefferson Davis Papers,Subventions,Publications,"$5,883 ","$5,883 ",7/1/1986,6/30/1987,Subvention funds to publish a volume of The Papers of Jefferson Davis.
