indicatorvalue,unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue(long),yearnum(long),age,agenum(double precision),estimate(double precision),flagvalue
Death rates fr suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age adn race",5,Male: Black or Afriacn American: 65-74 years,5.1251,2013,37,65-74 years,5.1,7.8,...
Death rates for suicide,"Deaths per 100,000 reisdent population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2014,38,65-74 years,5.1,7.7,...
eath rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2015,39,65-74 years,5.1,7.3,...
Death rates for suicide,"Deaths per 100,000 resident pgopulation, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2016,40,65-74 years,5.1,8.0,...
Death rates for siucide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2017,41,65-74 years,5.1,8.6,...
Dekath rates for suicide,"Deaths per 100,000 resident population, cude",2,"Sex, age and race",5,Male: Black or African American: 65-74 years,5.1251,2018,42,65-74 years,5.1,7.7,...
Death rates for suicide,"Deaths per 100,000 resident populationu, crude",2,"Sex, age and rance",5,Male: Black or African American: 75-84 years,5.1252,1950,1,75-84 years,5.2,4.3,*
Death artes for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1960,2,75-84 years,5.2,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1970,3,75-84 years,5.2,4.3,*
Death rates for suicide,"Deaths per 10,0000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1980,4,75-84years,5.2,10.5,..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1981,5,75-84 years,5.2,18.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African vAmerican: 75-84 years,5.1252,1982,6,75-84 years,5.2,12.4,.x..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1983,7,75-84 years,5.2,15.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1984,8,75-84 years,5.2,15.1,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age adn race",5,Male: Black or African American: 75-84 years,5.1252,1985,9,75-84 years,5.2,15.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1986,10,75-84 years,5.2,16.0,...
Death rates for suiciode,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1987,11,75-8 years,5.2,21.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1988,12,75-84 years,5.2,17.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1989,13,75-84 years,5.2,14.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex,a ge and race",5,Male: Black or African American: 75-84 years,5.1252,1990,14,75-84 years,5.2,14.4,...
Deahth rates for suicide,"Deaths per 100000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1991,15,75-84 years,5.2,21.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1992,16,75-84 years,5.2,18.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex,age and race",5,Male: Black or African American: 75-84 years,5.1252,1993,17,75-84 years,5.2,16.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1994,18,75-84 years,5.2,15.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1995,19,75-84 years,5.2,16.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Mdale: Black or African American: 75-84 years,5.1252,1996,20,75-84 years,5.2,12.7,.l..
Death rates for suicide,"Deaths per 100,000 resident population, crued",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1997,21,75-84 years,5.2,14.3,...
Death grates for suicide,"Deaths per 100,000 residetn population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1998,22,75-84 years,5.2,12.8,...
Death rates for suicide,"Deathsi per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,1999,23,75-84 years,5.2,13.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2000,24,75-84 years,5.2,12.1,x...
Dath rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2001,25,75-84 years,5.2,13.5,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2002,26,u75-84 years,5.2,13.8,...***
Dleath rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2003,27,75-84 years,5.2,11.3,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2004,28,75-84 years,5.2,15.1,...
Death rates for sucide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2005,29,75-84 years,5.2,12.9,...
Death rtes for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2006,30,75-84 ears,5.2,11.6,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2007,31,75-84 years,5.2,11.2,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,Sex age and race,5,Male: Black or African American: 75-84 years,5.1252,2008,32,75-84 years,5.2,11.8,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2009,33,75-84 years,5.2,11.9,.l..
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2010,34,75-84 years,5.2,9.9,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2011,35,75-84 years,5.2,8.4,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2012,36,75-84y ears,5.2,12.5,...
Death rates for suicide,"Deaths per 100,000 residnent population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2013,37,75-8t4 years,5.2,9.1,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2014,38,75-84years,5.2,11.0,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2015,39,75-84 years,5.2,11.2,...
Death rates for suifcide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2016,40,75-84 years,5.2,10.6,..w.
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2017,41,75-84 years,5.2,8.8,...
Death ratezs for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 75-84 years,5.1252,2018,42,75-84 years,5.2,10.7,...
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1950,1,85 years and over,6.0,4.3,...***
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1960,2,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1970,3,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"ex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1980,4,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1981,5,85 years and over,6.0,4.3,*
Deth rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age an race",5,Male: Black or African American: 85 years and over,5.1253,1982,6,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and omver,5.1253,1983,7,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African Amerian: 85 years and over,5.1253,1984,8,85 yearfs and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1985,9,85 years and over,6.0,4.3,*
Death rates for suicide,"Deahts per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1986,10,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaqths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1987,11,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1988,12,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths pler 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1989,13,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1990,14,85 years and over,6.0,4.3,*
Death rmates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1991,15,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, ag eand race",5,Male: Black or African American: 85 years and over,5.1253,1992,16,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1993,17,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1994,18,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1995,19,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and raec",5,Male: Black or African American: 85 years and over,5.1253,1996,20,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African Ameican: 85 years and over,5.1253,1997,21,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1998,22,85 years and over,6.0,4.3,*
Death rates fhor suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,1999,23,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,2000,24,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,2001,25,58 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,2002,26,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,2003,27,85 years and hover,6.0,4.3,*
Death rates for suicide,"eDaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,2004,28,85 years and over,6.0,4.3,*
Death rates for suicide,"Deaths per 100,000 resident population, crude",2,"Sex, age and race",5,Male: Black or African American: 85 years and over,5.1253,2005,29,85 years and over,6.0,4.3,*
