OBJECTID,FOLIO_ID,EVENT_ADDR,FIELD_INSP_BY,CREATED_DATE,LAST_EDITED_DATE,YEAR_,MONTH_,DAY_,COMMENTS,PARCELS_IMPACTED,RECID,P_AREA,SHAPE_Length,SHAPE_Area
11849,SED A-8-A,,,2017/08/02 17:30:50+00,2021/02/23 23:32:12+00,1933,12,6,"This polygon does not represent the outline of the slide, only the parcels impacted.  Sliding began in the fill placed for Aurora Ave and moved onto several properties.  Drainage problems also occurred.  Sliding continued into Feb., 1934, and there are reports of additional damage in 1938.  Several claims were filed.",,11849,101503.07260787,1460.22368112201,101503.071502865
11850,SED 11-A-1 1986,11th Ave W and W Galer St,,2017/08/02 19:20:41+00,2021/02/23 23:32:12+00,1986,1,18,Shallow skin slide as a result of 4.22 in of precipitation in 24-hour time period. Also see point 1107.,,11850,533.44571869,91.6484661634667,533.443935631459
11851,SED 11-A-1 1986,11th Ave W and W Galer St,,2017/08/02 19:25:56+00,2021/02/23 23:32:12+00,1986,1,18,4.22 inches of rainfall in 24-hour period resulted shallow failure. See file for additional information. Also see point 965.,,11851,211.58714208,55.9192102188802,211.587225302072
11852,SED A-8-A,1425 Aurora Ave N,,2017/08/02 20:01:09+00,2021/02/23 23:32:12+00,1956,7,30,"This polygon does not represent the slide outline, just tags some of the parcels involved.  Refer to overlapping slide point and SED file A-8-A.",,11852,47392.69261857,877.069110886893,47392.6869230997
11853,SED A-8-B,1319 Dexter Ave N,,2017/08/02 21:04:29+00,2021/02/23 23:32:12+00,1939,8,8,"This polygon only tags affected parcels and does not indicate the outline of the slide.  Parts of the fill on lots 1 and 2 slid down, undermining the Aurora sidewalk.","Lots 1 and 2, block 2.",11853,9737.03807606,396.599231852564,9737.04083252652
11854,"SED A-8-C, DCLU J-203",600 Galer St,,2017/08/03 20:33:36+00,2021/02/23 23:32:12+00,1983,12,11,This event was a major mudslide that crossed both Aurora and Dexter and destroyed two structures.  Polygon was derived from a geotechnical report and photos in the file.  Refer to overlapping slide point.,,11854,154818.44667886,2138.34462769386,154818.451242097
11855,SED P-19 2006,2845 Patten Pl W,,2017/08/04 16:00:58+00,2021/02/23 23:32:12+00,2006,11,20,"The slide began just beyond the northern end of Patten Pl W, and included the driveway to 2845 Patten Pl W.  Debris moved north, destroying a deck at 2841 23rd Ave W, entering the backyard of 2845 23rd Ave W, and ending near the property line of 2849 23rd Ave W.  The slide followed a period of heavy rain.  This shape is a generalized slide outline drawn from two sketches in the file.","2845 Patten Pl W, 2841 23rd Ave W, 2845 23rd Ave W",11855,6917.9479943,313.771985871797,6917.94834016928
11856,EOC467 2011,5656 42nd Ave W,,2017/08/04 17:24:39+00,2021/02/23 23:32:12+00,2011,5,15,"This polygon only represents the parcels impacted by the slide, not the slide shape or extent. Water overflowed from 42nd Ave W to the east.  A shallow landslide occurred at 5656 and ran onto 5659.","5656 42nd Ave W, 5659 40th Ave W",11856,2257.10822188,229.498434744688,2257.11230399133
12161,SED 12-B-2,,,2017/08/08 19:25:56+00,2021/02/23 23:32:12+00,1967,2,3,Set down in street above 9624 22nd Ct NW. See point 522 for more information. Polygon does not represent slide geometry.,9624,12161,1423.9400115,182.983186298853,1423.9408497337
12162,"SED 22-B-1, 22-B-2",9616 22nd Ct NW,,2017/08/08 19:25:56+00,2021/02/23 23:32:12+00,1980,2,27,"Previous slides also occurred at this same location in 1964, 1973. See surrounding points and files",9616,12162,1078.24227979,176.901456354272,1078.23997429002
12163,SED W-5,1500 Blk Woodbine Way,,2017/08/08 21:44:35+00,2021/02/23 23:32:12+00,1967,,,Sliding occurred along this failure from 1967-69. Consultant determined the cause to be natural. However water lines were damaged appearing to expedite the slide rate.,"1504, 1514, 1520, 1526, 1534",12163,42763.87428239,837.656248795463,42763.8725469106
12164,SED C-20,10647 Culpeper Ct NW,,2017/08/08 23:40:36+00,2021/02/23 23:32:12+00,1972,2,27,"Landslide debris was deposited at this location. Initiation of landslide is located at the opposite end of Culpeper St. See point 1177.  This shape tags the parcels impacted by the slide, and does not represent the slide's shape. ",10647,12164,35761.01218157,759.300103376403,35761.0059598992
12177,SED G-4-A,8737 Golden Gardens Dr NW,,2017/08/09 19:02:15+00,2021/02/23 23:32:12+00,1977,12,8,East and west slopes very steep. Evidence for long-term creep in the form of pistol-butte trees. Slide thickness is 5-10 ft. Geometry based off of sketch in file.,"3323, 8737",12177,4957.0522353,280.961678141926,4957.05122592596
12481,SED 10-C,12004 10th Ave NW,,2017/08/10 22:20:09+00,2021/02/23 23:32:13+00,1982,12,6,Refer to overlapping slide point.  This polygon was derived from a rough sketch in the file.,"12001, 12004 10th Ave NW",12481,3001.52743001,244.652040956101,3001.53172928678
12482,SED E-7-B,3283 NW Esplanade,,2017/08/11 16:36:52+00,2021/02/23 23:32:13+00,1972,12,27,Slide originated on slope above 3282. See point 10910 and photographs in file for more information. Polygon does not represent the slide geometry.,"9615, 3282",12482,2714.43908039,380.711621448805,2714.44621618053
12801,96/97 Storm,9227 View Ave NW,,2017/08/14 15:33:38+00,2021/02/23 23:32:13+00,1997,1,1,The exact day of this event is unknown. Slide geometry taken from Golder Associates geotechnical report. See point 11203 and attachments for more info.,"9227, 3278",12801,2649.18828957,260.770366119516,2649.19044455998
12802,96/97 Storm,9221 View Ave NW,,2017/08/14 15:35:33+00,2021/02/23 23:32:13+00,1997,1,2,8'X20' set down (6' vertical) 20' from house. Earth movement did not affect house.,"9221, 3278",12802,3234.05012687,355.122615619036,3234.05303245243
12803,SED E-7-B,3272 NW Esplanade,,2017/08/14 16:03:29+00,2021/02/23 23:32:13+00,1982,2,20,Polygon tags impacted parcel. Not a representation of landslide geometry. This location slid twice in a couple days. See point 10911 for more information.,3272,12803,1411.54172243,303.260459023221,1411.54363458817
12804,96/97 Storm,3251 NW Esplanade,,2017/08/14 19:29:25+00,2021/02/23 23:32:13+00,1997,1,9,Two slide events occurred. Originated upslope of property. See point 945 for more info. Polygon tags appropriate parcels. Does not represent slide geometry.,"9243, 3251",12804,6724.4858486,458.243259883474,6724.4969822349
12805,SED 41-A,40th Ave NE and 41st Ave NE,,2017/08/15 16:33:38+00,2021/02/23 23:32:13+00,1961,1,,"This polygon does not represent the slide's shape, only the general area impacted.  Refer to sketch in file and overlapping slide point.  The day of event is unknown, but the slide was inspected 01/12/1961.",,12805,1498.93809059,187.07919427212,1498.93222757694
12806,SED 41-A,14252 41st Ave NE,,2017/08/15 17:17:44+00,2021/02/23 23:32:13+00,9,17,1973,"This polygon was drawn from a sketch in the file.  Initial sliding occurred on the above address.  Reactivation occurred following rains on Dec. 14, 1973.",14252 41st Ave NE,12806,6238.87689211,302.617724573708,6238.88083123514
12807,SED 40-A 1991,13720 40th Ave NE,,2017/08/16 15:48:44+00,2021/02/23 23:32:13+00,1991,4,8,"This polygon does not represent the shape or specific location of the slide, only the properties impacted.  A private property slope slid twice onto 13720 40th Ave NE and the dead end of the road.","13716 39th Ave NE, 13720 40th Ave NE",12807,2521.95639573,275.712772242944,2521.95625033007
12808,SED 54-A,8554 54th St NE,,2017/08/17 15:30:21+00,2021/02/23 23:32:13+00,1958,,,"Exact day is unknown. Polygon does not represent extent of landslide, but tags the appropriate parcels. Slide occurred sometime between 1958-1961. Grading of street and or construction of house believed to have caused the slide. Deposited over railroad tracks.",8554,12808,8396.08662572,450.667511969529,8396.08774075131
12809,SED 54-A,5300 Blk NE 86th St,,2017/08/17 17:51:35+00,2021/02/23 23:32:13+00,1976,2,19,These properties were described as sliding toward the ravine in 1976. This assessment was done prior to residential development. Polygon tags appropriate parcels. Does not represent slide geometry. See file SED 54-A and/or attachments for more info.,"5308, 5312, 5322, 8900, 5324",12809,36623.25984601,928.839622762194,36623.2603342444
12810,SED 88-A,8897 Paisley Dr NE,,2017/08/18 15:23:54+00,2021/02/23 23:32:13+00,1972,3,5,Two records of slide damage at this property in 1972. This polygon tags the parcel. It does not represent slide geometry. See points 1226 and 205. Additionally See SED 88-A and/or attachment for more info.,8897,12810,6322.77532037,384.11149389524,6322.777432456
12811,2011,13216 42nd Ave NE,,2017/08/28 18:17:20+00,2021/02/23 23:32:13+00,2011,2,28,"Refer to overlapping slide point.  Slides affecting these properties occurred 02/28, 03/10, and 04/02 of this year.  Polygon does not represent the slide outline, just the affected properties.",,12811,19748.5776532,633.891470214411,19748.5714656865
12812,2007,13038 42nd Ave NE,,2017/08/28 19:02:54+00,2021/02/23 23:32:13+00,2007,12,5,"Slide impacted this property and that to the north (13042 42nd Ave NE).  Refer to attached files.  The polygon does not represent the shape or extent of the event, just the parcels known to have been impacted.",,12812,2102.79665781,215.976110408253,2102.79550538152
13121,2007,13008 42nd Ave NE,,2017/08/28 19:14:09+00,2021/02/23 23:32:13+00,2007,12,5,"Mudslide from 13008 42nd Ave NE onto Burke Gilman trail.  Polygon does not represent the shape of the slide, but rather its general location.  Refer to attached file.",13008 42nd Ave NE,13121,2051.67799313,241.08593727139,2051.68261053772
13122,SED 59-A,59th Ave SW & SW Charlestown St,,2017/08/28 20:20:26+00,2021/02/23 23:32:13+00,1958,1,28,Tension cracks were found at this property. The polygon tags the effected parcel. It does not represent landslide geometry or extent. See file SED 59-A and/or attachment.,,13122,2292.84986869,238.894842275497,2292.85419290977
13137,SED A-2-C-6 1967,1550-1578 Alki Ave SW,,2017/08/29 22:46:53+00,2021/02/23 23:32:13+00,1967,2,,"A skin slide occurred between houses 1550 and 1578 Alki (inclusive) likely in Jan. or Feb. of this year.  The polygon represents the general area impacted by the slide, but not the particular shape of the slide.  Refer to file photos and associated point #1032.",1550-1578 Alki Ave SW,13137,49253.44226954,995.379533923063,49253.4532603081
13138,SED N-2,831 W Nickerson St,,2017/08/30 16:38:02+00,2021/02/23 23:32:13+00,1966,3,10,"This polygon does not represent the extent or shape of the slide, only the properties impacted.  Refer to  overlapping slide point.","831 W Nickerson St, 914 W Emerson St.",13138,1020.57867144,135.460678902292,1020.57895406073
13139,SED B-8,Chilberg Pl SW / Boyd Pl SW,,2017/08/30 22:01:27+00,2021/02/23 23:32:13+00,1973,,,This polygon does not represent the extent or geometry of landsliding. It tags the parcels where slide mitigation work was performed in order to stop episodic earth movement at the intersection of Chilberg Pl SW & Boyd Pl SW.,"3822, 3830, 3838",13139,23869.53174665,763.255073200569,23869.5404655647
13153,"SED A-2-C, S-6 1974",1615 Sunset Ave SW,,2017/08/31 18:00:06+00,2021/02/23 23:32:13+00,1974,4,,"This polygon represents the approximate area affected by cracks and sliding during the 1974 ""Alki Ave SW Landslide.""  This was derived from the attached Shannon & Wilson geotechnical report.  Refer to the report for specifics.  Sliding extended from behind 1516 Alki Ave to 1710 Alki Ave. Refer to the 1974 portions of SED files S-6 and A-2-C.",,13153,450876.5026644,3093.66281619965,450876.499769273
13154,SED 55-A,55th Ave SW & SW Olga St,,2017/08/31 20:32:57+00,2021/02/23 23:32:13+00,1967,7,14,Polygon represents area of instability. Geometry taken from geotechnical report produced 7/14/67. Several instances of sliding occurred from 1966-72. Two other polygons tag parcels impacted by slide events. See file SED 55-A and/or attachment for more info.,"2466, 2456, 2454",13154,5433.5546033,391.816932678826,5433.54897175014
13155,SED A-2-D 1937,1728 Alki Ave SW,,2017/09/01 17:33:02+00,2021/02/23 23:32:13+00,1937,2,20,"Refer to overlapping slide point #706, Shannon & Wilson ID #827.  This polygon does not represent the shape of the slide, only its general extent and the parcels impacted.","1728, 1732 Alki Ave SW",13155,6789.20372336,481.802375063886,6789.19455520904
13156,EOC125,1238 Alki Ave SW,,2017/09/05 22:01:59+00,2021/02/23 23:32:13+00,2009,11,22,"A landslide came down from the upslope portion of 1238 onto both 1238 and 1250 Alki Ave SW.  Refer to attached document and overlapping slide point.  This polygon does not represent the shape or extent of the slide, only the properties impacted.","1238, 1250 Alki Ave SW",13156,3648.70087449,242.766627750928,3648.69948558713
13157,1986,1218-1227 Alki Ave SW,,2017/09/05 22:36:25+00,2021/02/23 23:32:13+00,1986,2,13,"Slide from the upslope property onto these addresses.  The polygon represents only the parcels impacted by the slide, not the slide shape or extent.  Refer to attached files and overlapping slide point.","1218, 1222, 1227 Alki Ave SW",13157,19362.45138215,557.38073566653,19362.4352594457
13169,SED A-2-D 1933-1,1726 Alki Ave SW,,2017/09/01 18:12:39+00,2021/02/23 23:32:13+00,1933,11,2,"This polygon represents the general area impacted by the slide, not the slide's outline.  Refer to file SED A-2-D and overlapping slide point #705. ","1726, 1728, 1730 Alki Ave SW",13169,10290.48997542,512.632617940244,10290.4937006758
13170,SED A-2-D 1933-2,1728 Alki Ave SW,,2017/09/01 18:20:19+00,2021/02/23 23:32:13+00,12,21,1933,"This slide destroyed the house at 1720 Alki Ave SW, destroyed three garages at 1724 Alki, and filled the backyard of 1728 Alki with mud.  The polygon does not represent the slide outline or extent, but indicates the impacted properties.","1720, 1724, 1728 Alki Ave SW",13170,4458.42559475,286.161828620375,4458.42362291573
13171,SED A-2-D 1980,1728 Alki Ave SW,,2017/09/01 19:18:30+00,2021/02/23 23:32:13+00,1980,2,27,"This mudslide began on private property and impacted 1728 and 1732 Alki Ave SW.  This polygon does not represent the slide's outline, shape, or extent, just the parcels it impacted.  Refer to overlapping slide point #708.","1728, 1732 Alki Ave SW",13171,5131.78860269,475.916066763297,5131.79453592178
13172,SED A-2-D 1982,1929 Bonair Dr ,,2017/09/01 20:00:04+00,2021/02/23 23:32:13+00,1982,12,3,"Refer to slide point overlapping this polygon (#715).  The mudslide damaged the residence at 1768 Alki Ave SW.  This polygon represents the parcels impacted by the slide, but not the outline or shape of the slide.","1764-1768 Alki Ave SW, 1929 Bonair Dr",13172,5914.97950198,398.992222737107,5914.97353893955
13173,SED C-2-A,1201-1205 Harbor Ave SW,,2017/09/06 17:04:21+00,2021/02/23 23:32:13+00,1916,2,9,"The slide began on Maryland Pl SW and slid onto private property toward Harbor Ave SW (formerly Alki Ave).  Damage was extensive, and the shape of the polygon was derived from photos in the file.  Fill had been placed on California Way SW to widen the roadway for streetcar use.  The file also cites drainage issues.",,13173,18233.71982541,533.297039011516,18233.7175885157
