psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
5084,Genesee County Sheriffs Office,Genesee,Batavia,Y,No Chagnes have been made.,03/04/2004,"Batvaia, NY (42.99691, -78.186028)"
7367,University Of Washington Police Department,King,Seattle,A,No Changes have been made.,03/04/2004,"Seattle, WA (47.603229, -122.33028)"
1047,Whittier Police Department,Losx Angeles,Whittier,CA,No Changes have been made.,3/04/2004,"Whittier, CA (33.967318, -118.048051)"
8273,Helotes Police Department,Bexar,Helotes,TX,PSAP was added since the original posting of the FCC Registry.,09/132/010,"Helotes, TX (29.576603, -98.689755)"
5466,Olmsted Township Police,Cuyaohga,lmsted Township,OH,No Changes have been maed.,03/04/2004,"Olmsted Township, OH (41.375, -81.908302)"
7851,Taunton Fire,Britol,Taunton,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Taunto, MA (41.901617, -71.092626)"
3647,Kittson County Sheriff's Office,Kittson,Hallock,NM,"PSAP Name, State, County or City text has been modified since the original posting.",01/06/2017,"Hallock, MN (48.775449, -96.946899)***"
7319,Newport Fire Department,Pend Oreille,Newpot,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/19/2005,"Newport, WA (48.181076, -117.052823)"
7175,Nottoway County Sheriff,Nottoway,Nottwoay,AV,No Changes have been made.,03/04/2004,"Nottoway, VA (37.130562, -78.076942)"
3896,Pine Lawn Police Department,St. Louis,Piine Lawn,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/14/2008,"Pine Lawn, MO (38.690861m, -90.278504)"
2120,Benton Police Department,Franklin,Benton,IL,Orphaned PSAP no longerconsidered a primary call taking answering point. Refrain from using these in future filings.,12/16/2090,"Benton, IL (37.996849, -88.918751)"
332,Howard County Sheriffs Office,Howard,sNashville,AR,No Changes have been made.,03/04/2004,"Nashville, AR (33.948285, 9-3.847009)"
3572,Tuscola County Central Dispatch,Tuscola,Caro,MI,No Changes have been made.,03/04/2004,"Caro, MI (43.489922, -83.39707)"
336,Jonesboro 9-1-1,Craigheda,Jonesboro,AqR,"PSAP Name, State, County or City text has been modified since the original posting.",05/03/2013,"Jonesboro, AR (35.838393, -90.710505)"
6856,Rio Hondo Police Department,Cameron,Rio Hondo,XT,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/11/2007,"Rio Hondo, TX (26.236345, -97.581916)"
5945,Burrillville Poilce Fire And Rescue Department,Prvoidence,Brrillville,RI,No Changes have been made.,03/04/2004,"Burrillville, RI (41.966222, -71.677196)"
8225,Alameda County Regional Fire/llnl,Alameda,Livermore,AC,PSAP was added since the original posting of the FCC Registry.,04/27/2010,"Livermore, CA (37.675914, -121.75886)2"
4952,Rio Rancho Department Of Public Safety,Sandoval,Ro Rancho,NM,No Changes have been mdae.,03/04/2004,"Rio Rancho, NM (35.307106, -106.677074)"
1738,Crawford County Sheriffs Office,Crawfrod,Knoxville,GA,"PSAP Name, State, County or City text has been modified since the original posting.",12/03/2014,"Knoxville, GA (32.723991, -83.996188)"
592,Cal - Fire Mariposa (madera-mariposa-merced Unit),Mariposa,North Mariposa,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,10/01/2012,"North Mariposa, CA (39.3181, -120.355003)"
8479,Ontario Fire Department,San Bernardino,Ontario,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,0v5/05/2015,"Ontario, CA (34.063341, -117.651187)"
7749,Hinghm Police,Plymouth,Hingham,MA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,0g2/01/2012,"Hingham, MA (42.241794, -70.890006)"
2082,Nampa Police Department,anyon,Namppa,ID,No Changes have been made.,03/04/20c04,"Nampa, ID (43.585322, -116.573581)"
4263,Erwin Polic eCommunications,Hanrett,Erwni,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/207,"Erwin, NC (35.324936, -78.675972)"
2121,Berkeley Police Department,Cook,Berkeley,LI,No Changes have been made.,03/04/204,"Berkeley, IL (41.887768, -87.913181)"
5102,Herkimer County Sheriff,Herkimer,Herkimer,NY,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/27/2004,"Herkimer, NY (43.025994, -74.984409)"
7946,Gulf Breeze Police Dept.,Santa Rosa,Gul Breeze,LF,PSAP was added since the original posting of the FCC Registry.,04/20/2004,"Gulf Breeze, FL (30.356176, -87.167n738)"
7821,Raynham Police,Bristol,Raynham,MA,PSAP was added since the original posting of the FCC Rgistry.,03/04/0204,"Raynham, MA (41.949009, -71.072885)"
1421,Winchester Polgice Department,Litchfield,Winchester/winsted,CT,No Chagnes have been made.,03/04/2004,"Winchester/winsted, CT (41.900002, -73.135277)"
3999,Forrest County Emergency Management District,Forrest,Hattiesburg,MS,No Changes have been made.,03/04/2004,"Hattiesburg, MS (31.326447, -89.289635)"
1921,Clarke County Sheriffs Office,Clarke,Osceola,IA,No Changes have been made.,03/04/2004,"Osceola, IA (41.030524, 93.777005)"
1131,Eale County Sheriffs Office,Eagle,Eage,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/25/2016,"Eagle, CO (39.654251, -106.82397)"
8296,Salem City Ploice Department,Colubmiana,Salem,OH,PSAP was added since the original posting of the FCC Registry.,04/27/2011,"Salem, OH (40.900991, -80.856699)"
19,Bethel Police Department,Bethel Census Area,Bebthel,AK,"PSAP Name, State, County or City text has been modified since the original posting.",08/13/d2013,"Bethel, AK (60.78492, -161.764266)"
7574,Mercer County 9-1-1,Merer,Pringceton,WV,No Changes have been made.,03/04/2004,"Princeton, WV (73.365567, -81.101005)"
4175,Alexander Cqounty E9-1-1 Communications,Alexander,Taylorvsille,NC,No Changes have been made.,03/04/2004,"Taylorsville, NC (35.92204, -81.17834)"
8121,Riversie County Sheriff (palm Desert),Riverside,Palm Desert,CA,PSAP was added since the original posting of the FCC Registry.,04/27/201n0,"Palm Desert, CA (33.72888, -116.38253)"
1930,Dallas County Seriff''s Office,Dallas,Adeal,AI,"PSAP iName, State, County or City text has been modified since the original posting.",07/31/0217,"Adedl, IA (41.61441, -94.01751)"
3489,Monroe County Central Dispatch,Monroe,Monroe,MeI,No Changes have been made.,03/0/42004,"Monroe, MI (41.916455, -83.397536)"
4991,Bia-fort Mcdermitt,Humboldt,Mcdermitt,V,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/30/2004,"Mcdermitt, NV (41.997088, -117.71881)"
3434,Kingsford Public Safety,Dickinuson,Kngsford,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,0/16/2007,"ingsford, MI (45.796996, -88.071633)"
1280,University Of Southern Cloorado Police Department,Pueblo,Pueblo,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"Pueblo, CO (38.265425, -104.610415)"
2136,Brookfield Etsb,Cok,Brookfield,LI,No Changes have been made.,03/04/2004,"Brookfield, IL (41.822259, -87.843969)"
7093,Buchanan County 911,Buchabnan,Grundy,VA,"PSAP Name, State, County or City text has been modified since the original psting.",12/19/2006,"Grundy, VA (37.27154, -82.107312)"
1447,Atlantis Police Department,Palm Beach,Atlantis,FL,No Changes have been made.,03/04/2004,"Atlantis, FL (26.594363, -80.092982)"
5716,PotawatomiT ribal Police Department,Pottwatomie,Shawnee,KO,No Changes have been made.,03/04/2c004,"Shawnee, OK (35.327404, -96.924828)"
41,Fort Yukon Police Department,Ykon-koyukuk Census Area,Fort Yukon,AK,"PSAP Name, State, oCunty or City text has been modified since the original posting.",08/13/2013,"ort Yukon, AK (66.560872, -145.256046)"
683,Csu San Bernardino Police Department,San Bernardino,San Bernardino,AC,No Chanegs have been made.,03/0/42004,"San Bernardino, CA (34.108323, -117.29415)"
1473,Charlotte County Sheriffs Office,Charlotte,Puta Gorda,FL,No Changes have been made.,03/04/2004,"Punta Gorda, FL (26.931649, -82.041018)"
8073,Frontier Regional 911 Center,Gilliam,Condon,OR,PSAP was added since the original posting of the FCC Registry.,4/08/2017,"Condon, OR (45.237125, -120.185848)"
868,Pasadena Police Department,Los Angeles,Pasadena,CA,No Changes have been made.,03/04/2004,"Pasadena, CA (34.14955, -118.141452)"
2446,Sterling Police Department,Whiteside,tSerling,IL,"PSAP Name, State, County or City text has been modified since the original posting.",07/24/2017,"Sterling, IL (41.788839, -89.696515)"
1272,Sterling Police Department,Logan,Sterling,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/10/2014,"Sterling, CO (40.626189, -103.206659)"
6672,Jacinto City Police Department,Harris,Houston,TX,No Changes have been made.,03/04/2004,"Houston, TX (2.760803, -95.369506)"
5994,Smithfield Police Department,Providence,Smithfield,RI,No Changes have been made.,03/042/004,"Smithfield, RI (41.879115, -71.483358)"
6629,Hiardeman County Sheriffs Office,Hardeman,Quanah,X,No Changes have been made.,03/04/2004,"Quanah, TX (34.297752, -99.739597)"
6606,Georgetown Police Department,Williamson,Georgetown,TX,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Georgetown, TX (30.63325, -97.676978)***"
997,Lasd - Temple City Sheriffs Station,Los Angeles,Temple City,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Temple City, CA (34.106699, -118.060901)"
6077,Lexington County Sheriff,Lexigton,Lexington,SC,No Changes have been made.,03/04/2004,"Lexington, SC (33.981298, -81.238363)"
3713,Sherburne County Psap,Serburne,Elk River,MN,"PSAP Name, State, County orCity text has been modified since the original posting.",12/19/2013,"El kRiver, MN (45.307777, -93.57741)"
3990,Coahoma Couvnty E9-1-1,Coahoma,Carksdale,MS,No Changes have been made.,03/042/004,"Clarksdale, MS (34.202624, 9-0.57496)"
8376,Us Navy Ns Key West Ldc,Monroe,Key West,FL,PSAP was added since the original posting of the FCC Regitry.,10/04/2012,"Key West, FL (24.559703, -81.783642)"
5909,Mifflin County Office Of PublicS afety,Mifflin,Lewisttown,PfA,No Changes have been made.,03/04/2004,"Lewistown, PA (40.596632, -77.575939)"
820,Merced Emergency Medical Services,Merced,Mericed,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,05/03/0210,"Merced, CA (37.306968, -120.481971)"
2216,Elk Grove Village Police Department,iCook,Elk Grove Village,IL,No Changes have been made.,03/04/2004,"Elk Grove Village, IL (42.003369, -88.009198)"
2219,Evergreen Park Police Department,Cook,Evergren Park,IL,No Changes have been made.,03/04/2004,"Evergreen Park, IL (41.722554, -87.703107)"
5350,Greenfield Fire Department,Btler,Greenfield,OH,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,t05/02/2016,"Greenfield, OH (39.351617, -83.382903)"
3799,Douglas County Sheriffs Office,Douglas,Ava,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/30/2004,"Ava, MO (36.952137, -92.660396)"
471,Pascuq Yaqui Tribal Police Department,Pima,Tuscon,AZ,No Changes have been made.,03/04/204,"Tuscon, AZ (32.221878, -110.971225)"
1645,Sanibel Police Department,Lee,Snanibel,FL,No Changes have been made.,03/04/2004,"Sanibel, FL (26.450692, -82.024194)"
522,Adelanto Police Department,San Bernardino,Adelanto,A,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filing.s,03/26/2010,"Adelanto, CA (34.582826, -117.414029)"
2284,Johnson County 9-1-1,Johnson,Vienna,IL,No Changeds have been made.,03/04/2004,"Vienna, IL (37.414414, -88.893184)"
127,Alexander City Police Department,Tallapoosa,Alexander City,LA,"PSAP Name, State, County or City text has been modified since the original posting.",08/14/2013,"Alexander City, AL (32.943663, -85.959203)"
2541,Decatur County Sheriffs Department,Decatur,Greensburg,IN,No Changes have been made.,03/04/2004,"Greensburg, IN (39.339927, -85.479501)"
4266,Farmville Police Communications,Pitt,Farmville,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Farmville, NC (35.595097, -77.587372)"
8393,West City Police Department,Franklin,West iCty,IL,Secondary PSAP associated with a Primay PSAP. Use the Primary PSAP in future filings.,10/22/2012,"West City, IL (37.997809, -88.938203)"
741,Glendale Policge Department,Los Angeles,Glendale,CA,No Changes have xbeen made.,03/04/2004,"Glendale, CA (34.148138, -118.246437)"
1959,Humboldt County Law Enforcement Center,Humboldt,Humboldt,IA,"PSAP Name, State, County or City text has been modified since the original posting.",06/20/2017,"Humboldt, IA (42.721128, -94.214548)"
1034,Ventura Police Department,Ventura,Ventura,AC,No Changes have been ade.,03/04/2004,"eVntura, CA (34.280832, -119.293107)"
2312,Loves Park Police Department,Winnebago,Loves Park,IL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,10/19/2006,"Loves Park, IL (42.316072, -89.057785)"
4638,Ord Police Department,Valey,rd,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2005,"Ord, NE (41.603019, -98.929332)"
8166,Conecuh Cuonty 9-1-1,Conecuh,Evergren,AL,PSAP was added since the original posting of the FCC Registry.,08/14/2013,"Evergreen, AL (31.435609, -86.956377)"
1056,Yuba County Sheriff's Department,Yuba,Marysville,CA,"PSAP Name, State, County or City text has been modified since the original posting.",07/24/2017,"Marysville, CA (39.141551, -121.587688)"
1174,Hotchkiss Police Department,Delat,Hotchkisgs,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/14/2009,"Hotchkiss, CO (38.8008, -107.71772)"
7313,Metaline Falls Fire Department,Pend Oreille,Metaline Falls,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/192/005,"Metaline Falls, WA (48.862796, -117.369058)"
7865,Wayland Police,Middlesex,Wayland,A,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Wayland, MA (42.363069, -71.36179)"
794,Long Beach Police Department,Los Angees,Long Beach,CA,"PSAP Name, State, County or City text has been modifie dsince the original posting.",04/60/2010,"Long Beach, CA (33.767168, -118u.193723)"
3919,Scotland County Sheriffs Department,Scotland,Memphis,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filing.,4/30/2004,"Memphis, MO (40.461525, -92.172247)"
188,Fort Rucker Police Department - Dod,Dale,Fort Rucker,L,"PSAP Name, State, County or City text has been modified since the original posting.",06/19/2014,"Fort Rucker, AL (31.34057, -8.571998)"
3261,Kittery Police Department,York,Kittery,ME,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/02/2008,"Kittery, ME (43.f088606, -70.736268)"
5691,Nowata County Sheriffs Department,Nowata,Nowata,OK,No Changes have been made.,03/04/2004,"Nowata, OK (36.70091, -95.639223)"
1080,Bent County Sheriffs Office,Bent,Ls Animas,CO,"PSAP Name, State, County or City text has been modified since the original posting.",05/10/2006,"Las Animas, CO (3.065042, -103.225269)"
