X,Y,OBJECTID,ID,LOCAL_ID,ASMNT_DT,ADMIN_ST,ADM_UNIT_CD,RPRN_WTLND_AREA_NM,AREA_ID,NWI_NHD_RCH_CD,ASMNT_APRCH,ACRES,AREA_BREAK_RATIONALE,PTNTL_DESC,ALTR_PTNTL,LENTIC_TYPE,SPRING_TYPE,GEOL_STR_TYPE,PRMRY_LITHOLOGY,DISCHARGE_PERMANENCE,DEV_NOTES,LIVESTOCK_SEASON,COMMENTS,RPRN_WTLND_AREA_SAT,RATIONALE,FLUCTUATE_WTR_LVL_NOT_EXCSVE,RATIONALE_2,RPRN_WTLND_AREA_ENLRGE,RATIONALE_3,WTRSHD_NOT_CONTRIBUTE_DEGRADE,RATIONALE_4,WTR_QLTY_SFCNT,RATIONALE_5,SRFCE_SBSRFCE_FLOW_NOT_ALT,RATIONALE_6,STRCTRE_ACCOMMODATE,RATIONALE_7,DVRSE_AGE_DSTRBN_VEG,RATIONALE_8,DVRSE_CMPSTN_VEG,RATIONALE_9,SPCS_INDCT_MAINT_SOIL,RATIONALE_10,ROOT_WTHSTND_EVENT,RATIONALE_11,RPRN_PLANT_HIGH_VIGOR,RATIONALE_12,VEG_DSPTE_ENERGY,RATIONALE_13,HEAVE_NOT_PRSNT,RATIONALE_14,FVRBL_MICROSITE_CND_MAINT,RATIONALE_15,CHEM_NOT_AFFECT_PLANT,RATIONALE_16,SOIL_SAT_SFCNT,RATIONALE_17,WTR_PERCOLATION_RSTRCT,RATIONALE_18,RPRN_WTLND_AREA_IN_BAL,RATIONALE_19,SHORELINE_CHAR_DSPTE_EVENT,RATIONALE_20,RATE_TREND,RATE_RATIONALE,TREND_MTHD,TREND_RATIONALE,THERMOMETER,PRIORITY,VEG_NOTES,FCTR_PRSNT,FLOW_REGLTN,CHANNELIZATION,DEWATERING,DREDGING,LND_OWN,MINING,ROAD,SPRING_DEV,WTRSHD_CND,OIL_FLD_WTR_DISCH,AGMNT_FLOW,OTHER,FCTR_EXPLN,REPORT,CMLTVE_NOTES,SG_GRS_FRBS,DSTNC_SG_BRSH,CREATE_DATE,MODIFY_DATE,created_date,last_edited_date,GlobalID,SG_GRS_PRSNT,PRFD_FRB_AVLBL
216085.8577,4142986.1625,389,{24008499-0588-4CD7-828B-9688EE0837C6},101MMAN0105,2007/07/10 00:00:00+00,CO,COS01000,MIDDLE MANCOS LENTIC PFC 3,,,,,,,,,,,,,,,SITE IS DRYING & UPLANDS ARE IN POOR SHAPE.  OLD ROAD ERODING & DRAINING BASE OF WET MEADOW.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,SITE IS DRYING & UPLANDS IN POOR SHAPE.  OLD ROAD ERODING & DRAINING BASE OF WET MEADOW.,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{EC9B72C3-9CF4-4384-83FA-87DDBEE4C505},,
216515.6234,4142474.7069,390,{2F8F3165-D524-4E21-A382-D8B6719D817A},101MMAN0107,2007/07/10 00:00:00+00,CO,COS01000,MIDDLE MANCOS LENTIC PFC 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{5B6F5AD7-7C67-4627-BE44-F796D79DFFC1},,
220976.135,4143767.9284,391,{7FCBAFF6-A681-41CA-9E85-B93F94DA76E9},101UNAM0101,2007/07/12 00:00:00+00,CO,COS01000,UNNAMED SPRING LENTIC PFC SITE 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{AFA02343-9025-4776-A38E-4F2D31C42028},,
220291.2823,4144562.7707,392,{8BDEB7AC-DD77-419A-8B99-039A49275EB6},101BEAV0101,2007/07/12 00:00:00+00,CO,COS01000,BEAVER POND 1 LENTIC PFC SITE 10,,,,,,,,,,,,,,,AT HEADWATERS OF SILVER CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,"LOWEST DAM HAS AMPHIBIANS, SNAKES AND TIGER SALAMANDERS.",,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{A0EBB6BB-903E-40BE-9405-9542A7B5CFF0},,
220506.373,4144568.3333,393,{D62C06F3-4E30-499E-AC94-9707721DEC21},101BEAV0102,2007/07/12 00:00:00+00,CO,COS01000,BEAVER POND 2 LENTIC PFC SITE 10,,,,,,,,,,,,,,,AT HEADWATERS OF SILVER CREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,"LOWEST DAM HAS AMPHIBIANS, SNAKES AND TIGER SALAMANDERS.",,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{2787C022-4A06-49A2-A8E8-C1DDD36EA62A},,
219614.0618,4143557.2582,394,{4BB55A45-EA93-459E-A630-BD3906A6B0E3},101BEAV0103,2007/07/12 00:00:00+00,CO,COS01000,BEAVER POND 3 LENTIC PFC SITE 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{4CDA4DE4-AB95-4525-A103-F5F5BA2E3358},,
225546.926,4151445.7325,395,{8BCAE12D-E0F7-4435-8B7C-BFD1641567C2},102TWIN0101,2007/07/13 00:00:00+00,CO,COS01000,TWIN LAKES,,,,,,,,,,,,,,,FEN AREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,"NEXT TO ROAD, HAS CURRENT RECREATIONAL USE",,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{F98AFA9C-6428-4178-A414-7E92F78EAFD7},,
225048.6707,4151355.1405,396,{1EC08473-70AC-4E43-9F40-3FAB09DDC859},102TWIN0102,2007/07/13 00:00:00+00,CO,COS01000,POND BELOW TWIN LAKES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{E2E7774D-217A-40FB-A226-FB75EAA97038},,
225894.1515,4153420.2954,397,{CE14C3C6-BD91-4ABC-9F7C-FB6C46A0A966},206POND0101,2007/07/13 00:00:00+00,CO,COS01000,TWO PONDS LENTIC PFC SITE 11,,,,,,,,,,,,,,,NON-FEN POND AND SECOND SMALL POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARU,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{85D70DD6-AC6D-417E-90DA-C21AB1E97870},,
168971.367,4194721.1379,398,{7D7785A7-EB17-4934-84C8-2A576224A94A},605BIGW0101,2001/06/13 00:00:00+00,CO,COS01000,BIG WATER SPRING,,,,,,,,,,,,,,,DEVELOPED SPRING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{FDEA6A6E-8781-41EE-9EB5-41D4BE76951A},,
177891.4674,4187161.2941,399,{AD681BFE-C48A-4636-A53B-B5249A5C8C3B},604GLAD0101,2001/06/13 00:00:00+00,CO,COS01000,GLADE LAKE,,,,,,,,,,,,,,,"LAKE IS A NATURAL DEPRESSION, 3.65 ACRES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,"DAM/BERM ISN'T CONTAINING THE WATER, HEADCUT AT SPILLWAY MAY BE ACTIVE",,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{552D3AE2-BFA5-4615-A4F8-D56B1A838792},,
177891.4674,4187161.2941,400,{BDD5BBFE-0E69-451F-AC1D-7F44B367B514},604GLAD0101,2002/08/23 00:00:00+00,CO,COS01000,GLADE LAKE,,,,,,,,,,,,,,,"LAKE IS A NATURAL DEPRESSION, 3.65 ACRES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,"HEADCUTTING NEAR THE BERM & BELOW THE ROAD CULVERT, 2 SMALL AREAS OF MORE SEVERE HUMMOCKING",,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{F33C5779-3188-4137-8034-F5544451295A},,
181195.894,4188317.4496,401,{0F4627C6-1868-4EAF-8DEC-F6D0F2F874E3},506BEEF0101,2001/07/02 00:00:00+00,CO,COS01000,BEEF TRAIL RESERVOIR,,,,1.67,,,,,,,,,,,1.67 ACRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,,,,,,,,,,,,,,,,,,,,"CATTLE AT NE END OF DAM & AT WILLOWS CAUSING BANK EROSION, ROAD ACROSS DAM CAUSING EROSION TOO",,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{F1648A33-AF6E-44D6-A164-5F88C03CFF57},,
181195.894,4188317.4496,402,{EF466644-B496-461A-A55D-1B11578CA7AD},506BEEF0101,2002/08/23 00:00:00+00,CO,COS01000,BEEF TRAIL RESERVOIR,,,,1.67,,,,,,,,,,,1.67 ACRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,,,,,,,,,,,,,,,,,,,,"HEADCUTTING ALONG DAM, LIVESTOCK CAUSING COMPACTION AND GULLYING, SOME SEDIMENTATION",,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{CD3BB10F-DE30-4AD4-A62E-B7045AC56329},,
179350.5333,4189041.0117,403,{25097F17-1C62-4C97-A3CE-423C5BE2B752},507DRYL0101,2001/07/02 00:00:00+00,CO,COS01000,DRY LAKE,,,,5.24,,,,,,,,,,,5.24 ACRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PFC,,,,,,,,,,,,,,,,,,,,,,"HEAVY BROWSING OF ASPEN, WILLOW & ROSE, LARGE BEDDING AREA IN SW SECTION, PLANTS HAVE HIGH VIGOR",,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{00EF7815-5CDB-431B-97F6-64D796AB92EF},,
183124.2143,4176141.096,404,{45B71B15-63C8-473A-88B0-B5E94FE8AB44},602CABI0101,2001/06/13 00:00:00+00,CO,COS01000,CABIN RESERVOIR,,,,6.05,,,,,,,,,,,6.05 ACRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARNA,,,,,,,,,,,,,,,,,,,,,,"HEADCUTS AT SPILLWAY, TRAILING INTO WETLAND CAN CHANNELIZE FLOWS AND REDUCE SIZE OF WETLAND",,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{1513C18D-B27D-44A6-8062-8D87C34B8855},,
182515.1767,4174020.8723,405,{84E5FA78-2F1A-4D37-A070-61BC35568FCC},603FERR0101,2001/06/21 00:00:00+00,CO,COS01000,FERRIS RESERVOIR,,,,7.89,,,,,,,,,,,7.89 ACRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,,,,,,,,,,,,,,,HEADCUT IN SPILLWAY CAUSING POTENTIAL FOR EXCESSIVE EROSION,,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{DBAAAACA-3EBB-4BCE-AC96-2E305C313770},,
218926.5088,4142983.1338,406,{BE1E0F03-2B80-4A57-87F0-028A0A408FB0},101UNAM0102,2007/07/12 00:00:00+00,CO,COS01000,"UNNAMED SPRING LENTIC PFC ""CULVERT 1""",,,,,,,,,,,,,,,SPRING NEAR CULVERT-ORIGINAL ID DURING HORSE CK TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NF,,,,,,,,,,,,,,,,,,,,,,"SEVERE TRAMPLING, CHANNELIZATION",,,,,2022/01/27 00:04:14+00,2022/02/14 22:48:59+00,{18581CAC-8B3D-4F62-A1C7-C0FC50530FCC},,
308519,4238519,408,{821B7BE9-8575-4446-A361-DD1C40B93718},C-913,2017/06/07 00:00:00+00,CO,COS06000,Shanty Spring,,,COMPLETE_RECON,0.1,,helocrene on footslope in a draw surrounded by aspen with perennial flow supporting FACWET,same but ponded by SH 149,SPRING_SEEP,HELOCRENE,,,PERENNIAL,"Water Diversion, Fence, Pipeline, Road",,,YES,ponded water,YES,hydrophytic species present,YES,restricted by SH 149.,YES,no upland impacts,YES,presence of freshwater vegetation only. vigorous vegetation.,NO,SH 149 ponds water,NA,NA,YES,foliar have diverse age,YES,"SALIX, POTR5, CAREX, TAOF, ROWO, TRIFO, JUSC2, ACLA5",YES,see 9,YES,see 9,YES,species don't look browsed. appears lush and healthy.,YES,"SALIX, POTR5, CAREX, TAOF, ROWO, TRIFO, JUSC2, ACLA5",NA,na,YES,aspen provide shading and cooling.,YES,no evidence of water quality impacts. vigorous vegetation.,YES,rationale 9,YES,ponded water,YES,no localized impacts,NA,na,PFC,"SALIX, POTR5, CAREX, TAOF, ROWO, TRIFO, JUSC2, ACLA5",MONITORED,,PFC-MID,LOW,"SALIX, POTR5, CAREX, TAOF, ROWO, TRIFO, JUSC2, ACLA5",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,"Ungulates, Birds, Cows, aquatic macroinvertebrates. algal covers 50-75% of wet area. ",,,,,2022/02/14 22:08:29+00,2022/11/09 17:20:15+00,{06116844-16B0-4361-BBAA-D3CB92853917},,
308098,4239466,409,{756E9A5C-83A5-44C7-AEA1-D2A31028BF28},C-918,2017/06/07 00:00:00+00,CO,COS06000,TC Kerr's Spring,,,COMPLETE_RECON,0.1,,rheocrene with perennial flow that emanates in forested area and flows into shrubland. flow is perennial.,same as potential.,SPRING_SEEP,RHEOCRENE,,,PERENNIAL,none,,,YES,flow almost reaches SH 149,YES,hydrophytic vegetation,YES,reached full extent,YES,no upland impacts,YES,freshwater system supports fresh water plants,YES,no structures,NA,no structures,YES,foliar-yet,YES,yes-foliar,YES,"SALIX, CAREX, ROWO, IRMI, TAOF, ACLA5, RUSH, Stinging Nettle",YES,"SALIX, CAREX, ROWO, IRMI, TAOF, ACLA5, RUSH, Stinging Nettle",YES,no browsing. lush vegetation.,YES,rationale 11,NA,na,YES,springheads in forested area,YES,no water quality impacts,YES,rationale 11,YES,flow makes it to receiving water body in draw,YES,no disturbance in area.,NA,na,PFC,no disturbance.,MONITORED,,PFC-UP,LOW,"SALIX, CAREX, ROWO, IRMI, TAOF, ACLA5, RUSH, Stinging Nettle",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,"Ungulates, Birds, Ground Squirrels",,,,,2022/02/14 22:08:29+00,2022/11/09 18:11:21+00,{47D68687-89C4-4801-991D-B16978326F60},,
309127,4237999,411,{2520BE98-9282-4EAB-B89F-5BBDFD98A449},C-912,2017/06/08 00:00:00+00,CO,COS06000,Old HWY 149 Spring,,,COMPLETE_RECON,0.1,,helocrene on footslope in a draw with perennial flow.  spring supports FACWET vegetation.,same as potential with dirt tank.,SPRING_SEEP,HELOCRENE,,,PERENNIAL,dirt tank,,,YES,water is ponded.,YES,presence of hydrophytes,NO,dirt tank impounds flow and flow area connected,YES,no upland impacts,YES,freshwater vegetation present,NO,spring heads trampled. dirt tank.,YES,vegetated and stable.,YES,recruitment of foliar vegetation.,YES,"CAREX, JUARA4, IRMI, POPR, POTR5, TAOF, ACLA5, JUSC2, TRIFO, LUPIN,Moss",YES,see rationale 9,YES,see rationale 9,YES,limited browsing. vegetation looks lush and healthy.,YES,see 9,NA,na,NA,na,YES,no water quality impacts,YES,hydrophytic vegetation.,YES,standing water,NO,trampling around springs causes soil displacement,NA,na,FARD,spring head trampling.,MONITORED,,FAR-MID,HIGH,"CAREX, JUARA4, IRMI, POPR, POTR5, TAOF, ACLA5, JUSC2, TRIFO, LUPIN,Moss",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,YES,"easy treatment: spread down aspens along spring heads for protection. Birds, Butterflies, Bees, Grouse, Ungulates, Cattle, amphibians",,,,,2022/02/14 22:08:29+00,2022/11/28 22:55:51+00,{AFC12FA3-C9A8-41F6-AA0B-E1A9D670B185},,
1.84467440225006E+15,1.84467439737286E+15,413,{FF841ECA-2FAE-4C29-A770-234859A5D8B7},c-693(1),2017/06/12 00:00:00+00,CO,COS06000,100m below C-693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARD,,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,2022/02/14 22:08:29+00,2022/02/14 22:08:29+00,{F03B9783-4433-4CA1-AB24-2B5E0E6B0D55},,
316259,4226761,416,{32C8808B-920D-413C-9D07-3F020D49A31F},C-703,2017/06/14 00:00:00+00,CO,COS06000,Ten Mile Spring 2,,,COMPLETE_RECON,0.1,,Hillslope spring located on backslope within conifer forest providing perennial flow from spring head in unconsolidated geology and supporting riparian communities.,same as potential.,SPRING_SEEP,HILLSLOPE,,UNCONSOLIDATED,PERENNIAL,none,,"Ungulates, Bees, mosquitos, Humming Bird, rodents, and aquatic macroinvertebrates",YES,2.7 gpm July 2011,YES,hydrophytic vegetation,YES,at potential.,YES,no upland impacts,YES,freshwater vegetation,YES,no infrastructure,NA,na,YES,recruitment of vegetation,YES,"Salix, ROWO, TAOF, ACCA5",YES,see 9,YES,see 9,YES,healthy vegetation,YES,see 9 and 1,NA,na,NA,na,YES,no water quality impacts,YES/NO,see 9 and,YES,see 1,YES,no trailing or trampling,NA,na,PFC,"undisturbed and diversity of riparian vegetation; humming bird; aquatic insects",MONITORED,,PFC-UP,LOW,"SALIX, ROWO, TAOF, ACLA5, EQAR, Western Red Columbine, Spruce, Moss",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,2022/02/14 22:08:29+00,2022/11/28 22:55:51+00,{3D35E1AE-1EE5-4D84-9F3A-E9B00E4FA11A},,
309476,4233874,417,{0E55BDBB-3771-44AE-BA73-B2A721053718},F-059,2017/07/05 00:00:00+00,CO,COS06000,Indian Creek Spring 6,,,COMPLETE_RECON,0.1,,A helocrene in a conifer forest with spring heads emanating in unconsolidated lithology and igneous extrusive parent material. Flow is perennial sheet flow.,same but with dirt tank and potentially an anthropocene channel.,SPRING_SEEP,HELOCRENE,,UNCONSOLIDATED,PERENNIAL,dirt tank,,"Ungulates, Bear, Bees, Flies, Mosquitoes, aquatic macroinvertebrates",YES,flowing water on day of assessment,YES,hydrophytic vegetation present,NO,dirt tank,YES,no upland impacts,YES,freshwater vegetation,NO,dirt tank,YES,functional spill way,YES,no data,YES,"POTR5, ACMI2, ROWO, TRIFO, JUCO6, IRMI, PSME, LUPIN, TAOF, GERI, DAFRF, Mimulus Spp. , CHANA2",YES,see 9,YES,see 9,YES,no data,YES,see 9,NA,na,NA,na,YES,no water quality impacts,YES,see 1 and 9,YES,see 1,YES,no disturbance observed,NA,na,PFC,spring has vegetative cover to withstand any erosive events,MONITORED,,PFC-MID,MED,"POTR5, ACMI2, ROWO, TRIFO, JUCO6, IRMI, PSME, LUPIN, TAOF, GERI, DAFRF, Mimulus Spp. , CHANA2",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,2022/02/14 22:08:29+00,2022/11/28 23:01:55+00,{FAECC75C-B1D3-4235-A1D2-97812AC6286D},,
309323,4232681,418,{7EF727AB-514F-43E0-83B9-8ECE8DFF21CD},C-762,2017/07/05 00:00:00+00,CO,COS06000,Indian Creek Spring 11,,,COMPLETE_RECON,0.1,,Helocrene adjacent to conifer forest with spring heads emanating from unconsolidated lithology. Perennial flow supports riparian vegetation.  Spring is located on backslope.,same as potential,SPRING_SEEP,HELOCRENE,,UNCONSOLIDATED,PERENNIAL,na,,"Ungulates, Bees, Humming Bird, Butterflies, aquatic macroinvertebrates",YES,no data,YES,hydrophytic vegetation,YES,no data,YES,no upland impacts,YES,fresh water vegetation,YES,no data,NA,na,YES,no data,YES,"POTR5, PSME, ROWO, GERI, Munkshood, waterbirch, bluebell, arnica, Moss",YES,see 9,YES,see 9,YES,no data,YES,see 9,NA,na,NA,na,YES,no water quality impacts,YES,see 9,YES,see 9 and 2,YES,some wildlife trampling,NA,na,PFC,"riparian vegetation and some trampling by wild ungulates at hillslope spring; humming bird and aquatic insects",MONITORED,,PFC-UP,LOW,"POTR5, PSME, ROWO, GERI, Munkshood, waterbirch, bluebell, arnica, Moss",,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,2022/02/14 22:08:29+00,2022/11/10 22:16:11+00,{B7E5ABA9-DF13-41C2-8FE0-A3699BECF219},,
305902,4239196,425,{BE4E3763-A440-4CB9-BB29-A99B7AC94806},C-915,2017/07/17 00:00:00+00,CO,COS06000,Long Draw Spring,,,COMPLETE_RECON,0.1,,"helocrene with perennial flow, located on the footslope of a draw. spring supports small riparian area of FACWET",same as potential with dirt tank,SPRING_SEEP,HELOCRENE,,,PERENNIAL,dirt tank,,,YES,ponded water. Carex,YES,area is wet and no drying out,YES,not exapnding,YES,no upland issues,YES,plants are consistent with freshwater springs.,NO,dirt tank,NA,na,YES,yes for foliar,YES,"CAREX, ACMI2, POA spp., TRIFO, IRMI, DAFRF, LUPIN, ARTR, ROWO, JUSC2, ELEL5, cattail, CHVI8, JUARA4, Moss, mustard,",YES,"CAREX, ACMI2, POA spp., TRIFO, IRMI, DAFRF, LUPIN, ARTR, ROWO, JUSC2, ELEL5, cattail, CHVI8, JUARA4, Moss, mustard,",YES,"CAREX, ACMI2, POA spp., TRIFO, IRMI, DAFRF, LUPIN, ARTR, ROWO, JUSC2, ELEL5, cattail, CHVI8, JUARA4, Moss, mustard,",YES,sedges appear to be lush and healthy,YES,mat of FACWET species,NA,na,NA,don't expect woody species,YES,freshwater system has no impairments.,YES,see 10,YES,ponded water,YES,no erosion onsite,NA,na,PFC,"CAREX, ACMI2, POA spp., TRIFO, IRMI, DAFRF, LUPIN, ARTR, ROWO, JUSC2, ELEL5, cattail, CHVI8, JUARA4, Moss, mustard,",MONITORED,,PFC-MID,LOW,"CAREX, ACMI2, POA spp., TRIFO, IRMI, DAFRF, LUPIN, ARTR, ROWO, JUSC2, ELEL5, cattail, CHVI8, JUARA4, Moss, mustard, ",,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,"aquatic insects, ungulates, and coyote",,,,,2022/02/14 22:08:29+00,2022/11/09 17:05:11+00,{DDD34CDB-6AD9-448B-9ACD-87D05E2533A5},,
317119,4232212,428,{923B95FE-2624-4302-BA82-6AA8725404E7},C-756,2017/07/20 00:00:00+00,CO,COS06000,Youman AMP Spring 5,,,COMPLETE_RECON,0.1,,Helocrene spring emanating from outcrop of igneous extrusive rock that has perennial flow. Spring is located on the backslope and contained in an aspen stand that supports a near source water riparian area.,same with a trough and pipe taking all the flow.,SPRING_SEEP,HELOCRENE,,EXTRUSIVE,PERENNIAL,trough and pipe,,"no bird ramp, pipeline is transporting 100% of flow to POU, pipe was outside of tank, POU UTMS 317130 4232328",NO,flow diverted outside of the riparian area.,YES,hydrophytic vegetation,NO,trough dewaters riparian area,YES,no upland impacts,YES,freshwater vegetation,NO,trough diverts the flow,NA,na,NO,UNK,YES,"CHANA2, POTR5, ROWO, JUC)6, AMICA, Juncus, Aspen",YES,see 9,YES,see 9,YES,photos show healthy vegetation,YES,see 9,NA,na,YES,aspen stand,YES,no water quality impacts,YES,see 9,YES,standing water,YES,spring heads protected. trampling where desired at the trough.,NA,na,PFC,spring heads are protected. trampling at the trough outside of the riparian area.,MONITORED,,PFC-MID,MED,"CHANA2, POTR5, ROWO, JUCO6, JUARA4, Arnica",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,algae covers 25% of open water. ,,,,,2022/02/14 22:08:29+00,2022/11/10 19:47:13+00,{9535C54E-A216-49E1-BC5D-B9EA535A17EE},,
305248,4234958,433,{B81462AC-0BA0-4F30-A134-BA5D231FE19D},C-683,2017/07/24 00:00:00+00,CO,COS06000,Lake Fork Spring 2,,,COMPLETE_RECON,0.1,,A helocrene on the backslope in a draw that has spring heads in unconsolidated lithology. Perennial flow is diffuse and supports a very small riparian area.,"Same as potential with a dirt tank, road, and fence.",SPRING_SEEP,HELOCRENE,,UNCONSOLIDATED,PERENNIAL,"dirt tank, downed fence",,"Cattle, Ungulates, Humming Birds, Butterflies, Bees, Dragonfly, aquatic macroinvertebrates",YES,ponded water at time of visit and presence of aquatic macroinvertebrates,YES,hydrophytic vegetaton,YES,at potential under altered potential,YES,no upland impacts,YES,freshwater species,NO,dirt tank impounds flow and changes sheet flow to ponded water,NA,na,YES,no data,YES,"TRIFO, BOTE, ELEL5, IRMI, ROWO, JUSC2 (encroachment), ARTR (encroachment), CAREX, JUARA4, ACMI, DAFRF, LUPIN, CHVI8, CIRSI, Salsify",YES,see 9,YES,see 9,YES,no data,YES,see 9,NA,na,NA,na,YES,no water quality impacts,YES,"pond full; see 9 and 1",YES,"see 1;",YES,no trampling observed.,NA,na,PFC,spring heads in tact. diverse riparian vegetation,MONITORED,,PFC-LOW,LOW,"TRIFO, BOTE, ELEL5, IRMI, ROWO, JUSC2 (encroachment), ARTR (encroachment), CAREX, JUARA4, ACMI, DAFRF, LUPIN, CHVI8, CIRSI, Salsify",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,fix fence. dirt tank is full of algae: 75-100% of thick green algae. ,,,,,2022/02/14 22:08:29+00,2022/11/28 22:40:20+00,{648E6FE5-3802-4392-BB10-7CE664C7D3FC},,
314283,4220324,442,{1BC88299-C959-47AE-A275-416BDD0EA3FE},D-113,2017/08/01 00:00:00+00,CO,COS06000,Tinkle Spring,,,COMPLETE_RECON,0.1,,Hill slope spring with a channel that disappears in the talus. Flow is perennial. Slope position is a footslope and geomorphic setting is a draw. Spring supports lush riparian area.,same as potential.,SPRING_SEEP,HILLSLOPE,,UNCONSOLIDATED,PERENNIAL,none,,igneous extrusive,YES,water flow is perennial,YES,no indicators of drying out,YES,no indicators of shrinking.,YES,no upland impacts,YES,freshwater vegetation present.,YES,no developments and no downcutting,NA,na,YES,"POA, CIRSI, Stinging Nettle, False Parsley",YES,"POA, CIRSI, Stinging Nettle, False Parsley",YES,see 9,YES,see 9,YES,"vegetation is green, healthy, and shows no signs of overutilization",YES,see 9,NA,na,NA,na,YES,no water quality impacts. water quality is good. see comments,YES,see 9,YES,flow was 14.34 oz/second,YES,"no trailing, trampling.",NA,na,PFC,undistrubed. supports aquatic insects. Wilderness protections.,MONITORED,,PFC-UP,LOW,"POA, CIRSI, Stinging Nettle, False Parsley",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,2022/02/14 22:08:29+00,2022/11/28 23:01:55+00,{EAFBEC11-4883-4421-8FA7-AAC313F03AD5},,
