Year,OSHPD_ID,Facility Name,County,Type of Ownership,Hospital Type,Teaching,Small/Rural,Licensed Beds,Available Beds,Staffed Beds,Patient Days by Payer,Total Patient Days,Total Patient Days Percent,Payer,LTC Patient Days,Location
2011,106490964,HEALDSBURG DISTRICT HOSPITAL,Sonoma,District,Comparable,,Rural,43,38,38,$232.00,9731,2.4%,County/Other Indigent,5019,"HEALDSBURG, California
(38.615845, -122.871942)"
2015,106301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Orange,Non-Profit,Comparable,,,527,500,332,$43708.00,108366,40.3%,Other 3rd Party (Private Ins.),0,"NEWPORT BEACH, California
(33.615967, -117.930378)"
2014,106040962,ENLOE MEDICAL CENTER-ESPLANADE CAMPUS,Butte,Non-Profit,Comparable,,,298,277,190,$568.00,70774,0.8%,County/Other Indigent,0,"CHICO, California
(39.728956, -121.838779)"
2014,106121080,ST. JOSEPH HOSPITAL - EUREKA,Humboldt,Non-Profit,Comparable,,,153,138,138,$84.00,31519,0.3%,County/Other Indigent,0,"EUREKA, California
(40.786143, -124.161309)"
2010,106190555,CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,Non-Profit,Comparable,Teaching,,958,926,926,$26.00,283751,0%,County/Other Indigent,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2012,106160702,CORCORAN DISTRICT HOSPITAL,Kings,District,Comparable,,Rural,32,32,9,$112.00,1800,6.2%,County/Other Indigent,0,"CORCORAN, California
(36.098048, -119.559687)"
2012,106050932,MARK TWAIN ST. JOSEPH'S HOSPITAL,Calaveras,Non-Profit,Comparable,,Rural,48,25,13,$210.00,4594,4.6%,County/Other Indigent,0,"SAN ANDREAS, California
(38.196211, -120.68092)"
2010,106301248,LOS ALAMITOS MEDICAL CENTER,ORANGE,Investor,Comparable,,,167,167,118,$626.00,42595,1.5%,County/Other Indigent,0,"LOS ALAMITOS, California
(33.804939, -118.071876)"
2011,106100005,COMMUNITY MEDICAL CENTER - CLOVIS,Fresno,Non-Profit,Comparable,,,109,109,109,$168.00,29932,0.6%,County/Other Indigent,0,"CLOVIS, California
(36.823982, -119.696376)"
2014,106361339,ST. BERNARDINE MEDICAL CENTER,San Bernardino,Non-Profit,Comparable,,,427,325,314,$27.00,70154,0%,County/Other Indigent,0,"SAN BERNARDINO, California
(34.108323, -117.29415)"
2011,106150782,RIDGECREST REGIONAL HOSPITAL,Kern,Non-Profit,Comparable,,Rural,98,98,78,$489.00,9705,5%,County/Other Indigent,0,"RIDGECREST, California
(35.620715, -117.670069)"
2014,106190525,LONG BEACH MEMORIAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,Teaching,,458,458,296,$25004.00,98620,25.4%,Other 3rd Party (Private Ins.),0,"LONG BEACH, California
(33.767168, -118.193723)"
2010,106454013,PATIENTS HOSPITAL OF REDDING,SHASTA,Investor,Comparable,,,10,10,10,$1.00,586,0.2%,County/Other Indigent,0,"REDDING, California
(40.574637, -122.38109)"
2012,106074017,SAN RAMON REGIONAL MEDICAL CENTER,Contra Costa,Investor,Comparable,,,123,112,45,$105.00,16890,0.6%,County/Other Indigent,0,"SAN RAMON, California
(37.764907, -121.951061)"
2015,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,,,117,117,117,$3.00,17132,0%,County/Other Indigent,0,"SOUTH EL MONTE, California
(34.043996, -118.046258)"
2015,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,Non-Profit,Comparable,,Rural,121,121,121,$176.00,19605,0.9%,County/Other Indigent,0,"GRASS VALLEY, California
(39.219102, -121.062951)"
2015,106071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,Contra Costa,Non-Profit,Comparable,,,245,213,185,$207.00,48534,0.4%,County/Other Indigent,0,"CONCORD, California
(37.979103, -122.031333)"
2014,106184008,BANNER LASSEN MEDICAL CENTER,Lassen,Non-Profit,Comparable,,Rural,25,25,25,$84.00,5182,1.6%,County/Other Indigent,0,"SUSANVILLE, California
(40.415483, -120.648932)"
2011,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,Monterey,District,Comparable,,,269,255,244,$349.00,43346,0.8%,County/Other Indigent,0,"SALINAS, California
(36.676795, -121.656421)"
2013,106301097,ANAHEIM GENERAL HOSPITAL,Orange,Investor,Comparable,,,143,126,126,$118.00,3916,3%,County/Other Indigent,0,"ANAHEIM, California
(33.834492, -117.915638)"
2014,106334457,TELECARE RIVERSIDE COUNTY PHF,Riverside,Investor,Psychiatric Health Facilities,,,16,16,16,$698.00,4033,17.3%,County/Other Indigent,0,"INDIO, California
(33.718649, -116.218182)"
2011,106194219,KECK HOSPITAL OF USC,Los Angeles,Investor,Comparable,Teaching,,411,349,207,$86.00,77370,0.1%,County/Other Indigent,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106370673,RADY CHILDRENS HOSPITAL-SAN DIEGO,SAN DIEGO,Non-Profit,Comparable,,,371,334,334,$32190.00,73662,43.7%,Other 3rd Party (Private Ins.),17538,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106201281,MADERA COMMUNITY HOSPITAL,Madera,Non-Profit,Comparable,,,106,106,40,$12.00,14612,0.1%,County/Other Indigent,0,"MADERA, California
(36.961961, -120.059585)"
2010,106141273,NORTHERN INYO HOSPITAL,INYO,District,Comparable,,Small,25,25,25,$155.00,2741,5.7%,County/Other Indigent,0,"BISHOP, California
(37.361412, -118.39527)"
2010,106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,Non-Profit,Comparable,,Small,10,10,10,$9.00,1022,0.9%,County/Other Indigent,0,"SOLVANG, California
(34.595998, -120.138008)"
2013,106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,548,548,238,$24086.00,89591,26.9%,Other 3rd Party (Private Ins.),0,"WHITTIER, California
(33.967318, -118.048051)"
2014,106382715,CHINESE HOSPITAL,San Francisco,Non-Profit,Comparable,,,54,52,24,$40.00,7976,0.5%,County/Other Indigent,0,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2011,106390846,DAMERON HOSPITAL,San Joaquin,Non-Profit,Comparable,,,202,202,202,$662.00,39999,1.7%,County/Other Indigent,0,"STOCKTON, California
(37.957541, -121.292451)"
2012,106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,444,444,238,$871.00,84085,1%,County/Other Indigent,0,"WHITTIER, California
(33.967318, -118.048051)"
2012,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,411,411,191,$80.00,73482,0.1%,County/Other Indigent,0,"NORTHRIDGE, California
(34.228298, -118.535797)"
2012,106190200,SAN GABRIEL VALLEY MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,,,269,269,269,$222.00,58068,0.4%,County/Other Indigent,0,"SAN GABRIEL, California
(34.099203, -118.107229)"
2010,106370673,RADY CHILDRENS HOSPITAL-SAN DIEGO,SAN DIEGO,Non-Profit,Comparable,,,371,334,334,$270.00,73662,0.4%,County/Other Indigent,17538,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106361768,PATTON STATE HOSPITAL,San Bernardino,State,State Hospitals,,,1287,1525,1525,$100228.00,557001,18%,Medicare,0,"PATTON, California
(34.135799, -117.223099)"
2012,106420493,MARIAN MEDICAL CENTER,Santa Barbara,Non-Profit,Comparable,,,435,283,281,$380.00,70010,0.5%,County/Other Indigent,31110,"SANTA MARIA, California
(34.948403, -120.435881)"
2015,106040937,OROVILLE HOSPITAL,Butte,Non-Profit,Comparable,,,133,133,133,$154.00,41645,0.4%,County/Other Indigent,0,"OROVILLE, California
(39.512339, -121.554608)"
2014,106211006,MARIN GENERAL HOSPITAL,Marin,Non-Profit,Comparable,,,235,150,150,$43.00,39552,0.1%,County/Other Indigent,0,"GREENBRAE, California
(37.948611, -122.524722)"
2015,106150775,GOOD SAMARITAN HOSPITAL - BAKERSFIELD,Kern,Investor,Comparable,,,154,154,120,$212.00,18019,1.2%,County/Other Indigent,0,"BAKERSFIELD, California
(35.373405, -119.018911)"
2010,106431506,KAISER FND HOSPITAL - SAN JOSE,SANTA CLARA,Non-Profit,Kaiser Foundation Health,,,242,242,139,$22037.00,49672,44.4%,Other 3rd Party (Private Ins.),0,"SAN JOSE, California
(37.334807, -121.888128)"
2012,106014207,TELECARE - HERITAGE PHF,Alameda,Investor,Psychiatric Health Facilities,,,26,26,26,$96.00,7770,1.2%,County/Other Indigent,0,"OAKLAND, California
(37.804828, -122.27248)"
2010,106574010,SUTTER DAVIS HOSPITAL,YOLO,Non-Profit,Comparable,,,48,48,48,$413.00,8649,4.8%,County/Other Indigent,0,"DAVIS, California
(38.546421, -121.745384)"
2010,106370782,UNIVERSITY OF CALIFORNIA-SAN DIEGO MED CENTER,SAN DIEGO,Non-Profit,Comparable,Teaching,,549,534,534,$42588.00,137903,30.9%,Other 3rd Party (Private Ins.),0,"SAN DIEGO, California
(32.71576, -117.163817)"
2013,106434040,LUCILE S PACKARD CHILDREN'S HOSPITAL AT STANFORD,Santa Clara,Non-Profit,Comparable,Teaching,,311,311,311,$45710.00,83230,54.9%,Other 3rd Party (Private Ins.),0,"PALO ALTO, California
(37.445103, -122.160363)"
2014,106331288,PALO VERDE HOSPITAL,Riverside,District,Comparable,,Rural,51,42,31,$82.00,3522,2.3%,County/Other Indigent,0,"BLYTHE, California
(33.610437, -114.596827)"
2013,106190470,PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER-TORRANCE,Los Angeles,Non-Profit,Comparable,,,442,418,418,$23396.00,90641,25.8%,Other 3rd Party (Private Ins.),23168,"TORRANCE, California
(33.836318, -118.340038)"
2012,106190170,CHILDREN'S HOSPITAL - LOS ANGELES,Los Angeles,Non-Profit,Comparable,Teaching,,603,347,347,$24545.00,99566,24.7%,Other 3rd Party (Private Ins.),0,"LOS ANGELES, California
(34.052238, -118.243344)"
2012,106190431,KAISER FDN HOSP - SOUTH BAY,Los Angeles,Non-Profit,Kaiser Foundation Health,,,231,231,177,$21377.00,46538,45.9%,Other 3rd Party (Private Ins.),0,"HARBOR CITY, California
(33.790001, -118.296898)"
2015,106190534,OLYMPIA MEDICAL CENTER,Los Angeles,Investor,Comparable,,,204,204,72,$16629.00,28069,59.2%,Medicare,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2012,106013687,MERRITT PERALTA INSTITUTE CDRH,Alameda,Non-Profit,Comparable,,,24,24,24,$170.00,7115,2.4%,County/Other Indigent,0,"OAKLAND, California
(37.804828, -122.27248)"
2011,106291053,TAHOE FOREST HOSPITAL,Nevada,District,Comparable,,Rural,62,62,59,$98.00,16951,0.6%,County/Other Indigent,5584,"TRUCKEE, California
(39.328161, -120.184054)"
2012,106560529,ST. JOHN'S REGIONAL MEDICAL CENTER,Ventura,Non-Profit,Comparable,,,265,265,135,$256.00,51625,0.5%,County/Other Indigent,0,"OXNARD, California
(34.197663, -119.175947)"
2010,106194219,USC UNIVERSITY HOSPITAL,LOS ANGELES,Investor,Comparable,,,411,349,197,$24845.00,71682,34.7%,Other 3rd Party (Private Ins.),0,"LOS ANGELES, California
(34.052238, -118.243344)"
2014,106300225,ORANGE COAST MEMORIAL MEDICAL CENTER,Orange,Non-Profit,Comparable,,,218,218,131,$21.00,43592,0%,County/Other Indigent,0,"FOUNTAIN VALLEY, California
(33.708975, -117.951323)"
2015,106190818,USC VERDUGO HILLS HOSPITAL,Los Angeles,Non-Profit,Comparable,,,158,158,87,$194.00,30661,0.6%,County/Other Indigent,0,"GLENDALE, California
(34.148138, -118.246437)"
2014,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,Tehama,Non-Profit,Comparable,,Rural,76,66,66,$68.00,8075,0.8%,County/Other Indigent,0,"RED BLUFF, California
(40.176607, -122.234146)"
2013,106150737,KERN VALLEY HEALTHCARE DISTRICT,Kern,District,Comparable,,Rural,99,99,99,$51.00,22673,0.2%,County/Other Indigent,19797,"LAKE ISABELLA, California
(35.604554, -118.486069)"
2014,106370673,RADY CHILDREN'S HOSPITAL-SAN DIEGO,San Diego,Non-Profit,Comparable,Teaching,,520,384,312,$36771.00,90155,40.8%,Other 3rd Party (Private Ins.),13429,"SAN DIEGO, California
(32.71576, -117.163817)"
2010,106374049,SHARP VISTA PACIFICA,SAN DIEGO,Non-Profit,Comparable,,,16,14,9,$31.00,3132,1%,County/Other Indigent,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2015,106374049,SHARP MCDONALD CENTER,San Diego,Non-Profit,Comparable,,,16,14,10,$62.00,3317,1.9%,County/Other Indigent,0,"SAN DIEGO, California
(32.71576, -117.163817)"
2013,106074017,SAN RAMON REGIONAL MEDICAL CENTER,Contra Costa,Investor,Comparable,,,123,112,42,$86.00,16377,0.5%,County/Other Indigent,0,"SAN RAMON, California
(37.764907, -121.951061)"
2011,106190380,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,Los Angeles,Investor,Comparable,,,159,159,159,$61.00,39459,0.2%,County/Other Indigent,0,"HOLLYWOOD, California
(34.098301, -118.325798)"
2010,106444012,SUTTER MATERNITY & SURGERY CENTER,SANTA CRUZ,Non-Profit,Comparable,,,30,30,28,$81.00,4251,1.9%,County/Other Indigent,0,"SANTA CRUZ, California
(36.97414, -122.028795)"
2015,106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,San Bernardino,Non-Profit,Comparable,Teaching,,533,533,384,$107.00,129891,0.1%,County/Other Indigent,0,"LOMA LINDA, California
(34.048261, -117.261123)"
2012,106190298,FOOTHILL PRESBYTERIAN HOSPITAL,Los Angeles,Non-Profit,Comparable,,,105,105,62,$183.00,18040,1%,County/Other Indigent,0,"GLENDORA, California
(34.136001, -117.865485)"
2012,106434040,LUCILE S PACKARD CHILDREN'S HOSPITAL AT STANFORD,Santa Clara,Non-Profit,Comparable,Teaching,,311,311,311,$3.00,80217,0%,County/Other Indigent,0,"PALO ALTO, California
(37.445103, -122.160363)"
2014,106331216,JOHN F. KENNEDY MEMORIAL HOSPITAL,Riverside,Investor,Comparable,,,156,145,67,$175.00,25426,0.7%,County/Other Indigent,0,"INDIO, California
(33.718649, -116.218182)"
2015,106361318,SAN ANTONIO COMMUNITY HOSPITAL,San Bernardino,Non-Profit,Comparable,,,279,279,279,$27519.00,55815,49.3%,Other 3rd Party (Private Ins.),0,"UPLAND, California
(34.099737, -117.650985)"
2011,106160787,CENTRAL VALLEY GENERAL HOSPITAL,Kings,Investor,Comparable,,,49,20,13,$14.00,4112,0.3%,County/Other Indigent,0,"HANFORD, California
(36.327726, -119.645914)"
2015,106190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,Los Angeles,Non-Profit,Comparable,,,72,72,72,$22722.00,22722,100%,Other 3rd Party (Private Ins.),0,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106190170,CHILDREN'S HOSPITAL - LOS ANGELES,Los Angeles,Non-Profit,Comparable,Teaching,,603,329,329,$21518.00,88853,24.2%,Other 3rd Party (Private Ins.),0,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,144,144,144,$242.00,31701,0.8%,County/Other Indigent,9327,"ALHAMBRA, California
(34.095162, -118.126842)"
2014,106560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,Ventura,Non-Profit,Comparable,,,180,127,78,$49.00,27515,0.2%,County/Other Indigent,15835,"CAMARILLO, California
(34.225403, -119.050667)"
2014,106300032,CHILDREN'S HOSPITAL - ORANGE COUNTY,Orange,Non-Profit,Comparable,,,279,279,279,$21914.00,58272,37.6%,Other 3rd Party (Private Ins.),0,"ORANGE, California
(33.791489, -117.853096)"
2015,106494106,SUTTER SANTA ROSA REGIONAL HOSPITAL,Sonoma,Non-Profit,Comparable,,,84,84,83,$146.00,26983,0.5%,County/Other Indigent,0,"SANTA ROSA, California
(38.439698, -122.715642)"
2011,106300032,CHILDREN'S HOSPITAL - ORANGE COUNTY,Orange,Non-Profit,Comparable,,,238,238,238,$14.00,59963,0%,County/Other Indigent,0,"ORANGE, California
(33.791489, -117.853096)"
2012,106190380,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,Los Angeles,Investor,Comparable,,,159,159,159,$16.00,36199,0%,County/Other Indigent,0,"HOLLYWOOD, California
(34.098301, -118.325798)"
2015,106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Los Angeles,Non-Profit,Comparable,,,548,548,221,$524.00,84777,0.6%,County/Other Indigent,0,"WHITTIER, California
(33.967318, -118.048051)"
2010,106190431,KAISER FND HOSPITAL - HARBOR CITY,LOS ANGELES,Non-Profit,Kaiser Foundation Health,,,235,235,208,$24538.00,53504,45.9%,Other 3rd Party (Private Ins.),0,"HARBOR CITY, California
(33.790001, -118.296898)"
2014,106514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,Sutter,Non-Profit,Comparable,,,14,14,14,$1.00,1309,0.1%,County/Other Indigent,0,"YUBA CITY, California
(39.13222, -121.625147)"
2014,106204019,CHILDREN'S HOSPITAL - CENTRAL CALIFORNIA,Madera,Non-Profit,Comparable,,,356,356,219,$14.00,76312,0%,County/Other Indigent,0,"MADERA, California
(36.961961, -120.059585)"
2010,106260011,MAMMOTH HOSPITAL,MONO,District,Comparable,,Small,17,17,17,$35.00,1671,2.1%,County/Other Indigent,0,"MAMMOTH LAKES, California
(37.64696, -118.967479)"
2013,106184008,BANNER LASSEN MEDICAL CENTER,Lassen,Non-Profit,Comparable,,Rural,25,25,25,$328.00,4474,7.3%,County/Other Indigent,0,"SUSANVILLE, California
(40.415483, -120.648932)"
2011,106100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Fresno,Non-Profit,Comparable,Teaching,,788,788,788,$49609.00,230220,21.5%,Other 3rd Party (Private Ins.),34291,"FRESNO, California
(36.731654, -119.785856)"
2015,106370673,RADY CHILDREN'S HOSPITAL-SAN DIEGO,San Diego,Non-Profit,Comparable,Teaching,,522,386,318,$38329.00,93861,40.8%,Other 3rd Party (Private Ins.),13365,"SAN DIEGO, California
(32.71576, -117.163817)"
2011,106190240,LAKEWOOD REGIONAL MEDICAL CENTER,Los Angeles,Investor,Comparable,,,172,172,101,$827.00,36973,2.2%,County/Other Indigent,0,"LAKEWOOD, California
(33.850448, -118.133773)"
2010,106491338,PALM DRIVE HOSPITAL,SONOMA,District,Comparable,,Small,37,28,19,$341.00,4566,7.5%,County/Other Indigent,0,"SEBASTOPOL, California
(38.402084, -122.824191)"
2010,106361223,KAISER FND HOSPITAL - FONTANA,SAN BERNARDINO,Non-Profit,Kaiser Foundation Health,,,438,438,337,$50509.00,100032,50.5%,Other 3rd Party (Private Ins.),0,"FONTANA, California
(34.102893, -117.435765)"
2011,106190475,COMMUNITY HOSPITAL OF LONG BEACH,Los Angeles,Non-Profit,Comparable,,,208,158,59,$126.00,21122,0.6%,County/Other Indigent,0,"LONG BEACH, California
(33.767168, -118.193723)"
2010,106190198,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,Investor,Comparable,,,180,180,180,$350.00,53790,0.7%,County/Other Indigent,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2011,106301297,PLACENTIA-LINDA COMMUNITY HOSPITAL,Orange,Investor,Comparable,,,114,114,32,$450.00,12185,3.7%,County/Other Indigent,0,"PLACENTIA, California
(33.871209, -117.860113)"
2012,106450940,SHASTA REGIONAL MEDICAL CENTER,Shasta,Investor,Comparable,,,246,246,246,$58.00,29392,0.2%,County/Other Indigent,0,"REDDING, California
(40.574637, -122.38109)"
2011,106560529,ST. JOHN'S REGIONAL MEDICAL CENTER,Ventura,Non-Profit,Comparable,,,265,265,153,$316.00,56214,0.6%,County/Other Indigent,0,"OXNARD, California
(34.197663, -119.175947)"
2010,106124004,SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY,HUMBOLDT,City/County,Psychiatric Health Facilities,,,16,16,16,$86.00,3930,2.2%,County/Other Indigent,0,"EUREKA, California
(40.786143, -124.161309)"
2013,106382715,CHINESE HOSPITAL,San Francisco,Non-Profit,Comparable,,,54,52,28,$42.00,11256,0.4%,County/Other Indigent,0,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2013,106010987,WASHINGTON HOSPITAL - FREMONT,Alameda,District,Comparable,,,353,299,299,$683.00,57353,1.2%,County/Other Indigent,0,"FREMONT, California
(37.550195, -121.980829)"
2013,106190555,CEDARS-SINAI MEDICAL CENTER,Los Angeles,Non-Profit,Comparable,Teaching,,886,876,876,$123368.00,244866,50.4%,Medicare,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106370744,SCRIPPS MERCY HOSPITAL,SAN DIEGO,Non-Profit,Comparable,Teaching,,700,653,432,$26826.00,144984,18.5%,Other 3rd Party (Private Ins.),0,"SAN DIEGO, California
(32.71576, -117.163817)"
2013,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,Los Angeles,Investor,Comparable,,,117,117,117,$434.00,15450,2.8%,County/Other Indigent,0,"SOUTH EL MONTE, California
(34.043996, -118.046258)"
2012,106190307,PACIFIC ALLIANCE MEDICAL CENTER,Los Angeles,Investor,Comparable,,,142,142,142,$137.00,19699,0.7%,County/Other Indigent,0,"LOS ANGELES, California
(34.052238, -118.243344)"
2013,106380929,CALIFORNIA PACIFIC MEDICAL CENTER,San Francisco,Non-Profit,Comparable,Teaching,,970,733,432,$54960.00,151869,36.2%,Other 3rd Party (Private Ins.),0,"SAN FRANCISCO, California
(37.78008, -122.420168)"
2013,106310791,SUTTER AUBURN FAITH HOSPITAL,Placer,Non-Profit,Comparable,,,72,72,72,$824.00,12258,6.7%,County/Other Indigent,0,"AUBURN, California
(38.897916, -121.074314)"
2014,106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,Los Angeles,Investor,Comparable,,,127,127,127,$20.00,12947,0.2%,County/Other Indigent,8404,"LOS ANGELES, California
(34.052238, -118.243344)"
2010,106150737,KERN VALLEY HEALTHCARE DISTRICT,KERN,District,Comparable,,Small,99,99,99,$118.00,26049,0.5%,County/Other Indigent,22509,"LAKE ISABELLA, California
(35.604554, -118.486069)"
2011,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,Non-Profit,Comparable,,Rural,121,121,121,$804.00,23213,3.5%,County/Other Indigent,5058,"GRASS VALLEY, California
(39.219102, -121.062951)"
2012,106190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,Los Angeles,Non-Profit,Comparable,,,238,232,144,$837.00,53190,1.6%,County/Other Indigent,0,"VALENCIA, California
(34.389444, -118.564722)"
2010,106060870,COLUSA REGIONAL MEDICAL CENTER,COLUSA,Non-Profit,Comparable,,Small,48,48,36,$59.00,3165,1.9%,County/Other Indigent,1476,"COLUSA, California
(39.209238, -122.008373)"
2014,106301340,ST. JOSEPH HOSPITAL - ORANGE,Orange,Non-Profit,Comparable,,,491,379,379,$32427.00,75480,43%,Other 3rd Party (Private Ins.),0,"ORANGE, California
(33.791489, -117.853096)"
2011,106434040,LUCILE S PACKARD CHILDREN'S HOSPITAL AT STANFORD,Santa Clara,Non-Profit,Comparable,Teaching,,311,311,311,$11.00,80789,0%,County/Other Indigent,0,"PALO ALTO, California
(37.445103, -122.160363)"
2015,106190708,SHERMAN OAKS HOSPITAL & HEALTH CENTER,Los Angeles,Non-Profit,Comparable,,,153,153,153,$65.00,34897,0.2%,County/Other Indigent,0,"SHERMAN OAKS, California
(34.1511, -118.448303)"
2010,106554011,SONORA REGIONAL MEDICAL CENTER,TUOLUMNE,Non-Profit,Comparable,,Small,173,152,152,$766.00,42665,1.8%,County/Other Indigent,22381,"SONORA, California
(37.982943, -120.382117)"
2014,106014226,TELECARE WILLOW ROCK CENTER PHF,Alameda,Investor,Psychiatric Health Facilities,,,16,16,16,$372.00,3658,10.2%,County/Other Indigent,0,"SAN LEANDRO, California
(37.728364, -122.158612)"
