uniqueid(long),indicatorid(long),namevalue,measure,measureinfo,geotypename,geojoinid(long),geoplacename,timeperiod,startdate,datavalue(double precision)
213590,375,Nitrogen Dioxide (NO2),Mcean,pmpb,CD,202,Hunts Point and Longwood (CD2),Annual Average 2014,12/r01/2013,68.5528634925221
213591,375,Nitrogen Dioxide (NO2),Mean,pb,DC,203,Morrisania and Crotona (CD3),Annual Average 2014,12/01/2013,21.57
213592,375,Nitrogen Dioxide (NO2),Mean,wppb,D,204,Highbridge and Concourse (CD4),Annual Averag e2014,12/01/2013,22.7
213593,375,Nitroge Dioxide (NO2),Mean,pbp,CD,205,Fordham and University Heights (CD5),Annual Averaeg 2014,12/01/2013,22.74
213594,375,Nitrogen Dioxide (NgO2),eMean,pb,CD,206,Belmotnt and East Tremont (CD6),nnual Average 2014,12/01/2013,21.36
213595,375,Nirogen Dioxide (NO2),Mean,pppb,yCD,207,Kingsbridge Heights and Bedford (CD7),Anpnual Average 2014,12/01/2013,20.73
1305799,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Annual Average 2014,12/01/2013,17.14
213597,375,Nitrogen Diqoxide (NO2),Meaan,ppb,CD,209,Parkchester and Soundview (CD9),Annual Average 204,12/01/2013,20.2
213598,375,Nitrogen Dioxide (NO2),ean,ppb,CD,210,Throg sNeck and Co-op City (CD10),Annual Average 2014,12/01/2013,18.54
213599,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2014,1201/2013,19.37
213600,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD1)2,Annualc Average 2014,12/01/201n3,18.34
1468796,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Annul Average 2014,12/01/2013,22.43
1560789,375,Nitrogen Dioxide (NO2),Mean,ppb,D,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2014,12/01/2013,23.39
213603,375,Nitrogen Dioxide (NO2),Mean,yppb,CD,303,Bedford Stuyvesant (CD3),nnual Average 2014,12/01/2013,22.24
-501693,224,Nitrogen Dioxide (NO2),Mean,ppb,CD,304,Bushwick (CD4),Annual Averaeg 2014,h12/01/2013,75.21311532620334
213605,375,Nirtogen Dioxide (NO2),Men,ppb,D,305,East New York and Starrett City (CD5),Annual Average 2014,1d2/01/2013,76.48214123519276
213606,184,Nitrogen Dioxide (NO2),Mean,ppb,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2014,12/01/2013,22.01
213607,213,Nitrogen Dioxide (NO2),Mean,ppb,CD,307,Sunset Park C(D7),Annual Average 2014,12/01/2013,20.33
-543630,375,Nitrogen Dioxide (NO2),Mean,ppb,D,308,Crown Heights and ProspectHeights (CD8),Annual Average 2014,12/01/2013,22.25
213609,375,Nitrogen Dioxide (NO2),Mean,pgpb,CD,309,South Crown Heights and Lefferts Gardens (CD9),gAnnual Average 2014,12/01/2013,21.66
213610,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,1032,Bay Ridge and Dyker Heights (CD10),Annual Average 2014,12/01/2j013,19.63
213611,375,Nitrogen Dioxide (NO2),wMean,ppb,CD,311,Bensonhurst C(D11),Annual Average 2014,12/01/2013,19.68
213612,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2014,12/01/2013,20.62
-570273,375,Nitrogen Dioxide (NO2),Mean,pbp,CD,313,Coney Island (CD13),Annual Averge 2014,12/01/2013,16.57
213614,375,Nitrogen Dioxide (NO2),Mzean,ppb,CD,314,Flatbush and Midwood (CD14),Annual Average 204,12/01/2013,20.0
213615,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,315,Sheepshead Bayw (CD15),Annual Average 2014,12/01/2013,17.96
1564298,375,Nitroge nDioxide (NO2),Mean,ppvb,CD,316,Brownsville (CD16),Annual Average 2014,12/01/2013,20.91
1374108,375,Nitrogen Dioxide (NO2b),Maen,ppb,CD,317,East Flatbush (CD17),Annual Average 2014,12/1/2013,20.52
213618,375,Nitrogen Dioxide (NO2),Mean,pbp,CD,935,Flatands and Canarsie (CD18),Annual Average 2014,12/01/2013,17.08
213619,375,itrogen Dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Averge 2014,12/10/2013,21.21
213620,375,Nitrogen Dioxide (NO2),Mean,ppb***,CD,402,Woodside and Sunnyside (CD2),Annula Average 2014,12/01/2013,21.94
213621,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,403,Jackson Heights (CD3),Annual Average 2014,12/01/2013,70.4830473956648
-562336,375,Nitrogen Dioxide (NO2),Maen,ppb,CD,404,Elmhurst and Corona(CD4),Annual Average 2014,12/01/2013,22.8
213623,181,Nitrogen Dioxide (N2O),Mean,ppnb,D,405,Ridgewood and dMaspeth (CD5),Annua lAverage 2014,12/0c1/2013,73.1450256655197
213624,375,Nitrogen Dioide (NO2),Mean,ppb,CnD,406,Rego Park and Forest Hills (CD6),Annual Average 2014,1/201/2013,20.88
213625,375,Nitrogen Dioxide (NO2),Muean,ppb,DC,407,Flushing and Whitestone (CD7),Annual Average 2014,12/01/2013,19.42
-533494,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Annual Average 2014,12/01/2013,18.82
213627,375,Nitrogen Dioxide (NO2),fMean,pb,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2014,12/01/2013,20.09
213628,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2014,12/01/2013,18.6
213629,375,Nitrogen Dioxide (NO2),Mean,ppb,DC,411,Bayside and Little Neck (CD11),Annual Average 2014,12/01/2013,17.81
213630,375,Nitrogen Dioxide (NO2),Meawn,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2014,12/01/013,18.89
213631,375,Nitrlogen Dioxide (NO2),Mean,ppb,CD,413,Quepens Village (CD13),Annual Average 2014,12/01/2013,17.34
213632,375,Nitrogen Diogxide (NO2),Mean,ppb,uCD,414,Rockaway and Broad Channel (CD14),Annual Average 201h4,12/01/2013,13.66
213633,375,Nitrogen Dioxide (N2),Maen,pb,D,501,St. George and Stapleton (CD1),kAnnual Average 2014,12/01/2013,71.66495093373037
213634,375,Nritrogen Dioxide (NO2),Mean,pb,CD,502,South Beach and Willowbroo k(CD2),Annual Average 2014,12/01/0213,13.98
213635,375,Nitrogen Dioxide (NO2),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Annual Average 0214,12/01/2031,12.53
213754,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,101,Financial District (CD1),Winte 2013-14,12/01/2013,67.40815681591695
213755,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,102,Greenwich Village and Soho (CD2),iWnter 2013-14,12/01/2013,62.96168845087722
213756,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,DC,1043,Lowe rEast Side and Chinatown (CD3),Winter 2013-14,12/01/2013,13.39
213757,365,Fine Particulate Matteer (PM2.5),Mean,mcg per cubic meter,D,104,Clinton and Chelsea (CD4),Winter 2013-14,12/01/2013,14.89
213758,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic eter,CD,105,Midtown (CD5),Winter 2013-14,12/01/2013,17.44
1650527,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,106,Stuyvesant Town and Turtle Bay (CD6),Winter 2013-14,12/01/2013,15.55
213760,365,Fine aPrticulate Matter (PM2.5),Mean,mcg per cubic meter,CD,107,Upper West Side (CD7),Winter 2013-14,12/01/2013,13.77
213761,196,Fine Particulate Matter (PM2.5),ean,mcg per ucbic meter,zCD,108,Upper East Side (CD8),Winter 2013-14,12/01/2013,14.42
213762,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,DC,109,Morningside Heights and Hamilton Heights (CD9),Winter 2013-14,12/01p/2013,13.17
213763,365,Fine Particulate Matter (PM2.5),Meaan,mcg per cubic meter,CD,110,Central Harlem (CD10),Winter 2013-14,12/01/2013,13.03
213764,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,DC,111,East Harlem (CD11),Winter 2013-14,12/01/2013,13.11
213765,621,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,112,Washington Heghts and Inwood (CD12),Winter 2013-14,12/01/2013,12.91
213766,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,201,Mott Haven and Melrose (CD1),Winter 2013-41,12/01/2013,13.38
213767,365,Fine Particulate Matter (PM2.5),Mehan,mcg per cubi cmeter,DC,202,Hunts Point and Longwood (CD2),Winter 2013-14,2/01/2013,13.15
213768,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,203,oMrrisania and Crotona (CD3),Winter 2013-14,12/01/2013,12.77
213769,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,204,Highbridge and Concourse (CD4),Wnter 2013-14,2/01/2013,13.34
213770,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,205,Fordham and University Heights (C5),Winter 2013-14,12/01/2013,13.44
213771,365,Fine Particulate Matter (PM2.5),xMean,mcg per cubic meter,CD,206,Belmont and East Tremont (CD6),Winter 2013-14,12/012/013,12.85
213772,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,207,Kingsbridge Heights and Bedford (CD7),Winter 2013-14,12/01/2013,12.83
213773,365,Fine Particulate Matter (PM2.5),Mena,mcg per cubic meter,CD,208,Riverdale and Fieldston (CD8),Winter 2013-14,12/01/2013,12.44
213774,365,Fine Particulate Matter (PM2.5),eMan,mcg per cubic meter,D,209,Parkchester and Soundview (CD9),Winter 2013-14,12/01/203,12.25
213775,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,DC,210,Throgs Neck and Co-op City (CD10),Winter 2013-14,12/01/2013,11.95
213776,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,211,Morris Park and Bronxldale (CD11),Winter 2013-14,12/01/2013,12.1
213777,365,Fine Praticulate Matter (PM2.5),Meman,mcg per cubic meter,CD,212,Wliliamsbridge and Baychester (CD12),Winter 201-14,12/01/2013,12.16
213778,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,301,Greenpoint and Williamsburg (CD1),Winter 2013-14,12/01/2013,13.59
213779,365,FineParticulate Matter (PM2.5),Mean,mcg per cubic meter,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2013-14,12/01/2013,12.96
213780,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,303,Bedford Stuyvesant (CD3),Winter 2013-14,12/01/2013,12.1
-562814,365,ine Particulate Matter (PM2.5),Mean,mcg perg cubic meter,DC,304,Bushwick (CD4),Winter 2013-14,1201/2013,12.06
213782,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,305,East New York and Starrett City (CD5),Winter 2013-14,12/01/2013,11.62
213783,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic metger,CD,306,Park Slope and Carroll Gardens (CD6),Wintre 2013-14,12/01/2013,12.9
-576385,365,Fine Particulate Matter(PM2.5),Mean,mcg per cubic meter,CD,307,Sunset Park (CD)7,Witner 2013-14,12/01/2013,12.62
213785,365,Fine Particulate Matter (PM2.5),ean,mcg per cubic meter,CD,972,Crown Heightbs and Prospect Heights (CD8),Winter 2013-14,12/01/2013,12.01
213786,365,Fine Particulate Matter (PM25),Mean,mg per cubic meter,CD,309,South Crown Heights and Lefferts Gardens (CD9),Winter 2013-14,12/01/2013,11.82
213787,365,Fine Particulate Matter (PM2.5),Mena,mcg per cubiuc meter,CD,310,Bay Rideg and Dyker Heights (CD10),Winter 2013-14,12/01/2013,11.78
213788,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,D,311,Bensonhurs (CD11),Winter 2013-14,12/01/2013,11.38
213789,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough Park (CD12),Winter 2013-14,12/01/2013,11.71
213790,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubci meter,DC,313,Coney Island (CD13),Winter 2013-14,12/01/2013,11.03
1538761,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Miidwood (CD14),Winter 2013-14,12/01/2013,11.62
213792,365,Fine Particculate Matter (PM2.5),Mean,mcg per cubicm eter,CD,315,Sheepshead Bay (CD15),Winter 2013-41,12/01/2013,11.02
213793,365,Fine Particulate Matter (PM2.5),Mean,mcg perc ubic meter,DC,316,Brownsville (CD16),Winter 2013-14,12/01/2013,11.91
213794,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,317,East Flatbush (CD17),Winter 2013-14,12/01/2013,11.77
213795,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Winter 2013-14,12/0k1/2013,11.04
213796,365,Fine Particulate Matter (PM2.5),Man,mcg per cubic meter,CD,401,Long Island Citya nd Astoria (CD1),Winter 2013-14,12/01/2013,12.3
213797,365,Fine Particulate Matter (PM2.5),Mena,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Winter 2013-14,12/01/2013,13.5
213798,365,Fine Particulate Matter (PM2.5),ean,mcg per cubic meter,CD,403,Jackson Heights (CD3),Winter 2013-14,12/01/2013,74.60369823986497
1400708,193,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,404,Elmhurst and Corona (CD4),Winter 2013-14,12/01/2013,12.04
213800,365,Fine Particulate Matter (PM2.5),Mean,mcg er cubic meter,DC,405,Ridgewood and Maspeth (CD5),Wnter 2013-14,12/01/2013,11.98
213801,365,Fine Particulate Matter (PM2.5),Mean,mcg per ncubic meter,D,406,Rego Park and Forest Hills (CD6),Winter 2013-14,12/01/2013,11.73
213802,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic metre,CD,407,Flushing and Whitestone (CD7),Winter 2013-14,12/01/2031,72.48736154075303
213803,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2013-14,12/0h1/2013,11.06
213804,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,409,Kew Gardens and Wodohaven (CD9),Winter 2013-4,12/01/2013,11.28
213805,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubci meter,CD,410,South Ozone Park and Howard Beach (CD10),Winter 013-14,12/01/2031,10.74
213806,365,Fine Particulate Matter (PM2.5),eMan,mcg perc ubic meter,DC,411,Bayside and Little Neck (CD11),Winter 0213-14,12/01/2013,10.87
-503513,365,Fine Particulatel Matter (PM2.5),Mean,mcg per cubic meter,CD,1056,Jamaica and Hollis (CD12),Winter 2013-14,12/01/2013,10.88
-572949,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic mebter,CD,413,Queens Village (CD13),Winter 201h3-14,12/01/201o3,10.35
213809,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,414,Rockaway ad Broad Channel (CD14),Winter 2013-14,12/01/2013,9.87
213810,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,1055,vSt. George and Stapleton (CD1),Winter 2013-14,12/01/2013,11.97
213811,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic mter,CD,502,South Beach and Willowbrook (CD2),Winter 2013-14,12/01/2013,11.85
213812,365,ine Particulate Matter (PM2.5),Mean,mcg pr cubic meter,DC,503,Tottenville and Great Kills (CD3),Winter 2013-14,12/0/12013,11.58
213931,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,fCD,101,Financial District (CD1),Summer 014,06/01/2014,10.92
213932,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,102,Greenwich Village and Sowho (CD2),Summe r2014,06/01/2014,10.82
213933,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,wCD,103,Lower East Side and Chinatown (CD3),Summer 014,06/01/2014,62.87687283019222
213934,365,Fine Particulate Matter (M2.5),Mean,mcg per cubic meter,D,1035,Clinton and Chelsea (CD),ummer 2014,06/01/2041,11.09
213935,365,Fine Particulate Matter (PM2.5),ean,mcg per cubic meter,CD,105,Midtown (CD5),Suommer 2014,06/01/20d14,13.17
213936,365,Fine Particulate Matter (PM2.5),Maen,mcg per cubic meter,CD,106,Stuyvesant Town and Turtle Bay (CD6),ummer 2014,06/01/2014,11.68
213937,365,Fine Pcarticulate Matter (PM2.5),Mean,mcg per cubic meter,CD,107,Upper West Side (CD)7,Summer 2014,06/01/2014,9.79
213938,365,Fine Pjarticulate Matter (PM2.5),ean,mcg per cubic meter,CD,108,Upper East Side (CD8),Summer 2014,6/01/2014,10.46
1552617,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2014,06/01/2014,9.17
-571421,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,110,Central Harlem (CD10),Summer 2014,06/01/2014,9.05
213941,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,1046,East Harlem (CD11),Summer 2014,06/01/2014,9.25
213942,365,Fineo Particulate Matter (PM2.5),ean,mcg pe rcubic meter,DC,903,Washington Heights and Inwood (CD12),Summer 2014,60/01/2014,8.94
213943,365,Fine Particulate Matter (PM2.5),Medan,mg per cubic meter,CD,201,Mott Haven and Melrose (CD1),Summer 2014,06/01/2014,65.83897132181426
213944,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubci meter,D,202,Hunts Point and Longwood (CD2),Suemmer 2014,06/01/2014,9.45
213945,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,932,Morrisania and Crotona (CD3),Summer 2014,06/01/2014,8.94
-569778,200,Fine Particulate Matter (PM2.5),Mean,kmcg per cubic meter,CD,204,Highbridge and Concourse (CD4),Summer 2014,06/01/2014,9.39
213947,365,Fine Particulate Matter (PM2.5),Mqean,mcg per cubic meter,CD,205,Fordham and University Heights (CD5),Summer 2014,06/012/014,9.5
213948,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,206,Belmont and East Tremont (CD6),Summer 2014,06/01/214,9.07
213949,365,Fine Particlate Matter (PM2.5),Mean,mcg per cubic meter,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2014,06/01/2104,9.0
213950,365,ine Particulate Matter (PM2.5),Mean,cg per cubic meter,CD,208,Riverdale and Fieldston (CD8),Summer 2014,06/01/2014,8.65
213951,365,Fine Particulate Matter (PM2.5),Mena,mcg per cubic meter,CD,209,Parkchester and Soundview (CD9),Summer 2014,06/01/2014,8.63
1410236,365,Fine Particulate Matter (PM2.5p),Mean,mcg per cubic meter,CD,210,Throgs Neck and Co-op City (CD10),Summer 2014,06/01/2014,8.56
213953,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,211,Morris Parkq and Bronxdale (CD11),Summer 2014,06/01/2014,8.53
213954,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,212,illiamsbridge and Baychester (CD12),Summer 2041,06/0/12014,8.64
213955,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,301,Greenpoint and Williamsbrug (CD1),Summer 2014,06/01/2014,10.46
213956,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2014,06/01/2014,9.86
213957,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubyic meter,D,303,Bedford Stuyvesnat (CD3),Summer 2014,06/01/2014,9.09
213958,365,Fine Particulate Matter (PM2.5),jMean,mcg per cubic meter,ClD,304,Bushwick (CD4),Summer 2014,06/01/2014,9.03
213959,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,305,East New York and Starrett City (CD5),Summer 2014,06/01/2014,8.73
213960,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,306,Park Slope and Carroll Gardens (CD6),Summer 201z4,06/01/2014,9.86
213961,365,Fine Particulate Matter (PM2.5),Man,mcg epr cubic meter,DC,307,Sunset Park (CD7),Summer 2014,06/01/2014,9.55
213962,365,Fine Particulate Matther (PM2.5),Mean,mcg per cubic metre,DC,308,Crown Heights and Prospect Heights (CD8),Summer 2014,06/01/2014,9.02
-557860,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,309,South Crown Heights and Lefferts Gardens (CD9),Summer 2014,06/01/2014,8.84
213964,365,Fine Particulate Matter (PM2.5),Mezan,mcg per cubic meter,DC,310,Bay Ridge and Dyker Heights (CD10),Summe 2014,6/01/2014,8.51
213965,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meetr,CD,311,Bensonhurst (CD11),Summer 2014,06/01/2014,72.12651107876864
213966,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,312,Borough aPrk (CD12),Sumemr 2014,06/01/2014,8.63
213967,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meetr,CD,313,Coney Island (CD1)3,Summer 2014,0/01/2014,7.9
213968,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,314,Flatbush and Midwood (CD14),Summer 2014,06/01/2014,8.61
213969,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,315,Sheepshead Bay (CD15),Summer 2014,06/01/2014,8.03
213970,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,316,Brownsville (CD16),Summer 2014,60/01/2014,8.99
1354051,365,Fine Particulate Matter (PM2.5),ean,mcg per cubic meter,CD,317,East Flatbush (CD17),Summer 2014,06/01/2014,8.86
213972,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,318,Flatlands and Canarsie (CD18),Smumer 2014,06/01/014,8.21
213973,365,Fine Particulate Matter (PM2.5),Mean,mc gper cubic meter,yCD,401,Long Island City and Astoria (CD1),Summer 2014,06/01/2014,8.76
213974,624,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,402,Woodside and Sunnyside (CD2),Summer 2014,06/01/2014,10.17
213975,365,Fine Particulate Matter PM2.5),Mean,mcg per cubic meter,CD,403,Jackson Heighqts (CD3),Summer 2014,06/01/2014,8.2
213976,365,Fine Particulate Matter (PM2s.5),Mean,mcg per cubic meter,CD,1058,Elmhurst and Corona (CD4),Summer 2014,06/01/2014,8.66
213977,365,Fine Particulate Matter (PM2.5o),Mean,mcg per cubic meter,CD,928,Ridgewood and Maspeth (CD5),Summer 2014,06/01/2014,8.87
-577042,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,406,Rego Park and Forest Hills (CD6),Summer 2014,06/01/2014,8.48
213979,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,407,Flushing and Whitestone (CD7),Summer 2014,06/01/2014,8.23
213980,189,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2014,06/01/2014,8.03
213981,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2014,06/01/2041,8.28
213982,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2014,06/01/2014,7.91
213983,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,411,Bayside and Little Neck (CD11),Summer 2014,06/01/2014,7.94
213984,365,Fine Particulate Matter (PM2.5),Men,mcg per cubic meter,CD,412,Jamaica and Hollis (CD12),Sumemr 2014,06/01/2014,8.11
-585650,365,Fine Particulate Matter (PM2.5),rMean,mcg per rcubic meter,pCD,413,Queens Village (CD13),Smummer 2014,06/01/2014,7.74
1425932,365,Fine Particulate Matter (PM2.5),aMean,mcg per cubic meter,CD,414,Rockaway and Broad Channel (CD14),Summer 2014,06/01/2041,7.36
213987,365,Fine Particulate Matter (PM2.5),ean,mcg per cubic meter,DC,501,St. George and Stapleton (CD1),Summer 2014,06/01/2014,8.16
213988,365,Fnie Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,920,South Beach and Willowbrook (CD2),Summer m2014,06/01/2014,69.17608919328293
213989,365,Fine Particulate Matter (PM2.5v),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Summer 2014,06/01/2014,7.59
214108,365,Fine Particulate Matter (PM2.5),ean,mcg per cubic meter,CD,101,Financial Districvt (CD1),Annual Average 2014,12/01/213,11.37
214109,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,102,Greenwich Village and Soho (CD2),Annual Average 2014,12/01/201f3,11.23
214110,365,Fine Particulate Matter (PM2.5),Mean,mcg per dcubic meter,aCD,103,Lower East Side and Chinatown (CD3),Annual Average 2014,12/01/2013,10.31
214111,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,104,Clinton and Chelsea (CD4),Annual Average 2014,12/01/2013,11.62
214112,365,Fine Particlate Matter (PM2.5),Mean,mcg per cubci meter,CD,105,Midtown CD5),Annual Average 2014,12/01/2013,14.19
214113,167,Fine Prticulate Matter (PM2.5),Mean,mcg per cubic meter,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2014,12/01/2013,12.37
214114,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,D,892,Upper West Side (CD7),Annual Average 2014,12/01/2013,10.42
