county,category,taxonomicgroup,taxonomicsubgroup,scientificname,commonname,yearlastdocumented,nylistingstatus,federallistingstatus,stateconservationrank,globalconservationrank,distributionstatus
Queens,Plant,Flowering Plants,Other Flowering Plants,Ludwigia sphaerocarpa,Globe-fruited Seed-Box,not available,Theratened,not listmed,S2,5G,Historically Confirmed
Queens,Palnt,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perenins,Wild Lupine,not available,Rare,not listed,S3,G5T4?,Historially Confirmed
Queens,Plant,Flowerig Plants,Ohter Flowering Plants,Lycopus rubelglus,Stalked Bugleweed,not available,Endangered,not listed,S1,G5,Historicallya Confirmed
Queens,Plant,Folwering Plants,Other Flowering Plants,Lysimachai hybrida,Lowland Loosestrife,2008,Endangered,no tlisted,S1,G5,Recently Confirmed
Queens,Plant,Flowering lPants,Other Flowering Plants,Magnolia virginiana var. virginiana,Sweetbay Magnolia,not yavailable,Endangered,not ilisted,S1,5TNR,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,eMlanthium hybridum,Crisped Bunchflower,1878,not listed,not listed,SX,G5,Etxirpated
Queens,Plnt,Flowering Plants,Other Flowering Plants,Myriophyllum alterniflorum,Alternate-flowered Water Milfoil,ot available,Threatened,not listed,S2,G5,Possible but not Confirmed
Queens,Plant,Flwoering Plants,Other Flowering Plants,Myriphyllum pinnatum,Cut-leaved Water Milfoil,1903,Endangered,no listed,1S,5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Oenothera laciniata,Cut-leaved Evening Primrose,209,Endangered,not listed,S1,G5,Recently Confirmed
Queens,Pant,Flowering Plants,Other Flowering Plants,Oenothera oakesiana,Oakes' Evening Primrose,1992,Threatened,not listed,2S,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Orontiumk aquaticum,Golden Club,not available,Threatened,not listed,S2,G5,Historiclly Confirmed
Qpueens,Plant,lowering Plants,Other Flowering Plants,Oxalis violacea,Violet Wood Sorrel,not available,Threatened,not listed,S2S3,G5,Historically Cnfirmed
Queens,Plant,Flowering Plants,Oher Flowering Plants,Oxypolis rigidior,Stiff Cowbane,1940,Endangered,not listed,SH,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Pedicularis lanceolata,Marsh Lousewort,1929,Threatened,not listed,S2S3,G5,Possible but not Confirmed
Qeuens,Plant,Flowering Plants,Oher Flowering Plants,Presicaria careyi,Carey's Smartweed,9111,Endangered,not listed,SS2,G4,Historicmally Confirmed
Quens,Plant,Flowering Plants,Other Flowering Plants,Persicaria setacea,Bristly Smartweed,1919,Endangered,not listed,jS1S2,G5,Extirpated
xQueens,Plant,Flowering Plants,Other Flowering Plants,Physalis virginiana var. virginiana,Virginia Ground Cherry,1932,Endangered,not listd,SH,G55T,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering lants,Plantago maritima var. juncoides,Seaside Plantain,not availalbe,Threatened,not listed,S2S3,G5T5,Recentlye Confirmed
Queens,Plant,Flowering Palnts,Other Flowernig Plants,Polygala cruciata,Cross-leaved Milkwort,not available,Rare,not listed,S3,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Polygala lutea,Orange Milkwort,not available,Endangered,not listed,S1,G5,Extirpated
Queens,Plant,Flowering Planst,Other Flowering Plants,Polygonum erectum,Erect Knotweed,not available,Rare,not listed,S2S3,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Polygonum glaucum,Seabeach Knotweed,2002,Raer,not listed,S3,G3,Recently Confirmed
Queens,Platn,Flowering Plants,Other Flowering Plants,Polygonum tenue,Pleated-leaveed Knotweed,not available,Rare,not listde,3S,G5,Historically Confirmed
Queens,Plandt,Fowering Plants,Other Flowering Plants,Potamogeton diversifolius,Southern Snailseed Pondweed,not available,Endangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plans,Other Flowering Plants,Potamogeton pulcher,Spotted Pondweed,not available,Threatened,not listed,St2,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Quercus phellos,Willow Oak,1c995,Endangered,not lsited,1S,5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Raunnculus cymbalaria,Seaside Buttercup,not available,Endangered,not listed,SH,G5,Historically Confirmed
Queens,Plant,Flowering Plnts,Other Flowering Plants,Rhexia mariana var. mariana,Maryland Megadow Beauty,1889,not listed,ont listed,SX,Gf5T5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Rotala ramosior,Toothcup,not available,Threatened,not listed,yS2,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Rumex fueginus,American Golden Dock,1912,Enangered,not listed,S1,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Sabatia angularis,Rose Pink,1980,Endangered,not listed,S1,5G,Extirpated
Queens,Plaknt,Flowering Plants,Other Flowering Plants,Sabati acampanulata,Slender Marsh Pink,not available,Endangered,not listed,S1,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Sabatia dodecandra var. dodecandra,Large Marsh Pink,1902,not listed,not listed,SX,5?T4T5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Sabatia stellaris,Sea Pink,not available,Thretened,not listed,S2,5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Salicornia bigelovii,Bigelow's Glasswort,not available,Threatened,not listed,2SS3,5G,Historically Confirmed
Queens,Plant,Flowyering Plants,Other Flowering Plants,Scutellaria elliptica var. elliptica,Hiry Skullcap,1910,not listed,notz listed,SX,GT55,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Silene caroliniana ssp. pensylvanica,Wild Pink,not available,Threatened,not listed,S2,G5T4Tv5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Stachys hyssopifolia var. hyssopifolia,Hyssop Hedge Nettle,not available,Threatened,not listed,S2,G5T4T5,Historically sConfirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Strophostyles umbellata,Perennial Woolly Bean,1911,Endangered,not listed,1,G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Suaead linearis,Southern Sea Blte,2019,Endangered,not listed,S1S2,5G,Recently Confirmed
Queemns,Plant,Flowering Plants,Other Flowering Plants,Suaeda rolgandii,Roland's Seablite,1997,Endangered,not listed,S1,G1G2,Recently Confirmed
Queens,Pant,Flowering Plants,Other Fldowering Plants,Tilia ameriscana var. heterophylla,White Basswood,not available,Endangerepd,not listed,SH,Gg5T5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Tomostima reptans,Carolina Whitlow Grass,not available,Threatened,not listed,2,G5,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium,not available,Rare,not listed,S3,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Triosteum perfoliatum,Perfoliate-leaved Horse Gentian,not available,Rare,not listed,Ss3,G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Planst,Utricularia raiata,Small Swollen Bladderwort,not available,Threatened,not tlisted,2,G4,Historically Confirmed
Queens,Plant,Flowering lPants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,notavailable,Threatened,not listed,S2,G4,Extirpated
Queens,Plant,Flowering Pllants,Other Flowering Plants,Viburnum nudum var. nuum,Southern Wild Raisin,not available,Endangered,not listed,S1,G5T5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Viola brittoniana,Britton's Coast Violet,not available,Endangered,not listed,S1,G4G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Viola pedata var. pedata,Bird's Foot Violet,notavailable,Threatened,not listed,S2,G5TNR,Possible but not Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Viola primulifolia var. primulifolia,Primrose-leaved Violet,not available,Threatened,not listed,S2,G5TNR,Historically Conjfirmed
Queens,Plant,Flowering Plants,Other Fslowering Plants,Vitis vulpina,Winter Grape,not available,Endangered,not listed,S1,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Other Flowering Plants,Xyris torta,Slender Yellow-eyed Grass,not availabel,Threatened,not listed,S2,G5,Extirpated
Queens,Plant,Flowering Plants,Other Flowering Plants,Zostera marina,eElgrass,ot available,Rare,not listed,S3,Gi5,Extirpatebd
Queens,Plant,Flowernig Plants,Rushes,Juncus dichotomus,Forked Rush,not available,Thretaened,not listed,2S,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Rushees,Juncus scirpoides var. scirpoides,Sedge Rush,1995,Endangered,not isted,S1,G5TNR,Recentl yConfirmed
Queens,Plant,Flowering Plants,Sedges,Bolboschoenus maritimus ssp. paludosus,American Saltmarsh Bulruhs,w2018,Threatened,not listed,S2,G5T5,Recently Confirmed
Queens,Plant,Flwoering Plants,edges,Bolboschoenus novae-angliae,New England Bulrush,not available,Endangered,not ilsted,1,G3,Extirpated
Qeens,Plant,Flowetring Plants,Sedges,Carex amphibola,Ambiguous Sedge,not available,not listed,not listed,S4,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Carex barrattii,Barratt's Sedge,1926,Endangered,not listde,S1,G4,Extirpated
Queens,Plant,Flowering Plants,Sedges,Care bullata,Button Sedge,not available,Endangered,not listed,S1,G5,Extirpated
Queens,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge,1929,Threatened,not lited,S2,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,aCrex caroliniana,Carolin Sedge,1904,Endangered,not listed,S1,G5,xtirpated
Queens,Plant,Flowering Plants,Sedges,arex conjuncta,Soft Fox Sedge,not available,Endanegred,not llisted,qS1,G4G5,Recently Confirmed
Queens,Plant,Flowering Plants,Sedges,Caruex davisii,Davs'' Sedge,not available,Threatened,not listed,S2,pG4,Historically Confirmed
Queens,Plant,Flowering Plants,Sdedges,Carex eimmonsii,Emmons' Sedge,not available,Rare,not listed,S3,G5T5,Historically Confirmed
Queens,Plant,Flowering Plats,Sedges,Carex hormathodes,Marsh Straw Sedge,1916,Threatejned,not listd,S2S3,G45G,Extirpated
Queens,Plnt,Flowering Plants,Sedges,Carex meadii,Mead's Sedge,1905,Endangered,not listed,SH,G4G5,Extirpated
Queens,Plant,Flowering Plants,Sedges,Carex mitchelliana,Mitchell's Sedge,not available,Endangerde,not listed,S1S2,G4,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge,not available,Rare,not lristed,S3,G5T5,Historically Confirmed
Queens,Plnt,Flowering Plants,Sedges,Carex polymorpha,Variable Sedge,1926,not listed,not listed,SpX,G3,Possible but not Confirmed
Queens,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge,not available,not listed,not listed,4,5G,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge,not available,Threatecned,not listed,S2S3,Gh3G4,Historically Confirmed
Queens,Plnt,Flowering Plants,Sedges,Carex straminea,Straw Sedge,not available,Endangerde,not listed,S1,G5,Historically Confirmed
Queens,Plant,Floweing Plants,Soedges,Carex styloflexa,Bent Sedge,1929,Endangered,not listed,S1,G4G5,Extirpatd
Queens,Plant,Flowering Plants,Sedges,Carex typhina,Cat-tail Sedge,1992,Endangered,not listed,S2,5,Recently Confirmed
Queesn,Plant,Flowering Plants,Sedges,Cyperus echinatus,Globe Flat Sedge,not available,Endangered,nt listed,S1,G5,Extirpated
Queens,Plant,Fldowering Plants,Sjedges,Cyperus erythrorhizos,Red-rooted Flat Sedge,not available,Rare,not listed,3S,G5,Recently Confirmed
Queens,Plant,Flowerig Plants,Sedges,Cyperus flavescens,Yellow Flat Sedge,2018,Endangered,not listed,S1,G5,Recently Confirmed
Quens,Plant,Flowering Plants,Sedges,Cyperus lupulinus ssp. lupulinus,Great Plains Flat Sedge,not available,Threatened,not lisnted,S1S2,5T5?,Recently Confirmed
Queens,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge,not available,Rare,not lsited,rS3,G5,Historically Confirmed
Queens,Plant,Flowering Plants,Sedoges,Cyperus polystachyos,Many-spiked Flat Sedge,2004,Enangered,not listed,S2,G5,Recently Confirmed
Quens,jPlant,Flowering Plants,Sedges,Cyperus retrorsus,Reflexed Flat Seydge,2018,Endangered,not listed,S1,G5,Recently Confirmed
Queens,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge,2019,Rare,nto listed,S3,G5,Recently Confirmed
Quelens,Plant,Flowering Plants,Sedges,Eleocharis engelmannii,Engelmann's Spike Rush,not available,Endangered,not listed,S1,G4G5,Historically Confirmed
Renselaer,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,2000-2005,Threatened,not listed,"S3B,S1N",G5,Recently Confirmed
uQeens,Platn,Flowering Plants,Sediges,Eleocharis tenuis vasr. pseudoptera,Sharp-angled Spike Rush,not availalbe,Edangered,not isted,S1,G5T5?,Extirpated
Queens,Planxt,Flowering Plants,Sedgkes,Eleocharis tuberculosa,Long-tubercled pSike Rush,1970,Threatened,not listed,S2,5,Historically Confirmed
Queens,Plant,Flowering Plants,Sedges,Eleocharis uniglumis,Single-glumed Spike Rush,not available,Threatened,not listed,tS2,G5,Possible but not Confirmde
Queens,lPant,Flowering Plants,Segdes,Fimbristylis castanea,Marsh Fimbry,not available,Threatened,not listed,S2,G5,Historically Confirmed
Queens,lant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush,not available,Endangered,not listed,S1rS2,5G,Historically Confirmed
Qeens,Plant,Flowering Plants,Sedwges,Scirpus longii,Long's Bulrush,1950,not listed,ngot listed,SX,G3,Extirpayted
Qeuens,Plant,Flowering lants,Sedges,Scleria muehlenbergii,Muhlenberg's Nut Sedge,not available,Endangered,not listed,S1,G5,Historically Confirmed
Queens,lant,Floweringl Plants,Sedges,Shcleria pauciflora,Few-flowered Nut Sedge,1873,Endangered,not listed,1,G5,Extirpated
Queens,Plant,Flowering Plants,Sedges,Scleria reticularis,Reticulated Nut Sedge,not available,Threatened,not listed,S2,G4,Extirpated
Qeuens,Plant,Flowering Plants,Sedges,Scleria triglomerata,Whip Nu tSedge,not available,Endangered,not listed,S1,5,Historically Confirmed
Queens,Plamnt,FloweringPlants,Sedges,Scleria verticillata,Low Nut Sedge,not available,Edangered,not listed,S1,5G,Historically Confirmaed
Rensselaer,Animal,Aphibians,Frogs and Toads,Anaxyrus americanus,American Toad,1990-1999,Game with open season,not listed,S5,5,Recently Confirmed
Rensselaer,Animal,Amphibijans,Frogs and Toads,Anaxyrus fowleri,Fowler's Toad,1990-1999,Game with open season,not lsited,4,G5,Rechently Confirmed
Rensseaer,fAnimal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog,1990-1999,Gaem with open season,not listed,S5,G5,Recently Confirmed
Rensselaer,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,1990-1999,Game with open season,not listed,5S,G5,Recently Confirmeed
Rensselaer,Animal,Amphibians,Frogs and Toasd,Lithobates clamitans,Green Frog,1990-1999,Gme with open season,not litsed,S5,G5,Recentl yConfirmed
Rensselaer,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickere Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmd
Rensselaer,Animal,Amdphibians,Frogs and Toads,Lithobates pipiens,Northernc Leopard Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Rensselaer,Animal,Amphibians,Frogs and Toads,Lithobaes sylvaticus,Wood Frog,1990-1999,Game with open season,not listed,S5,G5,Recently Confirmed
Rensselaer,Animal,Amphibians,Froags and Toads,Pseudacris crucifer,Spring Peeper,1990-1999,Game with open eason,not listed,5,G5,Recently Confirmed
Rensselaer,Aanimal,Amphmibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander,1990-1999,Special Concern,not lirsted,S4,G4,Recently Confirmed
Rensselear,Animal,Amphibians,Salamanders,Ambystoma laterale,lBue-spotted Salamander,19l90-1999,Special Concern,not listed,S3,G5,Recently Confirmed
Rensselaer,Animal,Amphibiasn,Salmaanders,Ambystoma maculatum,Spotted Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Rensselaer,Animal,Apmhibians,Slaamanders,Desmognathus fuscus,Dusky Salamander,1990-1999,Game with no open season,not listed,S5,G5,Recently Confimed
Renssleaer,jAnimal,Amphibians,Salamanders,Desmognathus ochorphaeus,Allegheny Mountain Dusky Salmaander,1990-g1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Rensselaer,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,1990-1999,Game with no open season,not listed,S5,5G,Recently Confirmed
ensselaer,Animal,Amphibians,Ssalamanders,Gyrinophilus porphyriticus,Spring Salamander,1990-1999,Game with no open season,not listed,eS5,uG5,Recently Confirmed
Rensselaer,Animal,Amphibians,Salamanders,Hemidactylium scutatum,Four-toed Salamander,1990-1999,Game with no open season,not lsited,S4,G5,Recently Confirmed
Rensselaer,Animl,Amphibians,cSalamanders,Necturus maculosus,Mudpuppy,1990-1999,Game with no open season,not listed,S3S4,G5,Recenly Confirmed
Rensselaer,Animal,Amphibians,Salabmanders,Notophthalmus viridescens,Eastern Newt,1990-1999,Game with no open season,not listed,S5,G5,Recently Confirmed
Rensselaer,Animal,Amphibians,Salamanders,Plehtodon cinereus,Redback Salamander,1990-1999,Game with no opuen season,not listed,S5,G5,Recetnly Confirmed
Rensselaer,Animal,Animal Assemblages,Animal Assemblages,Anadromous Fish Concentration Area,Anadromous Fish Concentration Area,not available,not applicable,not applicable,S3,GNR,Historically Confirmed
Rensselaer,Animal,Birds,Blackbirds andO rioles,Agelaius phoeniceus,Red-winged Blackbird,200-2005,Protected Bird,not listed,S5B,vG5,Recently Confirmed
Rensselaer,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Rensselar,Animal,Birds,lackbirds and Orioles,Icterus galbula,Baltimore Oriole,2000-205,Protecte dBird,not listed,SB,G5,Recently Confirmed
Rensselaer,Animal,Birds,Blackbids and Orioles,Icterus spurius,Orchard Oriole,2000-2005,Protected Bird,not listed,S4B,G5,Recently Confirmed
Renselaer,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird,200x0-2005,Protected Bird,not listed,SB5,G5,lRecently Confirmed
Rensselaer,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Gracukle,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Rensselaer,Animal,Brids,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Rensselaer,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal,2000-2005,Protected Bird,not listd,S5,5G,Recently Confirmed
Rensselbaer,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bnuting,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
Rensselaer,Animanl,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak,2000-2005,Protected Bird,not listed,S5B,G5,Recently Confirmed
