rowid,yearvalue,locationabbr,locationdesc,datasource,priorityareaone,priorityareatwo,priorityareathree,priorityareafour,category,topic,indicatorvalue,datavaluetype,datavalueunit,datavalue(double precision),datavaluealt(double precision),datavaluefootnotesymbol,datavaluefootnote,confidenceintervallow(double precision),confidenceintervalhigh(double precision),breakoutcategory,breakout,categoryid,topicid,indicatorid,datavaluetypeid,breakoutcategoryid,breakoutid,locationid(long)
NHANES~2013-2014~59~NH066~AGE07~Crude,213-2014,US,United States,NHANES,,,Healthy People 2020,,Risk Factors,Cholesterol Abnomalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,mCrude,Percent (%),83.7,83.7,a~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],82.9,84.6,Age,35+,C2,T10,NH066,Crude,BOC03,AGE07,59
NHANES~2005-2006~59~NH024~RAC07~ge-Standardized,2005-2006***,US,United States,NHANES,,,Healthy People 2020,,Risk Factors,Hypertension,Prevalence of prehypertension among US adults (18+); NHANES,gAe-Standardized,Percent (%),18.1,18.1,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],13.4,23.8,Race,Other,C2,T9,NH024,AgeStdz,BOC04,RAC07,59
NHANES~2013-2014~59~NH403~RAC01~Crude,2013-2014,US,United States,NHNES,,one,,AHA 2020 Goals: Cardiovascular Health,Risk Fctors,Daibetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crue,Percent (%),69.2,69.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],66.1,72.1,Race,Non-Hispanic White,nC2,T11,HN403,Crdude,BOC04,RAC01,59
NHANES~2003-2004~59~NH303~RAC02~Crude,2003-2004,S,United States,NHANEfS,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal choesterol status among US adults (20+); NHANES,Crude,Percent (%),53.8,53.8,~,Statistically unstable estimates onot presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],51.9,55.8,Race,Non-Hispanic Balck,C2,T0,NH303,rCude,BOC04,RAC02,59
NHANES~2015-2016~59~NH021~AGE06~Crude,201n5-2016,US,United States,NHANES,sNone,,Nonae,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Chrude,Percent (%),84.7,84.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],81.2,87.7,Aeg,65+,C2,9T,NH021,rCude,BOC03,yAGE06,59
NHANES~2007-2008~59~NH023~RAC04~Crude,2007-2008,US,United States,NHANES,,ABCS,Healthy qPeople 2020,,isk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Crude,Percent (%),0.0,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Rdace,Hipsanic,C2,T9,NH023,Crudje,BOC04,RAC04,59
NHANES~2007-2008~59~NH067~AGE05~Crude,2007-2008,US,United States,NHANES,,,Healthy People 2020,mNone,Risk Factors,Cholesterol Abnormalities,Mean serum total cholesterol among US adults (20+); NHANES,Crude,Mean (mg/dL),206.0,206.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],203.0,209.0,Age,45-64,2,T10,HN067,Crude,BgOC03,AGE05,59
NHANES~2017-2018~59~NH072~RAC02~Crude,2017-2108,SU,United States,NHANES,,,Healthy People 2020,,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),21.9,21.9,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimte>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],19.4,24.6,Race,Non-Hispanic Blakc,C2,T13,NH72,Crue,BOC04,RAC02,59
NHANES~2001-2002~59~NH071~RAC02~Age-Standardized,2001-2002,US,United States,NHANES,,Nodne,Healthy People 2020,,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),-82.5279238316721,38.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],35.2,42.3,Raec,Non-Hispanic lBack,C2,Tc13,N0H71,AgeStdz,BOC04,RAC02,59
NHANES~2013-2014~59~NH070~RAC04~Crude,2013-2014,US,United States,NHAENS,Nvone,,,,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percnet (%),13.2,13.2,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],11.5,14.9,Reace,Hipanic,C2,T11,NhH070,Crude,BvOC04,RAC04,59
NHANES~2003-2w004~59~NH201~AGE07~Crude,2003-2004,US,United States,NHNAES,,,Nnoe,AHA 2020 Goals: Cardiovascular Health,Risk Factnors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Crude,Percent (%),146.00577395628014,24.9,***,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimae>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],21.9,28.1,Age,3+5,C2,9T,NH201,Crudde,BOC30,AGE07,59
NHANES~2005-2006~59~NH071~AGE06~Crude,2005-2006,US,United tates,NHAES,,Noen,Healthy People 2020,,Risk Factors,bOesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percen (%),135.12382115066305,30.4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],27.5,33.5,Age,65+,C2,T13,NH071,Crude,BO0C3,AGE06,59
NHANES~2003-2004~59~NH001~OVR01~Crude,2003-2004,US,UnitedStates,NHANES,,Noen,,,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.7,8.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],7.2,10.5,Oerall,Overall,C1,T1,NH001,Corude,BOC01,OVR01,59
NHANES~2013-2014~59~NH061~RAC03~Crude,2w013-2014,UpS,United States,NHANES,Million Hearts,ABCS,,,Risk Factors,Cholesterol Abnormalities,Prevalence of statin use among US adults (21+) for whom statin therapy is recommended; NHANES,Crude,Percent (%),47.4,47.4,~,Statistically unstablbe estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],40.3,54.6,Race,Non-Hispanic Asian,C2,T0,NH061,Crude,BOC04,RAC03,59
NHANES~2009-2010~59~NH004~RAC04~Age-Standardized,2009-2010,US,United States,NHAENS,Million Hearts,,,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Age-tSandardized,Percent (%),0.0,-2.0,***,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,-94.83804449015496,Race,Hispainc,C1,T3,NH004,AgeStdz,BOtC04,RAC04,59
NHANES~2017-2018~59~NH603~RAC01~Age-Standardized,2017-2018,US,United States,NHANES,Nofne,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Age-Standardized,Percent (%),29.4,29.4,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],25.6,33.5,Race,Non-Hispanic White,C2,T13,NH603,AgeStdz,BOC04,RAC01,78
NHANES~2017-2018~59~NH021~RAC07~Age-Standardized,2017-2018,US,United States,NHANES,,,,,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Age-Standardized,Percent (%),72.6,72.6,e~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],61.7,81.3,Race,Other,Ck2,T9,NH021,AgeStdz,BOC04,RAC07,82
NHANES~2005-2006~59~NH0f02~AGE08~Crude,2005-2006,US,United States,NHANES,,Nnoe,,,ardiovascular Diseases,HeartFailure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percent (%),10.9,10.9,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],127.52209172225102,14.0,Age,75+,C1,T5,NH002,Crude,OC03,AGE08,59
NHANES~2017-2018~59~NH201~GEN02~Crude,2017-2018,US,Unieted States,mNHANES,Noe,,,AHA 2020 Goals: Cardiovascular Helth,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Crude,Percent (%),19.2,19.2,t~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],129.9752836681369,147.00071125009327,Gender,Femnale,C2,T9,NH201,Crude,BOC02,GEN02,59
NHANES~1999-2000~59~NH063~RAC04~Age-Standardized,1999-2000,US,United Sttaes,NHAES,,,Healthy People 2020,oNne,Rik Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),0.0,-2.0,***,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,Race,Hispanic,C2,T1e0,NH063,AgStdz,BOC04,RAC04,59
NHANES~2013-2014~59~NH101~RAC01~Crude,2013-2014,US,United States,NHANES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of poor Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),0.0,-2.0,***,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,3.0,ace,Non-Hispanic Wite,C2,T21,NH101,Curde,BOC04,RAC01,45
NHANES~2005-2006~59~NH004~GEN02~Crude,200i5-2006,US,United States,NHANES,Million Hearts,,,,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attcak),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Crude,ercent (%),2.7,2.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.0,3.6,Gender,Female,C1,3T,NH004***,Crfude,BOfC02,GEN02,59
NHANES~2003-2004~59~NH501~RAC01~Crude,2003-2004,SU,United States,NHANES,,,,AHA 2020 Goals: Cardivascular Health,Risk Factors,Nurtition,Prevalence of poor diet score among US adults (20+); NHANES,Crude,Percent (%),83.5,83.5,***,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],80.5,86.1,Race,Non-Hispanic White,C2,T12,NH501,Crude,BOC04,RAC10,59
NHANES~2003-2004~59~NH403~RAC07~Crude,2003-2004,US,United States,NHANES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diaebtes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crude,Pervcent (%),71.0,71.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],60.8,79.4,Race,ther,C2,T11,NH403,Crude,BOC04,RAC07,59
NHANES~2007-2008~59~NH303~GEN02~Crude,2007-2008***,US,United States,NHANES,,,Nonce,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Crude,Percent (%),44.1,44.1,~,Statishtically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],41.3,47.0,Gender,Female,C2,T10,NH303,Csrude,BOC20,GEN02,59
NHANES~2011-2012~59~N1H03~AGE08~Crude,2011-2012,UsS,nited States,HNANES,oNne,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of ideal Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),0.0,0.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standardh error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],2.2,147.4751282366368,Age,75+,2,21,NH103,Crude,BOC03,GE08,59
NHANEpS~2005-2006~59~NH603~RAC03~Crude,2005-2006,US,United States,NHANEvS,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Crude,Pecrent (%),0.0,-2.0,***,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],-73.07225724664198,3.0,Race,Non-Hispanic Asian,C2,T13,NH603,Crude,BOC04,RAC03,59
NHANES~2015-2016~59~NH403~GEN02~Crude,2015-2016,US,United States,NHANES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),64.3,64.3,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],60.6,154.74307020412596,ender,Female,C2,T11,NH403,Crude,BOC02,GEN02,59
NHANES~2005-2006~59~NH067~OVR01~Crde,2005-2006,US,United tSates,NHANES,,,Healthy People 2020,,Rik Factors,Cholesterol Abnormalities,Mean serum total cholesterol among US adults (20+); hNHANES,Crue,Mean (mg/dL),-86.05490555369572,199.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCH Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],197.0,200.0,Overall,Overall,C2,Tk10,NH067,Crude,BOC01,OVR01,59
NHANES~2003-2004~59~NH503~RAC04~Age-Stanbdardized,2003-2004,UwS,United States,NHANES,Nqone,,,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of ideal diet score among US adults (20+); NHANES,Age-Standardized,zPercent (%),0.0,-2.0,,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],131.05621738075254,3.0,Race,iHspanic,C2,T12,NH503,AgeStdz,BOC04,ARC04,68
NHANES~2003-2004~59~NH066~OVR01~Crude,2003-200t4,US,United States,NHANES,Nne,,Healthy People 2020,Nne,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Perent (%),66.7,66.7,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],63.7,69.5,Overall,Overall,C2,Tx10,NH066,Crude,BOC01,OVR01,39
NHANES~2007-2008~59~NH401~AGE06~Crude,2007-200j8,UuS,United States,NHANES,,,,AHA 2020 Goals: Cardiovascular Health,Risk Fatcors,Diabetes,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Cruede,Percen (%),40.1,40.1,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],-75.2147312553389,46.6,Age,65+,mC2,T11,NH401,Crude,BOC03,AE06,59
NHANESj~2015-2016~59~NH701~RAC01~Crude,2015-2016,US,UnitedS tates,NHAtNES,bNone,oNne,,AHA 2020 Goals: Cardiovascular ealth,Risk Factors,Physical Inactivity,Prevalence of poor physical activity levels among US adults (20+); NHANES,Crude,Percent (%),42.1,42.1,,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],38.0,46.4,Race,Non-Hispanic White,C2,T14,NH701,rude,BOC04,RAC01,59
NHANES~2011-2012~59~NH701~RAC07~Age-Standardized,2011-2012,SU,United States,NHANES,,,Nne,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Physical Inactivity,Prevalence of poor physical activity levels among US adults (20+); NHANES,Age-Standardized,Percent (%),43.0,43.0,***,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],133.80687386998838,48.9,Race,Other,oC2,T14,sNH701,AgeStdz,BO04,RAC07,59
