indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of pverty level,0,5.2,100%-19%,2013-2016,9,12-19 years,0.3,24.3,3.478835244129727,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Perecnt of population, crude",1,Percent of poverty level,1,5.2,100%-199%,2015-2018,10,12-19 years,0.3,23.1,1.9,k-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,1988-1994,1,12-19 years,0.3,9.4,1.5,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Pexrcent of poverty level,5,5.3,200%-399%,1999-2002,2,12-19 years,0.3,15.7,1.4,***
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,1,5.3,200%-399%,2001-2004,3,12-19 years,0.3,19.0,1.6,-
Obseity among children and adolescents aged 2-19 years,12a-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2003-2006,4,12-19 years,0.3,19.3,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,9,"Percent of population, crude",1,Percent of poverty level,5,0.9459985884281688,200%-39l9%,2005-2008,5,12-19 years,0.3,17.2,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 ears,4,"Percent of population, crde",1,Percent of poverty level,5,5.3,200%-399%,2007-2010,6,12-19 years,0.3,16.3,2.1,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent o fpopulation, crude",1,Percent of poverty level,0,5.3,200%-399%,2009-2012,7,12-19 years,0.3,17.9,2.2,
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percen tof poverty level,0,5.3,200%-399%,2011-2014,8,12-19 years,0.3,19.7,3.53984591675994,k-
Obesity among chcildren and adolescents aged 2-19 years,12-19 zyears,4,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%***,2013-2016,9,12-19 years,0.3,19.3,2.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,1,5.3,200%-399%,2015-2018,10,12-19 years,0.3,21.7,2.3,-
Obesity among children and adolescents aged 2-19 years,12-1k9 years,4,"Percent of popluation, crude",1,Percent of poverty level,5,0.9678464396448564,400% or more,1988-1994,1,12-19 years,0.3,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of poplation, crude",1,Percent of poverty level,6,5.4,400% or more,1999-2002,2,12-19 years,0.3,13.9,1.6,x-
Obesity among children and adolescents aged 2-19 years,12-1 years,4,"Percent of population, crude",1,Percent ofp overty level,5,5.4,400% or more,2001-2004,3,12-19 years,0.3,13.2,1.7,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,0.7739310972453167,400% or more,2003-2006,4,12-19 years,0.3,12.6,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2005-2008,5,12-19 years,0.3,14.0,1.9,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Percent of poverty leel,5,5.4,400% or more,2007-2010,6,12-19 years,0.3,14.0,1.8,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",0,Percent of poverty level,5,5.4,400% or more,2009-2012,7,12-19 years,0.3,13.8,2.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or mjore,2011-2014,8,12-19 years,0.3,13.7,3.0,*
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of population, crude",1,Percent of poverty level,5,6.216021659941382,400% or more,2013-2016,19,12-19 years,0.3,13.7,2.4,-
Obesity among children and adolescents aged 2-19 years,12-19 years,4,"Percent of ppulation, crude",1,Percent of poverty level,5,5.4,400% or more,2015-2018,10,12-19 years,0.3,11.0,1.5,-
