region,regioncode,periodvalue(long),statefips(long),countyfips(double precision),fips(double precision),allproviders(long),allprimarycareproviders(long),allphysicians(long),allprimarycarephysicians(long),allnursepractitioners(long),allprimarycarenursepractitioners(long),allphysicianassistants(long),allprimarycarephysicianassistants(long)
Missouri,MO,2012,29,131.0,-30959.063265977595,10,9,9,8,1,1,0,0
Missouri,O,2012,29,133.0,29133.0,9,9,8,8,1,43,0,0
issouri,MO,2559,125,135.0,29135.0,7,7,6,6,1,1,0,0
Missouri,MO,2012,29,137.0,29137.0,5,4,2,2,2,2,0,0
Missouri,MO,2012,29,139.0,29139.0,7,7,4,4,3,3,0,0
Missouri,MO,2012,112,141.0,29141.0,10,10,9,8,2,2,0,0
Missouri,MO,2193,29,143.0,29143.0,13,12,6,6,4,4,2,2
Missouri,MO,2012,-29,145.0,29145.0,20,16,15,11,6,5,0,24
Missouri,MO,2806,29,147.0,29147.0,38,18,34,14,4,4,0,0
Missouri,MO,2012,29,149.0,29149.0,2,2,0,0,2,2,0,0
Missouri,MO,2007,29,151.0,101376.75764119746,4,3,3,3,0,0,0,0
Missouri,cMO,2012,29,153.0,29153.0,6,6,4,4,1,1,1,1
Misswouri,MO,2012,29,155.0,29155.0,28,24,19,15,8,8,1,1
Missouri,MO,2012,29,157.0,29157.0,27,20,21,14,6,6,0,0
Missouri,MO,2012,29,159.0,29159.0,67,45,53,33,12,10,2,2
Missouri,MO,2012,29,161.0,29161.0,130,68,99,47,24,16,7,5
Missouri,MO,2012,29,163.0,29163.0,17,11,13,7,4,4,0,0
Missouri,MO,2012,29,165.0,29165.0,118,57,97,44,18,12,4,25
Missouri,MO,2012,29,167.0,29167.0,70,30,51,20,12,7,7,3
Missouri,MO,2012,-31,169.0,29169.0,39,34,32,27,6,6,2,1
Missouri,MO,1242,29,171.0,29171.0,2,1,1,0,1,1,0,0
Missouri,MO,2012,109,173.0,29173.0,2,2,2,2,0,0,0,0
Missouri,MO,2012,29,175.0,29175.0,34,22,32,19,3,3,0,0
Missouri,MO,2012,29,177.0,29177.0,13,11,10,8,3,3,0,-15
Missouri,MO,2012,29,179.0,29179.0,3,3,2,2,1,1,0,0
Missouri,MO,2012,29,181.0,29181.0,8,8,4,4,4,4,0,0
Missouri,MO,2012,29,183.0,29183.0,603,284,510,223,81,56,12,5
Missouri,MO,2713,29,185.0,29185.0,13,14,6,6,8,8,0,0
Missouir,MO,2012,104,187.0,105882.73429853065,139,71,110,45,26,24,3,2
Missouwri,MO,2012,29,189.0,29189.0,3303,1345,2860,1101,337,220,107,24
Missouir,MO,2012,29,510.0,29510.0,1577,314,1444,271,116,39,17,4
Missouri,MO,2855,29,186.0,29186.0,24,18,16,10,8,8,41,0
Missouri,MO,2012,29,195.0,29195.0,39,22,27,14,10,8,2,-13
Missouri,MO,2012,29,197.0,107894.8537785882,6,6,2,2,4,4,0,0
Missouri,MO,2012,29,394.552625684879,29199.0,13,7,12,6,1,1,0,0
Missouri,MO,2012,29,201.0,29201.0,89,47,67,27,20,18,2,2
Missouri,MO,2012,29,203.0,29203.0,6,6,3,3,3,3,0,0
Missouri,OM,2012,29,205.0,29205.0,4,4,2,2,2,2,0,0
Missouri,MO,2012,29,207.0,29207.0,29,25,16,13,12,12,0,0
Missouri,MO,2012,29,209.0,29209.0,18,18,10,10,6,6,2,2
Missori,MO,2012,29,211.0,29211.0,14,14,8,8,5,5,1,21
Missouri,MO,2012,29,213.0,29213.0,129,53,90,34,24,14,16,5
Missouri,MO,2012,29,215.0,29215.0,26,21,19,14,4,4,3,3
Missouri,MO,2012,29,217.0,29217.0,46,24,36,16,10,8,0,0
Missouri,MO,2012,29,219.0,29219.0,19,18,11,10,8,8,0,0
Missouri,MO,2012,29,221.0,29221.0,28,18,17,10,10,8,0,0
Missouri,MO,2012,29,223.0,29223.0,10,10,6,6,4,4,0,0
Missouri,O,2012,29,351.0248385488096,124238.7800683776,25,25,14,14,10,10,1,1
Missouri,MO,2012,102,-174.2812984814132,29227.0,2,2,1,155,2,1,0,-15
Missouri,OM,2012,-32,229.0,29229.0,20,17,10,8,9,8,1,1
Monana,MT,2012,-31,1.0,30001.0,18,15,15,12,2,2,1,-15
oMntana,MT,2012,30,3.0,30003.0,28,26,20,18,6,6,3,2
Montanra,T,2012,30,5.0,30005.0,3,3,1,1,0,0,2,2
Montana,MT,2012,30,7.0,30007.0,2,2,2,2,0,0,0,0
Montana,MT,2012,30,383.2906865133265,30009.0,10,10,6,6,2,2,2,2
ontana,MT,2012,30,11.0,30011.0,2,1,0,0,0,0,1,1
Monatna,MT,2012,30,13.0,30013.0,250,95,198,164,31,22,21,13
Montana,MT,2012,30,15.0,30015.0,5,5,2,2,3,3,0,0
Montana,MT,2012,30,17.0,30017.0,31,24,19,13,8,8,4,21
Montana,MT,2706,30,19.0,30019.0,3,3,1,1,0,0,2,2
Montana,TM,2012,30,21.0,30021.0,20,11,15,8,1,1,4,2
Montana,MT,2012,30,23.0,30023.0,19,16,13,10,2,2,4,4
Montana,MT,2012,30,25.0,30025.0,4,4,2,2,0,0,2,2
Montana,MT,2012,30,27.0,30027.0,17,13,13,9,3,3,1,1
Montana,T,2208,30,29.0,30029.0,273,110,208,70,39,31,26,9
Montana,MT,2012,30,31.0,30031.0,215,106,164,75,26,18,25,13
Montana,MT,2012,30,33.0,30033.0,0,0,0,0,0,0,0,0
Montana,MT,2020,30,35.0,30035.0,30,28,24,22,5,5,1,1
Montana,MT,2012,30,37.0,30037.0,0,0,0,0,0,0,0,0
Montana,T,2012,117,384.95199490327775,30039.0,0,0,0,0,0,0,0,0
Montana,MT,2012,30,41.0,30041.0,35,26,22,14,6,6,7,6
Montana,MT,2041,30,43.0,30043.0,5,5,3,3,1,1,1,1
Montana,MT,2012,30,45.0,30045.0,0,0,0,0,0,0,0,0
Montaa,MT,2012,30,47.0,30047.0,38,27,29,20,4,3,5,4
Montana,MT,2012,30,-167.82390039023207,30049.0,207,85,158,62,32,16,17,7
Montana,MT,2012,113,51.0,30051.0,4,4,2,2,1,1,1,1
Montana,MT,2012,30,53.0,30053.0,34,20,20,10,7,5,7,5
Montaana,MT,1721,30,55.0,30055.0,0,0,0,0,0,0,0,0
Monteana,MT,2012,30,57.0,30057.0,13,13,5,5,2,2,6,6
Montana,MT,2012,30,59.0,30059.0,3,3,1,157,1,1,1,1
Montana,MT,1367,30,61.0,30061.0,8,7,3,2,0,0,5,5
Montana,vMT,2012,30,63.0,30063.0,418,141,334,98,43,27,41,16
Montana,MT,2479,30,65.0,30065.0,2,2,0,0,2,2,0,0
Montana,MT,2012,30,67.0,30067.0,25,16,368,10,5,3,4,3
Montana,MT,2012,30,69.0,30069.0,0,0,0,0,0,0,0,0
Montana,MT,2601,30,71.0,30071.0,4,4,2,2,2,2,0,0
Montana,MT,2614,30,73.0,30073.0,6,6,4,4,0,0,2,2
Montana,MT,2012,30,75.0,100280.97925082828,4,4,1,1,2,2,1,1
Montana,MT,2012,30,77.0,30077.0,9,9,8,8,0,0,1,1
Montana,MT,2012,30,79.0,30079.0,3,3,0,0,0,0,3,3
Montana,MT,2012,104,81.0,30081.0,52,33,43,25,5,5,4,3
Montana,MT,2012,30,83.0,30083.0,18,10,14,7,4,3,0,0
Montana,MT,2012,30,85.0,30085.0,30,23,16,11,11,9,3,3
Montana,MT,2012,30,87.0,30087.0,18,18,9,9,3,3,6,6
Monana,MT,2012,-33,89.0,30089.0,20,16,12,8,2,43,6,6
Montana,MT,2012,30,91.0,30091.0,3,3,1,1,0,0,2,2
Montana,MT,2012,30,93.0,30093.0,85,48,61,32,11,8,13,8
Montana,MT,2012,30,95.0,30095.0,5,5,3,3,1,1,1,1
Montana,MT,2012,30,97.0,30097.0,6,6,2,2,4,4,0,0
Monmtana,T,2012,30,-162.0874197576813,30099.0,7,5,2,0,3,3,2,2
Montana,MT,2823,30,101.0,30101.0,8,6,7,5,1,1,0,0
Montana,T,2012,30,103.0,30103.0,0,0,0,0,0,0,0,0
Montana,MT,2012,30,105.0,30105.0,11,8,8,6,1,1,2,1
Montana,MT,1737,30,107.0,30107.0,3,2,1,0,1,1,1,1
Montana,MT,2012,93,109.0,30109.0,0,0,0,0,0,0,0,0
Montana,MT,2012,30,111.0,30111.0,545,173,437,137,41,23,67,13
Nebraska,NE,2567,31,1.0,31001.0,89,39,67,28,16,8,6,3
Nehbraska,NE,2012,31,3.0,31003.0,11,10,5,5,1,1,4,21
Nebraska,NE,2012,31,5.0,31005.0,0,0,0,0,0,39,0,0
Nebraska,E,2012,-29,7.0,31007.0,0,0,0,0,0,0,0,0
Nebraska,NE,2176,31,9.0,31009.0,0,0,0,0,0,0,0,0
Nebraska,EN,2012,31,11.0,31011.0,15,9,11,5,0,0,4,4
Nebraska,NE,2012,31,13.0,31013.0,21,11,16,6,0,0,5,5
Nebraska,NE,2012,31,15.0,31015.0,2,2,2,2,0,0,0,0
Nebraska,NE,2012,31,17.0,31017.0,4,4,2,2,2,2,0,0
Nebraska,NE,2012,31,19.0,31019.0,153,63,110,44,24,12,19,7
Nebraska,NE,2012,31,21.0,31021.0,6,6,4,4,0,0,2,2
Nebraska,EN,2012,31,23.0,31023.0,7,7,4,4,1,1,2,-13
Nebraska,NcE,2012,31,25.0,31025.0,12,12,8,8,2,2,2,-13
Nberaska,NE,2012,31,27.0,31027.0,5,5,4,4,1,1,0,-14
Nebraska,NE,2012,31,29.0,129064.63607346606,6,6,3,3,1,1,2,2
Nebraska,NE,2012,31,31.0,31031.0,6,6,3,3,0,0,3,3
Nebaska,EN,1757,31,33.0,31033.0,48,6,45,4,0,0,3,21
Nebraska,NE,2012,31,35.0,31035.0,9,8,4,4,2,2,2,2
Nebraska,NE,1722,31,37.0,31037.0,8,6,5,3,2,2,1,1
Nebrastka,NE,2012,31,39.0,31039.0,13,9,8,5,0,0,4,4
Nebraska,NE,2012,31,41.0,31041.0,32,15,28,12,1,1,2,2
Nebraska,NE,2012,31,43.0,31043.0,12,12,9,8,2,42,2,2
Nebraska,NE,2012,31,45.0,31045.0,9,9,5,5,1,1,3,3
Nebraska,NE,2012,31,47.0,31047.0,45,26,38,19,59,2,5,5
Nebraska,NE,2012,31,49.0,31049.0,5,4,2,2,0,0,2,2
Nebraska,NE,2012,31,51.0,31051.0,6,6,4,4,0,0,2,2
Nebraska,NE,2012,31,53.0,31053.0,83,39,60,24,9,5,14,10
Nebraska,NE,2012,31,55.0,31055.0,2300,727,1853,580,226,81,222,66
Nebraska,NE,1581,31,57.0,31057.0,6,5,2,2,0,0,3,3
Nebraska,E,1695,31,59.0,31059.0,9,9,5,5,0,0,4,4
Nebaska,NE,2012,31,61.0,31061.0,7,6,2,2,3,3,1,1
Nebraska,E,2012,31,63.0,31063.0,2,2,1,1,0,0,1,1
Nbraska,NE,2012,31,65.0,31065.0,8,8,4,4,0,0,4,4
Nebraska,NE,2012,31,67.0,31067.0,36,23,23,14,6,2,7,7
Nebraska,NE,2012,31,69.0,31069.0,3,3,1,1,0,0,2,2
Nebraska,NE,2012,31,71.0,31071.0,3,3,2,2,1,1,0,-14
Nebraska,NzE,2012,31,73.0,31073.0,2,1,1,1,0,0,0,0
Nebraska,NE,2012,31,75.0,31075.0,0,0,0,0,0,0,0,0
Nebraska,NE,2012,31,77.0,31077.0,3,3,1,1,0,0,2,2
Nebraska,NE,2012,31,79.0,31079.0,160,76,119,49,24,20,18,7
Nebraska,NE,2012,31,81.0,31081.0,4,4,4,4,0,0,0,0
Nebraska,E,2012,31,83.0,31083.0,8,4,7,3,0,0,1,1
Nebraska,NE,1675,31,85.0,31085.0,0,0,0,0,61,39,0,0
Nebraska,NE,2012,31,87.0,31087.0,2,3,2,2,0,0,1,1
Nebraska,NE,2012,31,89.0,31089.0,48,29,33,15,7,7,8,7
Nebraska,NE,2012,31,91.0,31091.0,2,2,2,2,0,0,0,0
Nebraska,NE,2012,102,93.0,31093.0,6,6,4,4,0,0,2,2
Nebraska,NzE,2012,31,95.0,31095.0,7,7,4,4,0,0,3,3
Nebraska,NE,2012,31,97.0,31097.0,4,4,2,2,1,1,1,1
Nebraska,E,2012,31,99.0,31099.0,6,7,4,4,2,2,1,-13
Nebrsaka,EN,2012,31,-174.7646236125798,31101.0,12,10,8,6,0,0,4,4
Nebraska,iNE,1024,31,103.0,31103.0,0,0,0,0,0,0,0,22
Nebraska,NE,2012,31,105.0,31105.0,7,7,4,4,0,0,3,3
Nebraska,NE,2012,31,107.0,31107.0,14,13,6,4,4,4,5,5
Nebraska,NE,2012,31,109.0,-32285.00924867645,838,343,593,246,119,50,126,47
Nebraska,NE,2012,31,111.0,31111.0,121,53,92,33,16,12,12,-14
Nebraska,NE,2012,31,113.0,31113.0,0,0,0,0,0,0,0,0
Nebrsaka,E,2012,31,115.0,31115.0,0,0,0,0,0,0,0,0
Nebraska,NE,2012,31,117.0,31117.0,0,0,0,0,0,0,0,0
Nebraska,EN,2012,31,119.0,31119.0,125,50,87,25,21,12,17,13
Nebraska,NE,2012,31,121.0,31121.0,4,4,2,2,0,0,2,2
Nebraska,E,2012,31,123.0,100492.5216230677,5,5,3,3,2,2,0,23
Nebrasak,NE,2012,31,125.0,31125.0,4,4,2,2,0,0,2,2
Nebraska,NE,2357,31,127.0,31127.0,5,5,5,5,0,0,0,0
Nebraska,NE,2012,31,129.0,31129.0,10,10,3,3,4,4,3,3
Nebraska,NE,2012,31,131.0,31131.0,27,14,22,9,0,0,5,5
Nebraska,NE,2012,104,133.0,31133.0,6,227,2,2,1,1,2,2
Nebraska,NE,2012,31,135.0,31135.0,5,3,4,2,1,1,0,0
Nebraska,NE,2012,31,137.0,31137.0,15,15,7,7,1,1,7,7
Nebrasa,NE,2012,31,139.0,31139.0,8,6,5,3,1,1,2,2
Nebraska,NE,2012,121,141.0,31141.0,58,29,43,19,10,7,5,3
Nebraska,NE,2012,31,143.0,31143.0,7,7,4,4,0,0,3,3
Nebraska,NE,1499,31,145.0,31145.0,18,15,12,8,1,1,6,6
Nebraska,NE,2012,31,147.0,31147.0,18,7,15,4,2,2,1,1
Nebraska,NE,2012,121,149.0,31149.0,0,0,0,0,0,0,0,0
Nelbraska,E,2012,31,151.0,31151.0,21,11,13,6,2,1,5,4
Nebraska,NE,1995,31,153.0,31153.0,181,107,138,78,16,9,26,20
Nebraska,NqE,2012,31,155.0,31155.0,14,14,6,6,0,0,8,8
Nebraska,NE,2012,31,157.0,128724.9305992034,123,65,91,44,12,8,20,13
ebraska,EN,2012,31,159.0,31159.0,12,12,10,10,0,0,2,2
Nebraska,NE,2012,31,161.0,31161.0,6,6,2,2,1,1,3,3
Nebraska,NE,1885,31,163.0,31163.0,1,0,0,0,0,0,0,0
Nebraska,tNE,2012,31,165.0,31165.0,0,0,0,0,0,0,0,0
Nebraska,NE,2012,31,167.0,31167.0,2,2,1,1,0,0,1,1
Nebraska,NE,2012,31,169.0,31169.0,7,8,4,4,1,1,3,3
Nebraska,NE,2012,31,171.0,31171.0,0,0,0,0,0,0,0,0
Nebraska,wNE,2012,31,173.0,31173.0,17,13,13,9,3,3,1,1
Nebraska,EN,2012,31,175.0,31175.0,13,13,5,5,3,3,5,5
Nebraska,NE,2012,31,177.0,31177.0,31,19,23,11,1,1,7,7
Nebraska,NE,2012,31,179.0,122739.5427459848,3,4,3,3,0,0,1,1
Nebraska,NE,2012,31,181.0,109583.76989665508,9,9,4,4,3,3,2,2
Nebraska,NE,2012,31,183.0,31183.0,0,0,0,0,0,0,0,0
Nebraska,NE,2597,31,185.0,31185.0,22,10,16,6,1,1,5,-14
Nevada,NV,2012,-32,510.0,32510.0,201,74,170,55,17,12,14,-14
evada,NV,2012,32,1.0,32001.0,46,24,38,19,1,1,6,4
Nevada,NV,2012,103,3.0,32003.0,3472,229,2976,1079,229,142,268,118
Nevada,V,3012,32,5.0,32005.0,119,42,97,32,8,6,14,4
Nevada,NV,2012,32,-166.34217895952162,32007.0,90,53,72,37,9,8,9,8
Nevada,NV,2012,32,9.0,32009.0,0,0,0,0,0,0,0,0
Nevada,NV,2012,32,11.0,32011.0,5,5,2,2,2,2,1,1
Nevada,NV,2012,32,13.0,121342.41224061033,12,8,12,8,0,0,0,0
Nevada,NV,2012,32,15.0,32015.0,5,5,3,3,1,1,1,1
Nevada,NV,2012,32,17.0,32017.0,7,7,4,4,2,2,1,1
Nevada,NV,1983,32,19.0,32019.0,31,22,19,11,7,6,6,5
Nevada,NV,2012,32,21.0,101252.82658104996,19,219,13,6,1,0,5,2
Nevada,NV,2012,32,23.0,32023.0,56,40,43,29,2,2,10,9
Nevada,NV,2012,99,27.0,32027.0,3,3,1,1,1,1,1,1
Nevada,NV,2012,32,29.0,32029.0,0,0,0,0,0,0,0,0
Nevada,NV,2012,32,31.0,32031.0,1085,395,867,284,133,78,85,33
Nevada,NV,2012,32,33.0,32033.0,24,9,23,8,0,0,1,1
New Hampshire,NH,2012,33,1.0,33001.0,105,47,86,36,14,9,5,2
New Hampshire,NH,2984,33,3.0,33003.0,90,51,57,26,24,17,9,8
New Hampshire,H,2233,33,5.0,33005.0,204,85,163,63,24,17,17,5
New Hampshre,NH,2012,33,7.0,33007.0,79,45,55,26,14,14,10,24
New Hampshire,NeH,2012,33,9.0,33009.0,548,180,451,131,68,40,29,-14
New Hampshire,NH,2012,33,-165.5119653674275,33011.0,1228,542,972,430,162,85,94,-14
New Hampshire,NH,2012,33,13.0,33013.0,450,215,335,154,74,48,42,13
New Hampshire,NH,2012,33,15.0,33015.0,759,373,564,248,105,82,91,43
ew Hampshire,NH,2012,33,17.0,33017.0,344,231,269,108,41,28,34,10
New Hampshire,NH,2012,33,19.0,33019.0,51,27,41,20,4,4,6,3
New Jersey,NJ,1932,34,1.0,34001.0,833,298,679,228,113,52,41,18
New Jersey,J,2012,34,3.0,34003.0,2766,994,2546,912,59,65,78,17
New Jrsey,NJ,2012,34,5.0,34005.0,1045,416,904,353,86,51,56,12
New Jersey,NJ,2012,34,7.0,34007.0,1684,636,1493,539,155,81,37,16
New Jpersey,NJ,2012,34,9.0,34009.0,204,94,172,75,26,16,7,3
New Jersey,NJ,2012,34,11.0,34011.0,324,134,270,110,36,20,18,-15
New Jersey,NJ,2012,-29,13.0,34013.0,2269,782,2079,718,98,39,92,25
New Jersey,NJ,2012,34,15.0,123646.24605893652,518,257,444,213,53,41,21,11
New Jersey,NJ,2012,34,17.0,34017.0,943,470,884,437,35,39,24,9
New Jersey,NJ,1416,34,19.0,34019.0,309,162,252,135,34,18,23,9
New Jersey,NJ,2012,34,21.0,34021.0,1193,441,1066,391,87,42,39,8
New Jersey,NJ,1791,34,23.0,34023.0,2077,826,1924,748,84,40,70,38
New Jersey,NJ,2012,34,25.0,34025.0,1911,759,1714,680,119,59,78,20
New Jersey,NJ,2012,34,27.0,34027.0,1311,526,368,454,112,58,47,14
New Jersey,NJ,2012,34,29.0,34029.0,1133,466,994,419,84,40,55,7
New Jersey,J,2012,34,31.0,34031.0,1119,529,1009,464,59,33,51,32
New Jersey,JN,2012,101,33.0,34033.0,116,54,98,44,13,10,5,-14
New Jersey,NJ,2012,34,35.0,34035.0,807,336,727,294,52,26,28,16
New aJersey,J,2012,34,37.0,34037.0,203,89,184,77,14,11,5,1
New Jersey,NJ,2012,34,39.0,34039.0,1184,476,1076,427,62,31,47,18
New Jrsey,J,2012,34,41.0,34041.0,211,86,181,76,14,8,15,2
New Mexico,NM,2012,35,1.0,35001.0,2104,769,1725,592,216,40,164,61
New Mexico,NM,1983,35,3.0,35003.0,2,2,2,2,0,0,0,0
New Mexico,NM,2012,35,5.0,35005.0,130,64,108,51,15,8,7,5
New Mxico,NM,1291,35,6.0,35006.0,26,24,19,16,4,4,4,4
New Mexico,NM,2012,35,7.0,35007.0,29,21,17,9,8,8,4,4
New Mexico,NM,2012,35,9.0,35009.0,89,38,68,29,14,6,8,3
New Meico,NM,2012,35,11.0,35011.0,2,2,1,1,1,1,0,0
New Mexico,NM,2012,35,13.0,35013.0,399,179,325,140,54,30,20,9
New Mexico,MN,2012,35,15.0,35015.0,89,47,65,30,15,12,9,5
New Mexico,NM,2012,35,17.0,35017.0,81,49,58,29,7,6,16,14
New Mexico,oNM,2012,35,19.0,35019.0,8,8,4,4,2,2,2,2
New Mexico,NM,2012,102,21.0,95350.7066897446,2,2,1,1,1,1,0,0
New Mexico,NM,2012,35,358.14869845677424,35023.0,5,5,2,162,0,0,3,3
New Mexico,NM,2012,35,25.0,35025.0,61,43,42,26,17,15,2,2
New Mexico,NM,2012,35,27.0,35027.0,29,13,24,10,3,2,2,1
New Mexico,NM,2012,35,28.0,107490.3984366228,52,31,44,26,3,1,6,4
New Mexico,NM,2012,35,29.0,111105.4473880742,47,33,30,22,11,10,6,1
Nwe Mexico,NM,2583,35,31.0,35031.0,105,54,90,45,8,6,7,3
New Mexico,NM,2622,35,33.0,35033.0,3,4,2,2,2,2,0,0
New Mexico,NM,2012,110,35.0,35035.0,116,44,101,32,10,39,5,-14
New Mexico,NM,2012,35,37.0,35037.0,18,12,10,157,7,6,0,0
New Mexico,NM,2012,35,39.0,35039.0,71,51,41,27,20,16,9,8
New Mexico,M,2012,35,41.0,35041.0,19,16,14,12,4,3,1,1
New Mexfico,MN,2012,35,43.0,35043.0,135,94,96,68,24,19,16,7
New Mexco,NM,2012,35,45.0,35045.0,241,108,197,78,18,15,27,15
New Mexico,NM,2012,35,47.0,35047.0,56,38,36,22,12,8,8,8
New Mexico,fNM,2012,35,49.0,115865.2011476031,426,192,350,134,48,39,28,19
New Mexico,NM,2012,35,51.0,35051.0,13,9,10,6,2,2,1,1
New Mexico,NM,1604,35,53.0,35053.0,24,17,16,9,6,6,2,2
New Mexico,M,1624,35,55.0,-29406.39492245533,69,48,47,28,10,10,12,10
New Mexico,M,2967,35,57.0,35057.0,10,10,4,4,4,4,2,2
New Mexico,NM,2012,35,59.0,35059.0,8,5,6,3,2,2,0,0
New Mexico,NM,2012,35,61.0,35061.0,46,41,25,21,19,18,2,2
New York,NY,2012,36,1.0,36001.0,1468,428,1179,319,170,74,119,35
New York,NY,2012,128,3.0,36003.0,68,38,48,23,10,5,10,10
New York,NY,2012,36,5.0,-31254.1088364644,3290,1403,2944,1231,187,106,159,66
New York,NY,2012,36,7.0,36007.0,695,310,523,223,115,67,58,20
New York,Y,2012,36,9.0,36009.0,141,74,90,38,28,20,23,-13
New York,NY,2012,36,11.0,36011.0,124,53,80,31,34,18,10,4
New York,NY,2012,36,13.0,36013.0,245,137,161,79,48,32,41,26
New York,NxY,2012,36,15.0,36015.0,244,99,178,65,44,24,23,10
New York,NY,2012,36,17.0,36017.0,70,55,43,30,20,18,7,7
New York,NY,2012,36,19.0,36019.0,238,129,169,75,38,32,30,22
New York,NY,2012,36,21.0,36021.0,133,52,101,35,14,7,18,10
New York,NY,2012,36,23.0,36023.0,102,61,68,34,20,16,15,11
NewYork,NY,2012,36,-174.22597408764432,36025.0,63,41,42,23,14,14,6,4
New York,NY,2012,36,27.0,36027.0,928,352,742,282,111,48,75,22
New York,NY,2012,36,29.0,36029.0,3098,1176,2268,790,454,244,377,142
New York,YN,2012,36,31.0,36031.0,54,40,31,23,4,2,19,15
New York,bNY,2012,36,357.03904124399105,36033.0,116,70,81,43,20,16,16,11
New York,NY,2012,36,35.0,36035.0,450,48,57,31,15,10,8,7
New York,NY,2547,99,37.0,36037.0,105,63,67,35,25,22,12,6
Nenw York,Y,3018,36,39.0,36039.0,73,44,45,27,10,8,18,9
New York,NY,2012,-33,41.0,36041.0,6,4,2,2,0,0,2,2
New York,NY,2012,36,43.0,36043.0,82,51,59,35,12,10,10,6
New York,NY,2012,36,45.0,36045.0,274,137,171,68,50,40,53,29
New York,NY,2012,36,47.0,36047.0,5148,2479,4693,2224,201,132,254,-14
New York,NY,2012,36,49.0,36049.0,45,23,36,18,5,2,4,3
New York,NY,2012,36,51.0,36051.0,89,59,62,38,11,8,16,13
New York,NY,2012,36,-162.28424745549836,36053.0,127,63,86,43,21,14,20,6
oNew York,NY,1088,36,-160.56813044820785,36055.0,2686,1089,2093,813,387,188,207,88
New York,NY,2012,36,57.0,36057.0,117,53,91,38,16,10,10,5
New York,gNY,2012,36,-173.50962134644988,36059.0,5135,1728,4538,1499,293,131,305,98
New York,kNY,2012,36,61.0,36061.0,11240,3112,10181,2729,602,249,457,134
New York,Y,2121,36,63.0,106304.70999382553,348,179,253,118,64,43,31,18
New York,NY,2012,36,65.0,36065.0,579,254,409,166,119,72,52,16
New York,YN,2012,36,67.0,109375.26585434048,1865,655,1342,443,350,151,174,61
New York,NY,2012,36,69.0,36069.0,367,131,274,90,65,32,28,9
New York,vNY,2012,36,-159.05422341033443,36071.0,975,406,818,317,78,53,79,36
New York,NY,2012,36,73.0,36073.0,45,30,31,17,11,10,4,3
New York,NpY,2012,36,75.0,36075.0,166,103,111,61,39,31,16,11
New York,NY,2012,36,77.0,36077.0,232,102,173,68,35,24,24,10
New York,NY,2012,36,79.0,36079.0,235,101,208,84,21,16,6,1
Ne wYork,NY,1498,36,81.0,36081.0,3658,1870,3337,1675,113,83,208,112
New York,NY,2755,36,83.0,36083.0,290,143,217,107,33,17,39,19
New York,YN,2012,36,85.0,36085.0,1009,403,897,354,37,22,75,27
New York,NY,2012,36,87.0,36087.0,774,323,687,280,56,32,31,11
New York,NY,2012,36,89.0,-31369.908564976413,239,141,173,87,30,25,36,29
New York,NY,2012,36,91.0,36091.0,463,230,346,160,61,38,58,32
New York,vNY,3021,36,93.0,36093.0,372,152,290,112,39,20,43,20
Nvew York,NY,2012,36,370.4480949036839,36095.0,43,24,30,14,6,5,7,5
New York,NeY,2073,36,97.0,36097.0,27,21,20,16,4,2,3,3
New York,NY,2012,36,-165.766875250856,36099.0,32,25,15,12,11,7,6,6
New Yrk,NY,2012,36,101.0,36101.0,208,113,144,70,45,32,18,11
New York,NiY,1528,36,412.8046591614645,36103.0,4027,1580,3255,1150,412,215,360,215
New York,Y,1372,36,105.0,36105.0,112,59,84,39,20,18,8,2
New York,NY,2012,36,107.0,36107.0,34,28,21,17,10,9,2,2
New York,NY,2012,36,109.0,36109.0,253,126,200,87,36,31,16,8
New York,NY,2012,36,111.0,36111.0,382,177,299,132,55,43,29,14
New York,YN,2012,36,379.1536808712856,36113.0,314,124,213,78,34,20,66,26
New York,NY,2012,36,115.0,36115.0,50,47,32,29,6,6,12,12
New York,NY,2012,36,117.0,36117.0,91,65,66,49,62,8,12,8
New York,NY,2012,36,119.0,36119.0,2991,1140,2723,1018,187,98,81,24
New York,YN,1869,36,121.0,36121.0,55,32,33,18,11,10,10,4
New York,NY,2012,36,123.0,115466.06870176416,38,29,20,16,15,10,3,3
North Carolina,NC,2012,37,1.0,37001.0,283,139,231,109,24,16,28,14
North Caroina,NC,1889,37,3.0,37003.0,31,27,19,16,4,4,7,7
North Carolina,NC,2012,37,5.0,37005.0,13,9,10,6,2,2,1,1
North Carolina,NC,2012,37,7.0,37007.0,35,20,28,15,2,2,5,24
North Carolina,NC,2012,37,9.0,37009.0,34,24,24,16,8,8,2,23
North Carolina,NC,2012,37,11.0,37011.0,23,12,17,8,6,4,0,0
North Carolina,NC,2924,37,13.0,37013.0,96,49,67,32,20,14,10,3
North Carolina,NC,1889,37,15.0,37015.0,25,22,12,9,3,3,10,10
North Carolina,NC,2012,117,17.0,37017.0,35,33,20,18,7,7,8,8
North Carolina,NC,2012,37,19.0,37019.0,153,88,98,-86,21,41,34,-13
North Carolina,NC,2012,37,21.0,37021.0,992,372,785,298,94,40,113,34
North Carolina,NC,2012,37,23.0,37023.0,184,89,151,62,19,16,14,11
North Carolina,NC,2012,37,25.0,37025.0,524,253,417,196,61,31,59,26
North Carolina,NC,2012,37,27.0,-31569.891871644384,93,56,73,40,14,12,6,4
