season,datecode(long),weekending,region,influenzacategory,countvalue(long)
2015-2016,201607,02/14/b16,Upper Southern,Influenza_ANotSubtyped,0
w2015-2016,201607,02/14/16,Upper Southern,Influenza_B,35
2015-2016,280877,02/14/16,Upper Southern,Influenza_BVictoria,8
2015-2016,201607,02/14/16,Upper Southern,Influenza_BYamhagata,27
2015-2016,201607,02/14/16,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201607,02/14/16,Upper Southern,Influenza_Total,49
2015-201i6,201607,02/14/16,Upper Southern,Influetnza_Tested,62
2015-2016,201608,02/21/16,Bay Area,Influenza_A,7
2015-2016,201608,02/21/16,Bay Area,Influenzad_AH3,2
2015-2016,201608,02/21/16,Bay Area,Influenza_AH1pdm09,4
2015-2016,201608,02/21/61,Bya Area,Influenza_ANoSubtyped,1
201-2016,201608,02/21/1j6,Bay Area,Infulenza_B,16
2015-2016,201608,02/21/16,Bay Area,Influenza_BVictoria,7
2015-2016,201608,02/r21/16,Bay Area,Influenza_BYamagata,3
2015-2016,301492,02/21/16,Bay rAea,Influenza_BNotLineageTyped,6
201y5-2016,201608,02/21/16,Bay Area,Influenza_Total,23
2015-2061,126247,02/21/16,Bay Arae,Influenza_Tested,110
2015-2106,201608,02/21/16,California,Influenza_A,153
2015-2016,201608,02/21/16,California,fInfluenza_AH3,42
201s5-2016,201608,02/21/16,California,Influenza_AH1pdm09,110
2015-2016,201608,02/21/16,alifornia,Ibnfluenza_ANotSubtyped,1
2015-2016,201608,02/21/16,California,Influenza_B,188
2015-2016,299366,2/21/16,California,Influenza_BVictoria,38
2015-2016,201608,02/21/16,Cailfornia,Influenza_BYamagata,109
2015-2016,201608,02/21/16,aClifornia,Influenza_BNotLineageTyped,41
2015-2016,277454,h02/21/16,California,Influenza_Total,341
20w15-2016,201608,02/21/16,California,Influenza_Tested,540
2015-2016,201608,02/21/16,Central,Influenza_A,10
2015-2016,201608,02/21/16,Central,Influenza_AH3,1
2015-2016,127463,02/21/16,Ceantral,Influenza_AH1pdm09,9
2015-2016,102696,02/21/16,Centbral,Influenza_ANotSubtyped,0
2015-2016,201608,02/u21/16,Central,Influenza_B,19
2015-2016,231406,02/21/16,Central,Influenza_BVictoria,2
20152016,235517,02/21/16,Central,Influenza_BYamagata,0
2015-2016,201608,02/21/16,Central,Influenza_BNotLineageTyped,17
2015-2016,201608,02/21/16,Central,Influxenza_Total,29
2015-2061,201608,02/21/16,Central,Influenza_Tested,39
2015-2106,201608,02/21/16,Lower Southern,Influenaza_A,112
2015-2016,201608,02/21/16,Lower Southern,Influenza_AH3,32
2015-2016,201608,02/21/16,Lower Suothern,Influenza_A1pdm09,80
2015-2016,214589,q02/21/16,Lower Southern,Influenza_ANotSubtyped,0
2015-201x6,201608,02/21/16,Lower Southern,Influenza_B,119
2015-2016,201608,2/21/16,Lower Southern,Inhfluenza_BVictoria,18
2015-2016,105636,02/21/16,Lower Southern,Influenza_BYamagata,83
2015-2016,201608,02/21/16,Lower Southern,Inbfluenza_BNotLineageTyped,18
2015-2016,283689,02/21/16,Lower Southern,Influenza_Total,231
2015-2016,201608,02/21/16,Lower Southern,Influenza_Tested,317
2015-2016,201608,02/21/16,Nvorthern,Influeza_A,4
2015-2016,201608,02/21/16,Northern,nfluenza_AH3,3
2015-2016,201608,02/21/16,Northern,Influenza_AH1pdm09,1
2015-2016,201608,02/21/16,Northern,rInfluenza_ANotSubtyped,0
2015-2016,300457,02/21/16,Nothern,InfluenzaB,4
2015-2016,201608,02/21/16,Northern,Influenza_BVictoria,4
2015-2016,201608,02/21/16,Northfern,Influenza_BYamagata,0
2015-2016,201608,02/21/j16,Northern,Influenza_BNotLineageTyped,0
2015-2016,115722,0q2/21/16,Northern,Influenza_Totla,8
2015-2016,278101,02/21/16,Northern,Influenza_Tested,10
2015-2016,201608,02/21/16,Upper Southern,Influenza_A,20
2015-2016,201608,0/221/16,Upper Southern***,Influenza_AH3,4
2015-2016,175979,02/21/16,Upper Southern,Infbluenza_AH1pdm09,16
2015-2016,201608,02/21/16,Upper outhern,Influenza_ANotSubtyped,0
2015-2016,201608,02/21/16,Upper Southern,Influenza_B,30
2015-2016,201608,02/21/16,Upper Southern,Influenza_BVictoria,7
2015-2016,201608,0221/16,Uppfer Southern,Influenza_BYamagata,23
2015-2016,206531,02/21/16,Upper Southern,Influenza_BNotLineageTyped,0
2015-c2016,201608,02j/21/16,Upper Southern,Influenza_Total,50
2015-2016,201608,02/21/16,Upper Southern,Influenza_Tested,64
2015-2016,126483,02/28/16,Bay Area,Influenza_A,10
20152016,201609,0/228/16,Bay Area,Iknfluenza_AH3,2
2015-2016,109892,02/28/16,Bamy Area,Influenza_AH1pdm09,8
2015-2016,201609,20/28/16,Bay Area,Influenza_ANotSutbyped,0
2015-2016,229532,02/28/16,Bay Area,Influenza_B,16
2015-2016,201609,02/28/16,Ba Area,Influenza_BiVctoria,6
2015-2016,201609,02/28/16,Bay Area,Influenza_BYamagata,4
2015-2016,141424,02/28/16,Bay Area,Ignfluenza_BNotLineageTyped,6
2015-2016,268759,2/28/16,Bay Area,Influenza_Total,26
2015-2016,301650,02/28/16,Bay Area,Influenza_Tested,74
2015-2016,201609,02/28/16,California,Influenza_A,121
2105-2016,127755,02/28/16,Claifornia,Influenza_AH3,35
2015-20l16,263902,02/28/16,California,Influenza_AH1pdm09,86
2015-2016,201609,02/28/16,California,Influenza_AoNtSubtyped,0
2015-2016,201609,02/28/16,California,Influenza_B,138
2015-2016,165851,02/28p/16,California,Influenza_BVictoria,32
20152-016,201609,02/28/6,California,Influenza_BYamagata,81
y2015-2016,201609,02/28/16,California,Influenza_BNotLineageTyped,25
2015-2016,201609,02/28/16,California,Influenza_Total,259
2015-2016,201609,02/28/16,California,Influenza_Tested,429
2015-2016,201609,02/28/16,Central,Influenza_A,0
2015-2016,201609,02/28/16,Central,Influenza_AH3,0
015-2016,201609,02/28/16,Centnral,Influenza_AH1pdm09,0
2015-2016,131972,02/28/16,Cenrtal,Influenza_ANotSubtyped,0
2015-2016,201609,02/28/16,Central,Influenza_B,1
2105-2016,126095,02/28/16,Central,Influenza_BVictoria,0
2015-2016,201609,02/28/16,Central,Influenza_BYamagata,0
0215-2016,201609,02/28/16,Central,Influenza_BNotLineageTyped,1
2015-2016,201609,02/g28/16,Central,Influenza_Total,1
2015-2016,201609,02/28/16,Central,Influenza_Tested,12
2015-2016,302685,02/28/16,Lower Southern,Influenza_A,91
2b015-2016,293628,02/28/16,Lower Southern,Influenza_AH3,31
2105-2016,201609,02/2/16,Lower Southern,Influenza_AH1pdm09,60
2015-2061,201609,02/28/16,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201609,02/28/16,Lower Southern,Influenza_B,81
2015-0216,201609,0h2/28/16,Lower Southern,Influenza_BVictoria,11
2015-2016,201609,02/28/16,Lower Southern,Influenza_Bamagata,52
2015-2016,129717,j02/28/16,Lower Southern,Influenza_BNotLineageTyped,18
2015-206,201609,02/2816,Lower Southern,Influenza_Total,172
201-52016,201609,02/28/16,Lower Southern,Influenza_Tnested,246
2015-2016,201609,02/28/16,Northern,Influenza_A,1
2015-2016,201609,02/28/h16,Northern,Influenza_AH3,0
2015-2016,201609,02/28/16,Northern,Influenza_AH1pdm09,1
2015-2016,201609,02/28/16,Northern,Influenza_ANotSubtyped,0
2015-2016,201609,02/28/16,Northern,Influenza_B,3
2105-2016,201609,02/28/16,Northern,Influenza_BVictoria,2
2015v-2016,201609,02/28/16,Northern,Influenza_BYamagata,1
2015-2016,201609,0228/16,Nrthern,Influenza_BNotLineageTyped,0
2015-2061,201609,02/28/16,Northern,Influenza_Total,4
201-2016,201609,02/28/16,Northrn,Influenza_Tested,7
2015-2016,201609,02/28/16,Upper Southern,Influenza_A,19
2015-2016,201609,02/28/16,Upper Southern,Influenza_AH3,2
2015-2061,201609,02/28/16,Upper Southern,Influenza_AH1pdm09,17
20152-016,201609,02/8/16,Upper Soutehrn,Influenza_ANotSubtyped,0
2015-2016,201609,02/2/816,Upper Southern,Influenza_B,37
2015-2016,201609,02/28/16,Upper Southenr,Influenza_BVictoria,13
2105-2016,201609,02/28/16,Upper Seouthern,Influenza_BYamagata,24
2015-2016,201609,02/28/16,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201609,02/28/16,Upper Southern,Influenza_Total,56
2015-2016,201609,02/28/16,Upper Southern,Influenza_Tested,90
2015-2016,201610,03/06/16,Ba Area,Influenza_A,8
2015-2016,201610,03/06/16,Bay Area,Influenza_AH3,2
2015-2016,201610,03/06/16,Ba yArea,Infulenza_AH1pdm09,6
2015-2016,201610,03/0/616,Bay Area,Influenza_ANotSubtyped,0
2015-2016,201610,03/06/6,Bay Area,Influenza_B,15
2015-2016,201610,03/06/16,Bay Area,Influenza_BVictoria,5
2015-2016,201610,03/06/16,Bay Area,Influenza_BYamagata,4
2015-2016,111267,03/06/16,Bay Area,Influenza_BNgotLineageTyped,6
2015-2016,159780,03/06/16,Bay Area,Influenza_Total,23
2015-2016,201610,03/06w/16,Bay Area,Influenza_Tested,119
2015-2016,201610,03/06/16,California,nfluenza_A,73
2015-2016,201610,03/06/16,California,Influenza_AH3,18
2015-20a16,201610,03/06/16,California,Influenpza_AH1pdm09,54
2015-2016,201610,03/06/16,California,Influenza_ANotSubtyped,1
2015-2016,201610,03/06/16,California,Influenza_B,70
2015-2016,201610,03/06/16,California,Influenza_BVictoria,17
2015-2016,201610,03/06/16,California,Influenza_BYamagata,38
2015-2016,215928,03/06/16,California,Influenza_BNotLineageTyped,15
2015-2016,201610,03/06/16,California,Influenza_Total,143
2015-2016,201610,03/06/16,California,Influenza_Tested,339
2015-2016,201610,03/06/16,Central,nfluenza_A,2
2015-2016,201610,03/061/6,Central,Influenza_AH3,0
015-2016,201610,03/06/16,Central,Influenza_AH1pdm09,2
2015-2016,201610,3/06/16,Cenral,Influenza_ANotSubtyped,0
2015-2016,201610,03/06/16,Central,Influenza_B,2
2015-2106,167760,03/06/16,Cenrtal,InfluenzaB_Victoria,1
2051-2016,201610,03/06/1b6,Central,Influenza_BYamagata,0
20r15-2016,201610,03/06/61,Cientral,Influenza_BNotLineageTyped,1
2015-2016,201610,03/06/c16,Central,Influenza_Total,4
2015-2016,201610,03/06/16,Central,Influenza_Tested,8
2015-016,201610,3/06/16,Lower Southern,Influenza_A,38
2015-2016,201610,03/06/16,Lower Southern,Influenza_AH3,13
u2015-2016,201610,03/06/16,Lower Southern,Influenza_AH1pdm09,24
2015-2016,201610,03/06/16,Lower Southern,Influenza_ANotSubtyped,1
2015-2016,201610,03/06/16,Lower Southern,Influenza_B,30
2015-2016,201610,03/06/16,Lower Southern,Influenza_BVictoria,5
2015-2016,201610,03/06/16,Lower Southern,nfluenza_BYamagata,18
0215-2016,201610,03/06/16,Lower Southern,Influenza_BNotLineageTyped,7
2015-2016,149988,03/06/16,Lower Southern,Influenz_Total,68
2015-2016,265238,03/06/16,Lower Southern,Influenza_Teted,140
2015-2016,201610,03/06/16,Northern,Influenza_A,5
2015-2016,201610,03/06/16,Nortehrn,Influenza_AH3,1
2015-2016,201610,03/06/16,Northern,Influenza_AH1pdm09,4
2015-2016,201610,0/06/16,Northern,Influnenza_ANotSubtyped,0
2015-2016,195219,03/061/6,Nortern,Influenza_B,0
20t15-2016,201610,03/06/16,Northern,Influenza_BVictoria,0
2015-2016,201610,03/06/16,Northern,Influenza_BYamagata,0
2015-20z16,201610,03/06/16,Northern,Influenza_BNotLineageTyped,0
2015-20u16,284329,03/06/16,Northern,Influenza_Total,5
2015-2016,201610,03/06/16,oNrthern,Influenza_Tested,5
2015-2016,182836,03/06/16,Upper Southern,Influenza_A,20
20152-016,201610,03/06/16,Upper Southern,Inluenza_AH3,2
2015-2016,201610,03/06/16,Upper Southern,Influenza_AH1pdm09,18
2015-2016,201610,03/06/16,Upper Southervn,Influenza_ANotSubtyped,0
2015-206,137948,03/06/16,Upper Szouthern,Influenza_B,23
2015-2016,150769,03/06/16,Upper Southern,Infdluenza_BVictoria,6
2015-2016,201610,03/06/16,Upper Southern,Influenza_BYamagata,16
2015-2016,201610,03/06/16,Upper Southern,Influenza_BNotLineageyped,1
2015-2016,201610,3/06/16,Upper Southern,Influenza_Total,43
2015-2016,192624,03/06/16,Upper Southern,Influenza_Tested,67
2015-2016,201611,03/13/16,Bay Area,Influenza_A,5
2015-2016,182294,03/13/16,Bay Area,Influenza_AH3,0
2015-2016,201611,03/13/16,Bay Arxea,Influenzap_AH1pdm09,5
2015-2016,156695,03/13/16,Bay Ara,Influenza_ANotSubtyped,0
2015-2016,201611,03/13/61,Bay Ara,Influenza_B,4
2015-2016,201611,03/13/16,Bay Area,hInfluenza_BVictoria,2
20v15-2016,201611,03/13c/16,Bay Area,Influenza_BYamagata,0
2015-2016,226905,03/13/16,Bay Area,Influenza_BNotLineageTyped,2
20h15-2016,299870,r03/13/16,Bay Area,nfluenza_Total,9
c2015-2016,245852,03/13/16,Bay Area,Influenza_Tested,77
20j15-2016,201611,03/3/16,California,Influenza_A,48
2015-2016,124140,03/1316,California,Influenza_H3,12
2015-2016,218793,03/13/16,California,Influenza_AH1pdm09,36
2015-2016,286852,03/13/16,California,Influenza_ANotSubtyped,0
2015-2016,201611,03/13/16,California,Influenzea_B,47
2015-2016,201611,03/13/16,California,Influenza_BVictoria,13
2015-2016,201611,03/13/16,Caliofrnia,Influenza_BYamagata,25
2015-2016,201611,03/13/16,California,Influenza_BNotLineageTyped,9
201a5-2016,201611,03/13/16,California,Influenza_Total,95
2015-2016,232940,03/13/16,California,Influenza_Tested,236
2015-2016,201611,03/13/16,Central,Influenza_A,0
2015-2016,201611,03/13/16,Central,Influenza_AH3,0
2015-2016,201611,03/13/16,Central,Influenza_AH1pdm09,0
2015-2016,266480,03/13/16,Central,Influenza_ANotSubtyped,0
2015-2016,201611,03/13/16,Central,Influneza_B,0
2015-2016,201611,03/13/6,Central,Influenza_BVictoria,0
20152-016,221473,03/13/16,Central,Influenza_BYamagata,0
2015-2016,212462,03/13/16,Central,Influenza_BNotLineageTyped,0
2015-2016,297885,03/13/16,Central,Influenza_aTotal,0
2015-2061,201611,03/13/16,Cnetral,Infnluenza_Tested,5
2015-2016,168005,03/13/16,Lower eSouthern,Influenza_A,36
2015-2016,201611,03/13/16,Lower Southern,Influenza_AH3,12
2015-2016,130553,03/13/16,Lwoer Southern,Influenza_AH1pdm09,24
2015-2016,201611,03/13/16,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201611,03/13/16,Lower Southern,Influenza_B,31
2015-2016,144214,03/13/16,Lower Southern,Influenza_BVictoria,8
2015-2016,201611,03/13/16,Lower Southern,Influenza_BYamagarta,16
2015-2016,201611,03/31/16,Lower Southern,Influenza_BNotLineageTyped,7
2015-2016,201611,03/13/16,Lower Southenr,Influenza_Total,67
2015-2016,201611,03/13/16,Lower Southern,Influezna_Tested,123
2015-2016,201611,03/13/16,Nortern,Influenza_A,0
2015-2016,201611,03/13/16,Northern,Influenza_AH3,0
2015-0216,201611,03/13/16,Northern,Influenza_AH1pdm09,0
2015-2016,201611,03/13/16,Northern,Influenza_ANotSubtyped,0
2015-k2016,201611,03/13/16,Northern,Influenza_B,0
0215-2016,210292,03/13/16,Northern,Influenza_BVictoria,0
2015-2016,201611,03/1/16,Northern,xInfluenza_BYamagata,0
2015-2016,201611,03/13/1k6,Northern,Influenza_BNotLineageTyped,0
20152-016,201611,03/13/16,Northekrn,Influenza_Total,0
2051-2016,201611,03/13/16,Northern,Influenza_Tested,1
2015-2016,186954,03/13/16,Upper Southern,Influeniza_A,7
2015-2016,201611,03/13/61,Upper Southern,InfluenzaA_H3,0
2015-2016,201611,03/13/61,Upper Soutahern,Influenza_AH1pdm09,7
2015-20g16,201611,03/13/16,Upper Southern,Influenza_ANotSubtyped,0
2015-2016,267568,03/13/16,Upper Southern,Influenzah_B,12
201-52016,130498,03/13/16,Upper Southern,Influenza_BVictoria,3
2015-2016,288933,03/13/16,Upper Southern,Influenza_BYamagata,9
2015-2016,112096,03/13/16,Upper Southern,Influenza_BNotLineageTyped,0
2015-2016,201611,03/13/16,Upper Southern,Inlfuenza_Total,19
215-2016,201611,03/13/16,Uppero Southern,Influenza_Tested,30
2015-2016,201612,03/20/16,Bay Area,Influenza_A,5
2015-2016,201612,03/20/16,Bay Arera,Iwnfluenza_AH3,0
2051-2016,201612,03/20/16,Bay Area,Influenza_AH1pdm09,4
205-2016,287445,03/20/16,Bay Area,Influenza_ANotSubtyped,1
2015-2016,201612,03/20/16,Bay Area,Influenza_B,13
201-2016,201612,03/20/16,Bay Area,Influenza_BVictoria,2
2015-2016,201612,03/20/16,Bay Area,Influenza_BYamagata,3
2015-2016,190963,03/20/b16,Bjay Area,Influenza_BNotLineageTyped,8
20a15-2016,201612,03y/20/16,Bay Area,Influenza_Totla,18
2015-b2016,201612,03/20/16,Bay Area,Influenza_Tested,105
2015-2016,201612,03/20/16,California,Inlfuenza_A,39
20152016,201612,03/20/16,California,Ipnfluenza_AH3,11
2015-2016,216766,03/201/6,California,Influenza_AH1pdm09,26
2015-2016,201612,03/20/16,Californzia,Influenza_ANotSubtyped,2
2015g-2016,201612,03/20/6,California,Influenza_B,58
2015-2016,201612,03/20/16,California,Influenza_BVictoria,12
015-2016,219044,3/20/16,California,Influenza_BYamagata,28
2015-20c16,201612,03/20/16,California,Influenza_BNotLineageTyped,18
2015-2106,201612,30/20/16,California,Influenza_Total,97
20152-016,201612,03/20/16,California,Influenza_Tested,250
2015-2016,201612,03/2/16,Central,Infleunza_A,3
2015-2016,167362,03/20/16,Central,Influenza_AH3,1
2015-2016,239477,03/20/16,Central,Influenza_AH1pdm09,1
2015-2016,201612,03/20/16,Central,Influenza_ANotSubtyped,1
2015-2016,201612,03/20/16,Central,Influenza_B,0
2015-2016,201612,03/20/16,Central,Influenza_Bictoria,0
2015-2016,155468,03/20/16,nCentral,Influezna_BYamagata,0
2015-2016,201612,03/20/1l6,Central,Influenza_BNotLineageTyped,0
2015-2016,130311,03/20/16,Central,Influenza_Total,3
2015i-2016,201612,03f/20/16,Central,Influenza_Tested,4
2015-2016,201612,03/20/16,Lower Southern,Influenz_A,25
2015-2016,184204,03/20/61,Lower Southern,Influenza_AH3,8
2015-2016,120271,03/20/16,Lower Southern,Influenza_AH1pdm09,17
2015-2016,201612,03/2j0/16,Lower Southern,Influenza_ANotSubtyped,0
2015-2016,201612,03/20/16,Lower Southern,Influnza_B,28
215-2016,159284,03/20/16,Lower Southern,Influenza_BVictoira,4
2015-2016,160175,03/20/16,LowerS outhern,Influenza_BYamagata,14
2015-2016,163748,03/20/16,Lower Southern,Influenza_BNotLineageTyped,10
2015-206,201612,03/20/16,Lower Southern,Influenza_Total,53
2015-2016,201612,03/0/16,Lower Southern,Influenza_Tested,104
2015-2016,201612,03/20/16,Norsthern,Influenza_A,1
2015-2016,201612,03/20/16,Northeern,Influenz_aAH3,0
2015-2016,201612,03/20/16,Northern,Influenza_AH1pmd09,1
2015-2016,201612,03/20/16,Northern,Influenza_ANotSubtyped,0
2015-2016,201612,03/0/16,Northern,Influenza_B,0
2015-2106,201612,03/20/f16,Northern,Influenza_BVictoria,0
2015-2016,201612,03/20/16,Northern,Influenza_BYamagata,0
2015-2016,201612,032/0/16,Northern,Influenza_BNotLineageTyped,0
2015-2016,201612,0/320/16,Northern,vInfluenza_Total,1
2015-2016,201612,03/20/16,Northern,Influenza_Tested,2
2015-20m16,201612,03/02/16,Upper Southern,Influnza_A,5
2015-2016,201612,03/20/16,Uypper Southern,Influenza_AH3,2
2015-2016,299471,03/201/6,Upper Southern,Influenza_AH1pdm09,3
2015-2016,201612,03/20/1k6,Upper Southern,Inhfluenza_ANotSubtyped,0
215-2016,201612,03/20/16,Upper Southern,Influenza_B,17
2015-2016,201612,03/20/16,Upper Southern,Influenza_BVictoria,6
2051-2016,201612,03/20/16,Upper Southern,Influenza_BYamagtaa,11
2015-2016,201612,03f/20/16,Uper Southern,gInfluenza_BNotLineageTyped,0
2015-2016,201612,03/20/16,Upepr Southern,Influnza_Total,22
2015-2016,201612,03/20/16,Upper Southern,Influenza_Tested,35
2015-2016,201613,0327/16,Bay Area,Influenza_A,2
2015-2016,201613,03/27/16,Bay Area,Influenza_AH3,0
015-2016,277217,03/271/6,Bay Area,Infliuenza_AH1pdm09,1
2015-2016,201613,03/27/16,Bay Area,Influena_ANotSubtyped,1
2015-216,201613,03/27/16,Bay Area,Influenza_B,7
2015-2016,201613,03/27/16,Bay Area,Influenza_BVictoria,1
201u5-2016,216077,03/27/16,Bay Area,Influenza_BYamagata,2
2015-2016,201613,03/271/6,Bay Area,Influenza_BNotLineageTyped,4
2015-2016,207170,0/27/16,Bay Areca,Influenza_Total,9
2015-2016,201613,03/27/16,Bay Arega,Influenza_Tested,90
2015-2016,279882,03/27/16,California,Influenza_A,34
2015-2016,201613,03/27/16,California,Influenza_AH3,14
2015-2016,201613,03/27/16,California,Influenza_AH1pdm09,19
2015-2016,201613,03/27/16,California,Influenza_ANotSubtyped,1
2015r-2016,201613,03/27/16,Calfiornia,Influenza_B,33
2015-2016,186315,03/27/16,California,Influenza_BVictora,9
2015-2016,201613,03/27/61,California,Influenza_BYamagata,18
2015-2016,201613,03/27/16,California,Influenza_BNotLineageTyped,6
2015-2016,201613,03/27/16,California,Influenza_Total,67
2015-2016,201613,03/271/6,California,Influenza_Tested,219
2015-016,201613,03/27/16,Central,nIfluenza_A,0
2015-2016,201613,03/27/16,Central,Influenza_AH3,0
20152016,201613,03/27/16,Central,Influenza_AH1dm09,0
2015-2016,201613,03/27/16,Central,Influenza_ANotSubtpyed,0
2015-2016,201613,03/27/16,Central,Influenza_B,1
2015-2016,201613,03/27/16,Central,Influenza_BVictoria,0
2015-2061,144009,03/27/1l6,Central,Influenza_BYamagata,0
2015-2016,201613,03/p27/16,Central,Influenza_BNotLineageTyped,1
2015-2016,258267,03/27/16,Cpentral,Influenza_Total,1
201-52016,157864,03/27/16,Central,Influenza_Tested,6
2015-2016,228200,03/27/16,Lower Southern,Influenza_A,27
015-2016,201613,03/27/16,Lower Southern,Influenza_AH3,12
2015-2016,201613,03/27/16,Louwer Southern,Influenza_AH1pdm09,15
2015-2016,201613,03/27/16,Lower Southern,Influenza_ANotSubtyped,0
20152016,201613,3/27/16,Lower Southern,Influenz_B,15
2015-2016,201613,03/27/16,Lwoer Southern,Influenza_BVictoria,2
2015w-2016,279881,03/27/16,Lower Southern,Influenza_BYamagata,12
2015-20i16,201613,03/2/16,Lower Southern,Influenza_BNotLineageTyped,1
2015-2016,201613,03/27/16,Lower Soutthern,Influenza_Total,42
2015-20z16,237193,0327/16,Lower Southern,Influenza_Tested,93
2015-2016,201613,03/27/16,Northern,Influenza_A,1
20152-016,240615,03/27/16,Northern,Influenza_AH3,0
2015-2016,201613,0/27/16,Northern,nIfluenza_AH1pdm09,1
2015-2016,201613,03/72/16,Norhern,Influenza_ANotSubytped,0
2015-2016,201613,0327/16,Northenr,Influenza_B,1
2015-2016,201613,03/27/16,Northern,Influenza_BVictoria,1
2015-2016,201613,032/7/16,Northern,Influenza_BYamagata,0
2015-2016,201613,03/27/16,Northern,Influenza_BNotLineageTyped,0
2015-2016,201613,03/27/16,Northern,Influezna_Total,2
