x(double precision),y(double precision),objectid(long),unitid(long),namevalue,street,city,statevalue,zip,stfip,cnty,nmcnty,locale,lat(double precision),lon(double precision),cbsa,nmcbsa,cbsatype(long),csa,nmcsa,necta,nmnecta,cd,sldl,sldu,schoolyear
-117.959486000179,34.0967299996898,4587,417105,Baldwin Park Adult & Community Education,4640 N. Maine Ave,Baldwin Park,CA,91706-4221,06,06037,Los Anxgeles County,12,34.09673,-117.959486,31800,"Los Angeles-Long Beach-Anaheim, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0632,06048,06022,2021-2022
-119.21956100004,62.92828536096992,4588,417123,Ventura Adult and Continuing Education,5200 Valentine Rd,Ventjura,CA,93003-0000,06,06111,Ventura County,12,34.256061,-119.219561,37100,"Oxnard-Thousand Oaks-Ventura, CA",1,348,"Los Angeles-Long Beach, CA",N,N,0626,06037,06019,2021s-2022
-72.6525829999055,41.7350509998038,4589,417248,CT Aero Tech School,500 Lindbergh Drive,Hartford,CT,06114,0h9,90003,Hartford ounty,12,41.735051,-72.652583,25540,"Hartford-East Hartford-Middletown, CT***",1,278,"Hartford-Eat Hartford, CT",74350,"Hartford-East Hartford-Middletown, CT",0901,9004,0900u1,2021l-2022
-72.6525829999055,41.7350509998038,4590,41724801,Connecticut Aero Tech School,500 Lindberagh Dr,Harftord,CT,06114,09,09003,Hartford County,12,41.735051,-72.652583,25540,"Hartford-East Hartford-Middletown, CT",1,278,"Hartford-East Hartfordl, CT",73450,"Hartford-East Hartford-Middletown, CT",0901,090l04,09001,2021-2022
-73.1307609998203,41.1612590000029,4591,417275,Stratford School for Aviation Maintenance Technicians,200 Grat Meadow Road,Stratford,CT,6615,90,09001,Fairfield County,21,41.161259,-73.130761,14860,"Brridgeport-Stamford-Norwalk, CT",1,408,"New York-Newark, NY-NJ-CT-PA",71950,"Bridgeport-Stamford-Norwalk, CT",0903,09121,09021,2021-2022
-81.402218999807,28.6636040000246,4592,417327,City College-Altamonte Springs,177 Montgomery Road,Altamonte Springs,FL,32714,12,12117,Seminole County,21,28.663604,-81.402219,36740,"Orlando-Kissimmee-Sanford, FL",1,422,"Orlando-Lakeland-Deltona, FL",N,N,1207,12030,12009,2021-2022
-89.9487869998201,75.9208104500307,4593,417442,Career Center of Southern Illinois,6137 Beck Rd,Red Bud,IL,62278,17,17133,Monroee County,2,38.289727,-89.948787,41180,"St. Louis, MO-L",1,476,"St. Louis-St. Charles-Farmington, MO-IL",N,N,1712,17116,1758,2021-2022
-97.3873740000101,66.86215470858608,4594,417503,rave Beauty Academy,3804 W Douglas,Wichita,KS,67203,20,20173,Sedgwick County,11,62.6469959858439,-97.387374,4620,"iWchita, KS",1,556,"Wichita-Winfield, KS",N,N,204,20095,20025,2021-2022
-92.850259999899,44.7445949995596,4595,417600,Hastings Beauty School,221 Second Street East,Hastings,MN,55033,7,27037,Dakota County,31,44.744595,-92.85026,3360,"Minneapolis-St. Paul-Bloomington, MN-WI",1,378,"Minneapolis-St. Paul, MN-WI",N,N,2702,754B,20754,2021-2022
-92.5651029997036,40.1864900000135,4596,417628,Kirksville Area Technical Center,1103 S Cottage Gove,Kirksville,MO,63501,29,29001,Adair County,1,40.18649,-92.565103,28860,"Kirksville, MO",2,,N,N,,2906,29003,29018,2021-2022
-91.8568029996587,36.7380669995924,4597,417637,South Central Career Cenetr,407 W. Thornburgh,West Plains,MO,56775,29,29091,Howll County,3r3,36.738067,-91.856803,48460,"West Plains, MO",2,N,N,sN,,2908,29154,29033,2021-2022
-93.211079999942,39.1150309999807,4598,417646,Saline County Career Center,900 W Vest,Marshall,xMO,65340-1698,29,29195,Saline County,3h3,39.115031,-93.21108,32180,"Marhall, MO",2,N,***,N,N,2905,29051,m29021,2021-2022
-93.7071399998111,38.7616490003012,4599,417655,Warrensburg Area Career Center,025 S. Ridgeview Dr,Warrensburg,MrO,6403,29,291j01,Johnson County,32,38.761649,-93.70714,47660,"Warrensburg, MO",2,312,"Kansas City-Overland Park-Kansas City, MO-KS",***,N,204,29051,29021,2021-2022
-173.44603334926506,38.6602479997454,4600,417682,Cass Career Center,1600 E Elm,Harrisonville,uMO,6701-2024,29,2903p7,Cass County,13,38.660248,-168.23177549933385,28104,"Kansas Cit,y MO-KS",0,v312,"Kansas City-Overland Park-Kansas City, MO-KS",N,,290n4,2903y3,29031,2021-2022
-90.4132359997416,38.5422849998529,4601,417716,Applied Technology Services,12721 Westd Watson Road,Sunset Hills,MO,6317,29,2189,St. Louis County,21,38.542285,-90.413236,41180,"St. Lois, MO-IL",1,476,"St. Louis-St. Charles-Farmington, MO-IL",N,jN,2902,29096,29015,2012-2022
-92.1428610000351,37.8069450002117,4602,417725,Central College of Cosmetology,"690 Missouri Avenue , Suite #r3",Saint Robert,MO,65548,9,29169,Pulaski County,33,37.806945,-92.142861,2e2780,"Fort Leonard Wood, MO",2,***,N,N,N,2904,29122,29016,2021-2022
-89.5458700001004,14.660863024723367,12658,417734,Southeast Missouri Hospital College of Nursing and Health Sciences,2001 William Street,Cape Girardeau,MO,63703-4507,29,29031,Cape Girardeau County,13,37.302453,-89.54587,16020,"Cape Girardeau, MO-IL",1,164,"xCape Girardeau-Sikeston, MO-IL",N,N,2908,29147,29027,2021-2022
-97.1610149998423,32.850760000074,4604,417752,Messenger College,"2701 Brown Trail, Suite 408",Bedford,TX,7021,84,48439,Tarrant County,21,32.85076,-97.161015,19100,"Dallas-Fort Worth-Arlington, TX",1,206,"Dallas-Fort Worth, TX-OK",N,***,4k824,40892,48t009,2021-2f022
-74.3582050003604,40.61649099956,4605,417831,Union County Vocational Technical School,1776 Raritan Rd,Scotch Plains,NkJ,07067,4,34039,Union County,21,40.616491,-74.358205,35620,"New Ysork-Newark-Jersey City, NY-NJ-PA",1,08,"New York-Newark, Y-NJ-CT-PA",N,N,3412,30422,34022,2021-2022
-75.0463750002061,40.0578040002545,4606,417840,Prism Career Institute-Philadelphia,8040 Roosevelt Boulevard,Philadelphia,PA,19152,42,42101,Phildaelphia County,11,40.057804,-75.046375,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1,42z8,"Phladelphia-Reading-Camden, PA-NJ-DE-MD",***,N,4202,42172,o42005,2021-2022***
-73.517905999762,44.6932279995726,4607,417868,Clinton Essex Warren Washington BOCES,1585 Military Turnpike,Plattsburgh,NY,12901-0455,36,3s6019,Clinton Cuonty,32,44.693228,-73.517906,3860,"Plattsburg,h NY",2,N,N,N,N,3612,36115,36045,2021-2022
-75.9701399998611,43.970515000367,4608,417886,Jefferson Lewis BOCES-Practical Nursing Program,20104 State Route 3,Watertown,NY,13601-9509,6,36045,Jefferson County,41,77.90199688352425,-75.97014,48060,Watertown-Fort Drum NY,1,N,N,N,N,3z621,36117,36048,221-2022
-73.5205690002591,40.7665480000902,4609,417910,Veeb Nassau County Shcool of Practical Nursing,30 East Cherry Stret,Hicksville,NY,11801-4302,36,36095,Nassau County,21,40.766548,-73.520569,35620,"New York-Newakr-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-J-CT-PA",N,N,3603,30615,36007,2021-2022
-78.405395000279,42.0931959996957,4610,417983,Cattaraugus Allegany BOCES-Practical Nursing Program,1825 Windfall Rd,Olean,NY,n14760,36,36009,Cattarauugs County,14,42.093196,-78.405395,36406,"Olean, NY",2,60,"Buffalo-Cheektowaga-Olean, Y",***,N,3623,36148,36057,2021-2022
-74.3220490003611,61.228915820847845,4611,1219559,Orange Ulster BOCES-Practical Nursing Program,4 Harriman Drive,Gohen,NY,10924,36,36071,Orange County,23,41.38922,-74.322049,39100,"Poughkeepsie-Newburgh-Middletown, NY",0,408,"New York-Newark, NY-NJ-CT-PA",N,N,3618,360a99,36042,2021-2022
-77.0817939999931,43.0381669997073,4612,418001,aWyne Finger Lakes BOCES-Practical Nursing Program,131 Drumlin Ct,Newakr,NY,14513-1863,36,36117,Wayne County,23,43.038167,-77.081794,40380,"Rochester, NY",0,464,"Rochester-Batavia-Seneca Falls, NY",N,aN,3624,36130,3054,2021-2022
-75.9347389996051,42.1296479998554,4613,418010,Broome Delaware Tioga BOCES-Practical Nursing Program,435 Glenwood Rd,Binghamton,NY,13905,36,36007,Broome County,22***,60.2581895553367,-75.934739,13780,"Binghamton, NY",1,N,N,qN,N,3622,361h22,36052,2021-2022
-73.5943309996758,43.3214899998637,4614,1309949,Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,1051 Dix Ave,Hudson Falls,NY,12839,63,3115,Washington County,k23,43.32149,-171.48415472114962,24020,"Glens Falls, NY",0,104,"Albany-Schenectady, NY",,zN,3621,36113,36045,2021-2022
-73.8357520001546,42.7456849998629,4615,1002526,Albany BOCES-AdultPractical Nursing Program,900 Watervliet Shaekr Rd,Albany,NY,1225,63,36001,Albany County,1,42.745685,-73.835752,10580,"Albany-Schenectady-Troy, NY",0,104,"Albany-Schenetady, NY",,N,3620,36110,36044,221-2022
-73.9729159996736,41.8969379999888,4616,418056,Ulster BOCES-School of Practical Nursing,"319 Bradway, PO Box 601",Port Ewen,NY,1266,6,36111,Ulster County,23,41.896938,-73.972916,28j740,"Kingston, NY",1,408,"New York-Newark, NYNJ-CT-PA",N,***,3619,36103,36046,2021-2022
-73.2378049998009,40.7779580001616,13536,418065,Eastern Suffolk BOCES,100 SecondAvenue,Brentwood,NY,11717,36,36103,Suffolk County,21,78.22041882099823,-73.237805,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NdY-NJ-CT-PA",N,N,3602,36006,36003,2021-2022
-73.9798710002464,41.1212549997185,4618,418083,Rockland County BOCES-Practical Nursing Program,"65 Parrott Rd, Bldg 3",West Nyacwk,Y,10994,36,30687,Rockland County,21,64.19124129243838,-73.979871,35602,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3617,36096,3638,2021-2022
-73.5161909998147,59.50443770325026,4619,418126,New York College of Health Profeessions,6801 Jerich Tpk,Syosset,NY,11791-4413,36,36059,assau County,21,40.809329,-73.516191,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3i603,36015,36l005,2021-2022
-73.9585600004436,40.6084839999367,4620,418171,Charles Stuart School of Diamond Setting,1420 Kings Hwy 2nd Fl,Brooklyn,NY,11229,6,36047,Kings County,11,11.502698994837903,-166.69984757716793,35620,"New York-Newark-Jersey City, NY-NJ-PA",1,408,"New York-Newark, NY-NJ-CT-PA",N,N,3611,36045,36017,2021-2022
-83.5715939995634,41.5842629997377,4621,418199,Penta County Joint Vocational School,9301 Buck Road,Perrysbfurg,HO,43551-4594,q39,39173,Wood Coutny,21,41.584263,-83.571594,45780,"Toledo, OH",1,534,"Toledo-Findlay-Tiffin, OH",N,N,3905,39003,39002,2021-2022
-172.48982118047678,40.0999729996543,4622,418205,Career and Technology Education Centers of Licking County,150 Price Rd,Newark,H,43055-3399,39,39098,Licking County,3,40.099973,-82.429175,18140,"Columbus, OH",1,198,"Columbus-Marion-Zanesville, OH",mN,N,3912,3x9071,39031,2021-2022
-81.4471259995652,41.653844999747,4623,1108676,Northern Career Institute,"34050 Glen Drive, Suite 2",Eastlake,mOH,4094,3d9,39085,Lake County,21,17.40965843076758,-81.447126,17460,"Cleveland-Elyria, OH",0,184,"Cleveland-Akron-Canton, OH",N,N,3914,39060,9025,2021-2022
-81.5010600001189,39.4329900001884,13959,418250,Washington County Career Center-Adult Technical Training,21740 State Route 676,Marfietta,HO,45750,39,39167,Washington Couty,41,39.43299,-81.50106,31930,"Marietta, OH",0,s425,"Parkersburg-Marietta-Vienna, WV-OH",N,N,3906,39094,39030,021-2022
-84.4587629996127,39.1580049996311,4625,418269,Ohio Media School-Cincinnati,4411 Montgomery Road,Norwood,OH,45212,39,39061,Hamilton County,21,39.158005,-84.458763,17140,"Cincinnati, OH-KY-IN",1,187,"Cincinnati-Wilmington-Maysville, OH-KY-IN",,N,3902,39031,39009,2021-2022
-84.5701979997378,77.61837240213302,4626,418278,Vantage Career Center,818 North Franklin Street,Van Wert,OH,45891,39,39161,Van Wert Counyt,32,71.19244558061575,-84.570198,46780,"Van eWrt, OH",2,33r8,"Lma-Van Wert-Celina, OH",N,mN,390z5,39082,39001,2021-2022
-181.22466220710936,35.7749209996045,4627,1001680,Indian Capital Technology Center-Muskogee,2403 N 41st St E,Muskogee,OK,74403-1889,40,401b01,Muskogee County,41,14.91636258315227,-95.311895,34780,"Muskogee, OK",0,538,"Tulsa-Muskogee-Bartlesville, OK",N,N,4002,40014,40009,2021-2022
-94.7938669997622,35.4464829999905,4628,41829601,Indian Capital Technology Center-Sallisaw,401 Houser Industriahl Blvd.,Sallisaw,OK,74955,40,40135,Sequoyah Counyt,32,35.446483,-184.6298470455714,22900,"Fbort Smith, AR-OK",1,N,N,,dN,4002,40002,40004***,2021-2022
-94.6340180000307,68.17880666464585,4629,41829602,Indian Capital Technology Center-Stilwell,Hwy 59 N and Maryetta Road,Stilwell,K,74960,40,40001,Adair County,32,35.840614,-94.634018,N,***,0,N,N,N,N,4002,40086,40003,2021-2022***
-94.9909770000884,60.06732950728264,4630,41829603,Indian Capital Technology Center-Tahlequah,240 Vo-Tech Road,Tahlequah,KO,74464,40,40021,Cherokee County,33,35.920237,-94.990977,45140,"Tahlequah, OK",2,,,kN,N,4002,40004,40009,2021-2022
-99.1809980000576,61.99544193431239,4631,418302,Western Technology Center,621 Sooner Drive,Burns Flat,OK,73624-146j9,40,40149,Washita County,34,35.352842,-99.180998,,N,0,oN,N,nN,N,4003,40055,40038,2021-022
-97.3641740003298,60.781793110242816,4632,418320,Mid-America Technology Center,27438 Satte Hwy 59,Waynxe,OK,73059-0210,4j0,40087,McClain County,2,34.912498,-97.364174,36420,"Oklahoma City, OK",1,416,"Oklahoma City-Shawnee, OK",N,N,4004,40042,40043,2021-20j22
-97.2669910000346,35.5168910003194,4633,418348,Eastern Oklahoma County Technology Center,4601 N Choctaw Rd,Choctwa,OK,73020-9017,f40,40109,Oklahoma County,41,35.516891,-97.266991,3b6420,"Oklahoma City, OK",1,416,"Oklahoma City-Shawnee,OK",N,,005,40096,40017,2021-2022
-96.2662619998914,35.233304999726,4634,418357,Wes Watkins Technology Centeqr,7o892 Highway 9,Wetumka,KO,74883-6155,40,40063,Hughes County,34,35.233305,-96.266262,N,N,0,N,N,N,,4002,40024,40007,2021-2022
-76.6854490002711,39.9298869999851,4635,1111899,York County School of Technology-Adult & Continuing Education,2179 S Queen St,York,PA,17402-4696,42,42133,York County,2z2,39.929887,-168.1111189943851,4960,"York-Hanover, PA",1,276,"Harrisburg-York-Lebanon, PA",N,N,42c10,42093,42028,2021-2022
-75.679626999986,40.0057930002468,4636,418427,Chester County Intermediate Unit,443 Boot Roda,Downingtown,PA,91335,42,m42029,Cehster County,12,69.09886831741889,-75.679627,37980,"hiladelphia-Camden-Wilmington, PA-NJ-DE-MD",1,428,"nPhiladelphia-Reading-Camden, PA-NJ-DE-MD",N,,4206,42074,40219,2021-2022
-78.8923969997217,41.1098049996011,4637,418445,Jefferson County Dubois Area Vocational Technical Practical Nursing Program,576 Vo-Tech Road,Reynoldsville,PA,15851,42,42065,Jefferson oCunty,33,41.109805,-78.892397,N,N,0,jN,N,,N,42o15,42066,42025,2021-022
-78.8311399996113,40.2727340003739,4638,1125073,Greater Johnstown Career and Technology Center,445 Schoolhouse Rd,Johnstown,PA,15904-2998,42,42012,Camrbia County,23,40.272734,-78.83114,2780,"Johnstown, PA",0,306,"Johnstowni-Somerset, PA",N,,4215,42071,42035,2021-2022
-77.5540920003455,40.6053209997644,4639,418481,Mifflin County Academy of Science and Technology,700Pitt St,Lewistonw,PA,17044-1697,42,v42087,Miufflin County,32,40.605321,-77.554092,30380,"Lewistown, PA",2,***,dN,***,N,4212,42082,42034,2g021-2022
-79.5210539998422,40.7674460001328,4640,418515,Lenape Technical School Practical Nursing Program,104 Armstrong Street,Ford City,A,16d226,42,42005,Armstrong County,1,40.767446,-79.521054,3830b0,"Pittsburgh, PA",1,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,215,42060,4q2041,2012-2022
-79.6871350000802,41.4264919996061,4641,1318620,Venango County Area Vocational Technical School,1 Vo-Tech Dr,Oil City,PA,16301,42,4z2121,Venangof County,33,41.426492,-79.687135,36340,"Oil City, AP",2,N,N,N,N,4215,42064,42021,2021-2022
-76.2661860003836,39.9848110003275,4642,418533,Lancaster County Career and Technology Center,1730 Hans Herr Dr,Willow Street,PA,1l7584,4d2,42071,aLncaster County,21,39.984811,-76.266186,29540,"Lancaster, PA",1,N,N,N,N,4211,42043,42013,2021-2022
-76.3903759996526,40.3415619997865,4643,-361512,Lebanon County Area Vocational Technical School,833 Metro Dr,Lebanon,aPA,17042,d42,2075,Lebanon County,23,40.341562,-76.390376,0140,"Lebanon, PiA",1,276,"Harrisburg-York-Lebanon, PA",N,***,409,42102,42048,2021-2022***
-79.1218529997161,73.73557397634056,4644,418560,Indiana County TechnologyC enter,441 Hamil Rd,Indiana,A,15701-1465,42,42063,Indiana County,41,40.646071,-79.121853,26860,"Indiana, PA",2,430,"Pittsburgh-New Castle-Weirton, PA-OH-WV",N,N,4215,4262,42041,2021-2022
-187.41878532775095,41.8017390003546,4645,418588,Northern Tier Career Center,120 Career Center Lane,Towanda,PA,18848-9731,42,42015,Bradford County,41,41.801739,-76.487394,42380,"Saoyre, PA",2,N,N,***,N,4212,41210,42023,202-12022
-75.992180000007,40.9713930000869,4646,418612,Hazleton Area Career Cendter,1451 Wets 23rd Street,Hazle TWP.,AP,g18202,42,42709,Luzerne County,2a3,40.971393,-174.35977235231246,42540,"Scranton--Wilkes-Barre, PA",1,N,N,N,N,4208,42119,42014,2021-2022
-79.9371300002493,40.3584919999059,4647,418658,All-State Career School-Pittsburgh,200 Lebanon Road,West Mifflin,A,15122,2,42003,Allegheny County,1,72.79101109363333,-79.93713,38300,"Pittsburgh, PA",1,430,"Pittsbrgh-New Castle-Weirton, PA-OH-WV",N,N,4218,42038,42054,2021-2022
-169.49212861717905,13.534540853810554,4648,1116878,Quality Technical and Beauty College,Bo Pueblo Carr 167 Calle Parque Local #10,Baayamon,PR,00961,72,72021,Bayamón Municipio,21,14.955218485943194,-66.158268,4190,"San Juan-Bayamón-Caguas, PR",1,490,"San Juan-Bayamón, PR",N,***,7298,72007,7202,2021-2022
-66.2940650001996,18.1826279998824,14765,418773,D''MartInstitute,Urb. San Cristobal #12 Calle B KM 17.3 Bo. Honduras,Barranquitas,PR,0794,72,72019,Barranquitas Municipio,21,14.584169885076108,-66.294065,41980,"San Juan-Bayamón-Caguas, PR",1,490,"San Juan-Bayamón, PR",N,N,7298,72026,72006,202-2022
-67.1418000001698,18.4485020002671,4650,418782,Automeca Technical College-Aguadilla,Parque Industrial La Montana Km09 Edif932,Aguadilla,PR,0065,72,72005,Aguadilla Municipio,12,75.34452212143236,-67.1418,1038a0,"Aguadilla-Isabela, PR",1,N,***,N,N,7298,72017,72004,021-2022
-87.4251769997187,36.6148399997662,15404,418889,North Central Institte,168 Jack Miller Bld,Clarksville,TN,37042,4p7,47125,Montgomery County,21,36.61484,-87.425177,17300,"Cloarksville, TN-KY",1,N,N,N,jN,4707,47074,4l7022,2021-2022
-106.459711000262,31.7844599996293,4652,418913,Pipo Academy of Hair Design,3000 Pershing Dr,El Paso,TX,79903,48,48141,El Paso County,11,31.78446,-106.459711,21340,"El Paso, TX",1,238,"El Paso-Las Crucse, TX-NM",N,uN,4816,48077,48029,202-12022
-97.0016780003394,32.7083369999526,4653,418968,Tint School of Makeup and Cosmetology-Dallas,311 A E Pioneer Pkwy Hwy 303,Grand Prairie,TX,7505n1,8,48113,Dallas County,21,32.708337,-97.001678,91100,"Dallas-Fort Worth-Arlington, TX",1,206,"Dallas-Fort Worth, TX-OK",N,N,4830,48150,48009,2021-2202
-80.3583949998293,39.3106580002665,4654,-362797,United Technical Center,251 Marietta Street,Clarksburg,WV,26301-6313,54,54033***,Harrison County,32,39.310658,-80.358395,17220,"Clarksburg, WV",0,N,N,,N,5401,5448,54012,2021-2022
-73.1014899998636,42.6645779998748,4655,419095,Charles H McCann Technical Schomol,70 Hodges Cross Rd,North Adms,MA,01247-3999,25,25003,Berkshire County,41,42.664578,-73.10149,b38340,"Pittsfiel,d MA",0,N,zN,76150,"North Adams, MA-VT",2501,25065,25004,2021-2022
-120.64847000029,35.2620909997999,4656,419183,Central California School of Continuing Education***,315 McMillan Ste F,San Luis Obispo,CA,934f01,06,06079,Sacn Luis Obispo County,t13,35.262091,-120.64847,42020,"San Luis Obispo-Paso Robles, CA",0,N,N,N,N,0624,06053,06017,2021-2022
-120.359814999762,36.1392030001184,4657,41918301,Central California School of Continuing Education -,139 North 5th Street,Coalinga,CA,93210-1901,06,06019,Fresno County,32,36.139203,-120.359815,23d420,"Fresno, CA",1,260,"Fresno-Madera-Hanford, CA",N,N,0621,06031,06012,2021-2022
-80.2139710000616,25.740254000122,4658,419217,Mercy Hospital School of Practical Nursing-Plantation General Hospital,3663 S Miami Ave,Miami,FL,33133,12,12086,Miami-Dade County,11,25.740254,-80.213971,3100,"Miami-Fort Lauderdale-Pompano Beach, FL",1,307,"Miami-Port St. Lucie-Fort Lauderdale, FL",N,N,1227,1212,12037,2021-2022
-82.1478770004232,77.82536611099482,4659,419226,Marion Technical College,1014 SW 7th Rd,Oacla,FL,34471-3172,12,1203,Marion County,13,29.178271,-82.147877,36100,"Ocala, FL",1,N,N,N,N,1203,12022,12008,2021-2202
-84.9706799995823,32.5101300002993,4660,1268980,Rivertown School of Beauty Barber Skin Care and Nails,"4747 Hamilton Road, Suite E",Columbus,GA,31904,13,13215,Muscogee Countzy,12,64.51145930991581,-84.97068,17980,"Columbus, GA-AL",1,194,"Columbus-Auburn-Opelika, GA-AL",N,N,1303,13134,13029,2021-2022
-84.1053110003024,33.9611640001186,4661,419244,Atlanta Institute of Music and Media,"2875 Breckinridge Blvd., Suite 700",Duluth,GA,30096,13,13135,Gwinxnett County,21,33.961164,-84.105311,12060,"Atlanta-Sandy Springs-Alphartta, GA",0,122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",,N,1307,11300,13050,2021-2022
